"Status","Year","Organisation","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Maritime and Coastguard Agency","Wales","Outside London","110","110","30210","27260"
"In post","2023","Maritime and Coastguard Agency","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Maritime and Coastguard Agency","Yorkshire and The Humber","Outside London","65","65","34930","31660"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","East of England","Outside London","260","255","48330","43140"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","London","London","850","825","50200","42130"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","North West (England)","Outside London","10","10","50030","50830"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Scotland","Outside London","5","5","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","South East (England)","Outside London","20","20","46040","41770"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Yorkshire and The Humber","Outside London","10","10","67040","70550"
"In post","2023","Met Office","East Midlands (England)","Outside London","45","40","34790","33910"
"In post","2023","Met Office","East of England","Outside London","30","30","36030","37420"
"In post","2023","Met Office","London","London","35","30","38920","37420"
"In post","2023","Met Office","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Met Office","Northern Ireland","Outside London","15","15","35330","33130"
"In post","2023","Met Office","Overseas","Overseas","30","30","34770","37420"
"In post","2023","Met Office","Scotland","Outside London","90","85","35060","35550"
"In post","2023","Met Office","South East (England)","Outside London","90","85","37450","37420"
"In post","2023","Met Office","South West (England)","Outside London","1920","1830","40030","39650"
"In post","2023","Met Office","Wales","Outside London","15","15","35340","34430"
"In post","2023","Met Office","West Midlands (England)","Outside London","10","10","37080","37420"
"In post","2023","Met Office","Yorkshire and The Humber","Outside London","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","East Midlands (England)","Outside London","1495","1435","29380","23840"
"In post","2023","Ministry of Defence (excl. agencies)","East of England","Outside London","3485","3385","33760","31580"
"In post","2023","Ministry of Defence (excl. agencies)","London","London","4070","3990","45600","44250"
"In post","2023","Ministry of Defence (excl. agencies)","North East (England)","Outside London","215","205","25750","22220"
"In post","2023","Ministry of Defence (excl. agencies)","North West (England)","Outside London","1615","1515","29790","27140"
"In post","2023","Ministry of Defence (excl. agencies)","Northern Ireland","Outside London","855","830","26070","22130"
"In post","2023","Ministry of Defence (excl. agencies)","Overseas","Overseas","670","670","55610","52950"
"In post","2023","Ministry of Defence (excl. agencies)","Scotland","Outside London","3585","3445","31260","27140"
"In post","2023","Ministry of Defence (excl. agencies)","South East (England)","Outside London","7930","7690","35180","33990"
"In post","2023","Ministry of Defence (excl. agencies)","South West (England)","Outside London","8265","7940","35490","33990"
"In post","2023","Ministry of Defence (excl. agencies)","Unknown","Unknown","35","35","40540","33990"
"In post","2023","Ministry of Defence (excl. agencies)","Wales","Outside London","755","730","27470","22840"
"In post","2023","Ministry of Defence (excl. agencies)","West Midlands (England)","Outside London","2420","2340","33240","30140"
"In post","2023","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","Outside London","1935","1860","30150","27470"
"In post","2023","Ministry of Justice (excl. agencies)","East Midlands (England)","Outside London","300","290","38200","37680"
"In post","2023","Ministry of Justice (excl. agencies)","East of England","Outside London","125","120","41860","37860"
"In post","2023","Ministry of Justice (excl. agencies)","London","London","4090","3990","47320","43650"
"In post","2023","Ministry of Justice (excl. agencies)","North East (England)","Outside London","190","180","39270","37680"
"In post","2023","Ministry of Justice (excl. agencies)","North West (England)","Outside London","410","405","38770","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Scotland","Outside London","85","85","41370","38000"
"In post","2023","Ministry of Justice (excl. agencies)","South East (England)","Outside London","210","200","40450","37680"
"In post","2023","Ministry of Justice (excl. agencies)","South West (England)","Outside London","160","155","41550","37860"
"In post","2023","Ministry of Justice (excl. agencies)","Unknown","Unknown","15","15","35810","37680"
"In post","2023","Ministry of Justice (excl. agencies)","Wales","Outside London","225","215","40010","37680"
"In post","2023","Ministry of Justice (excl. agencies)","West Midlands (England)","Outside London","565","545","36260","31760"
"In post","2023","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","Outside London","755","740","40840","37680"
"In post","2023","National Crime Agency","East Midlands (England)","Outside London","180","170","40140","38640"
"In post","2023","National Crime Agency","East of England","Outside London","165","160","39320","38310"
"In post","2023","National Crime Agency","London","London","1565","1535","47150","43310"
"In post","2023","National Crime Agency","North East (England)","Outside London","105","105","39010","38310"
"In post","2023","National Crime Agency","North West (England)","Outside London","1330","1300","39760","38310"
"In post","2023","National Crime Agency","Northern Ireland","Outside London","135","130","41870","38640"
"In post","2023","National Crime Agency","Overseas","Overseas","125","125","48040","47380"
"In post","2023","National Crime Agency","Scotland","Outside London","55","55","41050","38310"
"In post","2023","National Crime Agency","South East (England)","Outside London","475","460","42780","41910"
"In post","2023","National Crime Agency","South West (England)","Outside London","475","455","39840","38640"
"In post","2023","National Crime Agency","Unknown","Unknown","105","100","47180","47380"
"In post","2023","National Crime Agency","Wales","Outside London","65","65","42220","38310"
"In post","2023","National Crime Agency","West Midlands (England)","Outside London","525","505","40820","38640"
"In post","2023","National Crime Agency","Yorkshire and The Humber","Outside London","260","250","41060","38420"
"In post","2023","National Infrastructure Commission","London","London","50","45","55040","53410"
"In post","2023","National Infrastructure Commission","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","National Records of Scotland","Scotland","Outside London","455","430","38070","34730"
"In post","2023","National Savings and Investments","London","London","150","145","54760","49550"
"In post","2023","National Savings and Investments","North East (England)","Outside London","20","20","50310","45690"
"In post","2023","National Savings and Investments","North West (England)","Outside London","25","25","44380","45000"
"In post","2023","National Savings and Investments","Scotland","Outside London","15","15","44380","42290"
"In post","2023","Northern Ireland Office","London","London","90","90","55070","55720"
"In post","2023","Northern Ireland Office","Northern Ireland","Outside London","75","75","38230","37680"
"In post","2023","Office for Budget Responsibility","London","London","45","45","52070","54810"
"In post","2023","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Outside London","220","210","50490","52750"
"In post","2023","Office for Standards in Education, Children's Services and Skills","East of England","Outside London","110","105","63150","63830"
"In post","2023","Office for Standards in Education, Children's Services and Skills","London","London","315","310","55080","52750"
"In post","2023","Office for Standards in Education, Children's Services and Skills","North East (England)","Outside London","50","50","66450","66170"
"In post","2023","Office for Standards in Education, Children's Services and Skills","North West (England)","Outside London","540","525","42630","33130"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","South East (England)","Outside London","160","155","66310","72470"
"In post","2023","Office for Standards in Education, Children's Services and Skills","South West (England)","Outside London","335","320","48240","41050"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Wales","Outside London","15","15","66170","66170"
"In post","2023","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","Outside London","175","170","54650","52750"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","Outside London","110","110","64180","66170"
"In post","2023","Office of Gas and Electricity Markets","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","London","London","865","855","50280","46250"
"In post","2023","Office of Gas and Electricity Markets","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Scotland","Outside London","650","640","38950","33150"
"In post","2023","Office of Gas and Electricity Markets","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Wales","Outside London","30","30","49600","46070"
"In post","2023","Office of Gas and Electricity Markets","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","West Midlands (England)","Outside London","335","325","44540","40450"
"In post","2023","Office of Rail and Road","London","London","210","200","57490","57700"
"In post","2023","Office of Rail and Road","North West (England)","Outside London","35","30","49700","52890"
"In post","2023","Office of Rail and Road","Scotland","Outside London","35","30","54260","53410"
"In post","2023","Office of Rail and Road","South West (England)","Outside London","30","30","53370","53410"
"In post","2023","Office of Rail and Road","West Midlands (England)","Outside London","30","30","53810","53660"
"In post","2023","Office of Rail and Road","Yorkshire and The Humber","Outside London","30","30","51710","51830"
"In post","2023","Office of the Public Guardian","East Midlands (England)","Outside London","440","410","25330","25830"
"In post","2023","Office of the Public Guardian","London","London","10","10","[c]","[c]"
"In post","2023","Office of the Public Guardian","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","West Midlands (England)","Outside London","1195","1105","24240","21780"
"In post","2023","Office of the Scottish Charity Regulator","Scotland","Outside London","45","40","39790","33520"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","London","45","45","50640","43650"
"In post","2023","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Scotland","Outside London","80","80","52820","52360"
"In post","2023","Office of the Secretary of State for Wales","London","London","20","20","53270","50160"
"In post","2023","Office of the Secretary of State for Wales","Wales","Outside London","25","25","43780","37680"
"In post","2023","Planning Inspectorate","East Midlands (England)","Outside London","55","50","59830","60050"
"In post","2023","Planning Inspectorate","East of England","Outside London","30","25","62950","60050"
"In post","2023","Planning Inspectorate","London","London","30","25","61320","60050"
"In post","2023","Planning Inspectorate","North East (England)","Outside London","45","40","56980","60050"
"In post","2023","Planning Inspectorate","North West (England)","Outside London","50","45","58700","60050"
"In post","2023","Planning Inspectorate","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectorate","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Planning Inspectorate","South East (England)","Outside London","50","45","59230","60050"
"In post","2023","Planning Inspectorate","South West (England)","Outside London","510","465","37320","33450"
"In post","2023","Planning Inspectorate","Wales","Outside London","30","25","56390","60050"
"In post","2023","Planning Inspectorate","West Midlands (England)","Outside London","40","35","54730","48660"
"In post","2023","Planning Inspectorate","Yorkshire and The Humber","Outside London","40","40","59990","60050"
"In post","2023","Queen Elizabeth II Centre","London","London","40","40","42100","39000"
"In post","2023","Registers of Scotland","Scotland","Outside London","1185","1140","35760","32510"
"In post","2023","Revenue Scotland","Scotland","Outside London","85","85","43190","38330"
"In post","2023","Royal Fleet Auxiliary","Unknown","Unknown","1695","1695","41950","40010"
"In post","2023","Rural Payments Agency","East Midlands (England)","Outside London","95","90","26650","25920"
"In post","2023","Rural Payments Agency","East of England","Outside London","55","55","26620","25920"
"In post","2023","Rural Payments Agency","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Rural Payments Agency","North East (England)","Outside London","520","485","27090","22150"
"In post","2023","Rural Payments Agency","North West (England)","Outside London","1090","985","26120","22150"
"In post","2023","Rural Payments Agency","South East (England)","Outside London","220","205","30070","25920"
"In post","2023","Rural Payments Agency","South West (England)","Outside London","320","295","28130","25920"
"In post","2023","Rural Payments Agency","Wales","Outside London","5","5","[c]","[c]"
"In post","2023","Rural Payments Agency","West Midlands (England)","Outside London","195","180","26050","24030"
"In post","2023","Rural Payments Agency","Yorkshire and The Humber","Outside London","315","300","27350","25920"
"In post","2023","Scottish Courts and Tribunals Service","Scotland","Outside London","1960","1790","30450","25060"
"In post","2023","Scottish Fiscal Commission","Scotland","Outside London","25","25","50710","49860"
"In post","2023","Scottish Forestry","Scotland","Outside London","220","210","38240","38210"
"In post","2023","Scottish Government (excl. agencies)","London","London","15","15","53820","46390"
"In post","2023","Scottish Government (excl. agencies)","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Government (excl. agencies)","Overseas","Overseas","20","20","76250","76030"
"In post","2023","Scottish Government (excl. agencies)","Scotland","Outside London","9130","8760","47000","42860"
"In post","2023","Scottish Housing Regulator","Scotland","Outside London","50","50","55540","51110"
"In post","2023","Scottish Prison Service","Scotland","Outside London","4540","4260","35040","37060"
"In post","2023","Scottish Public Pensions Agency","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Scottish Public Pensions Agency","Scotland","Outside London","365","345","32070","27740"
"In post","2023","Serious Fraud Office","London","London","460","450","48650","42500"
"In post","2023","Social Security Scotland","Scotland","Outside London","4025","3855","31460","29100"
"In post","2023","Standards and Testing Agency","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Standards and Testing Agency","London","London","40","40","49030","46600"
"In post","2023","Standards and Testing Agency","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Standards and Testing Agency","North West (England)","Outside London","15","15","38420","37590"
"In post","2023","Standards and Testing Agency","West Midlands (England)","Outside London","50","45","41210","37740"
"In post","2023","Standards and Testing Agency","Yorkshire and The Humber","Outside London","15","15","41650","37590"
"In post","2023","Student Awards Agency for Scotland","Scotland","Outside London","265","255","33190","29450"
"In post","2023","Submarine Delivery Agency","East Midlands (England)","Outside London","20","20","44670","42620"
"In post","2023","Submarine Delivery Agency","North West (England)","Outside London","175","170","44150","42620"
"In post","2023","Submarine Delivery Agency","Overseas","Overseas","25","25","52350","43590"
"In post","2023","Submarine Delivery Agency","Scotland","Outside London","110","105","41790","42230"
"In post","2023","Submarine Delivery Agency","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Submarine Delivery Agency","South West (England)","Outside London","1760","1715","43190","41050"
"In post","2023","Teaching Regulation Agency","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Teaching Regulation Agency","West Midlands (England)","Outside London","80","80","31860","30330"
"In post","2023","The Insolvency Service","East Midlands (England)","Outside London","75","70","34720","34870"
"In post","2023","The Insolvency Service","East of England","Outside London","60","55","31450","26100"
"In post","2023","The Insolvency Service","London","London","340","320","41850","38030"
"In post","2023","The Insolvency Service","North East (England)","Outside London","70","65","34130","32160"
"In post","2023","The Insolvency Service","North West (England)","Outside London","270","255","36520","34870"
"In post","2023","The Insolvency Service","Scotland","Outside London","65","60","27730","24620"
"In post","2023","The Insolvency Service","South East (England)","Outside London","105","95","34330","31620"
"In post","2023","The Insolvency Service","South West (England)","Outside London","130","125","32810","29240"
"In post","2023","The Insolvency Service","Wales","Outside London","70","65","31040","27890"
"In post","2023","The Insolvency Service","West Midlands (England)","Outside London","360","340","31940","27890"
"In post","2023","The Insolvency Service","Yorkshire and The Humber","Outside London","110","105","34970","31620"
"In post","2023","The National Archives","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","London","London","585","560","37430","34940"
"In post","2023","The National Archives","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","The National Archives","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Transport Scotland","Scotland","Outside London","530","515","48720","49860"
"In post","2023","UK Debt Management Office","London","London","115","115","62440","57000"
"In post","2023","UK Export Finance","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","London","London","495","490","54840","50330"
"In post","2023","UK Export Finance","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Export Finance","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","East Midlands (England)","Outside London","140","130","49260","49590"
"In post","2023","UK Health Security Agency","East of England","Outside London","285","265","45210","37510"
"In post","2023","UK Health Security Agency","London","London","2220","2115","49140","41280"
"In post","2023","UK Health Security Agency","North East (England)","Outside London","105","100","50250","45120"
"In post","2023","UK Health Security Agency","North West (England)","Outside London","405","380","40570","34410"
"In post","2023","UK Health Security Agency","Northern Ireland","Outside London","15","15","41010","37490"
"In post","2023","UK Health Security Agency","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","UK Health Security Agency","Scotland","Outside London","55","50","41480","37060"
"In post","2023","UK Health Security Agency","South East (England)","Outside London","475","440","49690","43660"
"In post","2023","UK Health Security Agency","South West (England)","Outside London","1005","955","40900","37060"
"In post","2023","UK Health Security Agency","Wales","Outside London","40","40","43890","41530"
"In post","2023","UK Health Security Agency","West Midlands (England)","Outside London","330","305","44230","37060"
"In post","2023","UK Health Security Agency","Yorkshire and The Humber","Outside London","340","330","45450","40590"
"In post","2023","UK Hydrographic Office","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","UK Hydrographic Office","South West (England)","Outside London","940","895","37520","34370"
"In post","2023","UK Space Agency","London","London","155","155","49470","41540"
"In post","2023","UK Space Agency","South East (England)","Outside London","15","15","45700","37750"
"In post","2023","UK Space Agency","South West (England)","Outside London","100","100","45950","50680"
"In post","2023","UK Statistics Authority","East Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2023","UK Statistics Authority","East of England","Outside London","15","10","39680","39300"
"In post","2023","UK Statistics Authority","London","London","320","310","48460","42190"
"In post","2023","UK Statistics Authority","North East (England)","Outside London","140","135","34700","31560"
"In post","2023","UK Statistics Authority","North West (England)","Outside London","40","35","37590","31560"
"In post","2023","UK Statistics Authority","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","UK Statistics Authority","Scotland","Outside London","30","30","40410","37760"
"In post","2023","UK Statistics Authority","South East (England)","Outside London","2525","2075","31380","25100"
"In post","2023","UK Statistics Authority","South West (England)","Outside London","20","15","38150","39190"
"In post","2023","UK Statistics Authority","Wales","Outside London","3005","2855","37420","35290"
"In post","2023","UK Statistics Authority","West Midlands (England)","Outside London","10","10","40240","39190"
"In post","2023","UK Statistics Authority","Yorkshire and The Humber","Outside London","20","15","35880","37850"
"In post","2023","UK Supreme Court","London","London","55","55","38100","33450"
"In post","2023","Valuation Office Agency","East Midlands (England)","Outside London","175","155","35640","32260"
"In post","2023","Valuation Office Agency","East of England","Outside London","180","165","36700","33960"
"In post","2023","Valuation Office Agency","London","London","660","630","42860","37950"
"In post","2023","Valuation Office Agency","North East (England)","Outside London","625","595","29900","26020"
"In post","2023","Valuation Office Agency","North West (England)","Outside London","440","420","36610","32970"
"In post","2023","Valuation Office Agency","Scotland","Outside London","40","35","45290","46380"
"In post","2023","Valuation Office Agency","South East (England)","Outside London","225","205","37970","34450"
"In post","2023","Valuation Office Agency","South West (England)","Outside London","670","625","31490","26890"
"In post","2023","Valuation Office Agency","Wales","Outside London","255","240","37580","33960"
"In post","2023","Valuation Office Agency","West Midlands (England)","Outside London","300","280","34800","32260"
"In post","2023","Valuation Office Agency","Yorkshire and The Humber","Outside London","420","385","35930","32260"
"In post","2023","Vehicle Certification Agency","East Midlands (England)","Outside London","70","70","36400","34970"
"In post","2023","Vehicle Certification Agency","Overseas","Overseas","10","10","69120","68310"
"In post","2023","Vehicle Certification Agency","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Vehicle Certification Agency","South West (England)","Outside London","125","115","34150","34620"
"In post","2023","Vehicle Certification Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Veterinary Medicines Directorate","South East (England)","Outside London","165","160","43210","40260"
"In post","2023","Water Services Regulation Authority","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Water Services Regulation Authority","London","London","80","75","65200","63460"
"In post","2023","Water Services Regulation Authority","West Midlands (England)","Outside London","185","180","52730","47890"
"In post","2023","Welsh Government (excl. agencies)","London","London","10","10","56210","49760"
"In post","2023","Welsh Government (excl. agencies)","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Overseas","Overseas","15","15","59350","63900"
"In post","2023","Welsh Government (excl. agencies)","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Wales","Outside London","5935","5610","43650","39690"
"In post","2023","Welsh Government (excl. agencies)","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Government (excl. agencies)","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Wales","Outside London","80","75","46360","43660"
"In post","2023","Welsh Revenue Authority","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Welsh Revenue Authority","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Wilton Park","South East (England)","Outside London","85","80","35870","31620"
"Leaver CS","2023","Accountant in Bankruptcy","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","East of England","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","London","London","20","[c]","47290","48040"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","North East (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","North West (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Scotland","Outside London","10","[c]","29400","25160"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","South West (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Wales","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","East Midlands (England)","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","East of England","Outside London","15","[c]","27740","25920"
"Leaver CS","2023","Animal and Plant Health Agency","London","London","50","[c]","31480","25920"
"Leaver CS","2023","Animal and Plant Health Agency","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","North West (England)","Outside London","40","[c]","28270","22150"
"Leaver CS","2023","Animal and Plant Health Agency","South East (England)","Outside London","70","[c]","31840","29080"
"Leaver CS","2023","Animal and Plant Health Agency","South West (England)","Outside London","35","[c]","28270","22430"
"Leaver CS","2023","Animal and Plant Health Agency","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Animal and Plant Health Agency","Wales","Outside London","20","[c]","28530","26280"
"Leaver CS","2023","Animal and Plant Health Agency","West Midlands (England)","Outside London","15","[c]","30170","26480"
"Leaver CS","2023","Animal and Plant Health Agency","Yorkshire and The Humber","Outside London","30","[c]","29500","26050"
"Leaver CS","2023","Attorney General's Office","London","London","5","[c]","[c]","[c]"
"Leaver CS","2023","Building Digital UK","London","London","35","[c]","40400","35620"
"Leaver CS","2023","Cabinet Office (excl. agencies)","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","East of England","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","London","London","515","[c]","51250","54700"
"Leaver CS","2023","Cabinet Office (excl. agencies)","North East (England)","Outside London","35","[c]","26770","21720"
"Leaver CS","2023","Cabinet Office (excl. agencies)","North West (England)","Outside London","45","[c]","37890","35580"
"Leaver CS","2023","Cabinet Office (excl. agencies)","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","Scotland","Outside London","50","[c]","35910","32000"
"Leaver CS","2023","Cabinet Office (excl. agencies)","South East (England)","Outside London","15","[c]","34320","33970"
"Leaver CS","2023","Cabinet Office (excl. agencies)","South West (England)","Outside London","25","[c]","36910","34320"
"Leaver CS","2023","Cabinet Office (excl. agencies)","Unknown","Unknown","10","[c]","37690","32510"
"Leaver CS","2023","Cabinet Office (excl. agencies)","Wales","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","West Midlands (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Outside London","50","[c]","31770","32000"
"Leaver CS","2023","Central Civil Service Fast Stream","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Central Civil Service Fast Stream","London","London","80","[c]","30830","30130"
"Leaver CS","2023","Central Civil Service Fast Stream","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Central Civil Service Fast Stream","North West (England)","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Central Civil Service Fast Stream","Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Central Civil Service Fast Stream","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Central Civil Service Fast Stream","Unknown","Unknown","15","[c]","29490","29250"
"Leaver CS","2023","Central Civil Service Fast Stream","Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Central Civil Service Fast Stream","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Central Civil Service Fast Stream","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Centre for Environment, Fisheries and Aquaculture Science","East of England","Outside London","40","[c]","33180","29750"
