"Status","Year","Organisation","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Department for Education (excl. agencies)","Hertfordshire CC","Outside London","30","30","50480","43250"
"In post","2023","Department for Education (excl. agencies)","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Lambeth","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Leeds","Outside London","80","80","44510","42970"
"In post","2023","Department for Education (excl. agencies)","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Leicestershire CC and Rutland","Outside London","10","10","53460","52150"
"In post","2023","Department for Education (excl. agencies)","Lewisham and Southwark","London","5","5","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Lincolnshire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Liverpool","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Luton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Manchester","Outside London","1020","1000","41520","37590"
"In post","2023","Department for Education (excl. agencies)","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Merton, Kingston upon Thames and Sutton","London","5","5","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Mid Lancashire","Outside London","10","10","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","North Yorkshire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Northumberland","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Nottingham","Outside London","310","295","42010","37980"
"In post","2023","Department for Education (excl. agencies)","Oxfordshire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Perth and Kinross, and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Powys","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Sandwell","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Scottish Borders","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Sheffield","Outside London","1345","1275","42390","37880"
"In post","2023","Department for Education (excl. agencies)","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Solihull","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Somerset CC","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","South Nottinghamshire","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Southend-on-Sea","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Staffordshire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Suffolk CC","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Swindon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Tyneside","Outside London","115","115","42850","38740"
"In post","2023","Department for Education (excl. agencies)","Wakefield","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Wandsworth","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Warrington","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Warwickshire CC","Outside London","10","10","49550","51360"
"In post","2023","Department for Education (excl. agencies)","West Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","West Surrey","Outside London","10","5","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","West Sussex (South West)","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Westminster","London","2035","1950","52180","55020"
"In post","2023","Department for Education (excl. agencies)","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Wirral","Outside London","10","10","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","Worcestershire CC","Outside London","10","10","[c]","[c]"
"In post","2023","Department for Education (excl. agencies)","York","Outside London","10","10","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Angus and Dundee City","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Armagh City, Banbridge and Craigavon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Barnet","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Barnsley, Doncaster and Rotherham","Outside London","20","20","43260","38200"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","20","20","44550","38690"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Berkshire","Outside London","170","165","42030","37710"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Birmingham","Outside London","85","85","42030","37300"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Bournemouth, Christchurch and Poole","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Bristol, City of","Outside London","840","800","42550","37820"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Cambridgeshire CC","Outside London","35","35","38940","37300"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Cardiff and Vale of Glamorgan","Outside London","25","25","42850","37820"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Central Hampshire","Outside London","20","15","40190","38100"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Cheshire East","Outside London","125","120","44600","39970"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Chorley and West Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","City of Edinburgh","Outside London","25","25","41300","37310"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Cornwall and Isles of Scilly","Outside London","25","25","39570","37300"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Darlington","Outside London","15","15","36610","37300"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Devon CC","Outside London","145","135","41290","37300"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Dorset","Outside London","10","10","35650","37300"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Durham","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Ealing","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East Cumbria","Outside London","50","50","38660","37300"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East Kent","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East Riding of Yorkshire","Outside London","15","15","40630","37710"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","East Sussex CC","Outside London","10","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Fermanagh and Omagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Gloucestershire CC","Outside London","25","20","45690","49400"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Heart of Essex","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Hertfordshire CC","Outside London","15","15","37970","30320"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","15","15","34960","30320"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Leeds","Outside London","95","90","41540","37710"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Leicestershire CC and Rutland","Outside London","10","10","37660","37300"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Lincolnshire CC","Outside London","35","35","39250","37300"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Manchester","Outside London","20","20","41450","37500"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Mid Kent","Outside London","10","10","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Mid Lancashire","Outside London","50","50","40470","37500"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Monmouthshire and Newport","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","North Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","North Yorkshire CC","Outside London","45","45","43450","39580"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Northumberland","Outside London","25","20","36660","32430"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Norwich and East Norfolk","Outside London","30","30","40570","37300"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Nottingham","Outside London","25","25","42430","37300"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Oxfordshire CC","Outside London","15","15","43280","44280"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Perth and Kinross, and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Peterborough","Outside London","100","100","41090","37710"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Plymouth","Outside London","15","15","39920","37300"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Powys","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Sheffield","Outside London","35","35","41630","37710"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Shropshire","Outside London","10","10","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Solihull","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Somerset CC","Outside London","30","30","41340","37710"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","South Nottinghamshire","Outside London","50","50","36350","31050"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","South West Wales","Outside London","20","20","35480","30320"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","South and West Derbyshire","Outside London","10","10","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Staffordshire CC","Outside London","30","30","40610","37300"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Suffolk CC","Outside London","20","20","35930","37300"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Swindon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Tyneside","Outside London","280","270","41010","37300"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Warrington","Outside London","170","165","42520","38060"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Warwickshire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","West Cumbria","Outside London","35","35","34940","30320"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","West Kent","Outside London","10","5","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","West Lothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","West Surrey","Outside London","100","95","50160","51930"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","West Sussex (South West)","Outside London","35","35","44130","38050"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Westminster","London","2535","2470","46470","40610"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Wiltshire","Outside London","15","15","46270","49400"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","Worcestershire CC","Outside London","110","105","42820","38060"
"In post","2023","Department for Environment, Food and Rural Affairs (excl. agencies)","York","Outside London","510","495","41530","37300"
"In post","2023","Department for International Trade","Belfast","Outside London","15","15","54540","52000"
"In post","2023","Department for International Trade","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Birmingham","Outside London","75","70","41720","38740"
"In post","2023","Department for International Trade","Bristol, City of","Outside London","50","45","40920","42370"
"In post","2023","Department for International Trade","Cambridgeshire CC","Outside London","35","30","46340","45190"
"In post","2023","Department for International Trade","Cardiff and Vale of Glamorgan","Outside London","50","50","49040","52000"
"In post","2023","Department for International Trade","City of Edinburgh","Outside London","35","35","47900","52000"
"In post","2023","Department for International Trade","Darlington","Outside London","190","185","40000","38050"
"In post","2023","Department for International Trade","Glasgow City","Outside London","10","10","41640","38200"
"In post","2023","Department for International Trade","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Hertfordshire CC","Outside London","5","5","[c]","[c]"
"In post","2023","Department for International Trade","Leeds","Outside London","60","55","43080","43540"
"In post","2023","Department for International Trade","Manchester","Outside London","75","70","43810","40170"
"In post","2023","Department for International Trade","Nottingham","Outside London","40","35","47380","46070"
"In post","2023","Department for International Trade","Overseas","Overseas","175","175","57480","55370"
"In post","2023","Department for International Trade","South Hampshire","Outside London","25","25","42480","42930"
"In post","2023","Department for International Trade","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for International Trade","Westminster","London","2690","2660","49260","43290"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Belfast","Outside London","15","15","44730","41720"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Birmingham","Outside London","110","105","42440","37540"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Bristol, City of","Outside London","90","90","44970","49700"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Cambridgeshire CC","Outside London","40","35","46860","37540"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Cardiff and Vale of Glamorgan","Outside London","35","35","47670","49700"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","City of Edinburgh","Outside London","35","35","46330","49700"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Cornwall and Isles of Scilly","Outside London","10","10","47920","46550"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Darlington","Outside London","50","50","44560","43650"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Devon CC","Outside London","20","20","42890","39510"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","East Sussex CC","Outside London","15","15","36460","33050"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Hertfordshire CC","Outside London","55","55","43860","40570"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Leeds","Outside London","85","85","44930","38500"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Manchester","Outside London","80","80","42350","40300"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Norwich and East Norfolk","Outside London","10","10","25440","24320"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Nottingham","Outside London","50","50","43190","37540"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Plymouth","Outside London","20","20","41280","37540"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Sheffield","Outside London","40","40","48690","49700"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Tyneside","Outside London","50","45","41360","37540"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Warrington","Outside London","60","60","42160","37540"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Westminster","London","2110","2065","51130","54630"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Wirral","Outside London","55","55","37310","31290"
"In post","2023","Department for Levelling Up, Housing and Communities (excl. agencies)","Wolverhampton","Outside London","205","200","37890","31420"
