"Status","Year","Region_ITL1","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","London","London","Unknown","2995","[c]","42290","34260"
"Leaver CS","2023","North East (England)","Outside London","Heterosexual / straight","1100","[c]","29890","25900"
"Leaver CS","2023","North East (England)","Outside London","LGBO","90","[c]","28850","22520"
"Leaver CS","2023","North East (England)","Outside London","Undeclared","125","[c]","29960","27570"
"Leaver CS","2023","North East (England)","Outside London","Unknown","1125","[c]","28610","22520"
"Leaver CS","2023","North West (England)","Outside London","Heterosexual / straight","2570","[c]","30790","27570"
"Leaver CS","2023","North West (England)","Outside London","LGBO","205","[c]","30150","27320"
"Leaver CS","2023","North West (England)","Outside London","Undeclared","305","[c]","29750","26770"
"Leaver CS","2023","North West (England)","Outside London","Unknown","2000","[c]","28060","23220"
"Leaver CS","2023","Northern Ireland","Outside London","Heterosexual / straight","115","[c]","30240","22970"
"Leaver CS","2023","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland","Outside London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland","Outside London","Unknown","145","[c]","26990","22400"
"Leaver CS","2023","Overseas","Overseas","Heterosexual / straight","80","[c]","51140","43890"
"Leaver CS","2023","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","Overseas","Unknown","65","[c]","49800","48690"
"Leaver CS","2023","Scotland","Outside London","Heterosexual / straight","1785","[c]","33260","28120"
"Leaver CS","2023","Scotland","Outside London","LGBO","145","[c]","31340","27570"
"Leaver CS","2023","Scotland","Outside London","Undeclared","190","[c]","34120","28140"
"Leaver CS","2023","Scotland","Outside London","Unknown","1775","[c]","31730","28120"
"Leaver CS","2023","South East (England)","Outside London","Heterosexual / straight","2890","[c]","31660","27570"
"Leaver CS","2023","South East (England)","Outside London","LGBO","225","[c]","32120","27850"
"Leaver CS","2023","South East (England)","Outside London","Undeclared","365","[c]","32310","28420"
"Leaver CS","2023","South East (England)","Outside London","Unknown","1275","[c]","31450","26960"
"Leaver CS","2023","South West (England)","Outside London","Heterosexual / straight","2905","[c]","34600","30650"
"Leaver CS","2023","South West (England)","Outside London","LGBO","235","[c]","30280","27570"
"Leaver CS","2023","South West (England)","Outside London","Undeclared","365","[c]","36790","33540"
"Leaver CS","2023","South West (England)","Outside London","Unknown","985","[c]","33130","28200"
"Leaver CS","2023","Unknown","Unknown","Heterosexual / straight","75","[c]","32340","28120"
"Leaver CS","2023","Unknown","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Undeclared","55","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Unknown","Unknown","280","[c]","36400","32550"
"Leaver CS","2023","Wales","Outside London","Heterosexual / straight","1600","[c]","30880","25900"
"Leaver CS","2023","Wales","Outside London","LGBO","130","[c]","29940","25760"
"Leaver CS","2023","Wales","Outside London","Undeclared","260","[c]","29120","22500"
"Leaver CS","2023","Wales","Outside London","Unknown","830","[c]","28340","22500"
"Leaver CS","2023","West Midlands (England)","Outside London","Heterosexual / straight","1825","[c]","30850","27570"
"Leaver CS","2023","West Midlands (England)","Outside London","LGBO","120","[c]","28950","26700"
"Leaver CS","2023","West Midlands (England)","Outside London","Undeclared","205","[c]","29160","27570"
"Leaver CS","2023","West Midlands (England)","Outside London","Unknown","975","[c]","28630","22500"
"Leaver CS","2023","Yorkshire and The Humber","Outside London","Heterosexual / straight","1840","[c]","32500","28080"
"Leaver CS","2023","Yorkshire and The Humber","Outside London","LGBO","150","[c]","31160","27570"
"Leaver CS","2023","Yorkshire and The Humber","Outside London","Undeclared","245","[c]","31650","27570"
"Leaver CS","2023","Yorkshire and The Humber","Outside London","Unknown","1040","[c]","34240","28120"
"Leaver Dept.","2023","East Midlands (England)","Outside London","Heterosexual / straight","240","[c]","29320","27570"
"Leaver Dept.","2023","East Midlands (England)","Outside London","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","East Midlands (England)","Outside London","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2023","East Midlands (England)","Outside London","Unknown","80","[c]","28630","27570"
"Leaver Dept.","2023","East of England","Outside London","Heterosexual / straight","225","[c]","32270","28120"
"Leaver Dept.","2023","East of England","Outside London","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","East of England","Outside London","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","East of England","Outside London","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2023","London","London","Heterosexual / straight","3645","[c]","44960","39840"
"Leaver Dept.","2023","London","London","LGBO","455","[c]","43230","39600"
"Leaver Dept.","2023","London","London","Undeclared","540","[c]","44570","40600"
"Leaver Dept.","2023","London","London","Unknown","1885","[c]","41390","35150"
"Leaver Dept.","2023","North East (England)","Outside London","Heterosexual / straight","450","[c]","31710","28120"
"Leaver Dept.","2023","North East (England)","Outside London","LGBO","45","[c]","29820","27570"
"Leaver Dept.","2023","North East (England)","Outside London","Undeclared","45","[c]","31590","28120"
"Leaver Dept.","2023","North East (England)","Outside London","Unknown","330","[c]","29830","27570"
"Leaver Dept.","2023","North West (England)","Outside London","Heterosexual / straight","895","[c]","31860","28120"
"Leaver Dept.","2023","North West (England)","Outside London","LGBO","85","[c]","31720","28120"
"Leaver Dept.","2023","North West (England)","Outside London","Undeclared","85","[c]","31730","28120"
"Leaver Dept.","2023","North West (England)","Outside London","Unknown","535","[c]","31980","28120"
"Leaver Dept.","2023","Northern Ireland","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland","Outside London","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","Overseas","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","Overseas","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Scotland","Outside London","Heterosexual / straight","630","[c]","29970","27570"
"Leaver Dept.","2023","Scotland","Outside London","LGBO","65","[c]","29080","26800"
"Leaver Dept.","2023","Scotland","Outside London","Undeclared","70","[c]","29190","26750"
"Leaver Dept.","2023","Scotland","Outside London","Unknown","360","[c]","32200","28120"
"Leaver Dept.","2023","South East (England)","Outside London","Heterosexual / straight","445","[c]","32760","30710"
"Leaver Dept.","2023","South East (England)","Outside London","LGBO","45","[c]","28320","27500"
"Leaver Dept.","2023","South East (England)","Outside London","Undeclared","45","[c]","35640","31560"
"Leaver Dept.","2023","South East (England)","Outside London","Unknown","150","[c]","32210","29250"
"Leaver Dept.","2023","South West (England)","Outside London","Heterosexual / straight","495","[c]","35910","32910"
"Leaver Dept.","2023","South West (England)","Outside London","LGBO","45","[c]","37070","33820"
"Leaver Dept.","2023","South West (England)","Outside London","Undeclared","55","[c]","37410","36740"
"Leaver Dept.","2023","South West (England)","Outside London","Unknown","160","[c]","38060","33830"
"Leaver Dept.","2023","Unknown","Unknown","Heterosexual / straight","50","[c]","34710","32520"
"Leaver Dept.","2023","Unknown","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Undeclared","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","65","[c]","33490","32000"
"Leaver Dept.","2023","Wales","Outside London","Heterosexual / straight","590","[c]","33630","30730"
"Leaver Dept.","2023","Wales","Outside London","LGBO","50","[c]","33100","30360"
"Leaver Dept.","2023","Wales","Outside London","Undeclared","50","[c]","33290","29460"
"Leaver Dept.","2023","Wales","Outside London","Unknown","195","[c]","32290","30710"
"Leaver Dept.","2023","West Midlands (England)","Outside London","Heterosexual / straight","560","[c]","31970","28120"
"Leaver Dept.","2023","West Midlands (England)","Outside London","LGBO","45","[c]","32080","28120"
"Leaver Dept.","2023","West Midlands (England)","Outside London","Undeclared","55","[c]","30670","28120"
"Leaver Dept.","2023","West Midlands (England)","Outside London","Unknown","235","[c]","30860","28120"
"Leaver Dept.","2023","Yorkshire and The Humber","Outside London","Heterosexual / straight","650","[c]","34690","30920"
"Leaver Dept.","2023","Yorkshire and The Humber","Outside London","LGBO","60","[c]","33470","29950"
"Leaver Dept.","2023","Yorkshire and The Humber","Outside London","Undeclared","65","[c]","34590","32070"
"Leaver Dept.","2023","Yorkshire and The Humber","Outside London","Unknown","295","[c]","33170","29970"
"New entrant CS","2023","East Midlands (England)","Outside London","Heterosexual / straight","1510","[c]","27930","23640"
"New entrant CS","2023","East Midlands (England)","Outside London","LGBO","180","[c]","25600","23230"
"New entrant CS","2023","East Midlands (England)","Outside London","Undeclared","100","[c]","26180","23230"
"New entrant CS","2023","East Midlands (England)","Outside London","Unknown","1020","[c]","26410","23230"
"New entrant CS","2023","East of England","Outside London","Heterosexual / straight","1385","[c]","28560","25610"
"New entrant CS","2023","East of England","Outside London","LGBO","125","[c]","26960","24070"
"New entrant CS","2023","East of England","Outside London","Undeclared","95","[c]","28520","25480"
"New entrant CS","2023","East of England","Outside London","Unknown","890","[c]","27220","24430"
"New entrant CS","2023","London","London","Heterosexual / straight","4440","[c]","37620","33800"
"New entrant CS","2023","London","London","LGBO","615","[c]","37170","34110"
"New entrant CS","2023","London","London","Undeclared","570","[c]","37010","34110"
"New entrant CS","2023","London","London","Unknown","4120","[c]","33920","29750"
"New entrant CS","2023","North East (England)","Outside London","Heterosexual / straight","1880","[c]","29280","25880"
"New entrant CS","2023","North East (England)","Outside London","LGBO","245","[c]","28530","25880"
"New entrant CS","2023","North East (England)","Outside London","Undeclared","105","[c]","30840","26000"
"New entrant CS","2023","North East (England)","Outside London","Unknown","1100","[c]","26530","23230"
"New entrant CS","2023","North West (England)","Outside London","Heterosexual / straight","3500","[c]","28850","25300"
"New entrant CS","2023","North West (England)","Outside London","LGBO","420","[c]","27390","23850"
"New entrant CS","2023","North West (England)","Outside London","Undeclared","195","[c]","29430","25750"
"New entrant CS","2023","North West (England)","Outside London","Unknown","3335","[c]","25930","22520"
"New entrant CS","2023","Northern Ireland","Outside London","Heterosexual / straight","230","[c]","28620","22950"
"New entrant CS","2023","Northern Ireland","Outside London","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland","Outside London","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Northern Ireland","Outside London","Unknown","285","[c]","25540","22520"
"New entrant CS","2023","Overseas","Overseas","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Overseas","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Overseas","Overseas","Unknown","50","[c]","49510","45690"
"New entrant CS","2023","Scotland","Outside London","Heterosexual / straight","2505","[c]","30450","27650"
"New entrant CS","2023","Scotland","Outside London","LGBO","385","[c]","28830","25790"
"New entrant CS","2023","Scotland","Outside London","Undeclared","160","[c]","30950","27600"
"New entrant CS","2023","Scotland","Outside London","Unknown","3595","[c]","29170","25710"
"New entrant CS","2023","South East (England)","Outside London","Heterosexual / straight","2815","[c]","29720","27080"
"New entrant CS","2023","South East (England)","Outside London","LGBO","305","[c]","28110","26690"
"New entrant CS","2023","South East (England)","Outside London","Undeclared","190","[c]","32780","30140"
"New entrant CS","2023","South East (England)","Outside London","Unknown","2040","[c]","28060","25750"
"New entrant CS","2023","South West (England)","Outside London","Heterosexual / straight","3025","[c]","31680","28580"
"New entrant CS","2023","South West (England)","Outside London","LGBO","280","[c]","28130","25900"
"New entrant CS","2023","South West (England)","Outside London","Undeclared","270","[c]","30890","27480"
"New entrant CS","2023","South West (England)","Outside London","Unknown","1725","[c]","29670","26780"
"New entrant CS","2023","Unknown","Unknown","Heterosexual / straight","75","[c]","30710","28120"
"New entrant CS","2023","Unknown","Unknown","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Unknown","265","[c]","25060","22400"
"New entrant CS","2023","Wales","Outside London","Heterosexual / straight","2310","[c]","28530","23640"
"New entrant CS","2023","Wales","Outside London","LGBO","275","[c]","27010","23640"
"New entrant CS","2023","Wales","Outside London","Undeclared","145","[c]","29260","23850"
"New entrant CS","2023","Wales","Outside London","Unknown","935","[c]","26370","23390"
"New entrant CS","2023","West Midlands (England)","Outside London","Heterosexual / straight","2250","[c]","29400","25310"
"New entrant CS","2023","West Midlands (England)","Outside London","LGBO","170","[c]","27270","23640"
"New entrant CS","2023","West Midlands (England)","Outside London","Undeclared","140","[c]","29540","24070"
"New entrant CS","2023","West Midlands (England)","Outside London","Unknown","1535","[c]","27610","23640"
"New entrant CS","2023","Yorkshire and The Humber","Outside London","Heterosexual / straight","2430","[c]","29710","26900"
"New entrant CS","2023","Yorkshire and The Humber","Outside London","LGBO","290","[c]","28920","25900"
"New entrant CS","2023","Yorkshire and The Humber","Outside London","Undeclared","200","[c]","30400","26900"
"New entrant CS","2023","Yorkshire and The Humber","Outside London","Unknown","1980","[c]","27160","25750"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","",""
"Region_ITL1","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Following the UK's withdrawal from the EU, a new UK-managed international statistical geography - International Territorial Levels (ITL) - was introduced from 1st January 2021, replacing the former NUTS classification. They align with international standards, enabling comparability both over time and internationally. To ensure continued alignment, the ITLs mirror the NUTS system. They also follow a similar review timetable - every three years.","","","","","","",""
"","ITL 1 divides into Wales, Scotland, Northern Ireland, and the 9 statistical regions of England.","","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
