"Status","Year","Age","Region_ITL3","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Berkshire","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Berkshire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Berkshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Bexley and Greenwich","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Bexley and Greenwich","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Bexley and Greenwich","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Bexley and Greenwich","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Birmingham","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Birmingham","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Birmingham","AO","Female","20","20","[c]","[c]"
"In post","2023","16-19","Birmingham","AO","Male","15","15","[c]","[c]"
"In post","2023","16-19","Birmingham","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Birmingham","EO","Male","5","5","[c]","[c]"
"In post","2023","16-19","Birmingham","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Birmingham","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Blackpool","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Blackpool","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Blackpool","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Blackpool","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Bradford","AO","Female","10","10","[c]","[c]"
"In post","2023","16-19","Bradford","AO","Male","15","15","[c]","[c]"
"In post","2023","16-19","Bradford","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Bradford","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Breckland and South Norfolk","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Breckland and South Norfolk","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Breckland and South Norfolk","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Breckland and South Norfolk","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Bridgend and Neath Port Talbot","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Bridgend and Neath Port Talbot","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Brighton and Hove","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Brighton and Hove","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Bristol, City of","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Bristol, City of","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Bristol, City of","AO","Female","10","10","[c]","[c]"
"In post","2023","16-19","Bristol, City of","AO","Male","10","10","[c]","[c]"
"In post","2023","16-19","Bristol, City of","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Bristol, City of","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Buckinghamshire","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Buckinghamshire","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Buckinghamshire","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Buckinghamshire","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Buckinghamshire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Buckinghamshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cambridgeshire CC","AO","Female","5","5","[c]","[c]"
"In post","2023","16-19","Cambridgeshire CC","AO","Male","5","5","[c]","[c]"
"In post","2023","16-19","Cambridgeshire CC","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cambridgeshire CC","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cardiff and Vale of Glamorgan","AO","Female","15","15","[c]","[c]"
"In post","2023","16-19","Cardiff and Vale of Glamorgan","AO","Male","15","15","[c]","[c]"
"In post","2023","16-19","Cardiff and Vale of Glamorgan","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cardiff and Vale of Glamorgan","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Central Hampshire","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Central Hampshire","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Central Hampshire","AO","Female","5","5","[c]","[c]"
"In post","2023","16-19","Central Hampshire","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Central Hampshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Central Hampshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Central Valleys","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Central Valleys","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Central Valleys","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Central Valleys","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cheshire East","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cheshire East","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Chorley and West Lancashire","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Chorley and West Lancashire","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Chorley and West Lancashire","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Chorley and West Lancashire","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","City of Edinburgh","AA","Female","5","5","[c]","[c]"
"In post","2023","16-19","City of Edinburgh","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","City of Edinburgh","AO","Female","5","5","[c]","[c]"
"In post","2023","16-19","City of Edinburgh","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Clackmannanshire and Fife","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Clackmannanshire and Fife","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Clackmannanshire and Fife","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Clackmannanshire and Fife","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cornwall and Isles of Scilly","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cornwall and Isles of Scilly","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cornwall and Isles of Scilly","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cornwall and Isles of Scilly","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Coventry","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Coventry","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Coventry","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Coventry","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Croydon","AO","Female","5","5","[c]","[c]"
"In post","2023","16-19","Croydon","AO","Male","5","5","[c]","[c]"
"In post","2023","16-19","Croydon","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Croydon","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Croydon","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Croydon","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Darlington","EO","Female","5","5","[c]","[c]"
"In post","2023","16-19","Darlington","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Devon CC","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Devon CC","AA","Male","5","5","[c]","[c]"
"In post","2023","16-19","Devon CC","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Devon CC","AO","Male","5","5","[c]","[c]"
"In post","2023","16-19","Dorset","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Dorset","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Dorset","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Dorset","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Dudley","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Dudley","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Dumfries and Galloway","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Dumfries and Galloway","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Durham","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Durham","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Durham","AO","Female","10","10","[c]","[c]"
"In post","2023","16-19","Durham","AO","Male","10","10","[c]","[c]"
"In post","2023","16-19","Durham","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Durham","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Ayrshire and North Ayrshire mainland","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Ayrshire and North Ayrshire mainland","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Ayrshire and North Ayrshire mainland","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Ayrshire and North Ayrshire mainland","AO","Male","10","10","[c]","[c]"
"In post","2023","16-19","East Cumbria","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Cumbria","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Kent","AO","Female","15","15","[c]","[c]"
"In post","2023","16-19","East Kent","AO","Male","15","15","[c]","[c]"
"In post","2023","16-19","East Kent","EO","Female","10","10","[c]","[c]"
"In post","2023","16-19","East Kent","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Riding of Yorkshire","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Riding of Yorkshire","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Riding of Yorkshire","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Riding of Yorkshire","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Surrey","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Surrey","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Sussex CC","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Sussex CC","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Sussex CC","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Sussex CC","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Sussex CC","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Sussex CC","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Essex Haven Gateway","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Essex Haven Gateway","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Essex Haven Gateway","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Essex Haven Gateway","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Falkirk","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Falkirk","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Falkirk","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Falkirk","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Flintshire and Wrexham","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Flintshire and Wrexham","AA","Male","10","10","[c]","[c]"
"In post","2023","16-19","Flintshire and Wrexham","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Flintshire and Wrexham","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Glasgow City","AA","Female","15","15","[c]","[c]"
"In post","2023","16-19","Glasgow City","AA","Male","5","5","[c]","[c]"
"In post","2023","16-19","Glasgow City","AO","Female","10","10","[c]","[c]"
"In post","2023","16-19","Glasgow City","AO","Male","10","5","[c]","[c]"
"In post","2023","16-19","Glasgow City","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Glasgow City","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Gloucestershire CC","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Gloucestershire CC","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Greater Manchester North East","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Greater Manchester North East","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Greater Manchester North West","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Greater Manchester North West","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Greater Manchester North West","AO","Female","5","5","[c]","[c]"
"In post","2023","16-19","Greater Manchester North West","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Greater Manchester North West","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Greater Manchester North West","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Greater Manchester South East","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Greater Manchester South East","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Greater Manchester South West","AO","Female","5","5","[c]","[c]"
"In post","2023","16-19","Greater Manchester South West","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Greater Manchester South West","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Greater Manchester South West","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Greater Manchester South West","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Greater Manchester South West","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Gwynedd","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Gwynedd","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Hackney and Newham","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Hackney and Newham","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Hackney and Newham","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Hackney and Newham","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Harrow and Hillingdon","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Harrow and Hillingdon","AO","Male","10","10","[c]","[c]"
"In post","2023","16-19","Harrow and Hillingdon","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Harrow and Hillingdon","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Hartlepool and Stockton-on-Tees","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Hartlepool and Stockton-on-Tees","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Heart of Essex","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Heart of Essex","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Heart of Essex","AO","Female","5","5","[c]","[c]"
"In post","2023","16-19","Heart of Essex","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Hertfordshire CC","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Hertfordshire CC","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Hertfordshire CC","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Hertfordshire CC","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Hertfordshire CC","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Hertfordshire CC","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Hounslow and Richmond upon Thames","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Hounslow and Richmond upon Thames","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Inverclyde, East Renfrewshire, and Renfrewshire","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Inverclyde, East Renfrewshire, and Renfrewshire","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Inverness and Nairn, Moray, and Badenoch and Strathspey","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Inverness and Nairn, Moray, and Badenoch and Strathspey","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Inverness and Nairn, Moray, and Badenoch and Strathspey","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Inverness and Nairn, Moray, and Badenoch and Strathspey","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Isle of Wight","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Isle of Wight","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Isle of Wight","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Isle of Wight","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Isle of Wight","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Isle of Wight","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Kent Thames Gateway","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Kent Thames Gateway","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Kent Thames Gateway","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Kent Thames Gateway","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Kingston upon Hull, City of","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Kingston upon Hull, City of","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Kingston upon Hull, City of","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Kingston upon Hull, City of","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lambeth","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lambeth","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lancaster and Wyre","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lancaster and Wyre","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lancaster and Wyre","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lancaster and Wyre","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Leeds","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Leeds","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Leeds","AO","Female","20","20","[c]","[c]"
"In post","2023","16-19","Leeds","AO","Male","15","15","[c]","[c]"
"In post","2023","16-19","Leeds","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Leeds","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Leeds","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Leeds","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Leeds","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Leeds","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Leicester","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Leicester","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Leicester","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Leicester","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Leicestershire CC and Rutland","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Leicestershire CC and Rutland","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Leicestershire CC and Rutland","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Leicestershire CC and Rutland","AO","Male","5","5","[c]","[c]"
"In post","2023","16-19","Lewisham and Southwark","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lewisham and Southwark","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lewisham and Southwark","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lewisham and Southwark","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lincolnshire CC","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lincolnshire CC","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lincolnshire CC","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lincolnshire CC","AO","Male","5","5","[c]","[c]"
"In post","2023","16-19","Lisburn and Castlereagh","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lisburn and Castlereagh","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Liverpool","AO","Female","25","20","[c]","[c]"
"In post","2023","16-19","Liverpool","AO","Male","10","10","[c]","[c]"
"In post","2023","16-19","Liverpool","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Liverpool","EO","Male","5","5","[c]","[c]"
"In post","2023","16-19","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Manchester","AO","Female","5","5","[c]","[c]"
"In post","2023","16-19","Manchester","AO","Male","10","10","[c]","[c]"
"In post","2023","16-19","Manchester","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Manchester","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Manchester","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Manchester","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Medway","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Medway","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Medway","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Medway","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mid Kent","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mid Kent","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mid Kent","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mid Kent","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mid Lancashire","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mid Lancashire","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mid Lancashire","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mid Lancashire","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mid Lancashire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mid Lancashire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mid Lancashire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mid Lancashire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Milton Keynes","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Milton Keynes","AO","Male","5","5","[c]","[c]"
"In post","2023","16-19","Milton Keynes","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Milton Keynes","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Milton Keynes","Unknown","Female","5","5","[c]","[c]"
"In post","2023","16-19","Milton Keynes","Unknown","Male","20","20","[c]","[c]"
