"Status","Year","Age","Ethnicity","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","EO","10","5","[c]","[c]"
"In post","2023","Unknown","White","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","AA","35","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","AO","50","[c]","22330","21780"
"Leaver CS","2023","16-19","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","AO","30","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","AA","40","[c]","19810","19620"
"Leaver CS","2023","20-29","Asian","AO","385","[c]","22440","21780"
"Leaver CS","2023","20-29","Asian","EO","320","[c]","28350","28120"
"Leaver CS","2023","20-29","Asian","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","G7","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","HEO","150","[c]","33830","33600"
"Leaver CS","2023","20-29","Asian","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","SEO","60","[c]","41430","41000"
"Leaver CS","2023","20-29","Asian","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","AA","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","AO","145","[c]","23280","23720"
"Leaver CS","2023","20-29","Black","EO","195","[c]","28980","29290"
"Leaver CS","2023","20-29","Black","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","HEO","60","[c]","34240","33600"
"Leaver CS","2023","20-29","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","SEO","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Black","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Mixed","AA","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Mixed","AO","140","[c]","22380","21780"
"Leaver CS","2023","20-29","Mixed","EO","105","[c]","28210","27960"
"Leaver CS","2023","20-29","Mixed","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Mixed","G7","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Mixed","HEO","65","[c]","33450","32830"
"Leaver CS","2023","20-29","Mixed","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Mixed","SEO","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Mixed","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other ethnicity","AO","50","[c]","22630","22500"
"Leaver CS","2023","20-29","Other ethnicity","EO","35","[c]","27670","27990"
"Leaver CS","2023","20-29","Other ethnicity","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other ethnicity","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other ethnicity","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other ethnicity","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Other ethnicity","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","AO","75","[c]","22630","21800"
"Leaver CS","2023","20-29","Undeclared","EO","50","[c]","28380","27960"
"Leaver CS","2023","20-29","Undeclared","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","SEO","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","AA","355","[c]","21510","22180"
"Leaver CS","2023","20-29","Unknown","AO","1565","[c]","22780","21840"
"Leaver CS","2023","20-29","Unknown","EO","615","[c]","27410","27570"
"Leaver CS","2023","20-29","Unknown","G6","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","G7","80","[c]","55440","54700"
"Leaver CS","2023","20-29","Unknown","HEO","480","[c]","32360","32790"
"Leaver CS","2023","20-29","Unknown","SEO","170","[c]","41290","41490"
"Leaver CS","2023","20-29","Unknown","Unknown","230","[c]","27170","28980"
"Leaver CS","2023","20-29","White","AA","400","[c]","21020","19930"
"Leaver CS","2023","20-29","White","AO","2340","[c]","22490","21780"
"Leaver CS","2023","20-29","White","EO","1220","[c]","27900","27570"
"Leaver CS","2023","20-29","White","G6","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","White","G7","205","[c]","54090","54090"
"Leaver CS","2023","20-29","White","HEO","855","[c]","33460","33210"
"Leaver CS","2023","20-29","White","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","White","SEO","375","[c]","40810","40460"
"Leaver CS","2023","20-29","White","Unknown","305","[c]","28160","28370"
"Leaver CS","2023","30-39","Asian","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Asian","AO","175","[c]","22770","21780"
"Leaver CS","2023","30-39","Asian","EO","185","[c]","28970","28120"
"Leaver CS","2023","30-39","Asian","G6","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Asian","G7","90","[c]","55190","54040"
"Leaver CS","2023","30-39","Asian","HEO","105","[c]","34610","34090"
"Leaver CS","2023","30-39","Asian","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Asian","SEO","95","[c]","42020","41550"
"Leaver CS","2023","30-39","Asian","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Black","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Black","AO","100","[c]","22730","22000"
"Leaver CS","2023","30-39","Black","EO","165","[c]","29670","30150"
"Leaver CS","2023","30-39","Black","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Black","G7","45","[c]","54630","54450"
"Leaver CS","2023","30-39","Black","HEO","95","[c]","34850","34440"
"Leaver CS","2023","30-39","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Black","SEO","75","[c]","41510","41000"
"Leaver CS","2023","30-39","Black","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Mixed","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Mixed","AO","75","[c]","22630","22120"
"Leaver CS","2023","30-39","Mixed","EO","65","[c]","28830","28120"
"Leaver CS","2023","30-39","Mixed","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Mixed","G7","45","[c]","55330","54700"
"Leaver CS","2023","30-39","Mixed","HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Mixed","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Mixed","SEO","45","[c]","42370","42060"
"Leaver CS","2023","30-39","Mixed","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other ethnicity","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other ethnicity","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other ethnicity","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other ethnicity","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other ethnicity","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other ethnicity","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","AO","60","[c]","23000","21840"
"Leaver CS","2023","30-39","Undeclared","EO","50","[c]","28890","28120"
"Leaver CS","2023","30-39","Undeclared","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","G7","35","[c]","54940","54990"
"Leaver CS","2023","30-39","Undeclared","HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","SEO","50","[c]","41470","41570"
"Leaver CS","2023","30-39","Undeclared","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","AA","145","[c]","22360","22180"
"Leaver CS","2023","30-39","Unknown","AO","775","[c]","23310","22150"
"Leaver CS","2023","30-39","Unknown","EO","390","[c]","28760","28120"
"Leaver CS","2023","30-39","Unknown","G6","80","[c]","68680","66480"
"Leaver CS","2023","30-39","Unknown","G7","240","[c]","56540","54950"
"Leaver CS","2023","30-39","Unknown","HEO","255","[c]","34910","34100"
"Leaver CS","2023","30-39","Unknown","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","SEO","215","[c]","41140","40650"
"Leaver CS","2023","30-39","Unknown","Unknown","160","[c]","39700","38090"
"Leaver CS","2023","30-39","White","AA","205","[c]","20820","19930"
"Leaver CS","2023","30-39","White","AO","1385","[c]","22870","21780"
"Leaver CS","2023","30-39","White","EO","980","[c]","28180","27570"
"Leaver CS","2023","30-39","White","G6","210","[c]","68030","66580"
"Leaver CS","2023","30-39","White","G7","625","[c]","54620","53920"
"Leaver CS","2023","30-39","White","HEO","650","[c]","34130","33520"
"Leaver CS","2023","30-39","White","SCS level","45","[c]","80240","77310"
"Leaver CS","2023","30-39","White","SEO","690","[c]","41500","41190"
"Leaver CS","2023","30-39","White","Unknown","255","[c]","37910","38790"
"Leaver CS","2023","40-49","Asian","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Asian","AO","100","[c]","22710","21690"
"Leaver CS","2023","40-49","Asian","EO","110","[c]","28930","28120"
"Leaver CS","2023","40-49","Asian","G6","35","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Asian","G7","55","[c]","56200","54820"
"Leaver CS","2023","40-49","Asian","HEO","60","[c]","34620","33670"
"Leaver CS","2023","40-49","Asian","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Asian","SEO","60","[c]","43320","42120"
"Leaver CS","2023","40-49","Asian","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Black","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Black","AO","50","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Black","EO","100","[c]","29700","29830"
"Leaver CS","2023","40-49","Black","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Black","G7","30","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Black","HEO","60","[c]","34530","34280"
"Leaver CS","2023","40-49","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Black","SEO","60","[c]","42690","41960"
"Leaver CS","2023","40-49","Black","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mixed","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mixed","AO","30","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mixed","EO","30","[c]","28770","28120"
"Leaver CS","2023","40-49","Mixed","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mixed","G7","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mixed","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mixed","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mixed","SEO","20","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Mixed","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other ethnicity","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other ethnicity","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other ethnicity","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other ethnicity","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other ethnicity","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other ethnicity","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","AO","60","[c]","22750","21780"
"Leaver CS","2023","40-49","Undeclared","EO","45","[c]","28340","27570"
"Leaver CS","2023","40-49","Undeclared","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","G7","40","[c]","57640","57490"
"Leaver CS","2023","40-49","Undeclared","HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","SEO","25","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Undeclared","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Unknown","AA","75","[c]","21870","22180"
"Leaver CS","2023","40-49","Unknown","AO","375","[c]","23150","21930"
"Leaver CS","2023","40-49","Unknown","EO","210","[c]","28420","27570"
"Leaver CS","2023","40-49","Unknown","G6","90","[c]","72950","69140"
"Leaver CS","2023","40-49","Unknown","G7","190","[c]","57330","55720"
"Leaver CS","2023","40-49","Unknown","HEO","125","[c]","36060","34260"
"Leaver CS","2023","40-49","Unknown","SCS level","45","[c]","105120","95000"
"Leaver CS","2023","40-49","Unknown","SEO","120","[c]","42190","41200"
"Leaver CS","2023","40-49","Unknown","Unknown","115","[c]","[c]","[c]"
"Leaver CS","2023","40-49","White","AA","180","[c]","21280","20750"
"Leaver CS","2023","40-49","White","AO","1020","[c]","22780","21690"
"Leaver CS","2023","40-49","White","EO","870","[c]","28350","27570"
"Leaver CS","2023","40-49","White","G6","270","[c]","70160","68460"
"Leaver CS","2023","40-49","White","G7","445","[c]","56330","54980"
"Leaver CS","2023","40-49","White","HEO","415","[c]","34500","33700"
"Leaver CS","2023","40-49","White","SCS level","150","[c]","92350","89000"
"Leaver CS","2023","40-49","White","SEO","425","[c]","42730","41660"
"Leaver CS","2023","40-49","White","Unknown","180","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Asian","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Asian","AO","70","[c]","22980","21780"
"Leaver CS","2023","50-59","Asian","EO","80","[c]","28800","28390"
"Leaver CS","2023","50-59","Asian","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Asian","G7","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Asian","HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Asian","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Asian","SEO","30","[c]","44450","43160"
"Leaver CS","2023","50-59","Asian","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Black","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Black","AO","60","[c]","23640","23850"
"Leaver CS","2023","50-59","Black","EO","90","[c]","29450","29290"
"Leaver CS","2023","50-59","Black","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Black","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Black","HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Black","SEO","35","[c]","43400","42990"
"Leaver CS","2023","50-59","Black","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Mixed","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Mixed","AO","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Mixed","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Mixed","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Mixed","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Mixed","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Mixed","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Mixed","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Mixed","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","AO","100","[c]","23090","21690"
"Leaver CS","2023","50-59","Undeclared","EO","80","[c]","29160","28120"
"Leaver CS","2023","50-59","Undeclared","G6","15","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","G7","40","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","HEO","50","[c]","36130","34300"
"Leaver CS","2023","50-59","Undeclared","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Undeclared","SEO","55","[c]","43980","42070"
"Leaver CS","2023","50-59","Undeclared","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","AA","125","[c]","21770","22040"
"Leaver CS","2023","50-59","Unknown","AO","360","[c]","22850","22110"
"Leaver CS","2023","50-59","Unknown","EO","315","[c]","28760","27450"
"Leaver CS","2023","50-59","Unknown","G6","80","[c]","69260","67600"
"Leaver CS","2023","50-59","Unknown","G7","100","[c]","58940","56500"
"Leaver CS","2023","50-59","Unknown","HEO","105","[c]","36590","34300"
"Leaver CS","2023","50-59","Unknown","SCS level","45","[c]","[c]","[c]"
"Leaver CS","2023","50-59","Unknown","SEO","110","[c]","43110","42040"
"Leaver CS","2023","50-59","Unknown","Unknown","100","[c]","41140","40600"
"Leaver CS","2023","50-59","White","AA","275","[c]","21230","20750"
"Leaver CS","2023","50-59","White","AO","1630","[c]","22950","21690"
"Leaver CS","2023","50-59","White","EO","1440","[c]","28580","28110"
"Leaver CS","2023","50-59","White","G6","260","[c]","71930","70820"
"Leaver CS","2023","50-59","White","G7","515","[c]","57580","56170"
"Leaver CS","2023","50-59","White","HEO","665","[c]","35570","34300"
"Leaver CS","2023","50-59","White","SCS level","165","[c]","104920","98590"
"Leaver CS","2023","50-59","White","SEO","645","[c]","43260","41980"
"Leaver CS","2023","50-59","White","Unknown","215","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","AO","30","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","EO","35","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","AO","25","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","EO","35","[c]","30330","30410"
"Leaver CS","2023","60-64","Black","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Black","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Mixed","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","AO","70","[c]","22800","21690"
"Leaver CS","2023","60-64","Undeclared","EO","90","[c]","30130","28120"
"Leaver CS","2023","60-64","Undeclared","G6","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","G7","30","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","HEO","45","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Undeclared","SEO","45","[c]","43070","43030"
"Leaver CS","2023","60-64","Undeclared","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","AA","65","[c]","21810","22080"
"Leaver CS","2023","60-64","Unknown","AO","190","[c]","22780","21690"
"Leaver CS","2023","60-64","Unknown","EO","110","[c]","30060","29070"
"Leaver CS","2023","60-64","Unknown","G6","35","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","G7","50","[c]","58520","57760"
"Leaver CS","2023","60-64","Unknown","HEO","50","[c]","34990","34420"
"Leaver CS","2023","60-64","Unknown","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","60-64","Unknown","SEO","65","[c]","45240","44700"
"Leaver CS","2023","60-64","Unknown","Unknown","85","[c]","47080","38730"
"Leaver CS","2023","60-64","White","AA","225","[c]","20730","19930"
"Leaver CS","2023","60-64","White","AO","1245","[c]","22880","21690"
"Leaver CS","2023","60-64","White","EO","1085","[c]","28710","28120"
"Leaver CS","2023","60-64","White","G6","210","[c]","74100","72440"
"Leaver CS","2023","60-64","White","G7","380","[c]","58140","57430"
"Leaver CS","2023","60-64","White","HEO","615","[c]","35880","34650"
"Leaver CS","2023","60-64","White","SCS level","105","[c]","106200","99200"
"Leaver CS","2023","60-64","White","SEO","495","[c]","43950","42940"
"Leaver CS","2023","60-64","White","Unknown","150","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","AA","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","AO","65","[c]","24280","25480"
"Leaver CS","2023","65+","Asian","EO","45","[c]","30630","30620"
"Leaver CS","2023","65+","Asian","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","65+","Asian","SCS level","[c]","[c]","[c]","[c]"
