"Status","Year","Disability","Region_ITL3","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Ards and North Down","Outside London","AA","10","10","[c]","[c]"
"In post","2023","Declared disabled","Ards and North Down","Outside London","AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Ards and North Down","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ards and North Down","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ards and North Down","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ards and North Down","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ards and North Down","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Ards and North Down","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Armagh City, Banbridge and Craigavon","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Armagh City, Banbridge and Craigavon","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Armagh City, Banbridge and Craigavon","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Armagh City, Banbridge and Craigavon","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Armagh City, Banbridge and Craigavon","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Armagh City, Banbridge and Craigavon","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Barking & Dagenham and Havering","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Barking & Dagenham and Havering","London","AO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Barking & Dagenham and Havering","London","EO","70","60","31990","32520"
"In post","2023","Declared disabled","Barking & Dagenham and Havering","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Barking & Dagenham and Havering","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Barking & Dagenham and Havering","London","HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Barking & Dagenham and Havering","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Barking & Dagenham and Havering","London","Unknown","15","10","[c]","[c]"
"In post","2023","Declared disabled","Barnet","London","AA","5","5","[c]","[c]"
"In post","2023","Declared disabled","Barnet","London","AO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Barnet","London","EO","50","45","31990","32520"
"In post","2023","Declared disabled","Barnet","London","G6","5","5","[c]","[c]"
"In post","2023","Declared disabled","Barnet","London","G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Barnet","London","HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Barnet","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Barnet","London","SEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Barnet","London","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Barnsley, Doncaster and Rotherham","Outside London","AA","15","15","[c]","[c]"
"In post","2023","Declared disabled","Barnsley, Doncaster and Rotherham","Outside London","AO","180","155","24230","21690"
"In post","2023","Declared disabled","Barnsley, Doncaster and Rotherham","Outside London","EO","150","125","28280","28120"
"In post","2023","Declared disabled","Barnsley, Doncaster and Rotherham","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Barnsley, Doncaster and Rotherham","Outside London","G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Barnsley, Doncaster and Rotherham","Outside London","HEO","40","35","35050","34170"
"In post","2023","Declared disabled","Barnsley, Doncaster and Rotherham","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Barnsley, Doncaster and Rotherham","Outside London","SEO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Barnsley, Doncaster and Rotherham","Outside London","Unknown","65","65","30080","29050"
"In post","2023","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","AA","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","AO","180","165","24050","22570"
"In post","2023","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","EO","170","155","27920","27470"
"In post","2023","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","G6","60","55","70560","70350"
"In post","2023","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","G7","160","155","54510","55110"
"In post","2023","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","HEO","330","320","33350","32860"
"In post","2023","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SCS level","15","15","[c]","[c]"
"In post","2023","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SEO","375","360","42300","42560"
"In post","2023","Declared disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Unknown","235","225","39850","37910"
"In post","2023","Declared disabled","Bedford","Outside London","AA","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bedford","Outside London","AO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Bedford","Outside London","EO","30","25","28800","28120"
"In post","2023","Declared disabled","Bedford","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedford","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedford","Outside London","HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bedford","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bedford","Outside London","SEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bedford","Outside London","Unknown","25","20","[c]","[c]"
"In post","2023","Declared disabled","Belfast","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Belfast","Outside London","AO","80","70","22510","22520"
"In post","2023","Declared disabled","Belfast","Outside London","EO","80","75","28110","27890"
"In post","2023","Declared disabled","Belfast","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Belfast","Outside London","G7","30","30","57040","57970"
"In post","2023","Declared disabled","Belfast","Outside London","HEO","70","65","34930","35000"
"In post","2023","Declared disabled","Belfast","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Belfast","Outside London","SEO","30","25","[c]","[c]"
"In post","2023","Declared disabled","Berkshire","Outside London","AA","10","10","[c]","[c]"
"In post","2023","Declared disabled","Berkshire","Outside London","AO","85","75","28460","25610"
"In post","2023","Declared disabled","Berkshire","Outside London","EO","105","100","32260","31280"
"In post","2023","Declared disabled","Berkshire","Outside London","G6","5","5","[c]","[c]"
"In post","2023","Declared disabled","Berkshire","Outside London","G7","25","20","[c]","[c]"
"In post","2023","Declared disabled","Berkshire","Outside London","HEO","50","50","37310","35550"
"In post","2023","Declared disabled","Berkshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Berkshire","Outside London","SEO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Berkshire","Outside London","Unknown","50","50","29870","29050"
"In post","2023","Declared disabled","Bexley and Greenwich","London","AA","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bexley and Greenwich","London","AO","65","60","30760","31490"
"In post","2023","Declared disabled","Bexley and Greenwich","London","EO","90","85","33470","32520"
"In post","2023","Declared disabled","Bexley and Greenwich","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bexley and Greenwich","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bexley and Greenwich","London","HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Bexley and Greenwich","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bexley and Greenwich","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bexley and Greenwich","London","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Birmingham","Outside London","AA","35","30","21030","20200"
"In post","2023","Declared disabled","Birmingham","Outside London","AO","435","385","22740","21780"
"In post","2023","Declared disabled","Birmingham","Outside London","EO","490","435","27780","28120"
"In post","2023","Declared disabled","Birmingham","Outside London","G6","30","25","[c]","[c]"
"In post","2023","Declared disabled","Birmingham","Outside London","G7","120","115","55880","55250"
"In post","2023","Declared disabled","Birmingham","Outside London","HEO","265","255","34100","34170"
"In post","2023","Declared disabled","Birmingham","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Declared disabled","Birmingham","Outside London","SEO","145","140","41160","41780"
"In post","2023","Declared disabled","Birmingham","Outside London","Unknown","130","120","31250","29050"
"In post","2023","Declared disabled","Blackburn with Darwen","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Blackburn with Darwen","Outside London","AO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Blackburn with Darwen","Outside London","EO","25","20","[c]","[c]"
"In post","2023","Declared disabled","Blackburn with Darwen","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Blackburn with Darwen","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Blackburn with Darwen","Outside London","HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Blackburn with Darwen","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Blackburn with Darwen","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Blackburn with Darwen","Outside London","Unknown","20","15","[c]","[c]"
"In post","2023","Declared disabled","Blackpool","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Blackpool","Outside London","AO","325","280","21660","21690"
"In post","2023","Declared disabled","Blackpool","Outside London","EO","340","300","28040","28120"
"In post","2023","Declared disabled","Blackpool","Outside London","G6","15","15","[c]","[c]"
"In post","2023","Declared disabled","Blackpool","Outside London","G7","60","60","52600","50160"
"In post","2023","Declared disabled","Blackpool","Outside London","HEO","115","105","34160","34170"
"In post","2023","Declared disabled","Blackpool","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Blackpool","Outside London","SEO","75","75","39600","38470"
"In post","2023","Declared disabled","Blackpool","Outside London","Unknown","25","20","[c]","[c]"
"In post","2023","Declared disabled","Bournemouth, Christchurch and Poole","Outside London","AA","5","5","[c]","[c]"
"In post","2023","Declared disabled","Bournemouth, Christchurch and Poole","Outside London","AO","35","30","22040","21780"
"In post","2023","Declared disabled","Bournemouth, Christchurch and Poole","Outside London","EO","55","50","27740","28120"
"In post","2023","Declared disabled","Bournemouth, Christchurch and Poole","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bournemouth, Christchurch and Poole","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bournemouth, Christchurch and Poole","Outside London","HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bournemouth, Christchurch and Poole","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bournemouth, Christchurch and Poole","Outside London","Unknown","30","25","29800","29050"
"In post","2023","Declared disabled","Bradford","Outside London","AA","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bradford","Outside London","AO","160","130","22060","21780"
"In post","2023","Declared disabled","Bradford","Outside London","EO","105","90","28060","28120"
"In post","2023","Declared disabled","Bradford","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bradford","Outside London","G7","10","5","[c]","[c]"
"In post","2023","Declared disabled","Bradford","Outside London","HEO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Bradford","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bradford","Outside London","SEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bradford","Outside London","Unknown","50","45","31230","27430"
"In post","2023","Declared disabled","Breckland and South Norfolk","Outside London","AA","10","10","[c]","[c]"
"In post","2023","Declared disabled","Breckland and South Norfolk","Outside London","AO","30","25","[c]","[c]"
"In post","2023","Declared disabled","Breckland and South Norfolk","Outside London","EO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Breckland and South Norfolk","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Breckland and South Norfolk","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Breckland and South Norfolk","Outside London","HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Breckland and South Norfolk","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Breckland and South Norfolk","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brent","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brent","London","AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Brent","London","EO","40","35","31980","32520"
"In post","2023","Declared disabled","Brent","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brent","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brent","London","HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Brent","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brent","London","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","Outside London","AO","35","30","21710","21690"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","Outside London","EO","50","45","28240","28120"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","Outside London","G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","Outside London","HEO","10","5","[c]","[c]"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bridgend and Neath Port Talbot","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Declared disabled","Brighton and Hove","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brighton and Hove","Outside London","AO","20","15","[c]","[c]"
"In post","2023","Declared disabled","Brighton and Hove","Outside London","EO","50","45","28090","28120"
"In post","2023","Declared disabled","Brighton and Hove","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brighton and Hove","Outside London","G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Brighton and Hove","Outside London","HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Brighton and Hove","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brighton and Hove","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Brighton and Hove","Outside London","Unknown","25","25","[c]","[c]"
"In post","2023","Declared disabled","Bristol, City of","Outside London","AA","20","15","[c]","[c]"
"In post","2023","Declared disabled","Bristol, City of","Outside London","AO","160","145","22860","22150"
"In post","2023","Declared disabled","Bristol, City of","Outside London","EO","200","180","27940","28120"
"In post","2023","Declared disabled","Bristol, City of","Outside London","G6","30","25","[c]","[c]"
"In post","2023","Declared disabled","Bristol, City of","Outside London","G7","120","115","53840","52910"
"In post","2023","Declared disabled","Bristol, City of","Outside London","HEO","150","145","33140","33560"
"In post","2023","Declared disabled","Bristol, City of","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bristol, City of","Outside London","SEO","115","110","40340","39820"
"In post","2023","Declared disabled","Bristol, City of","Outside London","Unknown","55","50","29760","29050"
"In post","2023","Declared disabled","Bromley","London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bromley","London","AO","20","15","[c]","[c]"
"In post","2023","Declared disabled","Bromley","London","EO","45","45","32290","32520"
"In post","2023","Declared disabled","Bromley","London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bromley","London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bromley","London","HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Bromley","London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Bromley","London","Unknown","35","35","33340","33050"
"In post","2023","Declared disabled","Buckinghamshire","Outside London","AA","15","15","[c]","[c]"
"In post","2023","Declared disabled","Buckinghamshire","Outside London","AO","50","50","28440","26440"
"In post","2023","Declared disabled","Buckinghamshire","Outside London","EO","70","65","29550","28480"
"In post","2023","Declared disabled","Buckinghamshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Buckinghamshire","Outside London","G7","15","15","[c]","[c]"
"In post","2023","Declared disabled","Buckinghamshire","Outside London","HEO","35","30","35290","35990"
"In post","2023","Declared disabled","Buckinghamshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Buckinghamshire","Outside London","SEO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Buckinghamshire","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","Outside London","AO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Caithness and Sutherland, and Ross and Cromarty","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Calderdale and Kirklees","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Calderdale and Kirklees","Outside London","AO","30","25","[c]","[c]"
"In post","2023","Declared disabled","Calderdale and Kirklees","Outside London","EO","120","105","28020","28120"
"In post","2023","Declared disabled","Calderdale and Kirklees","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Calderdale and Kirklees","Outside London","G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Calderdale and Kirklees","Outside London","HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Calderdale and Kirklees","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Calderdale and Kirklees","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Calderdale and Kirklees","Outside London","Unknown","50","45","29590","29050"
"In post","2023","Declared disabled","Cambridgeshire CC","Outside London","AA","30","30","22630","23230"
"In post","2023","Declared disabled","Cambridgeshire CC","Outside London","AO","95","90","28140","25340"
"In post","2023","Declared disabled","Cambridgeshire CC","Outside London","EO","90","85","29760","28120"
"In post","2023","Declared disabled","Cambridgeshire CC","Outside London","G6","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cambridgeshire CC","Outside London","G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cambridgeshire CC","Outside London","HEO","95","95","35530","34300"
"In post","2023","Declared disabled","Cambridgeshire CC","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cambridgeshire CC","Outside London","SEO","45","45","45330","43390"
"In post","2023","Declared disabled","Cambridgeshire CC","Outside London","Unknown","20","20","[c]","[c]"
"In post","2023","Declared disabled","Camden and City of London","London","AA","15","15","[c]","[c]"
"In post","2023","Declared disabled","Camden and City of London","London","AO","70","65","25850","25480"
"In post","2023","Declared disabled","Camden and City of London","London","EO","45","45","31290","30090"
"In post","2023","Declared disabled","Camden and City of London","London","G6","10","5","[c]","[c]"
"In post","2023","Declared disabled","Camden and City of London","London","G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Camden and City of London","London","HEO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Camden and City of London","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Camden and City of London","London","SEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Camden and City of London","London","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cardiff and Vale of Glamorgan","Outside London","AA","20","20","[c]","[c]"
"In post","2023","Declared disabled","Cardiff and Vale of Glamorgan","Outside London","AO","290","260","23210","22520"
"In post","2023","Declared disabled","Cardiff and Vale of Glamorgan","Outside London","EO","300","275","28390","28120"
"In post","2023","Declared disabled","Cardiff and Vale of Glamorgan","Outside London","G6","35","35","70910","71240"
"In post","2023","Declared disabled","Cardiff and Vale of Glamorgan","Outside London","G7","105","100","57330","56870"
"In post","2023","Declared disabled","Cardiff and Vale of Glamorgan","Outside London","HEO","230","220","34900","34700"
"In post","2023","Declared disabled","Cardiff and Vale of Glamorgan","Outside London","SCS level","20","20","[c]","[c]"
"In post","2023","Declared disabled","Cardiff and Vale of Glamorgan","Outside London","SEO","120","115","43560","42510"
"In post","2023","Declared disabled","Cardiff and Vale of Glamorgan","Outside London","Unknown","55","50","31380","29050"
"In post","2023","Declared disabled","Causeway Coast and Glens","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Causeway Coast and Glens","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Causeway Coast and Glens","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Causeway Coast and Glens","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Causeway Coast and Glens","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Causeway Coast and Glens","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Bedfordshire","Outside London","AA","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Bedfordshire","Outside London","AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Central Bedfordshire","Outside London","EO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Central Bedfordshire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Bedfordshire","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Bedfordshire","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Bedfordshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Bedfordshire","Outside London","SEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Hampshire","Outside London","AA","15","15","[c]","[c]"
"In post","2023","Declared disabled","Central Hampshire","Outside London","AO","65","60","25920","22280"
"In post","2023","Declared disabled","Central Hampshire","Outside London","EO","85","80","27670","27470"
"In post","2023","Declared disabled","Central Hampshire","Outside London","G6","15","15","[c]","[c]"
"In post","2023","Declared disabled","Central Hampshire","Outside London","G7","150","145","52860","49260"
"In post","2023","Declared disabled","Central Hampshire","Outside London","HEO","125","120","33100","33830"
"In post","2023","Declared disabled","Central Hampshire","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Hampshire","Outside London","SEO","135","130","40740","39890"
"In post","2023","Declared disabled","Central Hampshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Valleys","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Valleys","Outside London","AO","95","85","22100","21690"
"In post","2023","Declared disabled","Central Valleys","Outside London","EO","260","240","28090","28120"
"In post","2023","Declared disabled","Central Valleys","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Valleys","Outside London","G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Central Valleys","Outside London","HEO","55","50","35900","34170"
"In post","2023","Declared disabled","Central Valleys","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Central Valleys","Outside London","SEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Central Valleys","Outside London","Unknown","25","20","[c]","[c]"
"In post","2023","Declared disabled","Cheshire East","Outside London","AA","5","5","[c]","[c]"
"In post","2023","Declared disabled","Cheshire East","Outside London","AO","50","45","24700","22150"
"In post","2023","Declared disabled","Cheshire East","Outside London","EO","60","50","27930","28120"
"In post","2023","Declared disabled","Cheshire East","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire East","Outside London","G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Cheshire East","Outside London","HEO","25","20","[c]","[c]"
"In post","2023","Declared disabled","Cheshire East","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire East","Outside London","SEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Cheshire East","Outside London","Unknown","25","20","[c]","[c]"
"In post","2023","Declared disabled","Cheshire West and Chester","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Cheshire West and Chester","Outside London","AO","20","15","[c]","[c]"
