"Status","Year","Age","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","10","10","72030","77470"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","Operational Delivery","5","5","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","Other","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","Property","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office for Standards in Education, Children's Services and Skills","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","Operational Delivery","5","5","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Qualifications and Examinations Regulation","Legal","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Qualifications and Examinations Regulation","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of Rail and Road","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","65+","Office of the Public Guardian","Operational Delivery","25","20","24010","21780"
"In post","2023","65+","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Planning Inspectorate","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","65+","Planning Inspectorate","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","65+","Planning Inspectorate","Operational Delivery","10","10","23930","23250"
"In post","2023","65+","Planning Inspectorate","Planning Inspectors","50","30","66570","66510"
"In post","2023","65+","Registers of Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","65+","Registers of Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","65+","Registers of Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","65+","Registers of Scotland","Operational Delivery","25","20","30470","32510"
"In post","2023","65+","Royal Fleet Auxiliary","Other","25","25","44250","38810"
"In post","2023","65+","Rural Payments Agency","Operational Delivery","70","55","24370","22150"
"In post","2023","65+","Rural Payments Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2023","65+","Rural Payments Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Courts and Tribunals Service","Legal","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Courts and Tribunals Service","Operational Delivery","60","40","26260","22080"
"In post","2023","65+","Scottish Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Government (excl. agencies)","Unknown","140","115","43670","38330"
"In post","2023","65+","Scottish Housing Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Prison Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Prison Service","Finance","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Prison Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Prison Service","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Prison Service","Legal","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Prison Service","Operational Delivery","55","35","34750","37060"
"In post","2023","65+","Scottish Prison Service","Other","30","20","39530","42590"
"In post","2023","65+","Scottish Prison Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","Scottish Public Pensions Agency","Unknown","15","10","30330","27740"
"In post","2023","65+","Serious Fraud Office","Counter Fraud","10","10","46040","43000"
"In post","2023","65+","Serious Fraud Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","65+","Serious Fraud Office","Other","[c]","[c]","[c]","[c]"
"In post","2023","65+","Social Security Scotland","Unknown","25","20","28540","24890"
"In post","2023","65+","Student Awards Agency for Scotland","Unknown","5","5","[c]","[c]"
"In post","2023","65+","Submarine Delivery Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","65+","Submarine Delivery Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","65+","Submarine Delivery Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","65+","Submarine Delivery Agency","Operational Delivery","15","10","32900","31920"
"In post","2023","65+","Submarine Delivery Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","Submarine Delivery Agency","Science and Engineering","25","20","49650","44410"
"In post","2023","65+","Submarine Delivery Agency","Security","[c]","[c]","[c]","[c]"
"In post","2023","65+","Teaching Regulation Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","The Insolvency Service","Counter Fraud","15","10","44900","47360"
"In post","2023","65+","The Insolvency Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","65+","The Insolvency Service","Finance","[c]","[c]","[c]","[c]"
"In post","2023","65+","The Insolvency Service","Legal","[c]","[c]","[c]","[c]"
"In post","2023","65+","The Insolvency Service","Operational Delivery","35","30","29680","22700"
"In post","2023","65+","The Insolvency Service","Policy","[c]","[c]","[c]","[c]"
"In post","2023","65+","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","65+","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","65+","The National Archives","Finance","[c]","[c]","[c]","[c]"
"In post","2023","65+","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","65+","The National Archives","Operational Delivery","10","10","[c]","[c]"
"In post","2023","65+","The National Archives","Other","[c]","[c]","[c]","[c]"
"In post","2023","65+","The National Archives","Property","[c]","[c]","[c]","[c]"
"In post","2023","65+","Transport Scotland","Unknown","15","10","47500","49860"
"In post","2023","65+","UK Debt Management Office","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Debt Management Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Debt Management Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Debt Management Office","Policy","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Debt Management Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Export Finance","Operational Delivery","10","10","52550","51720"
"In post","2023","65+","UK Export Finance","Security","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Health Security Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Health Security Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Health Security Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Health Security Agency","Finance","10","10","[c]","[c]"
"In post","2023","65+","UK Health Security Agency","Human Resources","5","5","[c]","[c]"
"In post","2023","65+","UK Health Security Agency","Medicine","20","20","121380","120590"
"In post","2023","65+","UK Health Security Agency","Operational Delivery","65","55","39120","32140"
"In post","2023","65+","UK Health Security Agency","Science and Engineering","25","20","51550","53620"
"In post","2023","65+","UK Health Security Agency","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Hydrographic Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Hydrographic Office","Geography","10","10","33220","31360"
"In post","2023","65+","UK Hydrographic Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Hydrographic Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Hydrographic Office","Other","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Space Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Space Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","Operational Delivery","260","165","23000","21200"
"In post","2023","65+","UK Statistics Authority","Policy","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","Project Delivery","5","5","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","Property","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","Security","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","65+","UK Statistics Authority","Statistics","5","5","[c]","[c]"
"In post","2023","65+","UK Supreme Court","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","Valuation Office Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","65+","Valuation Office Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","65+","Valuation Office Agency","Operational Delivery","25","20","31180","26890"
"In post","2023","65+","Valuation Office Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","Valuation Office Agency","Property","90","65","37700","34910"
"In post","2023","65+","Vehicle Certification Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","65+","Vehicle Certification Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","Vehicle Certification Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","65+","Veterinary Medicines Directorate","Finance","[c]","[c]","[c]","[c]"
"In post","2023","65+","Veterinary Medicines Directorate","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","Veterinary Medicines Directorate","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","65+","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2023","65+","Water Services Regulation Authority","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government (excl. agencies)","Finance","15","10","39510","30610"
"In post","2023","65+","Welsh Government (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government (excl. agencies)","Operational Delivery","80","65","37330","30610"
"In post","2023","65+","Welsh Government (excl. agencies)","Other","20","15","51070","44530"
"In post","2023","65+","Welsh Government (excl. agencies)","Planning","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government (excl. agencies)","Policy","35","30","48670","39690"
"In post","2023","65+","Welsh Government (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","65+","Welsh Government (excl. agencies)","Property","10","10","[c]","[c]"
"In post","2023","65+","Welsh Government (excl. agencies)","Science and Engineering","5","5","[c]","[c]"
"In post","2023","65+","Welsh Government (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
