"Status","Year","Ethnicity","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Mixed","Maritime and Coastguard Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Maritime and Coastguard Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Maritime and Coastguard Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Maritime and Coastguard Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Maritime and Coastguard Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicines and Healthcare Products Regulatory Agency","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicines and Healthcare Products Regulatory Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicines and Healthcare Products Regulatory Agency","EO","10","10","[c]","[c]"
"In post","2023","Mixed","Medicines and Healthcare Products Regulatory Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicines and Healthcare Products Regulatory Agency","G7","10","10","[c]","[c]"
"In post","2023","Mixed","Medicines and Healthcare Products Regulatory Agency","HEO","5","5","[c]","[c]"
"In post","2023","Mixed","Medicines and Healthcare Products Regulatory Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Medicines and Healthcare Products Regulatory Agency","SEO","5","5","[c]","[c]"
"In post","2023","Mixed","Met Office","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Met Office","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Met Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Met Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Met Office","G7","10","10","[c]","[c]"
"In post","2023","Mixed","Met Office","HEO","10","10","[c]","[c]"
"In post","2023","Mixed","Met Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Met Office","SEO","10","10","[c]","[c]"
"In post","2023","Mixed","Ministry of Defence (excl. agencies)","AA","30","25","[c]","[c]"
"In post","2023","Mixed","Ministry of Defence (excl. agencies)","AO","95","90","26210","23220"
"In post","2023","Mixed","Ministry of Defence (excl. agencies)","EO","75","75","29600","27470"
"In post","2023","Mixed","Ministry of Defence (excl. agencies)","G6","25","20","[c]","[c]"
"In post","2023","Mixed","Ministry of Defence (excl. agencies)","G7","50","50","59600","60220"
"In post","2023","Mixed","Ministry of Defence (excl. agencies)","HEO","95","95","36450","34300"
"In post","2023","Mixed","Ministry of Defence (excl. agencies)","SCS level","5","5","[c]","[c]"
"In post","2023","Mixed","Ministry of Defence (excl. agencies)","SEO","70","70","45170","44500"
"In post","2023","Mixed","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Ministry of Justice (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Ministry of Justice (excl. agencies)","AO","10","10","[c]","[c]"
"In post","2023","Mixed","Ministry of Justice (excl. agencies)","EO","20","20","[c]","[c]"
"In post","2023","Mixed","Ministry of Justice (excl. agencies)","G6","25","25","[c]","[c]"
"In post","2023","Mixed","Ministry of Justice (excl. agencies)","G7","35","35","58170","57080"
"In post","2023","Mixed","Ministry of Justice (excl. agencies)","HEO","45","40","34300","35410"
"In post","2023","Mixed","Ministry of Justice (excl. agencies)","SCS level","5","5","[c]","[c]"
"In post","2023","Mixed","Ministry of Justice (excl. agencies)","SEO","45","45","42960","43650"
"In post","2023","Mixed","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","National Crime Agency","EO","55","55","36100","36040"
"In post","2023","Mixed","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","National Crime Agency","HEO","35","30","43730","44040"
"In post","2023","Mixed","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","National Crime Agency","SEO","15","15","[c]","[c]"
"In post","2023","Mixed","National Infrastructure Commission","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","National Infrastructure Commission","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","National Infrastructure Commission","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","National Infrastructure Commission","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","National Infrastructure Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","National Records of Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","National Records of Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","National Records of Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","National Records of Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","National Records of Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","National Records of Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","National Records of Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","National Records of Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","National Savings and Investments","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","National Savings and Investments","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","National Savings and Investments","G7","5","5","[c]","[c]"
"In post","2023","Mixed","National Savings and Investments","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","National Savings and Investments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","National Savings and Investments","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Northern Ireland Office","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Northern Ireland Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Northern Ireland Office","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Northern Ireland Office","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Budget Responsibility","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Budget Responsibility","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Budget Responsibility","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Budget Responsibility","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Budget Responsibility","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Budget Responsibility","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","AO","5","5","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","EO","5","5","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office for Standards in Education, Children's Services and Skills","SEO","10","10","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","EO","15","15","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","G6","10","10","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","G7","20","20","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","HEO","5","5","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Gas and Electricity Markets","SEO","10","10","[c]","[c]"
"In post","2023","Mixed","Office of Qualifications and Examinations Regulation","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Qualifications and Examinations Regulation","EO","5","5","[c]","[c]"
"In post","2023","Mixed","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of Rail and Road","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Public Guardian","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Public Guardian","AO","15","15","[c]","[c]"
"In post","2023","Mixed","Office of the Public Guardian","EO","15","15","[c]","[c]"
"In post","2023","Mixed","Office of the Public Guardian","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Public Guardian","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Public Guardian","HEO","5","5","[c]","[c]"
"In post","2023","Mixed","Office of the Public Guardian","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Public Guardian","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Scottish Charity Regulator","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Scottish Charity Regulator","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Scottish Charity Regulator","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Scottish Charity Regulator","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Scottish Charity Regulator","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Scottish Charity Regulator","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Scottish Charity Regulator","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Wales","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Wales","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Office of the Secretary of State for Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectorate","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectorate","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectorate","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectorate","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectorate","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectorate","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectorate","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Queen Elizabeth II Centre","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Queen Elizabeth II Centre","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Queen Elizabeth II Centre","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Queen Elizabeth II Centre","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Queen Elizabeth II Centre","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Queen Elizabeth II Centre","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Registers of Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Registers of Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Registers of Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Registers of Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Registers of Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Registers of Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Registers of Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Registers of Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Revenue Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Revenue Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Revenue Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Revenue Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Revenue Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Revenue Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Revenue Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Revenue Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Rural Payments Agency","AO","25","20","[c]","[c]"
"In post","2023","Mixed","Rural Payments Agency","EO","5","5","[c]","[c]"
"In post","2023","Mixed","Rural Payments Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Rural Payments Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Rural Payments Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Rural Payments Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Rural Payments Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Courts and Tribunals Service","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Courts and Tribunals Service","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Courts and Tribunals Service","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Courts and Tribunals Service","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Courts and Tribunals Service","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Courts and Tribunals Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Courts and Tribunals Service","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Fiscal Commission","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Fiscal Commission","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Fiscal Commission","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Fiscal Commission","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Fiscal Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Fiscal Commission","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Forestry","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Forestry","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Forestry","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Forestry","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Forestry","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Forestry","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Forestry","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Government (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Government (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Government (excl. agencies)","EO","15","15","[c]","[c]"
"In post","2023","Mixed","Scottish Government (excl. agencies)","G6","5","5","[c]","[c]"
"In post","2023","Mixed","Scottish Government (excl. agencies)","G7","15","15","[c]","[c]"
"In post","2023","Mixed","Scottish Government (excl. agencies)","HEO","20","20","[c]","[c]"
"In post","2023","Mixed","Scottish Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Government (excl. agencies)","SEO","25","25","[c]","[c]"
"In post","2023","Mixed","Scottish Housing Regulator","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Housing Regulator","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Housing Regulator","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Housing Regulator","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Housing Regulator","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Housing Regulator","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Housing Regulator","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Prison Service","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Prison Service","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Prison Service","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Prison Service","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Prison Service","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Prison Service","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Prison Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Prison Service","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Public Pensions Agency","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Public Pensions Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Public Pensions Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Public Pensions Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Public Pensions Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Public Pensions Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Public Pensions Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Scottish Public Pensions Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Serious Fraud Office","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Serious Fraud Office","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Serious Fraud Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Serious Fraud Office","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Serious Fraud Office","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Serious Fraud Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Serious Fraud Office","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Security Scotland","AA","10","10","[c]","[c]"
"In post","2023","Mixed","Social Security Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Security Scotland","EO","10","10","[c]","[c]"
"In post","2023","Mixed","Social Security Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Security Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Security Scotland","HEO","5","5","[c]","[c]"
"In post","2023","Mixed","Social Security Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Security Scotland","SEO","5","5","[c]","[c]"
"In post","2023","Mixed","Standards and Testing Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Standards and Testing Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Standards and Testing Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Standards and Testing Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Standards and Testing Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Standards and Testing Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Student Awards Agency for Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Student Awards Agency for Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Student Awards Agency for Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Student Awards Agency for Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Student Awards Agency for Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Student Awards Agency for Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Student Awards Agency for Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Student Awards Agency for Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Submarine Delivery Agency","Unknown","25","25","[c]","[c]"
"In post","2023","Mixed","Teaching Regulation Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Teaching Regulation Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Teaching Regulation Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Teaching Regulation Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Teaching Regulation Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Teaching Regulation Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Teaching Regulation Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The Insolvency Service","SEO","5","5","[c]","[c]"
"In post","2023","Mixed","The National Archives","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The National Archives","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The National Archives","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The National Archives","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The National Archives","HEO","10","10","[c]","[c]"
"In post","2023","Mixed","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","The National Archives","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Transport Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Transport Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Transport Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Transport Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Transport Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Transport Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Transport Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Transport Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Debt Management Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Debt Management Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Debt Management Office","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Debt Management Office","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Debt Management Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Debt Management Office","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","EO","5","5","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Export Finance","SEO","5","5","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","AA","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","AO","10","10","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","EO","15","15","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","G6","15","15","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","G7","25","25","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","HEO","20","20","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","SCS level","5","5","[c]","[c]"
"In post","2023","Mixed","UK Health Security Agency","SEO","25","25","[c]","[c]"
"In post","2023","Mixed","UK Hydrographic Office","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Hydrographic Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Hydrographic Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Hydrographic Office","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","UK Hydrographic Office","HEO","[c]","[c]","[c]","[c]"
