"Status","Year","Ethnicity","Region_ITL2","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Cheshire","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Cheshire West and Chester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Cheshire West and Chester","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Cheshire West and Chester","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Warrington","Heterosexual / straight","35","35","36520","34670"
"In post","2023","Asian","Cheshire","Warrington","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Warrington","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cheshire","Warrington","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cumbria","East Cumbria","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Cumbria","East Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cumbria","East Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cumbria","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cumbria","West Cumbria","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Asian","Cumbria","West Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cumbria","West Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Cumbria","West Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Derby","Heterosexual / straight","95","85","26880","28120"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Derby","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Derby","Undeclared","15","10","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Derby","Unknown","15","10","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","East Derbyshire","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","East Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","East Derbyshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","East Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","North Nottinghamshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","North Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","North Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","North Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Nottingham","Heterosexual / straight","690","655","33030","28130"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Nottingham","LGBO","15","15","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Nottingham","Undeclared","25","25","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","Nottingham","Unknown","110","95","31140","27980"
"In post","2023","Asian","Derbyshire and Nottinghamshire","South Nottinghamshire","Heterosexual / straight","30","30","31000","28480"
"In post","2023","Asian","Derbyshire and Nottinghamshire","South Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","South Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","South Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","South and West Derbyshire","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","South and West Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","South and West Derbyshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Derbyshire and Nottinghamshire","South and West Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Devon CC","Heterosexual / straight","50","45","34420","31090"
"In post","2023","Asian","Devon","Devon CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Devon CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Devon CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Plymouth","Heterosexual / straight","15","10","[c]","[c]"
"In post","2023","Asian","Devon","Plymouth","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Plymouth","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Plymouth","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Torbay","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Torbay","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Torbay","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Devon","Torbay","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Bournemouth, Christchurch and Poole","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Bournemouth, Christchurch and Poole","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Bournemouth, Christchurch and Poole","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Bournemouth, Christchurch and Poole","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Dorset","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Dorset","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Dorset","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Dorset","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Somerset CC","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Somerset CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Somerset CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Dorset and Somerset","Somerset CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Breckland and South Norfolk","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Breckland and South Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Breckland and South Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Cambridgeshire CC","Heterosexual / straight","85","80","36390","32000"
"In post","2023","Asian","East Anglia","Cambridgeshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Cambridgeshire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","North and West Norfolk","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","North and West Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","North and West Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","North and West Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Norwich and East Norfolk","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Asian","East Anglia","Norwich and East Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Norwich and East Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Norwich and East Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Peterborough","Heterosexual / straight","190","160","25860","22400"
"In post","2023","Asian","East Anglia","Peterborough","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Peterborough","Undeclared","20","20","[c]","[c]"
"In post","2023","Asian","East Anglia","Peterborough","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","East Anglia","Suffolk CC","Heterosexual / straight","45","45","30240","28120"
"In post","2023","Asian","East Anglia","Suffolk CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Suffolk CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Anglia","Suffolk CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Wales","Cardiff and Vale of Glamorgan","Heterosexual / straight","265","255","33990","28130"
"In post","2023","Asian","East Wales","Cardiff and Vale of Glamorgan","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","East Wales","Cardiff and Vale of Glamorgan","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","East Wales","Cardiff and Vale of Glamorgan","Unknown","30","30","32300","28130"
"In post","2023","Asian","East Wales","Flintshire and Wrexham","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","East Wales","Flintshire and Wrexham","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Wales","Flintshire and Wrexham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Wales","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Wales","Monmouthshire and Newport","Heterosexual / straight","120","115","36150","31650"
"In post","2023","Asian","East Wales","Monmouthshire and Newport","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Wales","Monmouthshire and Newport","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","East Wales","Monmouthshire and Newport","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","East Wales","Powys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Wales","Powys","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Wales","Powys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Wales","Powys","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Asian","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Asian","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Asian","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Eastern Scotland","Angus and Dundee City","Heterosexual / straight","50","50","30390","28610"
"In post","2023","Asian","Eastern Scotland","Angus and Dundee City","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Eastern Scotland","Angus and Dundee City","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Eastern Scotland","Angus and Dundee City","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Eastern Scotland","City of Edinburgh","Heterosexual / straight","180","175","38160","34570"
"In post","2023","Asian","Eastern Scotland","City of Edinburgh","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Eastern Scotland","City of Edinburgh","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Eastern Scotland","City of Edinburgh","Unknown","15","15","[c]","[c]"
"In post","2023","Asian","Eastern Scotland","Clackmannanshire and Fife","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Eastern Scotland","Clackmannanshire and Fife","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Eastern Scotland","Clackmannanshire and Fife","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Eastern Scotland","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Eastern Scotland","East Lothian and Midlothian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Eastern Scotland","East Lothian and Midlothian","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Eastern Scotland","East Lothian and Midlothian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Eastern Scotland","East Lothian and Midlothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Eastern Scotland","Falkirk","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Asian","Eastern Scotland","Falkirk","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Eastern Scotland","Falkirk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Eastern Scotland","Falkirk","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Eastern Scotland","Perth and Kinross, and Stirling","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Eastern Scotland","Perth and Kinross, and Stirling","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Eastern Scotland","Perth and Kinross, and Stirling","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Eastern Scotland","Perth and Kinross, and Stirling","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Eastern Scotland","West Lothian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Eastern Scotland","West Lothian","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Eastern Scotland","West Lothian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Eastern Scotland","West Lothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Essex","Essex Haven Gateway","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Asian","Essex","Essex Haven Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Essex","Essex Haven Gateway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Essex","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Essex","Essex Thames Gateway","Heterosexual / straight","35","35","29050","25610"
"In post","2023","Asian","Essex","Essex Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Essex","Essex Thames Gateway","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Essex","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Essex","Heart of Essex","Heterosexual / straight","35","35","33560","29150"
"In post","2023","Asian","Essex","Heart of Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Essex","Heart of Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Essex","Heart of Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Essex","Southend-on-Sea","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Asian","Essex","Southend-on-Sea","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Essex","Southend-on-Sea","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Essex","Southend-on-Sea","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Essex","Thurrock","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Asian","Essex","Thurrock","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Essex","Thurrock","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Essex","Thurrock","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Essex","West Essex","Heterosexual / straight","45","40","40020","31280"
"In post","2023","Asian","Essex","West Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Essex","West Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Essex","West Essex","Unknown","5","5","[c]","[c]"
"In post","2023","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","365","350","38080","34700"
"In post","2023","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","10","10","[c]","[c]"
"In post","2023","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","15","15","[c]","[c]"
"In post","2023","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","15","10","[c]","[c]"
"In post","2023","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Heterosexual / straight","195","180","35150","30320"
"In post","2023","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","LGBO","5","5","[c]","[c]"
"In post","2023","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Undeclared","10","10","[c]","[c]"
"In post","2023","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Unknown","20","20","[c]","[c]"
"In post","2023","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Heterosexual / straight","30","30","33040","28120"
"In post","2023","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Heterosexual / straight","135","125","38290","35570"
"In post","2023","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Greater Manchester","Greater Manchester North East","Heterosexual / straight","85","80","28940","28120"
"In post","2023","Asian","Greater Manchester","Greater Manchester North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Greater Manchester","Greater Manchester North East","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Greater Manchester","Greater Manchester North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Greater Manchester","Greater Manchester North West","Heterosexual / straight","85","75","26130","24070"
"In post","2023","Asian","Greater Manchester","Greater Manchester North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Greater Manchester","Greater Manchester North West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Greater Manchester","Greater Manchester North West","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Greater Manchester","Greater Manchester South East","Heterosexual / straight","45","40","26760","28120"
"In post","2023","Asian","Greater Manchester","Greater Manchester South East","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Greater Manchester","Greater Manchester South East","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Greater Manchester","Greater Manchester South East","Unknown","10","5","[c]","[c]"
"In post","2023","Asian","Greater Manchester","Greater Manchester South West","Heterosexual / straight","910","875","32190","28130"
"In post","2023","Asian","Greater Manchester","Greater Manchester South West","LGBO","35","35","29040","28120"
"In post","2023","Asian","Greater Manchester","Greater Manchester South West","Undeclared","40","35","28260","26880"
"In post","2023","Asian","Greater Manchester","Greater Manchester South West","Unknown","120","110","30710","28120"
"In post","2023","Asian","Greater Manchester","Manchester","Heterosexual / straight","530","510","34500","31270"
"In post","2023","Asian","Greater Manchester","Manchester","LGBO","20","20","[c]","[c]"
"In post","2023","Asian","Greater Manchester","Manchester","Undeclared","35","30","32760","30330"
"In post","2023","Asian","Greater Manchester","Manchester","Unknown","25","20","[c]","[c]"
"In post","2023","Asian","Hampshire and Isle of Wight","Central Hampshire","Heterosexual / straight","70","70","33150","30560"
"In post","2023","Asian","Hampshire and Isle of Wight","Central Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Hampshire and Isle of Wight","Central Hampshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Hampshire and Isle of Wight","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Hampshire and Isle of Wight","Isle of Wight","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Hampshire and Isle of Wight","Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Hampshire and Isle of Wight","Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Hampshire and Isle of Wight","Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Hampshire and Isle of Wight","North Hampshire","Heterosexual / straight","50","50","28630","27300"
"In post","2023","Asian","Hampshire and Isle of Wight","North Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Hampshire and Isle of Wight","North Hampshire","Undeclared","5","5","[c]","[c]"
"In post","2023","Asian","Hampshire and Isle of Wight","North Hampshire","Unknown","[c]","[c]","[c]","[c]"
