"Status","Year","Function_of_post","Parent_department","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","London","Heterosexual / straight","85","85","52930","57030"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","London","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","London","Unknown","15","15","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","North West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","East Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Education","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","East Midlands (England)","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Education","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","London","Heterosexual / straight","165","160","50590","47230"
"In post","2023","Analysis","Department for Education","London","LGBO","15","15","[c]","[c]"
"In post","2023","Analysis","Department for Education","London","Undeclared","25","20","[c]","[c]"
"In post","2023","Analysis","Department for Education","London","Unknown","20","20","[c]","[c]"
"In post","2023","Analysis","Department for Education","North East (England)","Heterosexual / straight","45","45","44370","43490"
"In post","2023","Analysis","Department for Education","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","North East (England)","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Education","North West (England)","Heterosexual / straight","45","45","39820","43250"
"In post","2023","Analysis","Department for Education","North West (England)","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Education","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","North West (England)","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Education","South West (England)","Heterosexual / straight","40","35","41380","43250"
"In post","2023","Analysis","Department for Education","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","West Midlands (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Analysis","Department for Education","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Education","Yorkshire and The Humber","Heterosexual / straight","125","115","45320","43250"
"In post","2023","Analysis","Department for Education","Yorkshire and The Humber","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Education","Yorkshire and The Humber","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Education","Yorkshire and The Humber","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","East of England","Heterosexual / straight","140","135","36360","31270"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","East of England","LGBO","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","East of England","Undeclared","20","20","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","East of England","Unknown","170","165","37070","37300"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","North East (England)","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","North West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","North West (England)","Unknown","15","15","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","South West (England)","Heterosexual / straight","60","60","36310","30820"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","South West (England)","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","South West (England)","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","South West (England)","Unknown","80","80","33090","30350"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","London","Heterosexual / straight","160","160","49380","55370"
"In post","2023","Analysis","Department for International Trade","London","LGBO","25","25","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","London","Undeclared","5","5","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","London","Unknown","50","50","48440","43350"
"In post","2023","Analysis","Department for International Trade","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for International Trade","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","London","Heterosexual / straight","170","170","50150","54630"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","London","LGBO","15","15","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","London","Undeclared","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","London","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","North East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","South West (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","West Midlands (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","East Midlands (England)","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","Analysis","Department for Transport","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","London","Heterosexual / straight","205","200","51760","55740"
"In post","2023","Analysis","Department for Transport","London","LGBO","25","25","[c]","[c]"
"In post","2023","Analysis","Department for Transport","London","Undeclared","25","25","[c]","[c]"
"In post","2023","Analysis","Department for Transport","London","Unknown","65","65","48150","55190"
"In post","2023","Analysis","Department for Transport","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","South East (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Transport","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","South West (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Transport","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","West Midlands (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Analysis","Department for Transport","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","West Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Yorkshire and The Humber","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Transport","Yorkshire and The Humber","Unknown","10","10","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","East Midlands (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","East of England","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","London","Heterosexual / straight","175","165","51370","43760"
"In post","2023","Analysis","Department for Work and Pensions","London","LGBO","15","15","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","London","Undeclared","15","15","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","London","Unknown","25","25","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","North East (England)","Heterosexual / straight","80","75","43950","38470"
"In post","2023","Analysis","Department for Work and Pensions","North East (England)","LGBO","5","5","[c]","[c]"
"In post","2023","Analysis","Department for Work and Pensions","North East (England)","Undeclared","5","5","[c]","[c]"
