"Status","Year","Ethnicity","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Other","10","10","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Policy","45","45","38380","35620"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Project Delivery","15","15","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Security","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Digital, Culture, Media and Sport","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","Commercial","10","10","[c]","[c]"
"In post","2023","Black","Department for Education","Communications","10","10","[c]","[c]"
"In post","2023","Black","Department for Education","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","Digital, Data and Technology","40","40","38010","37590"
"In post","2023","Black","Department for Education","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","Finance","35","35","42710","42190"
"In post","2023","Black","Department for Education","Geography","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","Human Resources","5","5","[c]","[c]"
"In post","2023","Black","Department for Education","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","Operational Delivery","65","65","40930","37650"
"In post","2023","Black","Department for Education","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","Policy","70","70","40430","37590"
"In post","2023","Black","Department for Education","Project Delivery","45","45","46340","47010"
"In post","2023","Black","Department for Education","Property","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","Security","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Education","Statistics","10","10","[c]","[c]"
"In post","2023","Black","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Commercial","15","15","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","40","40","40200","37490"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Finance","15","15","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Human Resources","15","15","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Operational Delivery","45","40","28920","22150"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Other","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Policy","135","135","36670","33830"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Property","10","10","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Science and Engineering","10","10","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Environment, Food and Rural Affairs","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","Communications","5","5","[c]","[c]"
"In post","2023","Black","Department for International Trade","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2023","Black","Department for International Trade","Economics","5","5","[c]","[c]"
"In post","2023","Black","Department for International Trade","Finance","15","15","[c]","[c]"
"In post","2023","Black","Department for International Trade","Human Resources","10","10","[c]","[c]"
"In post","2023","Black","Department for International Trade","International Trade","70","70","45510","41550"
"In post","2023","Black","Department for International Trade","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","Operational Delivery","15","15","[c]","[c]"
"In post","2023","Black","Department for International Trade","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","Other","10","10","[c]","[c]"
"In post","2023","Black","Department for International Trade","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","Policy","10","10","[c]","[c]"
"In post","2023","Black","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","Property","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Communications","5","5","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Finance","10","10","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Human Resources","5","5","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Operational Delivery","30","30","34310","31290"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Planning","5","5","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Policy","85","80","42990","40800"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Project Delivery","10","10","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Security","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Levelling Up, Housing and Communities","Statistics","10","10","[c]","[c]"
"In post","2023","Black","Department for Transport","Commercial","15","15","[c]","[c]"
"In post","2023","Black","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Transport","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Transport","Digital, Data and Technology","15","15","[c]","[c]"
"In post","2023","Black","Department for Transport","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Transport","Finance","15","15","[c]","[c]"
"In post","2023","Black","Department for Transport","Human Resources","10","10","[c]","[c]"
"In post","2023","Black","Department for Transport","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Transport","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Transport","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Transport","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Transport","Medicine","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Transport","Operational Delivery","85","80","29940","30840"
"In post","2023","Black","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Transport","Other","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Transport","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Transport","Policy","40","40","46380","40220"
"In post","2023","Black","Department for Transport","Project Delivery","35","35","48420","50340"
"In post","2023","Black","Department for Transport","Property","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Transport","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Transport","Security","5","5","[c]","[c]"
"In post","2023","Black","Department for Transport","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Transport","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Transport","Unknown","35","30","35920","31480"
"In post","2023","Black","Department for Work and Pensions","Commercial","25","25","[c]","[c]"
"In post","2023","Black","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Work and Pensions","Counter Fraud","380","350","30570","32520"
"In post","2023","Black","Department for Work and Pensions","Digital, Data and Technology","105","105","39690","38470"
"In post","2023","Black","Department for Work and Pensions","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Work and Pensions","Finance","30","30","41330","39150"
"In post","2023","Black","Department for Work and Pensions","Human Resources","20","20","[c]","[c]"
"In post","2023","Black","Department for Work and Pensions","Knowledge and Information Management","20","20","[c]","[c]"
"In post","2023","Black","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Work and Pensions","Operational Delivery","2830","2630","29950","31280"
"In post","2023","Black","Department for Work and Pensions","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Work and Pensions","Other","120","110","27240","25610"
"In post","2023","Black","Department for Work and Pensions","Policy","60","60","42320","39150"
"In post","2023","Black","Department for Work and Pensions","Project Delivery","65","65","39860","39150"
"In post","2023","Black","Department for Work and Pensions","Property","10","10","[c]","[c]"
"In post","2023","Black","Department for Work and Pensions","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Work and Pensions","Science and Engineering","5","5","[c]","[c]"
"In post","2023","Black","Department for Work and Pensions","Security","10","10","[c]","[c]"
"In post","2023","Black","Department for Work and Pensions","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department for Work and Pensions","Statistics","5","5","[c]","[c]"
"In post","2023","Black","Department for Work and Pensions","Unknown","25","20","[c]","[c]"
"In post","2023","Black","Department of Health and Social Care","Commercial","5","5","[c]","[c]"
"In post","2023","Black","Department of Health and Social Care","Communications","10","10","[c]","[c]"
"In post","2023","Black","Department of Health and Social Care","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department of Health and Social Care","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department of Health and Social Care","Digital, Data and Technology","20","20","[c]","[c]"
"In post","2023","Black","Department of Health and Social Care","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department of Health and Social Care","Finance","15","15","[c]","[c]"
"In post","2023","Black","Department of Health and Social Care","Human Resources","25","25","[c]","[c]"
"In post","2023","Black","Department of Health and Social Care","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department of Health and Social Care","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department of Health and Social Care","Medicine","35","30","83260","65870"
"In post","2023","Black","Department of Health and Social Care","Operational Delivery","150","150","36520","33330"
"In post","2023","Black","Department of Health and Social Care","Operational Research","5","5","[c]","[c]"
"In post","2023","Black","Department of Health and Social Care","Other","5","5","[c]","[c]"
"In post","2023","Black","Department of Health and Social Care","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department of Health and Social Care","Policy","15","15","[c]","[c]"
"In post","2023","Black","Department of Health and Social Care","Project Delivery","10","10","[c]","[c]"
"In post","2023","Black","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department of Health and Social Care","Science and Engineering","105","100","40550","40880"
"In post","2023","Black","Department of Health and Social Care","Security","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department of Health and Social Care","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department of Health and Social Care","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department of Health and Social Care","Tax","[c]","[c]","[c]","[c]"
"In post","2023","Black","Department of Health and Social Care","Unknown","105","100","42890","38120"
"In post","2023","Black","Estyn","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Black","Estyn","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Black","Estyn","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Black","Estyn","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Black","Estyn","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Black","Estyn","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2023","Black","Estyn","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Black","Estyn","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Black","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Black","Estyn","Property","[c]","[c]","[c]","[c]"
"In post","2023","Black","Estyn","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Black","Estyn","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Black","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Black","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Black","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Black","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Black","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Black","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Black","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Black","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Black","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Black","Food Standards Agency","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","Black","Food Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Black","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Black","Food Standards Agency","Operational Delivery","15","15","[c]","[c]"
"In post","2023","Black","Food Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Black","Food Standards Agency","Other","[c]","[c]","[c]","[c]"
"In post","2023","Black","Food Standards Agency","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Black","Food Standards Agency","Policy","15","15","[c]","[c]"
"In post","2023","Black","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Black","Food Standards Agency","Property","[c]","[c]","[c]","[c]"
"In post","2023","Black","Food Standards Agency","Science and Engineering","5","5","[c]","[c]"
"In post","2023","Black","Food Standards Agency","Security","[c]","[c]","[c]","[c]"
"In post","2023","Black","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Black","Food Standards Agency","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Black","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2023","Black","Foreign, Commonwealth and Development Office","Commercial","5","5","[c]","[c]"
"In post","2023","Black","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Black","Foreign, Commonwealth and Development Office","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2023","Black","Foreign, Commonwealth and Development Office","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Black","Foreign, Commonwealth and Development Office","Finance","15","15","[c]","[c]"
"In post","2023","Black","Foreign, Commonwealth and Development Office","Human Resources","10","10","[c]","[c]"
"In post","2023","Black","Foreign, Commonwealth and Development Office","Intelligence Analysis","10","10","[c]","[c]"
"In post","2023","Black","Foreign, Commonwealth and Development Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Black","Foreign, Commonwealth and Development Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Black","Foreign, Commonwealth and Development Office","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Black","Foreign, Commonwealth and Development Office","Operational Delivery","10","10","[c]","[c]"
"In post","2023","Black","Foreign, Commonwealth and Development Office","Other","10","10","[c]","[c]"
"In post","2023","Black","Foreign, Commonwealth and Development Office","Policy","125","125","44680","40600"
"In post","2023","Black","Foreign, Commonwealth and Development Office","Project Delivery","30","30","[c]","[c]"
"In post","2023","Black","Foreign, Commonwealth and Development Office","Property","[c]","[c]","[c]","[c]"
"In post","2023","Black","Foreign, Commonwealth and Development Office","Security","10","10","[c]","[c]"
"In post","2023","Black","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Land Registry","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Land Registry","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2023","Black","HM Land Registry","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Land Registry","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Land Registry","Operational Delivery","40","40","28740","28080"
"In post","2023","Black","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Land Registry","Project Delivery","5","5","[c]","[c]"
"In post","2023","Black","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Revenue and Customs","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Revenue and Customs","Communications","5","5","[c]","[c]"
"In post","2023","Black","HM Revenue and Customs","Counter Fraud","60","55","35210","34370"
"In post","2023","Black","HM Revenue and Customs","Digital, Data and Technology","120","120","39440","39110"
"In post","2023","Black","HM Revenue and Customs","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Revenue and Customs","Finance","40","40","42290","39790"
"In post","2023","Black","HM Revenue and Customs","Human Resources","25","25","[c]","[c]"
"In post","2023","Black","HM Revenue and Customs","Intelligence Analysis","10","10","[c]","[c]"
"In post","2023","Black","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Revenue and Customs","International Trade","5","5","[c]","[c]"
"In post","2023","Black","HM Revenue and Customs","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Revenue and Customs","Legal","90","85","38630","34370"
"In post","2023","Black","HM Revenue and Customs","Operational Delivery","710","670","29060","26920"
"In post","2023","Black","HM Revenue and Customs","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Revenue and Customs","Other","10","10","[c]","[c]"
"In post","2023","Black","HM Revenue and Customs","Policy","50","50","56490","61530"
"In post","2023","Black","HM Revenue and Customs","Project Delivery","105","105","45480","41780"
"In post","2023","Black","HM Revenue and Customs","Property","65","60","36580","33160"
"In post","2023","Black","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Revenue and Customs","Social Research","5","5","[c]","[c]"
"In post","2023","Black","HM Revenue and Customs","Statistics","15","15","[c]","[c]"
"In post","2023","Black","HM Revenue and Customs","Tax","550","540","35440","34700"
"In post","2023","Black","HM Revenue and Customs","Unknown","240","240","40620","39110"
"In post","2023","Black","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Treasury","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Treasury","Economics","5","5","[c]","[c]"
"In post","2023","Black","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Treasury","Internal Audit","10","10","[c]","[c]"
"In post","2023","Black","HM Treasury","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Treasury","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Treasury","Operational Delivery","15","15","[c]","[c]"
"In post","2023","Black","HM Treasury","Other","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Treasury","Policy","15","15","[c]","[c]"
"In post","2023","Black","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Treasury","Property","[c]","[c]","[c]","[c]"
"In post","2023","Black","HM Treasury","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Black","Home Office","Commercial","10","10","[c]","[c]"
"In post","2023","Black","Home Office","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Black","Home Office","Counter Fraud","5","5","[c]","[c]"
"In post","2023","Black","Home Office","Digital, Data and Technology","100","100","49250","44060"
"In post","2023","Black","Home Office","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Black","Home Office","Finance","15","15","[c]","[c]"
"In post","2023","Black","Home Office","Human Resources","55","55","41500","36310"
"In post","2023","Black","Home Office","Intelligence Analysis","25","25","[c]","[c]"
"In post","2023","Black","Home Office","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2023","Black","Home Office","Operational Delivery","1210","1115","30240","29890"
"In post","2023","Black","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Black","Home Office","Other","105","100","34410","31190"
"In post","2023","Black","Home Office","Policy","120","120","45230","43210"
"In post","2023","Black","Home Office","Project Delivery","125","125","45580","43210"
"In post","2023","Black","Home Office","Property","[c]","[c]","[c]","[c]"
"In post","2023","Black","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","Black","Home Office","Security","25","25","[c]","[c]"
"In post","2023","Black","Home Office","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","Black","Home Office","Statistics","[c]","[c]","[c]","[c]"
"In post","2023","Black","Home Office","Unknown","10","10","[c]","[c]"
"In post","2023","Black","Ministry of Defence","Commercial","45","40","33880","32500"
"In post","2023","Black","Ministry of Defence","Communications","5","5","[c]","[c]"
"In post","2023","Black","Ministry of Defence","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Defence","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Defence","Digital, Data and Technology","35","35","35870","34640"
"In post","2023","Black","Ministry of Defence","Finance","65","60","40420","36380"
"In post","2023","Black","Ministry of Defence","Geography","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Defence","Human Resources","40","40","39520","38350"
"In post","2023","Black","Ministry of Defence","Intelligence Analysis","5","5","[c]","[c]"
"In post","2023","Black","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Defence","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2023","Black","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Defence","Medicine","20","20","[c]","[c]"
"In post","2023","Black","Ministry of Defence","Operational Delivery","165","160","29190","26560"
"In post","2023","Black","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Defence","Other","35","35","27590","23520"
"In post","2023","Black","Ministry of Defence","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Defence","Policy","30","30","42040","42750"
"In post","2023","Black","Ministry of Defence","Project Delivery","130","125","40830","38790"
"In post","2023","Black","Ministry of Defence","Property","15","15","[c]","[c]"
"In post","2023","Black","Ministry of Defence","Psychology","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Defence","Science and Engineering","80","80","39540","38620"
"In post","2023","Black","Ministry of Defence","Security","60","60","30320","24380"
"In post","2023","Black","Ministry of Defence","Statistics","5","5","[c]","[c]"
"In post","2023","Black","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Justice","Commercial","50","50","40280","35410"
"In post","2023","Black","Ministry of Justice","Communications","10","10","[c]","[c]"
"In post","2023","Black","Ministry of Justice","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Justice","Digital, Data and Technology","65","65","44790","43650"
"In post","2023","Black","Ministry of Justice","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Justice","Finance","60","60","40540","38550"
"In post","2023","Black","Ministry of Justice","Human Resources","50","50","41620","38030"
"In post","2023","Black","Ministry of Justice","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Justice","Internal Audit","5","5","[c]","[c]"
"In post","2023","Black","Ministry of Justice","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2023","Black","Ministry of Justice","Legal","75","70","43980","43650"
"In post","2023","Black","Ministry of Justice","Operational Delivery","3905","3730","31180","29660"
"In post","2023","Black","Ministry of Justice","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Justice","Other","10","10","[c]","[c]"
"In post","2023","Black","Ministry of Justice","Planning","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Justice","Policy","75","75","37460","35410"
"In post","2023","Black","Ministry of Justice","Project Delivery","25","25","[c]","[c]"
"In post","2023","Black","Ministry of Justice","Property","20","20","[c]","[c]"
"In post","2023","Black","Ministry of Justice","Psychology","25","25","[c]","[c]"
"In post","2023","Black","Ministry of Justice","Security","10","10","[c]","[c]"
"In post","2023","Black","Ministry of Justice","Social Research","5","5","[c]","[c]"
"In post","2023","Black","Ministry of Justice","Statistics","5","5","[c]","[c]"
"In post","2023","Black","Ministry of Justice","Unknown","15","15","[c]","[c]"
"In post","2023","Black","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Crime Agency","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2023","Black","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Crime Agency","Human Resources","5","5","[c]","[c]"
"In post","2023","Black","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Crime Agency","Operational Delivery","70","70","37570","38560"
"In post","2023","Black","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Crime Agency","Security","5","5","[c]","[c]"
"In post","2023","Black","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland Office","Other","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
