"Status","Year","Function_of_post","Parent_department","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Human Resources","Department for Transport","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","South East (England)","Outside London","50","45","34270","32240"
"In post","2023","Human Resources","Department for Transport","South West (England)","Outside London","50","45","39370","39820"
"In post","2023","Human Resources","Department for Transport","Wales","Outside London","195","185","35830","32240"
"In post","2023","Human Resources","Department for Transport","West Midlands (England)","Outside London","20","20","38480","32260"
"In post","2023","Human Resources","Department for Transport","Yorkshire and The Humber","Outside London","15","15","43190","39430"
"In post","2023","Human Resources","Department for Work and Pensions","East Midlands (England)","Outside London","60","55","31120","28120"
"In post","2023","Human Resources","Department for Work and Pensions","East of England","Outside London","30","25","35300","32520"
"In post","2023","Human Resources","Department for Work and Pensions","London","London","255","245","42170","39150"
"In post","2023","Human Resources","Department for Work and Pensions","North East (England)","Outside London","195","175","36370","34170"
"In post","2023","Human Resources","Department for Work and Pensions","North West (England)","Outside London","415","390","35950","32800"
"In post","2023","Human Resources","Department for Work and Pensions","Scotland","Outside London","105","95","33200","28120"
"In post","2023","Human Resources","Department for Work and Pensions","South East (England)","Outside London","50","50","33980","31280"
"In post","2023","Human Resources","Department for Work and Pensions","South West (England)","Outside London","55","50","33140","28120"
"In post","2023","Human Resources","Department for Work and Pensions","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions","Wales","Outside London","80","80","31800","28120"
"In post","2023","Human Resources","Department for Work and Pensions","West Midlands (England)","Outside London","125","115","33660","28120"
"In post","2023","Human Resources","Department for Work and Pensions","Yorkshire and The Humber","Outside London","310","290","37640","34170"
"In post","2023","Human Resources","Department of Health and Social Care","East Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","East of England","Outside London","15","15","36450","30700"
"In post","2023","Human Resources","Department of Health and Social Care","London","London","185","180","44250","34850"
"In post","2023","Human Resources","Department of Health and Social Care","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","North West (England)","Outside London","15","15","42960","49590"
"In post","2023","Human Resources","Department of Health and Social Care","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","South East (England)","Outside London","10","10","42990","46260"
"In post","2023","Human Resources","Department of Health and Social Care","South West (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","West Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","Yorkshire and The Humber","Outside London","70","65","38080","32710"
"In post","2023","Human Resources","Estyn","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","Wales","Outside London","5","5","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","Yorkshire and The Humber","Outside London","25","25","37100","31730"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office","London","London","270","265","50080","44450"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office","Overseas","Overseas","10","10","[c]","[c]"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office","Scotland","Outside London","50","50","39610","34950"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office","South East (England)","Outside London","50","45","41140","33620"
"In post","2023","Human Resources","HM Land Registry","East Midlands (England)","Outside London","65","60","36560","34850"
"In post","2023","Human Resources","HM Land Registry","London","London","10","10","[c]","[c]"
"In post","2023","Human Resources","HM Land Registry","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Human Resources","HM Land Registry","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Human Resources","HM Land Registry","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Human Resources","HM Land Registry","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Land Registry","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Human Resources","HM Land Registry","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Revenue and Customs","East Midlands (England)","Outside London","260","250","40990","35000"
"In post","2023","Human Resources","HM Revenue and Customs","East of England","Outside London","5","5","[c]","[c]"
"In post","2023","Human Resources","HM Revenue and Customs","London","London","200","195","56110","49620"
"In post","2023","Human Resources","HM Revenue and Customs","North East (England)","Outside London","185","175","36850","34700"
"In post","2023","Human Resources","HM Revenue and Customs","North West (England)","Outside London","495","470","38300","35000"
"In post","2023","Human Resources","HM Revenue and Customs","Northern Ireland","Outside London","35","30","37550","34400"
"In post","2023","Human Resources","HM Revenue and Customs","Scotland","Outside London","130","120","35600","34400"
"In post","2023","Human Resources","HM Revenue and Customs","South East (England)","Outside London","35","30","37150","35000"
"In post","2023","Human Resources","HM Revenue and Customs","South West (England)","Outside London","50","45","42000","35150"
"In post","2023","Human Resources","HM Revenue and Customs","Wales","Outside London","75","75","40880","35000"
"In post","2023","Human Resources","HM Revenue and Customs","West Midlands (England)","Outside London","70","65","46450","42140"
"In post","2023","Human Resources","HM Revenue and Customs","Yorkshire and The Humber","Outside London","75","70","42620","35000"
"In post","2023","Human Resources","HM Treasury","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Treasury","East of England","Outside London","40","35","31010","25480"
"In post","2023","Human Resources","HM Treasury","London","London","75","70","48900","53550"
"In post","2023","Human Resources","HM Treasury","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Human Resources","HM Treasury","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Treasury","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Treasury","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Treasury","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Treasury","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Treasury","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Home Office","East of England","Outside London","10","10","[c]","[c]"
"In post","2023","Human Resources","Home Office","London","London","310","300","47040","43210"
"In post","2023","Human Resources","Home Office","North East (England)","Outside London","10","10","38130","39000"
"In post","2023","Human Resources","Home Office","North West (England)","Outside London","75","75","44160","39190"
"In post","2023","Human Resources","Home Office","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Home Office","Scotland","Outside London","10","10","[c]","[c]"
"In post","2023","Human Resources","Home Office","South East (England)","Outside London","10","5","[c]","[c]"
"In post","2023","Human Resources","Home Office","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Home Office","Wales","Outside London","15","15","44150","40060"
"In post","2023","Human Resources","Home Office","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Human Resources","Home Office","Yorkshire and The Humber","Outside London","35","35","44050","39190"
"In post","2023","Human Resources","Ministry of Defence","East Midlands (England)","Outside London","140","140","29900","27470"
"In post","2023","Human Resources","Ministry of Defence","East of England","Outside London","290","285","33880","31470"
"In post","2023","Human Resources","Ministry of Defence","London","London","270","260","48520","45750"
"In post","2023","Human Resources","Ministry of Defence","North East (England)","Outside London","10","10","38410","39300"
"In post","2023","Human Resources","Ministry of Defence","North West (England)","Outside London","120","115","31120","27470"
"In post","2023","Human Resources","Ministry of Defence","Northern Ireland","Outside London","30","30","27410","27470"
"In post","2023","Human Resources","Ministry of Defence","Overseas","Overseas","235","230","57390","56530"
"In post","2023","Human Resources","Ministry of Defence","Scotland","Outside London","265","250","30350","27140"
"In post","2023","Human Resources","Ministry of Defence","South East (England)","Outside London","955","930","35240","33990"
"In post","2023","Human Resources","Ministry of Defence","South West (England)","Outside London","1090","1045","36690","34000"
"In post","2023","Human Resources","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Ministry of Defence","Wales","Outside London","100","95","30790","30300"
"In post","2023","Human Resources","Ministry of Defence","West Midlands (England)","Outside London","390","380","32960","30470"
"In post","2023","Human Resources","Ministry of Defence","Yorkshire and The Humber","Outside London","430","410","28770","27470"
"In post","2023","Human Resources","Ministry of Justice","East Midlands (England)","Outside London","90","85","39610","36360"
"In post","2023","Human Resources","Ministry of Justice","East of England","Outside London","60","60","40070","34450"
"In post","2023","Human Resources","Ministry of Justice","London","London","370","365","48820","43650"
"In post","2023","Human Resources","Ministry of Justice","North East (England)","Outside London","55","55","37510","33020"
"In post","2023","Human Resources","Ministry of Justice","North West (England)","Outside London","145","140","38530","37680"
"In post","2023","Human Resources","Ministry of Justice","Scotland","Outside London","15","15","36350","31270"
"In post","2023","Human Resources","Ministry of Justice","South East (England)","Outside London","115","110","40810","37680"
"In post","2023","Human Resources","Ministry of Justice","South West (England)","Outside London","80","75","39310","32670"
"In post","2023","Human Resources","Ministry of Justice","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Human Resources","Ministry of Justice","Wales","Outside London","115","115","38490","33710"
"In post","2023","Human Resources","Ministry of Justice","West Midlands (England)","Outside London","215","200","36500","32410"
"In post","2023","Human Resources","Ministry of Justice","Yorkshire and The Humber","Outside London","150","145","39440","37680"
"In post","2023","Human Resources","National Crime Agency","East Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Human Resources","National Crime Agency","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","National Crime Agency","London","London","45","45","49090","46540"
"In post","2023","Human Resources","National Crime Agency","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","National Crime Agency","North West (England)","Outside London","50","45","44060","41420"
"In post","2023","Human Resources","National Crime Agency","South East (England)","Outside London","10","10","46490","46260"
"In post","2023","Human Resources","National Crime Agency","South West (England)","Outside London","55","55","35570","37450"
"In post","2023","Human Resources","National Crime Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","National Crime Agency","West Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Human Resources","National Crime Agency","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Northern Ireland Office","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","North West (England)","Outside London","45","45","38470","33130"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","South West (England)","Outside London","20","20","37910","33130"
"In post","2023","Human Resources","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Gas and Electricity Markets","London","London","20","20","53750","46160"
"In post","2023","Human Resources","Office of Gas and Electricity Markets","Scotland","Outside London","35","35","36440","36580"
"In post","2023","Human Resources","Office of Gas and Electricity Markets","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Qualifications and Examinations Regulation","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Qualifications and Examinations Regulation","West Midlands (England)","Outside London","10","10","43540","43070"
"In post","2023","Human Resources","Office of Rail and Road","London","London","5","5","[c]","[c]"
"In post","2023","Human Resources","Office of Rail and Road","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Rail and Road","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of Rail and Road","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of the Secretary of State for Wales","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Office of the Secretary of State for Wales","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Scottish Government","Scotland","Outside London","285","270","39010","37060"
"In post","2023","Human Resources","The National Archives","London","London","15","15","35260","30380"
"In post","2023","Human Resources","UK Export Finance","London","London","35","30","49810","42900"
"In post","2023","Human Resources","UK Statistics Authority","London","London","5","5","[c]","[c]"
"In post","2023","Human Resources","UK Statistics Authority","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Human Resources","UK Statistics Authority","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","UK Statistics Authority","South East (England)","Outside London","45","45","37420","31660"
"In post","2023","Human Resources","UK Statistics Authority","Wales","Outside London","150","135","35320","31660"
"In post","2023","Human Resources","UK Supreme Court","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Water Services Regulation Authority","West Midlands (England)","Outside London","15","10","43740","41340"
"In post","2023","Human Resources","Welsh Government","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Welsh Government","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Business, Energy and Industrial Strategy","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Internal Audit","Department for Business, Energy and Industrial Strategy","Wales","Outside London","5","5","[c]","[c]"
"In post","2023","Internal Audit","Department for Education","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Transport","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Department for Transport","South East (England)","Outside London","20","15","38790","32950"
"In post","2023","Internal Audit","Department for Transport","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Food Standards Agency","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Food Standards Agency","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Food Standards Agency","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Food Standards Agency","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Food Standards Agency","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Food Standards Agency","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Food Standards Agency","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Foreign, Commonwealth and Development Office","London","London","20","20","51010","43000"
"In post","2023","Internal Audit","Foreign, Commonwealth and Development Office","Scotland","Outside London","35","35","44010","41660"
"In post","2023","Internal Audit","Foreign, Commonwealth and Development Office","South East (England)","Outside London","25","25","40990","37640"
"In post","2023","Internal Audit","HM Land Registry","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Land Registry","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Land Registry","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Land Registry","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Land Registry","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Revenue and Customs","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Internal Audit","HM Revenue and Customs","London","London","20","15","52960","47620"
"In post","2023","Internal Audit","HM Revenue and Customs","North East (England)","Outside London","15","10","48750","44930"
"In post","2023","Internal Audit","HM Revenue and Customs","North West (England)","Outside London","10","10","51930","44750"
"In post","2023","Internal Audit","HM Revenue and Customs","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Revenue and Customs","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Revenue and Customs","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Internal Audit","HM Revenue and Customs","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Treasury","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Internal Audit","HM Treasury","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","HM Treasury","London","London","125","120","55130","53320"
"In post","2023","Internal Audit","HM Treasury","North East (England)","Outside London","20","20","51580","47540"
"In post","2023","Internal Audit","HM Treasury","North West (England)","Outside London","30","30","48280","43210"
"In post","2023","Internal Audit","HM Treasury","Scotland","Outside London","10","10","[c]","[c]"
"In post","2023","Internal Audit","HM Treasury","South East (England)","Outside London","10","10","43480","34770"
"In post","2023","Internal Audit","HM Treasury","South West (England)","Outside London","35","30","49010","47910"
"In post","2023","Internal Audit","HM Treasury","Unknown","Unknown","20","20","49540","44070"
"In post","2023","Internal Audit","HM Treasury","Wales","Outside London","20","20","51120","51350"
"In post","2023","Internal Audit","HM Treasury","West Midlands (England)","Outside London","30","25","53000","47980"
"In post","2023","Internal Audit","HM Treasury","Yorkshire and The Humber","Outside London","40","35","51570","51350"
"In post","2023","Internal Audit","Ministry of Defence","East of England","Outside London","5","5","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Defence","London","London","10","10","53430","45540"
"In post","2023","Internal Audit","Ministry of Defence","North West (England)","Outside London","10","10","33280","34300"
"In post","2023","Internal Audit","Ministry of Defence","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Defence","Scotland","Outside London","10","10","30850","31190"
"In post","2023","Internal Audit","Ministry of Defence","South East (England)","Outside London","25","25","32520","33830"
"In post","2023","Internal Audit","Ministry of Defence","South West (England)","Outside London","40","40","41570","41800"
"In post","2023","Internal Audit","Ministry of Defence","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Defence","West Midlands (England)","Outside London","10","10","38980","34640"
"In post","2023","Internal Audit","Ministry of Defence","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Justice","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Justice","East of England","Outside London","10","10","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Justice","London","London","15","15","54280","56040"
"In post","2023","Internal Audit","Ministry of Justice","North West (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Justice","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Justice","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Justice","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Justice","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Internal Audit","Ministry of Justice","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","Scottish Government","Scotland","Outside London","10","5","[c]","[c]"
"In post","2023","Internal Audit","UK Export Finance","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","UK Statistics Authority","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Internal Audit","UK Statistics Authority","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","East Midlands (England)","Outside London","475","440","39270","35000"
"In post","2023","Legal","Attorney General's Departments","East of England","Outside London","540","490","42360","36780"
"In post","2023","Legal","Attorney General's Departments","London","London","4015","3770","52090","53390"
"In post","2023","Legal","Attorney General's Departments","North East (England)","Outside London","370","335","39090","31740"
"In post","2023","Legal","Attorney General's Departments","North West (England)","Outside London","1005","945","40460","35000"
"In post","2023","Legal","Attorney General's Departments","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Attorney General's Departments","South East (England)","Outside London","760","715","42980","36780"
"In post","2023","Legal","Attorney General's Departments","South West (England)","Outside London","395","365","44010","49050"
"In post","2023","Legal","Attorney General's Departments","Wales","Outside London","400","365","41410","38760"
"In post","2023","Legal","Attorney General's Departments","West Midlands (England)","Outside London","605","570","41240","38760"
"In post","2023","Legal","Attorney General's Departments","Yorkshire and The Humber","Outside London","885","815","42920","45230"
"In post","2023","Legal","Cabinet Office","London","London","60","60","80870","81600"
"In post","2023","Legal","Charity Commission","London","London","15","15","60000","55870"
"In post","2023","Legal","Charity Commission","North West (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Legal","Charity Commission","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Competition and Markets Authority","London","London","150","145","71090","73510"
"In post","2023","Legal","Competition and Markets Authority","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Competition and Markets Authority","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Competition and Markets Authority","Scotland","Outside London","15","15","72350","74600"
"In post","2023","Legal","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Business, Energy and Industrial Strategy","London","London","30","30","54670","54670"
"In post","2023","Legal","Department for Business, Energy and Industrial Strategy","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Business, Energy and Industrial Strategy","North West (England)","Outside London","10","10","51870","53260"
"In post","2023","Legal","Department for Business, Energy and Industrial Strategy","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Business, Energy and Industrial Strategy","South West (England)","Outside London","15","15","43110","44290"
"In post","2023","Legal","Department for Business, Energy and Industrial Strategy","Wales","Outside London","50","50","51350","47760"
"In post","2023","Legal","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Legal","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Education","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Education","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Education","London","London","15","15","50870","56040"
"In post","2023","Legal","Department for Education","North East (England)","Outside London","20","20","51370","51360"
"In post","2023","Legal","Department for Education","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Legal","Department for Education","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Legal","Department for Education","West Midlands (England)","Outside London","15","15","57850","62540"
"In post","2023","Legal","Department for Education","Yorkshire and The Humber","Outside London","10","10","[c]","[c]"
"In post","2023","Legal","Department for Transport","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Legal","Department for Transport","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Transport","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Transport","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Legal","Department for Transport","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Work and Pensions","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Work and Pensions","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Work and Pensions","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Work and Pensions","North West (England)","Outside London","25","25","47420","50770"
"In post","2023","Legal","Department for Work and Pensions","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Work and Pensions","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Work and Pensions","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Work and Pensions","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Work and Pensions","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department for Work and Pensions","Yorkshire and The Humber","Outside London","60","55","30820","28120"
"In post","2023","Legal","Department of Health and Social Care","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department of Health and Social Care","East of England","Outside London","5","5","[c]","[c]"
"In post","2023","Legal","Department of Health and Social Care","London","London","50","50","51380","48830"
"In post","2023","Legal","Department of Health and Social Care","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department of Health and Social Care","North West (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Legal","Department of Health and Social Care","Scotland","Outside London","5","5","[c]","[c]"
"In post","2023","Legal","Department of Health and Social Care","South East (England)","Outside London","15","15","42510","41480"
"In post","2023","Legal","Department of Health and Social Care","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Legal","Department of Health and Social Care","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Department of Health and Social Care","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Legal","Department of Health and Social Care","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2023","Legal","Food Standards Agency","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Food Standards Agency","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Food Standards Agency","London","London","10","10","61080","61000"
"In post","2023","Legal","Food Standards Agency","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Food Standards Agency","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Food Standards Agency","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Food Standards Agency","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Food Standards Agency","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Food Standards Agency","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Foreign, Commonwealth and Development Office","London","London","115","110","61570","62130"
"In post","2023","Legal","Foreign, Commonwealth and Development Office","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Legal","Foreign, Commonwealth and Development Office","South East (England)","Outside London","55","45","48220","54660"
"In post","2023","Legal","HM Land Registry","East Midlands (England)","Outside London","35","30","53880","58140"
"In post","2023","Legal","HM Land Registry","East of England","Outside London","15","15","48740","39520"
"In post","2023","Legal","HM Land Registry","London","London","35","35","58730","66240"
"In post","2023","Legal","HM Land Registry","North East (England)","Outside London","25","25","48740","47520"
"In post","2023","Legal","HM Land Registry","North West (England)","Outside London","50","40","50060","56190"
"In post","2023","Legal","HM Land Registry","South West (England)","Outside London","60","55","43850","34850"
"In post","2023","Legal","HM Land Registry","Wales","Outside London","30","25","53150","56190"
"In post","2023","Legal","HM Land Registry","West Midlands (England)","Outside London","20","20","51520","61730"
"In post","2023","Legal","HM Land Registry","Yorkshire and The Humber","Outside London","15","15","53430","58140"
"In post","2023","Legal","HM Revenue and Customs","East Midlands (England)","Outside London","95","85","32120","29730"
