"Status","Year","Ethnicity","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Undeclared","West Wales and The Valleys","Outside London","615","570","31710","28120"
"In post","2023","Undeclared","West Yorkshire","Outside London","645","595","33720","28300"
"In post","2023","Unknown","Bedfordshire and Hertfordshire","Outside London","505","470","32560","30740"
"In post","2023","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Outside London","1095","1040","33290","30820"
"In post","2023","Unknown","Cheshire","Outside London","455","430","32040","28880"
"In post","2023","Unknown","Cornwall and Isles of Scilly","Outside London","155","140","28460","24160"
"In post","2023","Unknown","Cumbria","Outside London","355","325","28590","25350"
"In post","2023","Unknown","Derbyshire and Nottinghamshire","Outside London","2135","2020","30530","28120"
"In post","2023","Unknown","Devon","Outside London","1205","1130","30480","28080"
"In post","2023","Unknown","Dorset and Somerset","Outside London","655","620","31740","28120"
"In post","2023","Unknown","East Anglia","Outside London","1290","1205","30210","27650"
"In post","2023","Unknown","East Wales","Outside London","2955","2805","32160","28130"
"In post","2023","Unknown","East Yorkshire and Northern Lincolnshire","Outside London","480","455","28390","27490"
"In post","2023","Unknown","Eastern Scotland","Outside London","5530","5260","35040","31290"
"In post","2023","Unknown","Essex","Outside London","555","515","28970","25920"
"In post","2023","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","2885","2765","35680","31920"
"In post","2023","Unknown","Greater Manchester","Outside London","3350","3220","32030","28130"
"In post","2023","Unknown","Hampshire and Isle of Wight","Outside London","1775","1630","31740","27400"
"In post","2023","Unknown","Herefordshire, Worcestershire and Warwickshire","Outside London","435","410","29460","28120"
"In post","2023","Unknown","Highlands and Islands","Outside London","280","260","30760","28490"
"In post","2023","Unknown","Inner London - East","London","2600","2490","41140","36040"
"In post","2023","Unknown","Inner London - West","London","9360","9180","48160","43650"
"In post","2023","Unknown","Kent","Outside London","1325","1280","28600","25880"
"In post","2023","Unknown","Lancashire","Outside London","1495","1400","29370","28120"
"In post","2023","Unknown","Leicestershire, Rutland and Northamptonshire","Outside London","725","670","27500","25880"
"In post","2023","Unknown","Lincolnshire","Outside London","245","240","29720","28120"
"In post","2023","Unknown","Merseyside","Outside London","4175","3950","27300","24570"
"In post","2023","Unknown","North Eastern Scotland","Outside London","445","420","35130","31410"
"In post","2023","Unknown","North Yorkshire","Outside London","515","490","33680","29180"
"In post","2023","Unknown","Northern Ireland","Outside London","925","880","28910","25750"
"In post","2023","Unknown","Northumberland, and Tyne and Wear","Outside London","3390","3105","29840","26960"
"In post","2023","Unknown","Outer London - East and North East","London","510","480","32450","32520"
"In post","2023","Unknown","Outer London - South","London","2230","2165","37320","32260"
"In post","2023","Unknown","Outer London - West and North West","London","1440","1390","32690","29890"
"In post","2023","Unknown","Overseas","Overseas","625","625","54790","54740"
"In post","2023","Unknown","Shropshire and Staffordshire","Outside London","1125","1075","32490","28880"
"In post","2023","Unknown","South Yorkshire","Outside London","1615","1545","29910","25750"
"In post","2023","Unknown","Southern Scotland","Outside London","1535","1420","29590","26600"
"In post","2023","Unknown","Surrey, East and West Sussex","Outside London","980","900","32020","28730"
"In post","2023","Unknown","Tees Valley and Durham","Outside London","1230","1160","28100","26020"
"In post","2023","Unknown","Unknown","Unknown","1900","1885","41120","38920"
"In post","2023","Unknown","West Central Scotland","Outside London","4680","4445","31780","28490"
"In post","2023","Unknown","West Midlands","Outside London","3035","2855","30170","27740"
"In post","2023","Unknown","West Wales and The Valleys","Outside London","1665","1550","28940","24570"
"In post","2023","Unknown","West Yorkshire","Outside London","3130","2985","31090","28120"
"In post","2023","White","Bedfordshire and Hertfordshire","Outside London","2930","2750","35980","32160"
"In post","2023","White","Berkshire, Buckinghamshire and Oxfordshire","Outside London","6610","6265","36170","32960"
"In post","2023","White","Cheshire","Outside London","3680","3455","34550","32540"
"In post","2023","White","Cornwall and Isles of Scilly","Outside London","1440","1310","29040","28120"
"In post","2023","White","Cumbria","Outside London","1965","1805","30540","26840"
"In post","2023","White","Derbyshire and Nottinghamshire","Outside London","9895","9195","34320","30410"
"In post","2023","White","Devon","Outside London","7755","7135","34080","30840"
"In post","2023","White","Dorset and Somerset","Outside London","4560","4230","32360","28880"
"In post","2023","White","East Anglia","Outside London","10440","9710","32510","28930"
"In post","2023","White","East Wales","Outside London","16670","15660","36530","31750"
"In post","2023","White","East Yorkshire and Northern Lincolnshire","Outside London","4290","3910","30360","28120"
"In post","2023","White","Eastern Scotland","Outside London","14930","14070","39170","34300"
"In post","2023","White","Essex","Outside London","3285","3025","31920","31280"
"In post","2023","White","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","24265","23055","39350","35490"
"In post","2023","White","Greater Manchester","Outside London","14940","14085","35050","30810"
"In post","2023","White","Hampshire and Isle of Wight","Outside London","12490","11575","35080","31660"
"In post","2023","White","Herefordshire, Worcestershire and Warwickshire","Outside London","3200","2980","31090","28120"
"In post","2023","White","Highlands and Islands","Outside London","1670","1565","31580","28120"
"In post","2023","White","Inner London - East","London","8585","8240","49510","44040"
"In post","2023","White","Inner London - West","London","33825","32820","52510","53550"
"In post","2023","White","Kent","Outside London","6745","6290","31570","30250"
"In post","2023","White","Lancashire","Outside London","11530","10530","31400","28120"
"In post","2023","White","Leicestershire, Rutland and Northamptonshire","Outside London","3855","3555","31000","28120"
"In post","2023","White","Lincolnshire","Outside London","2620","2455","30610","28120"
"In post","2023","White","Merseyside","Outside London","17315","15980","31590","28120"
"In post","2023","White","North Eastern Scotland","Outside London","1325","1230","39010","33260"
"In post","2023","White","North Yorkshire","Outside London","3890","3690","34560","30410"
"In post","2023","White","Northern Ireland","Outside London","3485","3305","31600","28130"
"In post","2023","White","Northumberland, and Tyne and Wear","Outside London","18555","16830","32100","28120"
"In post","2023","White","Outer London - East and North East","London","1585","1470","34290","32520"
"In post","2023","White","Outer London - South","London","5315","5025","44160","39630"
"In post","2023","White","Outer London - West and North West","London","3480","3250","37510","33450"
"In post","2023","White","Overseas","Overseas","2305","2300","53710","53050"
"In post","2023","White","Shropshire and Staffordshire","Outside London","7260","6795","33660","30410"
"In post","2023","White","South Yorkshire","Outside London","8380","7650","34490","30940"
"In post","2023","White","Southern Scotland","Outside London","4405","4005","32470","28130"
"In post","2023","White","Surrey, East and West Sussex","Outside London","6440","5910","33590","29120"
"In post","2023","White","Tees Valley and Durham","Outside London","8770","8015","31210","28120"
"In post","2023","White","Unknown","Unknown","640","605","36870","32640"
"In post","2023","White","West Central Scotland","Outside London","15470","14415","34490","29100"
"In post","2023","White","West Midlands","Outside London","10435","9635","35160","30330"
"In post","2023","White","West Wales and The Valleys","Outside London","14670","13330","30610","28080"
"In post","2023","White","West Yorkshire","Outside London","12420","11550","36190","32160"
"Leaver CS","2023","Asian","Bedfordshire and Hertfordshire","Outside London","60","[c]","32460","29290"
"Leaver CS","2023","Asian","Berkshire, Buckinghamshire and Oxfordshire","Outside London","65","[c]","32410","28990"
"Leaver CS","2023","Asian","Cheshire","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Derbyshire and Nottinghamshire","Outside London","70","[c]","28480","24090"
"Leaver CS","2023","Asian","Devon","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","East Anglia","Outside London","40","[c]","[c]","[c]"
"Leaver CS","2023","Asian","East Wales","Outside London","50","[c]","28310","24840"
"Leaver CS","2023","Asian","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Eastern Scotland","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Essex","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","90","[c]","31930","28370"
"Leaver CS","2023","Asian","Greater Manchester","Outside London","145","[c]","29920","26940"
"Leaver CS","2023","Asian","Hampshire and Isle of Wight","Outside London","50","[c]","28760","26330"
"Leaver CS","2023","Asian","Herefordshire, Worcestershire and Warwickshire","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Highlands and Islands","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Inner London - East","London","305","[c]","39160","32520"
"Leaver CS","2023","Asian","Inner London - West","London","570","[c]","39540","35620"
"Leaver CS","2023","Asian","Kent","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Lancashire","Outside London","45","[c]","24940","21690"
"Leaver CS","2023","Asian","Leicestershire, Rutland and Northamptonshire","Outside London","80","[c]","26050","27130"
"Leaver CS","2023","Asian","Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Merseyside","Outside London","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North Eastern Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","North Yorkshire","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Northumberland, and Tyne and Wear","Outside London","45","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Outer London - East and North East","London","90","[c]","30500","31060"
"Leaver CS","2023","Asian","Outer London - South","London","120","[c]","38090","32520"
"Leaver CS","2023","Asian","Outer London - West and North West","London","185","[c]","31570","31060"
"Leaver CS","2023","Asian","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Shropshire and Staffordshire","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2023","Asian","South Yorkshire","Outside London","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Southern Scotland","Outside London","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Surrey, East and West Sussex","Outside London","40","[c]","29900","27840"
"Leaver CS","2023","Asian","Tees Valley and Durham","Outside London","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","West Central Scotland","Outside London","30","[c]","[c]","[c]"
"Leaver CS","2023","Asian","West Midlands","Outside London","275","[c]","28820","26010"
"Leaver CS","2023","Asian","West Wales and The Valleys","Outside London","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","West Yorkshire","Outside London","160","[c]","29520","27570"
"Leaver CS","2023","Black","Bedfordshire and Hertfordshire","Outside London","40","[c]","[c]","[c]"
"Leaver CS","2023","Black","Berkshire, Buckinghamshire and Oxfordshire","Outside London","45","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cheshire","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Derbyshire and Nottinghamshire","Outside London","55","[c]","30520","27570"
"Leaver CS","2023","Black","Devon","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Dorset and Somerset","Outside London","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","East Anglia","Outside London","20","[c]","[c]","[c]"
