"Status","Year","Age","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Bedfordshire and Hertfordshire","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","Berkshire, Buckinghamshire and Oxfordshire","Outside London","55","55","23460","23230"
"In post","2023","16-19","Cheshire","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cumbria","Outside London","10","10","23630","22150"
"In post","2023","16-19","Derbyshire and Nottinghamshire","Outside London","45","45","24160","22700"
"In post","2023","16-19","Devon","Outside London","35","35","22060","20660"
"In post","2023","16-19","Dorset and Somerset","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","East Anglia","Outside London","50","45","24000","23230"
"In post","2023","16-19","East Wales","Outside London","60","60","22400","22520"
"In post","2023","16-19","East Yorkshire and Northern Lincolnshire","Outside London","15","15","25960","26140"
"In post","2023","16-19","Eastern Scotland","Outside London","35","35","23100","22720"
"In post","2023","16-19","Essex","Outside London","15","15","24190","22400"
"In post","2023","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","165","165","20610","19460"
"In post","2023","16-19","Greater Manchester","Outside London","45","45","23880","22520"
"In post","2023","16-19","Hampshire and Isle of Wight","Outside London","60","55","23200","22520"
"In post","2023","16-19","Herefordshire, Worcestershire and Warwickshire","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Highlands and Islands","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Inner London - East","London","20","20","27130","25480"
"In post","2023","16-19","Inner London - West","London","65","60","27120","28050"
"In post","2023","16-19","Kent","Outside London","55","55","24070","22400"
"In post","2023","16-19","Lancashire","Outside London","30","30","23890","23230"
"In post","2023","16-19","Leicestershire, Rutland and Northamptonshire","Outside London","25","25","25350","23230"
"In post","2023","16-19","Lincolnshire","Outside London","15","15","24840","23230"
"In post","2023","16-19","Merseyside","Outside London","55","50","23120","22520"
"In post","2023","16-19","North Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","North Yorkshire","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northumberland, and Tyne and Wear","Outside London","45","45","23020","22520"
"In post","2023","16-19","Outer London - East and North East","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Outer London - South","London","20","15","27420","26920"
"In post","2023","16-19","Outer London - West and North West","London","20","20","26720","26400"
"In post","2023","16-19","Shropshire and Staffordshire","Outside London","25","25","23750","23230"
"In post","2023","16-19","South Yorkshire","Outside London","20","20","22850","22400"
"In post","2023","16-19","Southern Scotland","Outside London","35","30","21660","22180"
"In post","2023","16-19","Surrey, East and West Sussex","Outside London","15","15","25320","25340"
"In post","2023","16-19","Tees Valley and Durham","Outside London","35","35","24670","23230"
"In post","2023","16-19","Unknown","Unknown","40","40","21120","17810"
"In post","2023","16-19","West Central Scotland","Outside London","50","50","22640","22460"
"In post","2023","16-19","West Midlands","Outside London","55","55","23480","22500"
"In post","2023","16-19","West Wales and The Valleys","Outside London","100","90","21120","21690"
"In post","2023","16-19","West Yorkshire","Outside London","85","80","23940","22520"
"In post","2023","20-29","Bedfordshire and Hertfordshire","Outside London","680","670","30230","30810"
"In post","2023","20-29","Berkshire, Buckinghamshire and Oxfordshire","Outside London","1300","1285","29730","29140"
"In post","2023","20-29","Cheshire","Outside London","635","625","29400","28880"
"In post","2023","20-29","Cornwall and Isles of Scilly","Outside London","130","125","25880","24090"
"In post","2023","20-29","Cumbria","Outside London","265","260","25190","22150"
"In post","2023","20-29","Derbyshire and Nottinghamshire","Outside London","2305","2260","28300","27890"
"In post","2023","20-29","Devon","Outside London","1120","1105","27760","27140"
"In post","2023","20-29","Dorset and Somerset","Outside London","620","610","27800","27610"
"In post","2023","20-29","East Anglia","Outside London","1675","1635","28050","28120"
"In post","2023","20-29","East Wales","Outside London","3355","3310","29290","27890"
"In post","2023","20-29","East Yorkshire and Northern Lincolnshire","Outside London","740","730","27590","28120"
"In post","2023","20-29","Eastern Scotland","Outside London","3310","3255","30570","29100"
