"Status","Year","Age","Ethnicity","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Grants Management","AO","5","5","[c]","[c]"
"In post","2023","30-39","Mixed","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Grants Management","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Grants Management","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Grants Management","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Grants Management","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Human Resources","EO","15","15","[c]","[c]"
"In post","2023","30-39","Mixed","Human Resources","G6","5","5","[c]","[c]"
"In post","2023","30-39","Mixed","Human Resources","G7","15","10","[c]","[c]"
"In post","2023","30-39","Mixed","Human Resources","HEO","20","20","[c]","[c]"
"In post","2023","30-39","Mixed","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Human Resources","SEO","15","15","[c]","[c]"
"In post","2023","30-39","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Internal Audit","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Legal","AO","10","5","[c]","[c]"
"In post","2023","30-39","Mixed","Legal","EO","10","10","[c]","[c]"
"In post","2023","30-39","Mixed","Legal","G6","15","15","[c]","[c]"
"In post","2023","30-39","Mixed","Legal","G7","40","40","55430","53880"
"In post","2023","30-39","Mixed","Legal","HEO","10","10","[c]","[c]"
"In post","2023","30-39","Mixed","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Legal","SEO","5","5","[c]","[c]"
"In post","2023","30-39","Mixed","No function","AA","25","25","[c]","[c]"
"In post","2023","30-39","Mixed","No function","AO","370","340","26180","24070"
"In post","2023","30-39","Mixed","No function","EO","465","440","29590","28120"
"In post","2023","30-39","Mixed","No function","G6","75","70","66900","66530"
"In post","2023","30-39","Mixed","No function","G7","220","215","56220","55370"
"In post","2023","30-39","Mixed","No function","HEO","265","260","35440","34730"
"In post","2023","30-39","Mixed","No function","SCS level","30","30","[c]","[c]"
"In post","2023","30-39","Mixed","No function","SEO","180","175","42870","41980"
"In post","2023","30-39","Mixed","No function","Unknown","185","175","29740","28580"
"In post","2023","30-39","Mixed","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Project Delivery","EO","5","5","[c]","[c]"
"In post","2023","30-39","Mixed","Project Delivery","G6","15","15","[c]","[c]"
"In post","2023","30-39","Mixed","Project Delivery","G7","20","20","[c]","[c]"
"In post","2023","30-39","Mixed","Project Delivery","HEO","30","30","35140","35000"
"In post","2023","30-39","Mixed","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Project Delivery","SEO","30","30","42870","41950"
"In post","2023","30-39","Mixed","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Mixed","Property","AA","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Property","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Property","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Property","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Property","HEO","10","10","[c]","[c]"
"In post","2023","30-39","Mixed","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Property","SEO","5","5","[c]","[c]"
"In post","2023","30-39","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Security","AA","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Security","AO","10","10","[c]","[c]"
"In post","2023","30-39","Mixed","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Security","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Security","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Security","SEO","5","5","[c]","[c]"
"In post","2023","30-39","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Unknown","EO","25","25","[c]","[c]"
"In post","2023","30-39","Mixed","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Unknown","G7","25","25","[c]","[c]"
"In post","2023","30-39","Mixed","Unknown","HEO","30","30","[c]","[c]"
"In post","2023","30-39","Mixed","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Unknown","SEO","30","30","43470","42400"
"In post","2023","30-39","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Analysis","G6","5","5","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Analysis","G7","5","5","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Analysis","HEO","10","10","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Analysis","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Commercial","HEO","5","5","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Counter Fraud","EO","5","5","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Debt","AA","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Debt","AO","5","5","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Debt","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Debt","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Debt","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Debt","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Debt","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Digital, Data & Technology","G7","10","10","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Digital, Data & Technology","HEO","10","5","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Digital, Data & Technology","SEO","20","20","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Finance","AA","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Finance","HEO","5","5","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Grants Management","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Grants Management","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Grants Management","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Grants Management","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Grants Management","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Human Resources","AA","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Human Resources","EO","5","5","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Human Resources","HEO","5","5","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Internal Audit","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Legal","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Legal","G6","10","10","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Legal","G7","25","25","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Legal","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Legal","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","No function","AA","10","5","[c]","[c]"
"In post","2023","30-39","Other ethnicity","No function","AO","90","85","26170","25340"
"In post","2023","30-39","Other ethnicity","No function","EO","100","100","30050","29420"
"In post","2023","30-39","Other ethnicity","No function","G6","20","20","[c]","[c]"
"In post","2023","30-39","Other ethnicity","No function","G7","80","80","55260","55010"
"In post","2023","30-39","Other ethnicity","No function","HEO","75","75","34960","34700"
"In post","2023","30-39","Other ethnicity","No function","SCS level","5","5","[c]","[c]"
"In post","2023","30-39","Other ethnicity","No function","SEO","45","45","42170","42050"
"In post","2023","30-39","Other ethnicity","No function","Unknown","25","20","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Project Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Project Delivery","G6","5","5","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Project Delivery","G7","15","15","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Project Delivery","HEO","5","5","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Project Delivery","SEO","10","10","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Property","AA","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Property","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Property","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Property","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Property","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Security","AA","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Security","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Security","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Security","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Unknown","EO","5","5","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Unknown","HEO","10","10","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Unknown","SEO","5","5","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Analysis","G6","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","Analysis","G7","35","35","52180","51060"
"In post","2023","30-39","Undeclared","Analysis","HEO","25","25","[c]","[c]"
"In post","2023","30-39","Undeclared","Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Analysis","SEO","25","25","[c]","[c]"
"In post","2023","30-39","Undeclared","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Commercial","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Commercial","G7","20","20","[c]","[c]"
"In post","2023","30-39","Undeclared","Commercial","HEO","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","Commercial","SEO","15","15","[c]","[c]"
"In post","2023","30-39","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Communications","G7","5","5","[c]","[c]"
"In post","2023","30-39","Undeclared","Communications","HEO","5","5","[c]","[c]"
"In post","2023","30-39","Undeclared","Communications","SEO","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","Counter Fraud","AO","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","Counter Fraud","EO","40","40","29060","28120"
"In post","2023","30-39","Undeclared","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Counter Fraud","G7","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","Counter Fraud","HEO","25","25","[c]","[c]"
"In post","2023","30-39","Undeclared","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Counter Fraud","SEO","5","5","[c]","[c]"
"In post","2023","30-39","Undeclared","Debt","AO","25","20","[c]","[c]"
"In post","2023","30-39","Undeclared","Debt","EO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Debt","HEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Digital, Data & Technology","EO","25","25","[c]","[c]"
"In post","2023","30-39","Undeclared","Digital, Data & Technology","G6","15","15","[c]","[c]"
"In post","2023","30-39","Undeclared","Digital, Data & Technology","G7","65","65","55630","55750"
"In post","2023","30-39","Undeclared","Digital, Data & Technology","HEO","60","60","34700","34370"
"In post","2023","30-39","Undeclared","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Digital, Data & Technology","SEO","65","65","42880","42510"
"In post","2023","30-39","Undeclared","Finance","AO","10","5","[c]","[c]"
"In post","2023","30-39","Undeclared","Finance","EO","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","Finance","G6","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","Finance","G7","15","15","[c]","[c]"
"In post","2023","30-39","Undeclared","Finance","HEO","30","30","34340","34170"
"In post","2023","30-39","Undeclared","Finance","SEO","25","25","[c]","[c]"
"In post","2023","30-39","Undeclared","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Grants Management","AO","15","10","[c]","[c]"
"In post","2023","30-39","Undeclared","Grants Management","EO","5","5","[c]","[c]"
"In post","2023","30-39","Undeclared","Grants Management","SEO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Human Resources","AO","5","5","[c]","[c]"
"In post","2023","30-39","Undeclared","Human Resources","EO","15","15","[c]","[c]"
"In post","2023","30-39","Undeclared","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Human Resources","G7","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","Human Resources","HEO","20","20","[c]","[c]"
"In post","2023","30-39","Undeclared","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Human Resources","SEO","20","20","[c]","[c]"
"In post","2023","30-39","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Legal","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Legal","EO","15","15","[c]","[c]"
"In post","2023","30-39","Undeclared","Legal","G6","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","Legal","G7","30","30","55460","54100"
"In post","2023","30-39","Undeclared","Legal","HEO","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","Legal","SEO","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","No function","AA","25","25","[c]","[c]"
"In post","2023","30-39","Undeclared","No function","AO","455","420","25070","22500"
"In post","2023","30-39","Undeclared","No function","EO","605","575","29590","28120"
"In post","2023","30-39","Undeclared","No function","G6","75","75","67900","67420"
"In post","2023","30-39","Undeclared","No function","G7","240","235","56290","55740"
"In post","2023","30-39","Undeclared","No function","HEO","350","340","34970","34410"
"In post","2023","30-39","Undeclared","No function","SCS level","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","No function","SEO","220","220","42630","42140"
"In post","2023","30-39","Undeclared","No function","Unknown","100","95","32160","33270"
"In post","2023","30-39","Undeclared","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Project Delivery","EO","5","5","[c]","[c]"
"In post","2023","30-39","Undeclared","Project Delivery","G6","15","15","[c]","[c]"
"In post","2023","30-39","Undeclared","Project Delivery","G7","45","45","54650","54960"
"In post","2023","30-39","Undeclared","Project Delivery","HEO","30","25","[c]","[c]"
"In post","2023","30-39","Undeclared","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Project Delivery","SEO","45","45","42230","41790"
"In post","2023","30-39","Undeclared","Project Delivery","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","Property","AA","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Property","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Property","EO","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","Property","G7","5","5","[c]","[c]"
"In post","2023","30-39","Undeclared","Property","HEO","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","Property","SEO","5","5","[c]","[c]"
"In post","2023","30-39","Undeclared","Security","AA","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Security","AO","25","25","[c]","[c]"
"In post","2023","30-39","Undeclared","Security","EO","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","Security","G6","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Security","G7","5","5","[c]","[c]"
"In post","2023","30-39","Undeclared","Security","HEO","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Security","SEO","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","Unknown","AA","5","5","[c]","[c]"
"In post","2023","30-39","Undeclared","Unknown","AO","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","Unknown","EO","25","20","[c]","[c]"
"In post","2023","30-39","Undeclared","Unknown","G6","5","5","[c]","[c]"
"In post","2023","30-39","Undeclared","Unknown","G7","60","60","54300","49260"
"In post","2023","30-39","Undeclared","Unknown","HEO","35","35","35710","34730"
"In post","2023","30-39","Undeclared","Unknown","SEO","30","30","43180","43260"
"In post","2023","30-39","Unknown","Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Analysis","EO","20","20","[c]","[c]"
"In post","2023","30-39","Unknown","Analysis","G6","25","25","[c]","[c]"
"In post","2023","30-39","Unknown","Analysis","G7","80","80","56160","55720"
"In post","2023","30-39","Unknown","Analysis","HEO","70","70","34340","34620"
"In post","2023","30-39","Unknown","Analysis","SCS level","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","Analysis","SEO","115","115","41120","39890"
"In post","2023","30-39","Unknown","Commercial","AA","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Commercial","AO","20","20","[c]","[c]"
"In post","2023","30-39","Unknown","Commercial","EO","25","25","[c]","[c]"
"In post","2023","30-39","Unknown","Commercial","G6","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","Commercial","G7","35","35","56570","55740"
"In post","2023","30-39","Unknown","Commercial","HEO","50","50","33610","33220"
"In post","2023","30-39","Unknown","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Commercial","SEO","55","55","41580","41940"
"In post","2023","30-39","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Communications","EO","10","10","[c]","[c]"
"In post","2023","30-39","Unknown","Communications","G6","25","25","[c]","[c]"
"In post","2023","30-39","Unknown","Communications","G7","70","70","55960","56220"
"In post","2023","30-39","Unknown","Communications","HEO","65","65","35140","34810"
"In post","2023","30-39","Unknown","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Communications","SEO","80","80","43200","43170"
"In post","2023","30-39","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Counter Fraud","AO","45","40","22830","22520"
"In post","2023","30-39","Unknown","Counter Fraud","EO","290","285","28950","28130"
"In post","2023","30-39","Unknown","Counter Fraud","G6","5","5","[c]","[c]"
"In post","2023","30-39","Unknown","Counter Fraud","G7","30","30","58610","57970"
"In post","2023","30-39","Unknown","Counter Fraud","HEO","180","175","35720","35000"
"In post","2023","30-39","Unknown","Counter Fraud","SEO","40","40","42370","42140"
"In post","2023","30-39","Unknown","Debt","AO","325","300","22690","22520"
"In post","2023","30-39","Unknown","Debt","EO","50","50","28230","28120"
"In post","2023","30-39","Unknown","Debt","HEO","5","5","[c]","[c]"
