"Status","Year","Parent_department","Region_ITL2","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","Greater Manchester","EO","Male","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","G6/G7","Female","105","95","56340","56450"
"In post","2023","Attorney General's Departments","Greater Manchester","G6/G7","Male","70","65","57940","56450"
"In post","2023","Attorney General's Departments","Greater Manchester","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Greater Manchester","SEO/HEO","Female","30","30","36290","36880"
"In post","2023","Attorney General's Departments","Greater Manchester","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","AA/AO","Female","35","35","23860","24480"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","AA/AO","Male","30","30","23850","24480"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","EO","Female","45","40","28980","28200"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","EO","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","G6/G7","Female","80","75","60170","57650"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","G6/G7","Male","50","50","62110","63270"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Hampshire and Isle of Wight","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - East","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Inner London - West","AA/AO","Female","250","225","24200","24480"
"In post","2023","Attorney General's Departments","Inner London - West","AA/AO","Male","125","120","24120","24480"
"In post","2023","Attorney General's Departments","Inner London - West","EO","Female","540","510","29210","28410"
"In post","2023","Attorney General's Departments","Inner London - West","EO","Male","250","245","29330","28540"
"In post","2023","Attorney General's Departments","Inner London - West","G6/G7","Female","1680","1525","61320","61920"
"In post","2023","Attorney General's Departments","Inner London - West","G6/G7","Male","885","860","63130","64330"
"In post","2023","Attorney General's Departments","Inner London - West","SCS level","Female","165","155","88320","81600"
"In post","2023","Attorney General's Departments","Inner London - West","SCS level","Male","100","100","89680","84760"
"In post","2023","Attorney General's Departments","Inner London - West","SEO/HEO","Female","410","395","38090","38860"
"In post","2023","Attorney General's Departments","Inner London - West","SEO/HEO","Male","310","305","38800","40000"
"In post","2023","Attorney General's Departments","Kent","AA/AO","Female","30","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent","EO","Female","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent","EO","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent","G6/G7","Female","25","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent","G6/G7","Male","30","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent","SEO/HEO","Female","15","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Kent","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancashire","AA/AO","Female","30","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancashire","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancashire","EO","Female","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancashire","EO","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancashire","G6/G7","Female","55","50","54020","54800"
"In post","2023","Attorney General's Departments","Lancashire","G6/G7","Male","40","40","56100","56450"
"In post","2023","Attorney General's Departments","Lancashire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancashire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancashire","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Lancashire","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","AA/AO","Female","40","35","22260","22870"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","EO","Female","25","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","EO","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","G6/G7","Female","50","45","52520","51860"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","G6/G7","Male","30","30","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Lincolnshire","G6/G7","Male","10","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Merseyside","AA/AO","Female","75","70","22650","22870"
"In post","2023","Attorney General's Departments","Merseyside","AA/AO","Male","35","30","22360","22870"
"In post","2023","Attorney General's Departments","Merseyside","EO","Female","75","70","27710","27400"
"In post","2023","Attorney General's Departments","Merseyside","EO","Male","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Merseyside","G6/G7","Female","85","80","54640","53750"
"In post","2023","Attorney General's Departments","Merseyside","G6/G7","Male","65","65","55850","56450"
"In post","2023","Attorney General's Departments","Merseyside","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Merseyside","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Merseyside","SEO/HEO","Female","40","40","35660","38760"
"In post","2023","Attorney General's Departments","Merseyside","SEO/HEO","Male","30","30","35380","35000"
"In post","2023","Attorney General's Departments","North Yorkshire","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire","EO","Female","25","20","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire","EO","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire","G6/G7","Female","30","30","59440","57280"
"In post","2023","Attorney General's Departments","North Yorkshire","G6/G7","Male","30","30","64260","64410"
"In post","2023","Attorney General's Departments","North Yorkshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","North Yorkshire","SEO/HEO","Female","35","30","35970","33810"
"In post","2023","Attorney General's Departments","North Yorkshire","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","AA/AO","Female","55","50","22080","22870"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","AA/AO","Male","20","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","EO","Female","45","45","27670","27150"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","EO","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","G6/G7","Female","55","50","55200","55290"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","G6/G7","Male","50","50","57130","56450"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Northumberland, and Tyne and Wear","SEO/HEO","Male","20","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - East and North East","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - East and North East","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - East and North East","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - East and North East","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - East and North East","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - East and North East","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - East and North East","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - East and North East","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - South","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - South","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - South","EO","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - South","EO","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - South","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - South","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - South","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - South","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - South","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - South","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - West and North West","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - West and North West","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - West and North West","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - West and North West","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - West and North West","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - West and North West","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - West and North West","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Outer London - West and North West","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Shropshire and Staffordshire","AA/AO","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Shropshire and Staffordshire","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Shropshire and Staffordshire","EO","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Shropshire and Staffordshire","EO","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Shropshire and Staffordshire","G6/G7","Female","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Shropshire and Staffordshire","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Shropshire and Staffordshire","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Shropshire and Staffordshire","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","South Yorkshire","AA/AO","Female","40","35","22850","22870"
"In post","2023","Attorney General's Departments","South Yorkshire","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","South Yorkshire","EO","Female","30","25","[c]","[c]"
"In post","2023","Attorney General's Departments","South Yorkshire","EO","Male","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","South Yorkshire","G6/G7","Female","30","25","54200","51270"
"In post","2023","Attorney General's Departments","South Yorkshire","G6/G7","Male","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","South Yorkshire","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","South Yorkshire","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","AA/AO","Female","25","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","AA/AO","Male","20","20","[c]","[c]"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","EO","Female","45","40","29030","28200"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","EO","Male","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","G6/G7","Female","60","55","59170","58820"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","G6/G7","Male","30","25","[c]","[c]"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Surrey, East and West Sussex","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","AA/AO","Female","15","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","EO","Female","20","15","[c]","[c]"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","EO","Male","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Tees Valley and Durham","G6/G7","Female","30","25","56050","56450"
