"Status","Year","Region_ITL2","Responsibility_level_ungrouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Bedfordshire and Hertfordshire","EO","Female","Undeclared","70","65","30300","30930"
"In post","2023","Bedfordshire and Hertfordshire","EO","Female","Unknown","150","125","29800","30120"
"In post","2023","Bedfordshire and Hertfordshire","EO","Male","Heterosexual / straight","425","410","30350","30170"
"In post","2023","Bedfordshire and Hertfordshire","EO","Male","LGBO","25","25","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","EO","Male","Undeclared","65","60","30490","29890"
"In post","2023","Bedfordshire and Hertfordshire","EO","Male","Unknown","110","105","29490","28120"
"In post","2023","Bedfordshire and Hertfordshire","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","G6","Female","Heterosexual / straight","50","45","70390","69680"
"In post","2023","Bedfordshire and Hertfordshire","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","G6","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","G6","Male","Heterosexual / straight","45","45","70070","68730"
"In post","2023","Bedfordshire and Hertfordshire","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","G6","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","G7","Female","Heterosexual / straight","135","125","58630","55350"
"In post","2023","Bedfordshire and Hertfordshire","G7","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","G7","Female","Undeclared","15","15","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","G7","Female","Unknown","35","30","59750","59870"
"In post","2023","Bedfordshire and Hertfordshire","G7","Male","Heterosexual / straight","105","100","60040","57420"
"In post","2023","Bedfordshire and Hertfordshire","G7","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","G7","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","G7","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","HEO","Female","Heterosexual / straight","245","235","35960","35890"
"In post","2023","Bedfordshire and Hertfordshire","HEO","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","HEO","Female","Undeclared","20","20","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","HEO","Female","Unknown","30","30","37460","37850"
"In post","2023","Bedfordshire and Hertfordshire","HEO","Male","Heterosexual / straight","225","220","36960","37300"
"In post","2023","Bedfordshire and Hertfordshire","HEO","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","HEO","Male","Undeclared","35","35","36580","35700"
"In post","2023","Bedfordshire and Hertfordshire","HEO","Male","Unknown","35","35","37190","37630"
"In post","2023","Bedfordshire and Hertfordshire","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","SCS level","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","SCS level","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","SEO","Female","Heterosexual / straight","200","190","43920","42650"
"In post","2023","Bedfordshire and Hertfordshire","SEO","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","SEO","Female","Undeclared","25","25","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","SEO","Female","Unknown","30","30","44720","45040"
"In post","2023","Bedfordshire and Hertfordshire","SEO","Male","Heterosexual / straight","160","155","44900","45180"
"In post","2023","Bedfordshire and Hertfordshire","SEO","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","SEO","Male","Undeclared","35","30","44710","45540"
"In post","2023","Bedfordshire and Hertfordshire","SEO","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","Unknown","Female","Heterosexual / straight","265","245","30870","30400"
"In post","2023","Bedfordshire and Hertfordshire","Unknown","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","Unknown","Female","Undeclared","20","15","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","Unknown","Female","Unknown","60","55","27600","26840"
"In post","2023","Bedfordshire and Hertfordshire","Unknown","Male","Heterosexual / straight","60","60","30650","26840"
"In post","2023","Bedfordshire and Hertfordshire","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","Unknown","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","Unknown","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Bedfordshire and Hertfordshire","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","AA","Female","Heterosexual / straight","145","130","21900","22110"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","AA","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","AA","Female","Undeclared","20","15","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","AA","Female","Unknown","50","40","22150","23230"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","AA","Male","Heterosexual / straight","200","195","21870","21380"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","AA","Male","LGBO","5","5","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","AA","Male","Undeclared","20","20","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","AA","Male","Unknown","50","50","22530","23230"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","AO","Female","Heterosexual / straight","805","725","25450","24220"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","AO","Female","LGBO","75","75","30000","32380"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","AO","Female","Undeclared","95","80","26070","24220"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","AO","Female","Unknown","190","170","25780","24220"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","AO","Male","Heterosexual / straight","890","875","31250","32380"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","AO","Male","LGBO","30","30","31210","32140"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","AO","Male","Undeclared","100","95","33760","34060"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","AO","Male","Unknown","290","285","30910","30560"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","EO","Female","Heterosexual / straight","920","845","29510","28540"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","EO","Female","LGBO","60","60","30940","29270"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","EO","Female","Undeclared","95","90","30230","29470"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","EO","Female","Unknown","170","150","30400","29120"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","EO","Male","Heterosexual / straight","680","665","32140","29530"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","EO","Male","LGBO","40","40","30820","29470"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","EO","Male","Undeclared","110","105","34170","31280"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","EO","Male","Unknown","150","150","31760","29270"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","G6","Female","Heterosexual / straight","75","70","73400","71070"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","G6","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","G6","Female","Undeclared","10","5","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","G6","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","G6","Male","Heterosexual / straight","85","80","72590","70910"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","G6","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","G6","Male","Unknown","15","15","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","G7","Female","Heterosexual / straight","200","185","57650","56750"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","G7","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","G7","Female","Undeclared","30","25","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","G7","Female","Unknown","45","40","57240","55800"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","G7","Male","Heterosexual / straight","240","225","58420","57110"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","G7","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","G7","Male","Undeclared","30","30","57950","56290"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","G7","Male","Unknown","60","60","57320","56610"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","HEO","Female","Heterosexual / straight","550","525","35310","34500"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","HEO","Female","LGBO","35","30","35930","35310"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","HEO","Female","Undeclared","75","70","35030","34970"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","HEO","Female","Unknown","105","95","35590","35290"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","HEO","Male","Heterosexual / straight","480","465","37360","35810"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","HEO","Male","LGBO","25","25","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","HEO","Male","Undeclared","65","65","37270","36300"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","HEO","Male","Unknown","100","95","38000","36300"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Female","Heterosexual / straight","25","20","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Male","Unknown","10","10","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SEO","Female","Heterosexual / straight","380","360","43300","42360"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SEO","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SEO","Female","Undeclared","45","45","43090","42750"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SEO","Female","Unknown","70","65","43380","41800"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SEO","Male","Heterosexual / straight","400","390","45260","43440"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SEO","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SEO","Male","Undeclared","60","55","45260","43410"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SEO","Male","Unknown","90","85","43540","43200"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Female","Heterosexual / straight","350","325","32230","31980"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Female","LGBO","25","25","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Female","Undeclared","25","25","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Female","Unknown","85","80","26820","24570"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Male","Heterosexual / straight","125","125","29470","25300"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Male","Undeclared","10","10","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Male","Unknown","40","35","26630","24570"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cheshire","AA","Female","Heterosexual / straight","40","35","22290","23230"
"In post","2023","Cheshire","AA","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Cheshire","AA","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Cheshire","AA","Female","Unknown","30","25","22660","23230"
"In post","2023","Cheshire","AA","Male","Heterosexual / straight","50","50","22790","23230"
"In post","2023","Cheshire","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cheshire","AA","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cheshire","AA","Male","Unknown","25","25","[c]","[c]"
"In post","2023","Cheshire","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cheshire","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cheshire","AO","Female","Heterosexual / straight","430","375","24050","22220"
"In post","2023","Cheshire","AO","Female","LGBO","40","40","28680","28880"
"In post","2023","Cheshire","AO","Female","Undeclared","50","45","24670","22190"
"In post","2023","Cheshire","AO","Female","Unknown","155","140","26400","28880"
"In post","2023","Cheshire","AO","Male","Heterosexual / straight","300","290","26710","26050"
"In post","2023","Cheshire","AO","Male","LGBO","20","20","[c]","[c]"
"In post","2023","Cheshire","AO","Male","Undeclared","35","35","25480","22220"
"In post","2023","Cheshire","AO","Male","Unknown","105","100","29110","29890"
"In post","2023","Cheshire","AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cheshire","AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cheshire","EO","Female","Heterosexual / straight","555","515","30610","28480"
"In post","2023","Cheshire","EO","Female","LGBO","45","45","31540","30740"
"In post","2023","Cheshire","EO","Female","Undeclared","55","50","29970","28120"
"In post","2023","Cheshire","EO","Female","Unknown","75","65","30560","28120"
"In post","2023","Cheshire","EO","Male","Heterosexual / straight","410","400","32420","32540"
"In post","2023","Cheshire","EO","Male","LGBO","30","30","30870","30740"
"In post","2023","Cheshire","EO","Male","Undeclared","55","55","32300","32540"
"In post","2023","Cheshire","EO","Male","Unknown","60","55","31990","28480"
"In post","2023","Cheshire","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cheshire","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cheshire","G6","Female","Heterosexual / straight","45","45","68210","65350"
"In post","2023","Cheshire","G6","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Cheshire","G6","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cheshire","G6","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cheshire","G6","Male","Heterosexual / straight","35","35","69360","69250"
"In post","2023","Cheshire","G6","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cheshire","G6","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cheshire","G6","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cheshire","G6","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cheshire","G6","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cheshire","G7","Female","Heterosexual / straight","120","115","55090","54060"
"In post","2023","Cheshire","G7","Female","LGBO","5","5","[c]","[c]"
"In post","2023","Cheshire","G7","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Cheshire","G7","Female","Unknown","10","10","[c]","[c]"
"In post","2023","Cheshire","G7","Male","Heterosexual / straight","90","85","54980","52000"
"In post","2023","Cheshire","G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cheshire","G7","Male","Undeclared","15","15","[c]","[c]"
"In post","2023","Cheshire","G7","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Cheshire","G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cheshire","G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cheshire","HEO","Female","Heterosexual / straight","270","255","36270","35980"
"In post","2023","Cheshire","HEO","Female","LGBO","20","20","[c]","[c]"
"In post","2023","Cheshire","HEO","Female","Undeclared","25","25","[c]","[c]"
"In post","2023","Cheshire","HEO","Female","Unknown","30","30","38390","38640"
"In post","2023","Cheshire","HEO","Male","Heterosexual / straight","280","270","38680","38910"
"In post","2023","Cheshire","HEO","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Cheshire","HEO","Male","Undeclared","30","25","[c]","[c]"
"In post","2023","Cheshire","HEO","Male","Unknown","40","35","38320","39540"
"In post","2023","Cheshire","HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cheshire","HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cheshire","SCS level","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Cheshire","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cheshire","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cheshire","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cheshire","SCS level","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Cheshire","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cheshire","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Cheshire","SCS level","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Cheshire","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cheshire","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cheshire","SEO","Female","Heterosexual / straight","180","170","43150","41800"
"In post","2023","Cheshire","SEO","Female","LGBO","10","10","[c]","[c]"
"In post","2023","Cheshire","SEO","Female","Undeclared","25","20","[c]","[c]"
"In post","2023","Cheshire","SEO","Female","Unknown","15","15","[c]","[c]"
"In post","2023","Cheshire","SEO","Male","Heterosexual / straight","165","165","45340","47380"
"In post","2023","Cheshire","SEO","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Cheshire","SEO","Male","Undeclared","20","15","[c]","[c]"
"In post","2023","Cheshire","SEO","Male","Unknown","20","20","[c]","[c]"
"In post","2023","Cheshire","SEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cheshire","SEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cheshire","Unknown","Female","Heterosexual / straight","230","215","29620","29050"
"In post","2023","Cheshire","Unknown","Female","LGBO","15","15","[c]","[c]"
"In post","2023","Cheshire","Unknown","Female","Undeclared","10","10","[c]","[c]"
"In post","2023","Cheshire","Unknown","Female","Unknown","30","25","[c]","[c]"
"In post","2023","Cheshire","Unknown","Male","Heterosexual / straight","55","50","31050","29050"
"In post","2023","Cheshire","Unknown","Male","LGBO","10","10","[c]","[c]"
"In post","2023","Cheshire","Unknown","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Cheshire","Unknown","Male","Unknown","10","5","[c]","[c]"
"In post","2023","Cheshire","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cheshire","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","AA","Female","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","AA","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","AA","Female","Undeclared","5","5","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","AA","Female","Unknown","5","5","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","AA","Male","Heterosexual / straight","45","45","20670","21380"
"In post","2023","Cornwall and Isles of Scilly","AA","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","AA","Male","Undeclared","5","5","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","AA","Male","Unknown","15","10","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","AA","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","AA","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Cornwall and Isles of Scilly","AO","Female","Heterosexual / straight","220","185","21910","21690"
