"Status","Year","Age","Region_ITL3","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Durham","Outside London","Unknown","15","10","[c]","[c]"
"In post","2023","16-19","East Ayrshire and North Ayrshire mainland","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","East Ayrshire and North Ayrshire mainland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Ayrshire and North Ayrshire mainland","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","East Cumbria","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Cumbria","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Cumbria","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Kent","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","East Kent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Kent","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Kent","Outside London","Unknown","30","30","23030","22400"
"In post","2023","16-19","East Riding of Yorkshire","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","East Riding of Yorkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Riding of Yorkshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Riding of Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Surrey","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Surrey","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Surrey","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Sussex CC","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","East Sussex CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Sussex CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Essex Haven Gateway","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Essex Haven Gateway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Essex Haven Gateway","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Falkirk","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Falkirk","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Falkirk","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Flintshire and Wrexham","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","16-19","Flintshire and Wrexham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Glasgow City","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","16-19","Glasgow City","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Glasgow City","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Glasgow City","Outside London","Unknown","20","20","[c]","[c]"
"In post","2023","16-19","Gloucestershire CC","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Gloucestershire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Greater Manchester North East","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Greater Manchester North East","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Greater Manchester North West","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Greater Manchester North West","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Greater Manchester North West","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Greater Manchester South East","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Greater Manchester South East","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Greater Manchester South West","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Greater Manchester South West","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Greater Manchester South West","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Gwynedd","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Gwynedd","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Hackney and Newham","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Hackney and Newham","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Hackney and Newham","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Harrow and Hillingdon","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Harrow and Hillingdon","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Harrow and Hillingdon","London","Unknown","15","15","[c]","[c]"
"In post","2023","16-19","Hartlepool and Stockton-on-Tees","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Hartlepool and Stockton-on-Tees","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Heart of Essex","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Heart of Essex","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Heart of Essex","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Hertfordshire CC","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Hertfordshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Hertfordshire CC","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Hertfordshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Hounslow and Richmond upon Thames","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Hounslow and Richmond upon Thames","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Hounslow and Richmond upon Thames","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Isle of Wight","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Isle of Wight","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Isle of Wight","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Kent Thames Gateway","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Kent Thames Gateway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Kent Thames Gateway","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Kingston upon Hull, City of","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Kingston upon Hull, City of","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Kingston upon Hull, City of","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lambeth","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lambeth","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lambeth","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lancaster and Wyre","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lancaster and Wyre","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lancaster and Wyre","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Leeds","Outside London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","16-19","Leeds","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Leeds","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Leeds","Outside London","Unknown","20","20","[c]","[c]"
"In post","2023","16-19","Leicester","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Leicester","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Leicester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Leicestershire CC and Rutland","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Leicestershire CC and Rutland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Leicestershire CC and Rutland","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","Lewisham and Southwark","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lewisham and Southwark","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lewisham and Southwark","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lincolnshire CC","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Lincolnshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lincolnshire CC","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Lisburn and Castlereagh","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lisburn and Castlereagh","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lisburn and Castlereagh","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Liverpool","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Liverpool","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Liverpool","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Liverpool","Outside London","Unknown","25","20","[c]","[c]"
"In post","2023","16-19","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Manchester","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Manchester","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Manchester","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Manchester","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Medway","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Medway","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Medway","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mid Kent","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mid Kent","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mid Lancashire","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Mid Lancashire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mid Lancashire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mid Lancashire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Milton Keynes","Outside London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","16-19","Milton Keynes","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Milton Keynes","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","16-19","Monmouthshire and Newport","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","16-19","Monmouthshire and Newport","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Monmouthshire and Newport","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Monmouthshire and Newport","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North Hampshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North Hampshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North Lanarkshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North Lanarkshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North Lanarkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North Nottinghamshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North Nottinghamshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North Nottinghamshire","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","North and North East Lincolnshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North and North East Lincolnshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North and North East Lincolnshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North and West Norfolk","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North and West Norfolk","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North and West Norfolk","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Norwich and East Norfolk","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Norwich and East Norfolk","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Norwich and East Norfolk","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Nottingham","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","16-19","Nottingham","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Nottingham","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","Oxfordshire CC","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Oxfordshire CC","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Oxfordshire CC","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Perth and Kinross, and Stirling","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Perth and Kinross, and Stirling","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Perth and Kinross, and Stirling","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Peterborough","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Peterborough","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Peterborough","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Plymouth","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","16-19","Plymouth","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Plymouth","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Plymouth","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Portsmouth","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Portsmouth","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Portsmouth","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Scottish Borders","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Borders","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scottish Borders","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Sefton","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Sefton","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Sefton","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Sefton","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Sheffield","Outside London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","16-19","Sheffield","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Sheffield","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Sheffield","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","16-19","Shetland Islands","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Shetland Islands","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Shetland Islands","Outside London","Unknown","[c]","[c]","[c]","[c]"
