"Status","Year","Function_of_post","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Analysis","South East (England)","G6/G7","430","405","54450","51460"
"In post","2023","Analysis","South East (England)","SCS level","15","10","82430","73330"
"In post","2023","Analysis","South East (England)","SEO/HEO","660","635","35670","36940"
"In post","2023","Analysis","South West (England)","AA/AO","35","35","23290","23340"
"In post","2023","Analysis","South West (England)","EO","125","120","26730","26310"
"In post","2023","Analysis","South West (England)","G6/G7","340","320","55850","52120"
"In post","2023","Analysis","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","South West (England)","SEO/HEO","510","490","35890","37180"
"In post","2023","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","Wales","AA/AO","40","35","21480","21200"
"In post","2023","Analysis","Wales","EO","110","105","25640","25040"
"In post","2023","Analysis","Wales","G6/G7","265","255","54750","51540"
"In post","2023","Analysis","Wales","SCS level","15","15","84180","73940"
"In post","2023","Analysis","Wales","SEO/HEO","730","705","35540","37680"
"In post","2023","Analysis","West Midlands (England)","AA/AO","10","10","[c]","[c]"
"In post","2023","Analysis","West Midlands (England)","EO","25","25","26710","26780"
"In post","2023","Analysis","West Midlands (England)","G6/G7","40","40","62120","53910"
"In post","2023","Analysis","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Analysis","West Midlands (England)","SEO/HEO","110","110","37390","37430"
"In post","2023","Analysis","Yorkshire and The Humber","AA/AO","15","15","21840","22500"
"In post","2023","Analysis","Yorkshire and The Humber","EO","40","40","26970","26780"
"In post","2023","Analysis","Yorkshire and The Humber","G6/G7","230","210","57070","53190"
"In post","2023","Analysis","Yorkshire and The Humber","SCS level","5","5","[c]","[c]"
"In post","2023","Analysis","Yorkshire and The Humber","SEO/HEO","365","345","37440","38070"
"In post","2023","Commercial","East Midlands (England)","AA/AO","10","10","22130","22150"
"In post","2023","Commercial","East Midlands (England)","EO","20","20","27400","27320"
"In post","2023","Commercial","East Midlands (England)","G6/G7","45","40","62430","56000"
"In post","2023","Commercial","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Midlands (England)","SEO/HEO","65","65","38110","38730"
"In post","2023","Commercial","East of England","AA/AO","5","5","[c]","[c]"
"In post","2023","Commercial","East of England","EO","20","20","27040","27140"
"In post","2023","Commercial","East of England","G6/G7","70","70","61860","62010"
"In post","2023","Commercial","East of England","SCS level","10","10","[c]","[c]"
"In post","2023","Commercial","East of England","SEO/HEO","145","135","38100","39860"
"In post","2023","Commercial","London","AA/AO","35","35","24520","23850"
"In post","2023","Commercial","London","EO","120","115","30320","30120"
"In post","2023","Commercial","London","G6/G7","850","840","65820","65500"
"In post","2023","Commercial","London","SCS level","160","160","121540","117940"
"In post","2023","Commercial","London","SEO/HEO","640","630","39940","41060"
"In post","2023","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North East (England)","EO","15","10","26740","25900"
"In post","2023","Commercial","North East (England)","G6/G7","50","50","62600","58990"
"In post","2023","Commercial","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North East (England)","SEO/HEO","70","70","36400","37590"
"In post","2023","Commercial","North West (England)","AA/AO","15","15","22510","22510"
"In post","2023","Commercial","North West (England)","EO","75","75","27100","27140"
"In post","2023","Commercial","North West (England)","G6/G7","255","250","64080","65500"
"In post","2023","Commercial","North West (England)","SCS level","25","25","96550","87160"
"In post","2023","Commercial","North West (England)","SEO/HEO","390","380","37060","38050"
"In post","2023","Commercial","North West (England)","Unknown","15","15","39660","42620"
"In post","2023","Commercial","Northern Ireland","EO","5","5","[c]","[c]"
"In post","2023","Commercial","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Northern Ireland","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Commercial","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Overseas","G6/G7","10","10","78870","85900"
"In post","2023","Commercial","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Overseas","SEO/HEO","15","15","59390","58690"
"In post","2023","Commercial","Scotland","AA/AO","55","55","26100","28490"
"In post","2023","Commercial","Scotland","EO","55","55","29170","27140"
"In post","2023","Commercial","Scotland","G6/G7","95","90","64010","65300"
"In post","2023","Commercial","Scotland","SCS level","5","5","[c]","[c]"
"In post","2023","Commercial","Scotland","SEO/HEO","165","165","38840","38460"
"In post","2023","Commercial","Scotland","Unknown","15","10","38040","33690"
"In post","2023","Commercial","South East (England)","AA/AO","15","15","24780","24780"
"In post","2023","Commercial","South East (England)","EO","115","110","27540","27470"
"In post","2023","Commercial","South East (England)","G6/G7","120","120","64150","64770"
"In post","2023","Commercial","South East (England)","SCS level","10","10","111020","112720"
"In post","2023","Commercial","South East (England)","SEO/HEO","305","295","38570","39650"
"In post","2023","Commercial","South West (England)","AA/AO","140","130","23530","22270"
"In post","2023","Commercial","South West (England)","EO","140","130","26730","27080"
"In post","2023","Commercial","South West (England)","G6/G7","480","465","58760","56000"
"In post","2023","Commercial","South West (England)","SCS level","45","45","106840","99300"
"In post","2023","Commercial","South West (England)","SEO/HEO","905","865","37900","37300"
"In post","2023","Commercial","South West (England)","Unknown","135","135","43810","42620"
"In post","2023","Commercial","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Wales","AA/AO","45","40","21600","22500"
"In post","2023","Commercial","Wales","EO","75","70","27260","27250"
"In post","2023","Commercial","Wales","G6/G7","65","60","58440","56000"
"In post","2023","Commercial","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Wales","SEO/HEO","215","205","36660","35610"
"In post","2023","Commercial","West Midlands (England)","AA/AO","30","25","22210","21780"
"In post","2023","Commercial","West Midlands (England)","EO","60","60","26820","26350"
"In post","2023","Commercial","West Midlands (England)","G6/G7","110","110","65090","65500"
"In post","2023","Commercial","West Midlands (England)","SCS level","15","15","141100","128000"
"In post","2023","Commercial","West Midlands (England)","SEO/HEO","160","160","37210","37300"
"In post","2023","Commercial","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Yorkshire and The Humber","EO","40","40","26390","25900"
"In post","2023","Commercial","Yorkshire and The Humber","G6/G7","220","215","62690","63960"
"In post","2023","Commercial","Yorkshire and The Humber","SCS level","15","15","111400","102650"
"In post","2023","Commercial","Yorkshire and The Humber","SEO/HEO","250","245","36650","37680"
"In post","2023","Communications","East Midlands (England)","AA/AO","5","5","[c]","[c]"
"In post","2023","Communications","East Midlands (England)","EO","15","15","28520","27600"
"In post","2023","Communications","East Midlands (England)","G6/G7","25","25","57000","57970"
"In post","2023","Communications","East Midlands (England)","SEO/HEO","75","75","37850","37700"
"In post","2023","Communications","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","East of England","AA/AO","5","5","[c]","[c]"
"In post","2023","Communications","East of England","EO","10","10","27950","28550"
"In post","2023","Communications","East of England","G6/G7","10","10","55220","53470"
"In post","2023","Communications","East of England","SEO/HEO","40","35","37160","37090"
"In post","2023","Communications","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","London","AA/AO","45","45","25580","25610"
"In post","2023","Communications","London","EO","195","190","30430","30110"
"In post","2023","Communications","London","G6/G7","725","705","61380","59290"
"In post","2023","Communications","London","SCS level","115","115","93510","86850"
"In post","2023","Communications","London","SEO/HEO","1115","1100","41070","41440"
"In post","2023","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North East (England)","AA/AO","15","10","22160","22220"
"In post","2023","Communications","North East (England)","EO","20","20","26940","26940"
"In post","2023","Communications","North East (England)","G6/G7","15","15","60640","58660"
"In post","2023","Communications","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North East (England)","SEO/HEO","90","85","36930","36660"
"In post","2023","Communications","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","AA/AO","10","10","22150","22020"
"In post","2023","Communications","North West (England)","EO","45","40","27310","27140"
"In post","2023","Communications","North West (England)","G6/G7","60","60","57250","55250"
"In post","2023","Communications","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North West (England)","SEO/HEO","165","155","36530","35760"
"In post","2023","Communications","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","SEO/HEO","20","20","38020","38100"
"In post","2023","Communications","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Scotland","EO","15","15","28780","27740"
"In post","2023","Communications","Scotland","G6/G7","20","20","58760","57380"
"In post","2023","Communications","Scotland","SEO/HEO","60","60","37620","38140"
"In post","2023","Communications","South East (England)","AA/AO","30","30","22790","22220"
"In post","2023","Communications","South East (England)","EO","70","65","28330","27470"
"In post","2023","Communications","South East (England)","G6/G7","35","35","57200","55110"
"In post","2023","Communications","South East (England)","SCS level","5","5","[c]","[c]"
"In post","2023","Communications","South East (England)","SEO/HEO","150","140","36820","36300"
"In post","2023","Communications","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South West (England)","AA/AO","25","20","22470","22220"
"In post","2023","Communications","South West (England)","EO","55","50","27810","27470"
"In post","2023","Communications","South West (England)","G6/G7","50","50","56390","55470"
"In post","2023","Communications","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South West (England)","SEO/HEO","170","160","36670","37300"
"In post","2023","Communications","South West (England)","Unknown","10","10","[c]","[c]"
"In post","2023","Communications","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Wales","AA/AO","20","20","22690","22500"
"In post","2023","Communications","Wales","EO","55","50","27540","27260"
"In post","2023","Communications","Wales","G6/G7","55","50","56090","56000"
"In post","2023","Communications","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Wales","SEO/HEO","135","130","36420","36170"
"In post","2023","Communications","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Midlands (England)","AA/AO","5","5","[c]","[c]"
"In post","2023","Communications","West Midlands (England)","EO","25","25","27250","27300"
"In post","2023","Communications","West Midlands (England)","G6/G7","30","30","55910","54440"
"In post","2023","Communications","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Midlands (England)","SEO/HEO","80","80","37510","37330"
"In post","2023","Communications","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","AA/AO","5","5","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","EO","15","15","27160","26940"
"In post","2023","Communications","Yorkshire and The Humber","G6/G7","40","40","56500","54130"
"In post","2023","Communications","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Yorkshire and The Humber","SEO/HEO","125","115","39420","39730"
"In post","2023","Communications","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","East Midlands (England)","AA/AO","90","70","22100","21690"
"In post","2023","Counter Fraud","East Midlands (England)","EO","395","365","28180","28120"
"In post","2023","Counter Fraud","East Midlands (England)","G6/G7","80","75","61550","57970"
"In post","2023","Counter Fraud","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","East Midlands (England)","SEO/HEO","420","400","36930","35000"
"In post","2023","Counter Fraud","East of England","AA/AO","175","150","22930","22520"
"In post","2023","Counter Fraud","East of England","EO","360","335","29700","29600"
"In post","2023","Counter Fraud","East of England","G6/G7","15","15","59780","57970"
"In post","2023","Counter Fraud","East of England","SEO/HEO","185","175","36850","35330"
"In post","2023","Counter Fraud","London","AA/AO","450","400","25670","25610"
"In post","2023","Counter Fraud","London","EO","1345","1280","32480","32520"
"In post","2023","Counter Fraud","London","G6/G7","385","370","66480","65230"
"In post","2023","Counter Fraud","London","SCS level","25","25","92890","84160"
"In post","2023","Counter Fraud","London","SEO/HEO","1405","1360","41400","39790"
"In post","2023","Counter Fraud","North East (England)","AA/AO","130","110","21870","21690"
"In post","2023","Counter Fraud","North East (England)","EO","625","580","28080","28120"
"In post","2023","Counter Fraud","North East (England)","G6/G7","80","75","59270","57970"
"In post","2023","Counter Fraud","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","North East (England)","SEO/HEO","430","410","36450","35000"
"In post","2023","Counter Fraud","North West (England)","AA/AO","215","190","22230","22520"
"In post","2023","Counter Fraud","North West (England)","EO","1105","1020","28230","28120"
"In post","2023","Counter Fraud","North West (England)","G6/G7","255","240","60410","57970"
"In post","2023","Counter Fraud","North West (England)","SCS level","5","5","[c]","[c]"
"In post","2023","Counter Fraud","North West (England)","SEO/HEO","995","945","37080","35000"
"In post","2023","Counter Fraud","Northern Ireland","AA/AO","35","30","22520","22520"
"In post","2023","Counter Fraud","Northern Ireland","EO","175","165","28240","28130"
"In post","2023","Counter Fraud","Northern Ireland","G6/G7","35","35","59860","57970"
"In post","2023","Counter Fraud","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Northern Ireland","SEO/HEO","205","195","37380","35000"
"In post","2023","Counter Fraud","Scotland","AA/AO","290","260","21880","21690"
"In post","2023","Counter Fraud","Scotland","EO","725","655","28290","28120"
"In post","2023","Counter Fraud","Scotland","G6/G7","90","85","59500","57970"
"In post","2023","Counter Fraud","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Scotland","SEO/HEO","500","470","36560","35000"
"In post","2023","Counter Fraud","South East (England)","AA/AO","310","270","24460","25610"
"In post","2023","Counter Fraud","South East (England)","EO","570","525","29650","28130"
"In post","2023","Counter Fraud","South East (England)","G6/G7","30","30","61780","57980"
"In post","2023","Counter Fraud","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","South East (England)","SEO/HEO","315","300","37630","36990"
"In post","2023","Counter Fraud","South West (England)","AA/AO","55","45","21980","21690"
"In post","2023","Counter Fraud","South West (England)","EO","430","390","28220","28120"
"In post","2023","Counter Fraud","South West (England)","G6/G7","80","75","60680","57970"
"In post","2023","Counter Fraud","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","South West (England)","SEO/HEO","280","265","36700","35000"
"In post","2023","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Unknown","SEO/HEO","10","10","34800","33020"
"In post","2023","Counter Fraud","Wales","AA/AO","230","205","22180","21690"
"In post","2023","Counter Fraud","Wales","EO","455","410","27980","28120"
"In post","2023","Counter Fraud","Wales","G6/G7","50","45","58920","57970"
"In post","2023","Counter Fraud","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Wales","SEO/HEO","335","320","36200","35000"
"In post","2023","Counter Fraud","West Midlands (England)","AA/AO","140","115","22140","22110"
"In post","2023","Counter Fraud","West Midlands (England)","EO","605","550","28300","28120"
"In post","2023","Counter Fraud","West Midlands (England)","G6/G7","80","70","59950","57970"
"In post","2023","Counter Fraud","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","West Midlands (England)","SEO/HEO","485","460","36550","35000"
"In post","2023","Counter Fraud","Yorkshire and The Humber","AA/AO","165","135","22150","22520"
"In post","2023","Counter Fraud","Yorkshire and The Humber","EO","650","590","28190","28120"
"In post","2023","Counter Fraud","Yorkshire and The Humber","G6/G7","110","105","60410","57970"
"In post","2023","Counter Fraud","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Yorkshire and The Humber","SEO/HEO","515","495","36950","35000"
"In post","2023","Debt","East Midlands (England)","AA/AO","565","500","22410","22520"
"In post","2023","Debt","East Midlands (England)","EO","80","75","28250","28120"
"In post","2023","Debt","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Debt","East Midlands (England)","SEO/HEO","10","10","36150","34700"
"In post","2023","Debt","East of England","AA/AO","110","90","24620","25610"
"In post","2023","Debt","East of England","EO","35","35","30970","31280"
"In post","2023","Debt","East of England","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Debt","London","AA/AO","435","390","26740","26920"
"In post","2023","Debt","London","EO","155","140","32710","32540"
"In post","2023","Debt","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Debt","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Debt","London","SEO/HEO","35","35","42610","42060"
"In post","2023","Debt","North East (England)","AA/AO","845","750","22180","22520"
"In post","2023","Debt","North East (England)","EO","150","135","28080","28120"
"In post","2023","Debt","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Debt","North East (England)","SEO/HEO","35","30","36230","34400"
"In post","2023","Debt","North West (England)","AA/AO","560","505","22160","22520"
"In post","2023","Debt","North West (England)","EO","125","120","28260","28120"
"In post","2023","Debt","North West (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","Debt","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Debt","North West (England)","SEO/HEO","55","55","37060","35000"
"In post","2023","Debt","Northern Ireland","EO","10","10","28400","28130"
"In post","2023","Debt","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Scotland","AA/AO","1185","1080","22420","22520"
"In post","2023","Debt","Scotland","EO","225","205","28320","28130"
"In post","2023","Debt","Scotland","G6/G7","10","10","59270","56870"
"In post","2023","Debt","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Scotland","SEO/HEO","75","70","37090","35000"
"In post","2023","Debt","South East (England)","AA/AO","25","20","24250","22520"
"In post","2023","Debt","South East (England)","EO","40","35","29740","29730"
"In post","2023","Debt","South East (England)","SEO/HEO","15","10","38490","36990"
"In post","2023","Debt","South West (England)","AA/AO","115","95","21680","21690"
"In post","2023","Debt","South West (England)","EO","35","30","28390","28120"
"In post","2023","Debt","South West (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Debt","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Debt","Wales","AA/AO","330","300","22340","22520"
"In post","2023","Debt","Wales","EO","145","140","28070","28130"
"In post","2023","Debt","Wales","G6/G7","5","5","[c]","[c]"
"In post","2023","Debt","Wales","SEO/HEO","35","35","36210","35000"
"In post","2023","Debt","West Midlands (England)","AA/AO","1015","900","22060","21690"
"In post","2023","Debt","West Midlands (England)","EO","165","150","28210","28120"
"In post","2023","Debt","West Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2023","Debt","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Debt","West Midlands (England)","SEO/HEO","50","50","36290","34700"
"In post","2023","Debt","Yorkshire and The Humber","AA/AO","750","655","22060","21690"
"In post","2023","Debt","Yorkshire and The Humber","EO","210","185","28110","28120"
"In post","2023","Debt","Yorkshire and The Humber","G6/G7","10","10","[c]","[c]"
"In post","2023","Debt","Yorkshire and The Humber","SEO/HEO","75","65","35680","34700"
"In post","2023","Digital, Data & Technology","East Midlands (England)","AA/AO","40","40","22420","22220"
"In post","2023","Digital, Data & Technology","East Midlands (England)","EO","105","100","28120","28080"
"In post","2023","Digital, Data & Technology","East Midlands (England)","G6/G7","90","90","56260","53210"
"In post","2023","Digital, Data & Technology","East Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","East Midlands (England)","SEO/HEO","255","250","37060","36990"
"In post","2023","Digital, Data & Technology","East of England","AA/AO","45","45","22910","22220"
"In post","2023","Digital, Data & Technology","East of England","EO","165","155","28850","28120"
"In post","2023","Digital, Data & Technology","East of England","G6/G7","90","85","55240","52990"
"In post","2023","Digital, Data & Technology","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","East of England","SEO/HEO","350","335","37230","37300"
"In post","2023","Digital, Data & Technology","London","AA/AO","105","100","26090","26560"
"In post","2023","Digital, Data & Technology","London","EO","570","555","30740","30160"
"In post","2023","Digital, Data & Technology","London","G6/G7","2235","2195","62640","60980"
"In post","2023","Digital, Data & Technology","London","SCS level","170","170","100540","93690"
"In post","2023","Digital, Data & Technology","London","SEO/HEO","2480","2440","40840","41400"
"In post","2023","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","North East (England)","AA/AO","60","55","21800","21690"
"In post","2023","Digital, Data & Technology","North East (England)","EO","395","375","27950","28120"
"In post","2023","Digital, Data & Technology","North East (England)","G6/G7","835","820","58630","56870"
"In post","2023","Digital, Data & Technology","North East (England)","SCS level","35","30","90560","80780"
"In post","2023","Digital, Data & Technology","North East (England)","SEO/HEO","1395","1350","37780","37760"
"In post","2023","Digital, Data & Technology","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","North West (England)","AA/AO","65","60","22080","21690"
"In post","2023","Digital, Data & Technology","North West (England)","EO","590","560","27670","28120"
"In post","2023","Digital, Data & Technology","North West (England)","G6/G7","1170","1145","58280","56500"
"In post","2023","Digital, Data & Technology","North West (England)","SCS level","40","40","97400","93870"
"In post","2023","Digital, Data & Technology","North West (England)","SEO/HEO","1945","1905","37340","37590"
"In post","2023","Digital, Data & Technology","North West (England)","Unknown","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Northern Ireland","AA/AO","15","10","23110","22970"
"In post","2023","Digital, Data & Technology","Northern Ireland","EO","15","15","28510","28220"
"In post","2023","Digital, Data & Technology","Northern Ireland","G6/G7","10","10","59270","55770"
"In post","2023","Digital, Data & Technology","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Northern Ireland","SEO/HEO","60","60","35540","34700"
"In post","2023","Digital, Data & Technology","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Overseas","EO","20","20","40170","36470"
"In post","2023","Digital, Data & Technology","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Overseas","SEO/HEO","50","50","40130","39550"
"In post","2023","Digital, Data & Technology","Scotland","AA/AO","65","60","23210","22220"
"In post","2023","Digital, Data & Technology","Scotland","EO","240","235","29400","28120"
"In post","2023","Digital, Data & Technology","Scotland","G6/G7","220","215","57240","56090"
"In post","2023","Digital, Data & Technology","Scotland","SCS level","10","10","97640","91660"
"In post","2023","Digital, Data & Technology","Scotland","SEO/HEO","580","570","39050","38120"
"In post","2023","Digital, Data & Technology","South East (England)","AA/AO","75","75","22900","22220"
"In post","2023","Digital, Data & Technology","South East (England)","EO","315","300","27980","27470"
"In post","2023","Digital, Data & Technology","South East (England)","G6/G7","340","335","57360","56870"
"In post","2023","Digital, Data & Technology","South East (England)","SCS level","20","20","92350","85790"
"In post","2023","Digital, Data & Technology","South East (England)","SEO/HEO","830","805","37770","37300"
"In post","2023","Digital, Data & Technology","South East (England)","Unknown","15","15","25300","23800"
"In post","2023","Digital, Data & Technology","South West (England)","AA/AO","245","240","21820","22040"
"In post","2023","Digital, Data & Technology","South West (England)","EO","595","575","28180","27470"
"In post","2023","Digital, Data & Technology","South West (England)","G6/G7","910","880","55490","55110"
"In post","2023","Digital, Data & Technology","South West (England)","SCS level","35","35","102570","100450"
"In post","2023","Digital, Data & Technology","South West (England)","SEO/HEO","2115","2030","38590","39460"
"In post","2023","Digital, Data & Technology","South West (England)","Unknown","70","65","38450","37200"
