"Status","Year","Disability","Organisation","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","South West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","South West (England)","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Yorkshire and The Humber","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Yorkshire and The Humber","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Yorkshire and The Humber","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Cabinet Office (excl. agencies)","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Central Civil Service Fast Stream","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Central Civil Service Fast Stream","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Central Civil Service Fast Stream","North East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Central Civil Service Fast Stream","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Central Civil Service Fast Stream","Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Central Civil Service Fast Stream","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Central Civil Service Fast Stream","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Central Civil Service Fast Stream","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Central Civil Service Fast Stream","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Central Civil Service Fast Stream","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","East of England","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","East of England","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","East of England","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","East of England","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","East of England","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Charity Commission","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Charity Commission","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Charity Commission","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Charity Commission","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Charity Commission","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Charity Commission","North West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Charity Commission","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Charity Commission","North West (England)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Charity Commission","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Charity Commission","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Charity Commission","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Companies House","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Companies House","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Companies House","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Companies House","Northern Ireland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Companies House","Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Companies House","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Companies House","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Companies House","Wales","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Companies House","Wales","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Companies House","Wales","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Companies House","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Companies House","Wales","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Companies House","Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Companies House","Wales","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Companies House","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Companies House","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Companies House","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Competition and Markets Authority","London","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Competition and Markets Authority","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Competition and Markets Authority","London","G6","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Competition and Markets Authority","London","G7","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Competition and Markets Authority","London","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Competition and Markets Authority","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Competition and Markets Authority","London","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Competition and Markets Authority","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Competition and Markets Authority","Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Competition and Markets Authority","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Competition and Markets Authority","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Criminal Injuries Compensation Authority","Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Criminal Injuries Compensation Authority","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Criminal Injuries Compensation Authority","Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Criminal Injuries Compensation Authority","Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Criminal Injuries Compensation Authority","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Commercial Service","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Commercial Service","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Commercial Service","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Commercial Service","East of England","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Commercial Service","East of England","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Commercial Service","East of England","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Commercial Service","East of England","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Commercial Service","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Commercial Service","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Commercial Service","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Commercial Service","London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Commercial Service","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Commercial Service","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Commercial Service","North West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Commercial Service","North West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Commercial Service","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Commercial Service","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Commercial Service","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Commercial Service","Wales","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Commercial Service","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Commercial Service","Wales","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Commercial Service","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Commercial Service","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Commercial Service","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Commercial Service","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Commercial Service","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Commercial Service","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Commercial Service","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Office and Procurator Fiscal Service","Scotland","AO","65","[c]","23880","24490"
"Leaver CS","2023","Declared non-disabled","Crown Office and Procurator Fiscal Service","Scotland","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Office and Procurator Fiscal Service","Scotland","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Office and Procurator Fiscal Service","Scotland","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Office and Procurator Fiscal Service","Scotland","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Office and Procurator Fiscal Service","Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Office and Procurator Fiscal Service","Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","East Midlands (England)","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","East Midlands (England)","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","East of England","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","East of England","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","London","AO","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","London","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","London","G7","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","North East (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","North East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","North East (England)","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","North East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","North East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","North West (England)","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","North West (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","North West (England)","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","North West (England)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","South East (England)","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","South East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","South East (England)","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","South East (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","South West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","South West (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","South West (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","South West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","Wales","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","Wales","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","West Midlands (England)","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","West Midlands (England)","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","Yorkshire and The Humber","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","Yorkshire and The Humber","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","Yorkshire and The Humber","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Crown Prosecution Service","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Electronics and Components Agency","Wales","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Electronics and Components Agency","Wales","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Electronics and Components Agency","Wales","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Electronics and Components Agency","Wales","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Electronics and Components Agency","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Electronics and Components Agency","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Electronics and Components Agency","West Midlands (England)","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Electronics and Components Agency","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Electronics and Components Agency","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","East Midlands (England)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","East of England","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","East of England","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","East of England","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","East of England","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","North East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","North West (England)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","North West (England)","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","North West (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","Scotland","AO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","Scotland","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","Scotland","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","South East (England)","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","South East (England)","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","South East (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","South East (England)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","South East (England)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","South East (England)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","South West (England)","AO","70","[c]","23220","21630"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","South West (England)","EO","45","[c]","28020","26520"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","South West (England)","G6","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","South West (England)","G7","55","[c]","57750","56720"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","South West (England)","HEO","150","[c]","33200","32550"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","South West (England)","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","South West (England)","SEO","155","[c]","43210","42620"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","Wales","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","West Midlands (England)","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Defence Equipment and Support","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
