"Status","Year","Ethnicity","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Aberdeen City and Aberdeenshire","AA/AO","10","5","[c]","[c]"
"In post","2023","Asian","Aberdeen City and Aberdeenshire","EO","10","10","[c]","[c]"
"In post","2023","Asian","Aberdeen City and Aberdeenshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Aberdeen City and Aberdeenshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Aberdeen City and Aberdeenshire","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Asian","Angus and Dundee City","AA/AO","25","20","[c]","[c]"
"In post","2023","Asian","Angus and Dundee City","EO","15","10","[c]","[c]"
"In post","2023","Asian","Angus and Dundee City","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Angus and Dundee City","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Angus and Dundee City","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Asian","Antrim and Newtownabbey","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Antrim and Newtownabbey","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Antrim and Newtownabbey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Antrim and Newtownabbey","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Antrim and Newtownabbey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ards and North Down","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ards and North Down","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ards and North Down","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ards and North Down","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ards and North Down","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Armagh City, Banbridge and Craigavon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Armagh City, Banbridge and Craigavon","EO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Armagh City, Banbridge and Craigavon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Armagh City, Banbridge and Craigavon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Barking & Dagenham and Havering","AA/AO","20","15","[c]","[c]"
"In post","2023","Asian","Barking & Dagenham and Havering","EO","125","115","32220","32520"
"In post","2023","Asian","Barking & Dagenham and Havering","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Barking & Dagenham and Havering","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Asian","Barking & Dagenham and Havering","Unknown","10","10","[c]","[c]"
"In post","2023","Asian","Barnet","AA/AO","70","55","24950","24950"
"In post","2023","Asian","Barnet","EO","115","110","31080","32200"
"In post","2023","Asian","Barnet","G6/G7","65","65","62530","62140"
"In post","2023","Asian","Barnet","SCS level","10","10","[c]","[c]"
"In post","2023","Asian","Barnet","SEO/HEO","150","150","39500","40880"
"In post","2023","Asian","Barnet","Unknown","15","10","[c]","[c]"
"In post","2023","Asian","Barnsley, Doncaster and Rotherham","AA/AO","10","10","[c]","[c]"
"In post","2023","Asian","Barnsley, Doncaster and Rotherham","EO","10","10","[c]","[c]"
"In post","2023","Asian","Barnsley, Doncaster and Rotherham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Barnsley, Doncaster and Rotherham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Barnsley, Doncaster and Rotherham","SEO/HEO","10","5","[c]","[c]"
"In post","2023","Asian","Barnsley, Doncaster and Rotherham","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","45","45","24220","24750"
"In post","2023","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","40","40","27140","26000"
"In post","2023","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","45","45","58690","56180"
"In post","2023","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","SCS level","[c]","[c]","[c]","[c]"
