"Status","Year","Age","Region_ITL2","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Bedfordshire and Hertfordshire","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","Bedfordshire and Hertfordshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Berkshire, Buckinghamshire and Oxfordshire","Outside London","AA/AO","20","20","24070","23230"
"In post","2023","16-19","Berkshire, Buckinghamshire and Oxfordshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","30","30","22620","22750"
"In post","2023","16-19","Cheshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cheshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cornwall and Isles of Scilly","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Cumbria","Outside London","AA/AO","10","10","23560","22150"
"In post","2023","16-19","Cumbria","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Derbyshire and Nottinghamshire","Outside London","AA/AO","40","40","24240","22700"
"In post","2023","16-19","Derbyshire and Nottinghamshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Derbyshire and Nottinghamshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Devon","Outside London","AA/AO","25","25","22020","20660"
"In post","2023","16-19","Devon","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Devon","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Devon","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Dorset and Somerset","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","16-19","East Anglia","Outside London","AA/AO","45","40","24120","23230"
"In post","2023","16-19","East Anglia","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","East Wales","Outside London","AA/AO","55","55","22020","22520"
"In post","2023","16-19","East Wales","Outside London","EO","5","5","[c]","[c]"
"In post","2023","16-19","East Yorkshire and Northern Lincolnshire","Outside London","AA/AO","15","15","25960","26140"
"In post","2023","16-19","Eastern Scotland","Outside London","AA/AO","35","35","23100","22720"
"In post","2023","16-19","Essex","Outside London","AA/AO","15","15","24100","22400"
"In post","2023","16-19","Essex","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","AA/AO","145","145","20570","19460"
"In post","2023","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","EO","5","5","[c]","[c]"
"In post","2023","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","15","15","18410","18280"
"In post","2023","16-19","Greater Manchester","Outside London","AA/AO","35","35","23710","22520"
"In post","2023","16-19","Greater Manchester","Outside London","EO","5","5","[c]","[c]"
"In post","2023","16-19","Greater Manchester","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Hampshire and Isle of Wight","Outside London","AA/AO","45","45","23120","22520"
"In post","2023","16-19","Hampshire and Isle of Wight","Outside London","EO","10","10","[c]","[c]"
"In post","2023","16-19","Hampshire and Isle of Wight","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Herefordshire, Worcestershire and Warwickshire","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Herefordshire, Worcestershire and Warwickshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Highlands and Islands","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","Inner London - East","London","AA/AO","15","15","26440","25480"
"In post","2023","16-19","Inner London - East","London","EO","5","5","[c]","[c]"
"In post","2023","16-19","Inner London - East","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Inner London - West","London","AA/AO","20","20","24080","23870"
"In post","2023","16-19","Inner London - West","London","EO","35","35","28490","28730"
"In post","2023","16-19","Inner London - West","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Inner London - West","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Kent","Outside London","AA/AO","45","45","23530","22400"
"In post","2023","16-19","Kent","Outside London","EO","10","10","26150","25750"
"In post","2023","16-19","Lancashire","Outside London","AA/AO","25","25","23660","23230"
"In post","2023","16-19","Lancashire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lancashire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Leicestershire, Rutland and Northamptonshire","Outside London","AA/AO","20","20","25230","23230"
"In post","2023","16-19","Leicestershire, Rutland and Northamptonshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Lincolnshire","Outside London","AA/AO","15","15","24840","23230"
"In post","2023","16-19","Merseyside","Outside London","AA/AO","45","40","22390","22400"
"In post","2023","16-19","Merseyside","Outside London","EO","10","10","[c]","[c]"
"In post","2023","16-19","North Eastern Scotland","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","North Eastern Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North Yorkshire","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","16-19","North Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northumberland, and Tyne and Wear","Outside London","AA/AO","35","35","22280","22520"
"In post","2023","16-19","Northumberland, and Tyne and Wear","Outside London","EO","10","10","[c]","[c]"
"In post","2023","16-19","Northumberland, and Tyne and Wear","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Outer London - East and North East","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Outer London - South","London","AA/AO","10","10","26780","26920"
"In post","2023","16-19","Outer London - South","London","EO","5","5","[c]","[c]"
"In post","2023","16-19","Outer London - South","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Outer London - West and North West","London","AA/AO","20","20","26240","26400"
"In post","2023","16-19","Outer London - West and North West","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Shropshire and Staffordshire","Outside London","AA/AO","25","25","23620","23230"
"In post","2023","16-19","Shropshire and Staffordshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South Yorkshire","Outside London","AA/AO","15","15","22470","22090"
"In post","2023","16-19","South Yorkshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South Yorkshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Southern Scotland","Outside London","AA/AO","35","30","21660","22180"
"In post","2023","16-19","Surrey, East and West Sussex","Outside London","AA/AO","15","15","25550","25340"
"In post","2023","16-19","Surrey, East and West Sussex","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Surrey, East and West Sussex","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tees Valley and Durham","Outside London","AA/AO","25","25","25090","23230"
"In post","2023","16-19","Tees Valley and Durham","Outside London","EO","10","10","[c]","[c]"
"In post","2023","16-19","Tees Valley and Durham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","EO","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Unknown","30","30","19370","17400"
"In post","2023","16-19","West Central Scotland","Outside London","AA/AO","50","45","22540","22400"
"In post","2023","16-19","West Central Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Midlands","Outside London","AA/AO","45","40","22630","22090"
"In post","2023","16-19","West Midlands","Outside London","EO","10","10","26940","25830"
"In post","2023","16-19","West Midlands","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Wales and The Valleys","Outside London","AA/AO","90","85","20850","21690"
"In post","2023","16-19","West Wales and The Valleys","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Wales and The Valleys","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Yorkshire","Outside London","AA/AO","75","70","23570","22520"
