"Status","Year","Function_of_post","Profession_of_post","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Counter Fraud","Counter Fraud","Dorset","EO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Dorset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Dudley","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Dudley","EO","25","25","28000","28120"
"In post","2023","Counter Fraud","Counter Fraud","Dudley","SEO/HEO","30","30","34520","34170"
"In post","2023","Counter Fraud","Counter Fraud","Dumfries and Galloway","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Dumfries and Galloway","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Dumfries and Galloway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Durham","EO","40","40","28060","28120"
"In post","2023","Counter Fraud","Counter Fraud","Durham","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Ealing","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Ealing","EO","15","15","32580","32520"
"In post","2023","Counter Fraud","Counter Fraud","Ealing","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","East Ayrshire and North Ayrshire mainland","AA/AO","145","130","21660","21690"
"In post","2023","Counter Fraud","Counter Fraud","East Ayrshire and North Ayrshire mainland","EO","60","55","28120","28120"
"In post","2023","Counter Fraud","Counter Fraud","East Ayrshire and North Ayrshire mainland","SEO/HEO","15","10","34660","34170"
"In post","2023","Counter Fraud","Counter Fraud","East Cumbria","EO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","East Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","East Derbyshire","AA/AO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","East Derbyshire","EO","10","10","27910","28120"
"In post","2023","Counter Fraud","Counter Fraud","East Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","East Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","East Kent","AA/AO","180","160","25590","25610"
"In post","2023","Counter Fraud","Counter Fraud","East Kent","EO","110","105","31050","31280"
"In post","2023","Counter Fraud","Counter Fraud","East Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","East Kent","SEO/HEO","40","35","37390","37520"
"In post","2023","Counter Fraud","Counter Fraud","East Lancashire","EO","15","15","28120","28120"
"In post","2023","Counter Fraud","Counter Fraud","East Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","East Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","East Lothian and Midlothian","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","East Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","East Merseyside","EO","50","45","28520","28120"
"In post","2023","Counter Fraud","Counter Fraud","East Merseyside","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","East Riding of Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","East Riding of Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","East Surrey","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","East Surrey","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","East Surrey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","East Sussex CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","East Sussex CC","EO","45","40","28220","28120"
"In post","2023","Counter Fraud","Counter Fraud","East Sussex CC","SEO/HEO","20","15","34750","34170"
"In post","2023","Counter Fraud","Counter Fraud","Enfield","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Essex Haven Gateway","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Essex Haven Gateway","EO","20","20","31650","31280"
"In post","2023","Counter Fraud","Counter Fraud","Essex Haven Gateway","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Essex Thames Gateway","AA/AO","15","15","25610","25610"
"In post","2023","Counter Fraud","Counter Fraud","Essex Thames Gateway","EO","45","45","31480","31280"
"In post","2023","Counter Fraud","Counter Fraud","Essex Thames Gateway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Essex Thames Gateway","SEO/HEO","25","20","37990","37520"
"In post","2023","Counter Fraud","Counter Fraud","Falkirk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Falkirk","EO","25","20","27900","28120"
"In post","2023","Counter Fraud","Counter Fraud","Falkirk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Flintshire and Wrexham","EO","10","10","28050","28120"
"In post","2023","Counter Fraud","Counter Fraud","Flintshire and Wrexham","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Glasgow City","AA/AO","55","50","21680","21690"
"In post","2023","Counter Fraud","Counter Fraud","Glasgow City","EO","95","85","28120","28120"
"In post","2023","Counter Fraud","Counter Fraud","Glasgow City","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Glasgow City","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Glasgow City","SEO/HEO","45","45","34820","34170"
"In post","2023","Counter Fraud","Counter Fraud","Gloucestershire CC","AA/AO","10","5","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Gloucestershire CC","EO","25","20","28120","28120"
"In post","2023","Counter Fraud","Counter Fraud","Gloucestershire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Gloucestershire CC","SEO/HEO","10","10","38380","34850"
"In post","2023","Counter Fraud","Counter Fraud","Greater Manchester North East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Greater Manchester North East","EO","30","25","28240","28120"
"In post","2023","Counter Fraud","Counter Fraud","Greater Manchester North East","SEO/HEO","10","5","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Greater Manchester North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Greater Manchester North West","EO","30","25","27950","28120"
"In post","2023","Counter Fraud","Counter Fraud","Greater Manchester North West","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Greater Manchester South East","EO","15","15","28120","28120"
"In post","2023","Counter Fraud","Counter Fraud","Greater Manchester South West","AA/AO","15","10","22610","22520"
"In post","2023","Counter Fraud","Counter Fraud","Greater Manchester South West","EO","140","135","28200","28120"
"In post","2023","Counter Fraud","Counter Fraud","Greater Manchester South West","G6/G7","15","15","61620","57970"
"In post","2023","Counter Fraud","Counter Fraud","Greater Manchester South West","SEO/HEO","135","125","37310","35000"
"In post","2023","Counter Fraud","Counter Fraud","Gwent Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Gwent Valleys","EO","20","20","29160","28120"
"In post","2023","Counter Fraud","Counter Fraud","Gwent Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Gwynedd","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Gwynedd","EO","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Gwynedd","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Hackney and Newham","AA/AO","25","20","25480","25610"
"In post","2023","Counter Fraud","Counter Fraud","Hackney and Newham","EO","175","170","32690","32520"
"In post","2023","Counter Fraud","Counter Fraud","Hackney and Newham","G6/G7","35","35","66050","65230"
"In post","2023","Counter Fraud","Counter Fraud","Hackney and Newham","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Hackney and Newham","SEO/HEO","260","255","41730","39790"
"In post","2023","Counter Fraud","Counter Fraud","Haringey and Islington","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Haringey and Islington","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Harrow and Hillingdon","AA/AO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Harrow and Hillingdon","EO","25","25","32370","32520"
"In post","2023","Counter Fraud","Counter Fraud","Harrow and Hillingdon","SEO/HEO","25","20","40230","39220"
"In post","2023","Counter Fraud","Counter Fraud","Hartlepool and Stockton-on-Tees","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Hartlepool and Stockton-on-Tees","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Heart of Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Heart of Essex","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Heart of Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Heart of Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Herefordshire, County of","EO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Herefordshire, County of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Herefordshire, County of","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Hertfordshire CC","AA/AO","15","10","23730","22200"
"In post","2023","Counter Fraud","Counter Fraud","Hertfordshire CC","EO","45","40","31540","31280"
"In post","2023","Counter Fraud","Counter Fraud","Hertfordshire CC","SEO/HEO","10","10","37750","37520"
"In post","2023","Counter Fraud","Counter Fraud","Hounslow and Richmond upon Thames","EO","20","15","32780","32520"
"In post","2023","Counter Fraud","Counter Fraud","Hounslow and Richmond upon Thames","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Inverclyde, East Renfrewshire, and Renfrewshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Inverclyde, East Renfrewshire, and Renfrewshire","EO","10","5","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Inverclyde, East Renfrewshire, and Renfrewshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Inverness and Nairn, Moray, and Badenoch and Strathspey","EO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Isle of Wight","AA/AO","15","15","21690","21690"
"In post","2023","Counter Fraud","Counter Fraud","Isle of Wight","EO","30","25","28120","28120"
"In post","2023","Counter Fraud","Counter Fraud","Isle of Wight","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Kensington & Chelsea and Hammersmith & Fulham","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Kent Thames Gateway","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Kent Thames Gateway","EO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Kent Thames Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Kingston upon Hull, City of","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Kingston upon Hull, City of","EO","45","40","28120","28120"
"In post","2023","Counter Fraud","Counter Fraud","Kingston upon Hull, City of","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Lambeth","AA/AO","10","5","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Lambeth","EO","45","45","32510","32520"
"In post","2023","Counter Fraud","Counter Fraud","Lambeth","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Lancaster and Wyre","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Lancaster and Wyre","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Leeds","AA/AO","35","30","21950","21690"
"In post","2023","Counter Fraud","Counter Fraud","Leeds","EO","180","170","28200","28120"
"In post","2023","Counter Fraud","Counter Fraud","Leeds","G6/G7","40","35","60870","57970"
"In post","2023","Counter Fraud","Counter Fraud","Leeds","SEO/HEO","155","150","37670","35000"
"In post","2023","Counter Fraud","Counter Fraud","Leicester","AA/AO","10","5","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Leicester","EO","30","30","28270","28120"
"In post","2023","Counter Fraud","Counter Fraud","Leicester","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Leicestershire CC and Rutland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Lewisham and Southwark","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Lincolnshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Lincolnshire CC","EO","30","25","28090","28120"
"In post","2023","Counter Fraud","Counter Fraud","Lincolnshire CC","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Lisburn and Castlereagh","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Liverpool","AA/AO","20","20","21670","21690"
"In post","2023","Counter Fraud","Counter Fraud","Liverpool","EO","40","35","28140","28120"
"In post","2023","Counter Fraud","Counter Fraud","Liverpool","G6/G7","10","10","59570","57970"
"In post","2023","Counter Fraud","Counter Fraud","Liverpool","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Liverpool","SEO/HEO","70","65","34690","34170"
"In post","2023","Counter Fraud","Counter Fraud","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Luton","EO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Manchester","AA/AO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Manchester","EO","30","30","28070","28120"
"In post","2023","Counter Fraud","Counter Fraud","Manchester","G6/G7","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Manchester","SEO/HEO","60","60","38410","38200"
"In post","2023","Counter Fraud","Counter Fraud","Medway","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Medway","EO","15","15","31720","31280"
"In post","2023","Counter Fraud","Counter Fraud","Medway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Merton, Kingston upon Thames and Sutton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Merton, Kingston upon Thames and Sutton","EO","35","35","32530","32520"
"In post","2023","Counter Fraud","Counter Fraud","Merton, Kingston upon Thames and Sutton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Merton, Kingston upon Thames and Sutton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Mid Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Mid Kent","EO","15","15","31700","31280"
"In post","2023","Counter Fraud","Counter Fraud","Mid Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Mid Lancashire","AA/AO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Mid Lancashire","EO","45","45","28120","28120"
"In post","2023","Counter Fraud","Counter Fraud","Mid Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Mid Lancashire","SEO/HEO","10","10","35300","34170"
"In post","2023","Counter Fraud","Counter Fraud","Milton Keynes","EO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Milton Keynes","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Na h-Eileanan Siar","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","North Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","North Hampshire","EO","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","North Lanarkshire","AA/AO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","North Lanarkshire","EO","90","85","28230","28120"
"In post","2023","Counter Fraud","Counter Fraud","North Lanarkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","North Lanarkshire","SEO/HEO","35","30","37080","35000"
"In post","2023","Counter Fraud","Counter Fraud","North Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","North Northamptonshire","EO","15","15","28790","28120"
"In post","2023","Counter Fraud","Counter Fraud","North Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","North Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","North Nottinghamshire","EO","10","5","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","North Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","North Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","North Yorkshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","North Yorkshire CC","EO","25","20","28080","28120"
"In post","2023","Counter Fraud","Counter Fraud","North Yorkshire CC","SEO/HEO","45","45","34880","34170"
"In post","2023","Counter Fraud","Counter Fraud","North and North East Lincolnshire","AA/AO","20","15","21690","21690"
"In post","2023","Counter Fraud","Counter Fraud","North and North East Lincolnshire","EO","45","40","28180","28120"
"In post","2023","Counter Fraud","Counter Fraud","North and North East Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","North and North East Lincolnshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","North and West Norfolk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","North and West Norfolk","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","North and West Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Northumberland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Norwich and East Norfolk","AA/AO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Norwich and East Norfolk","EO","25","20","28360","28120"
"In post","2023","Counter Fraud","Counter Fraud","Norwich and East Norfolk","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Nottingham","AA/AO","25","20","21740","21690"
"In post","2023","Counter Fraud","Counter Fraud","Nottingham","EO","125","120","28090","28120"
"In post","2023","Counter Fraud","Counter Fraud","Nottingham","G6/G7","15","15","64060","63950"
"In post","2023","Counter Fraud","Counter Fraud","Nottingham","SEO/HEO","105","105","37220","35000"
"In post","2023","Counter Fraud","Counter Fraud","Oxfordshire CC","AA/AO","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Oxfordshire CC","EO","10","10","30540","30120"
"In post","2023","Counter Fraud","Counter Fraud","Oxfordshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Perth and Kinross, and Stirling","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Peterborough","EO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Peterborough","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Plymouth","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Plymouth","EO","40","35","28120","28120"
"In post","2023","Counter Fraud","Counter Fraud","Plymouth","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Portsmouth","AA/AO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Portsmouth","EO","30","25","28240","28130"
"In post","2023","Counter Fraud","Counter Fraud","Portsmouth","G6/G7","15","15","61080","57970"
"In post","2023","Counter Fraud","Counter Fraud","Portsmouth","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Portsmouth","SEO/HEO","25","25","37640","35000"
"In post","2023","Counter Fraud","Counter Fraud","Powys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Powys","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Redbridge and Waltham Forest","AA/AO","195","175","25310","25610"
"In post","2023","Counter Fraud","Counter Fraud","Redbridge and Waltham Forest","EO","105","95","32430","32520"
"In post","2023","Counter Fraud","Counter Fraud","Redbridge and Waltham Forest","SEO/HEO","55","50","39870","39150"
"In post","2023","Counter Fraud","Counter Fraud","Sandwell","EO","20","15","28530","28120"
"In post","2023","Counter Fraud","Counter Fraud","Sandwell","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Scottish Borders","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Scottish Borders","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Sefton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Sefton","EO","20","15","28190","28120"
"In post","2023","Counter Fraud","Counter Fraud","Sefton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Sheffield","AA/AO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Sheffield","EO","20","20","28200","28120"
"In post","2023","Counter Fraud","Counter Fraud","Sheffield","SEO/HEO","10","10","37960","38160"
"In post","2023","Counter Fraud","Counter Fraud","Shropshire","EO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Shropshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Solihull","AA/AO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Solihull","EO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Solihull","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Somerset CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Somerset CC","EO","80","75","28120","28120"
"In post","2023","Counter Fraud","Counter Fraud","Somerset CC","SEO/HEO","35","35","34460","34170"
"In post","2023","Counter Fraud","Counter Fraud","South Ayrshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","South Ayrshire","EO","15","10","28120","28120"
"In post","2023","Counter Fraud","Counter Fraud","South Ayrshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","South Hampshire","AA/AO","25","20","21670","21690"
"In post","2023","Counter Fraud","Counter Fraud","South Hampshire","EO","40","30","28070","28120"
"In post","2023","Counter Fraud","Counter Fraud","South Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","South Lanarkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","South Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","South Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","South Teesside","AA/AO","70","55","21610","21690"
"In post","2023","Counter Fraud","Counter Fraud","South Teesside","EO","75","65","27840","28120"
"In post","2023","Counter Fraud","Counter Fraud","South Teesside","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","South West Wales","AA/AO","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","South West Wales","EO","15","10","28770","28120"
"In post","2023","Counter Fraud","Counter Fraud","South West Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","South West Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","South and West Derbyshire","AA/AO","10","5","21650","21690"
"In post","2023","Counter Fraud","Counter Fraud","South and West Derbyshire","EO","45","40","28160","28120"
"In post","2023","Counter Fraud","Counter Fraud","South and West Derbyshire","SEO/HEO","35","35","34430","34170"
"In post","2023","Counter Fraud","Counter Fraud","Southampton","AA/AO","10","5","21670","21690"
"In post","2023","Counter Fraud","Counter Fraud","Southampton","EO","15","15","28080","28120"
"In post","2023","Counter Fraud","Counter Fraud","Southampton","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Southend-on-Sea","EO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Staffordshire CC","AA/AO","10","5","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Staffordshire CC","EO","30","20","28500","28120"
"In post","2023","Counter Fraud","Counter Fraud","Staffordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Staffordshire CC","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Stoke-on-Trent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Stoke-on-Trent","EO","20","15","28420","28120"
"In post","2023","Counter Fraud","Counter Fraud","Stoke-on-Trent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Counter Fraud","Suffolk CC","AA/AO","30","30","22460","22520"
"In post","2023","Counter Fraud","Counter Fraud","Suffolk CC","EO","65","60","28290","28120"
