"Status","Year","Organisation","Region_ITL1","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Advisory, Conciliation and Arbitration Service","North West (England)","Sefton","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Scotland","Glasgow City","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Scotland","Glasgow City","EO","30","30","25530","25160"
"In post","2023","Advisory, Conciliation and Arbitration Service","Scotland","Glasgow City","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Scotland","Glasgow City","SEO/HEO","60","50","35420","32830"
"In post","2023","Advisory, Conciliation and Arbitration Service","Scotland","Perth and Kinross, and Stirling","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Central Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Kent Thames Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Medway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Mid Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","North Hampshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","North Hampshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","North Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","North Hampshire","SEO/HEO","10","10","39330","41070"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Oxfordshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","West Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South West (England)","Bristol, City of","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South West (England)","Bristol, City of","EO","10","5","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South West (England)","Bristol, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South West (England)","Bristol, City of","SEO/HEO","30","25","34950","32400"
"In post","2023","Advisory, Conciliation and Arbitration Service","South West (England)","Devon CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South West (England)","Dorset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wales","Bridgend and Neath Port Talbot","EO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wales","Cardiff and Vale of Glamorgan","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wales","Cardiff and Vale of Glamorgan","EO","30","30","25600","25160"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wales","Cardiff and Vale of Glamorgan","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wales","Cardiff and Vale of Glamorgan","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wales","Cardiff and Vale of Glamorgan","SEO/HEO","45","45","34590","32200"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wales","South West Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wales","Swansea","EO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Birmingham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Birmingham","EO","20","20","25590","25160"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Birmingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Birmingham","SEO/HEO","50","45","35780","32650"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Staffordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Warwickshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Leeds","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Leeds","EO","20","20","25650","25160"
"In post","2023","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Leeds","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Leeds","SEO/HEO","45","40","35310","33940"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Leicestershire CC and Rutland","EO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Leicestershire CC and Rutland","G6/G7","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Leicestershire CC and Rutland","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Lincolnshire CC","EO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Lincolnshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Lincolnshire CC","SEO/HEO","10","10","34780","37300"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Nottingham","EO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Nottingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Nottingham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","South Nottinghamshire","AA/AO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","South Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","South Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","South Nottinghamshire","SEO/HEO","10","10","33040","30420"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","South and West Derbyshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","South and West Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","South and West Derbyshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Breckland and South Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Cambridgeshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Cambridgeshire CC","EO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Cambridgeshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Cambridgeshire CC","SEO/HEO","20","20","33640","32490"
"In post","2023","Animal and Plant Health Agency","East of England","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Essex Haven Gateway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Heart of Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Heart of Essex","EO","15","15","27650","27950"
"In post","2023","Animal and Plant Health Agency","East of England","Heart of Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Heart of Essex","SEO/HEO","15","15","35720","37300"
"In post","2023","Animal and Plant Health Agency","East of England","Hertfordshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Hertfordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Hertfordshire CC","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","North and West Norfolk","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Norwich and East Norfolk","EO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Norwich and East Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Norwich and East Norfolk","SEO/HEO","10","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Suffolk CC","AA/AO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Suffolk CC","EO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Suffolk CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Suffolk CC","SEO/HEO","30","25","36660","36450"
"In post","2023","Animal and Plant Health Agency","East of England","Thurrock","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Thurrock","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","West Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Harrow and Hillingdon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Harrow and Hillingdon","EO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Harrow and Hillingdon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Harrow and Hillingdon","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Hounslow and Richmond upon Thames","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Hounslow and Richmond upon Thames","EO","25","25","32190","32720"
"In post","2023","Animal and Plant Health Agency","London","Hounslow and Richmond upon Thames","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Hounslow and Richmond upon Thames","SEO/HEO","15","15","37470","38060"
"In post","2023","Animal and Plant Health Agency","London","Lewisham and Southwark","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Lewisham and Southwark","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Redbridge and Waltham Forest","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Redbridge and Waltham Forest","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Westminster","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Westminster","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Westminster","G6/G7","10","10","58980","57070"
"In post","2023","Animal and Plant Health Agency","London","Westminster","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North East (England)","Northumberland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North East (England)","Tyneside","AA/AO","15","10","22150","22150"
"In post","2023","Animal and Plant Health Agency","North East (England)","Tyneside","EO","15","10","26480","25920"
"In post","2023","Animal and Plant Health Agency","North East (England)","Tyneside","G6/G7","10","10","52420","49400"
"In post","2023","Animal and Plant Health Agency","North East (England)","Tyneside","SEO/HEO","20","20","35960","33150"
"In post","2023","Animal and Plant Health Agency","North West (England)","Cheshire East","EO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Cheshire East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Cheshire East","SEO/HEO","15","10","34910","32250"
"In post","2023","Animal and Plant Health Agency","North West (England)","East Cumbria","AA/AO","125","120","22280","22150"
"In post","2023","Animal and Plant Health Agency","North West (England)","East Cumbria","EO","35","30","26380","25920"
"In post","2023","Animal and Plant Health Agency","North West (England)","East Cumbria","G6/G7","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","East Cumbria","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","East Cumbria","SEO/HEO","25","20","36350","37300"
"In post","2023","Animal and Plant Health Agency","North West (England)","Greater Manchester North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Manchester","EO","10","10","26890","25920"
"In post","2023","Animal and Plant Health Agency","North West (England)","Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Manchester","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Mid Lancashire","AA/AO","30","25","22210","22150"
"In post","2023","Animal and Plant Health Agency","North West (England)","Mid Lancashire","EO","30","30","26450","25920"
"In post","2023","Animal and Plant Health Agency","North West (England)","Mid Lancashire","G6/G7","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Mid Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Mid Lancashire","SEO/HEO","25","25","34130","32170"
"In post","2023","Animal and Plant Health Agency","North West (England)","West Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Aberdeen City and Aberdeenshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Aberdeen City and Aberdeenshire","EO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Aberdeen City and Aberdeenshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Aberdeen City and Aberdeenshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Caithness and Sutherland, and Ross and Cromarty","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Caithness and Sutherland, and Ross and Cromarty","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","City of Edinburgh","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Dumfries and Galloway","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Dumfries and Galloway","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Dumfries and Galloway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Dumfries and Galloway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","East Lothian and Midlothian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","East Lothian and Midlothian","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","East Lothian and Midlothian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","East Lothian and Midlothian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","AA/AO","10","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","EO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Perth and Kinross, and Stirling","AA/AO","15","15","22170","22150"
"In post","2023","Animal and Plant Health Agency","Scotland","Perth and Kinross, and Stirling","EO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Perth and Kinross, and Stirling","G6/G7","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Perth and Kinross, and Stirling","SEO/HEO","15","15","34580","37300"
"In post","2023","Animal and Plant Health Agency","Scotland","Scottish Borders","AA/AO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Scottish Borders","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Scottish Borders","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Scottish Borders","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","South Ayrshire","AA/AO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","South Ayrshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","South Ayrshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","South Ayrshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","South Lanarkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","South Lanarkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","South Lanarkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","South Lanarkshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","Berkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","Berkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","Buckinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","Central Hampshire","EO","15","15","27370","26230"
"In post","2023","Animal and Plant Health Agency","South East (England)","Central Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","Central Hampshire","SEO/HEO","10","10","33270","32330"
"In post","2023","Animal and Plant Health Agency","South East (England)","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","East Kent","EO","25","25","28360","29150"
"In post","2023","Animal and Plant Health Agency","South East (England)","East Kent","SEO/HEO","15","15","34580","33300"
"In post","2023","Animal and Plant Health Agency","South East (England)","Mid Kent","EO","10","10","29040","29150"
"In post","2023","Animal and Plant Health Agency","South East (England)","Mid Kent","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","Mid Kent","Unknown","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","Oxfordshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","Oxfordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","Oxfordshire CC","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","Portsmouth","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","South Hampshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","South Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","South Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","West Surrey","AA/AO","190","180","25250","25340"
"In post","2023","Animal and Plant Health Agency","South East (England)","West Surrey","EO","155","145","29160","29080"
"In post","2023","Animal and Plant Health Agency","South East (England)","West Surrey","G6/G7","65","60","57950","54950"
"In post","2023","Animal and Plant Health Agency","South East (England)","West Surrey","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","West Surrey","SEO/HEO","245","235","37190","34920"
"In post","2023","Animal and Plant Health Agency","South East (England)","West Sussex (North East)","EO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","West Sussex (North East)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","West Sussex (North East)","SEO/HEO","15","15","36510","37300"
"In post","2023","Animal and Plant Health Agency","South East (England)","West Sussex (South West)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","West Sussex (South West)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","West Sussex (South West)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South West (England)","Bristol, City of","AA/AO","55","55","22150","22150"
"In post","2023","Animal and Plant Health Agency","South West (England)","Bristol, City of","EO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South West (England)","Bristol, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South West (England)","Bristol, City of","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South West (England)","Cornwall and Isles of Scilly","AA/AO","15","10","22150","22150"
