"Status","Year","Disability","Ethnicity","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Asian","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Chancellor's other departments","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Chancellor's other departments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Chancellor's other departments","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Charity Commission","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Charity Commission","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Competition and Markets Authority","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Competition and Markets Authority","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Competition and Markets Authority","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Competition and Markets Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Competition and Markets Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Competition and Markets Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","London","60","55","47300","41360"
"In post","2023","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","West Midlands (England)","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Digital, Culture, Media and Sport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Digital, Culture, Media and Sport","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Digital, Culture, Media and Sport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Digital, Culture, Media and Sport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Digital, Culture, Media and Sport","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Digital, Culture, Media and Sport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Digital, Culture, Media and Sport","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Digital, Culture, Media and Sport","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Education","East Midlands (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Education","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Education","London","20","20","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Education","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Education","North West (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Education","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Education","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Education","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Education","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Education","West Midlands (England)","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Education","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","London","35","35","39090","33830"
"In post","2023","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","South East (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","West Midlands (England)","10","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for International Trade","London","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for International Trade","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","West Midlands (England)","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Transport","London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Transport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Transport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Transport","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Transport","West Midlands (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Transport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Work and Pensions","East Midlands (England)","95","85","25800","28120"
"In post","2023","Declared disabled","Asian","Department for Work and Pensions","East of England","75","60","29430","30310"
"In post","2023","Declared disabled","Asian","Department for Work and Pensions","London","395","355","33050","32520"
"In post","2023","Declared disabled","Asian","Department for Work and Pensions","North East (England)","30","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Work and Pensions","North West (England)","165","145","26290","28120"
"In post","2023","Declared disabled","Asian","Department for Work and Pensions","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Work and Pensions","Scotland","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Work and Pensions","South East (England)","50","40","30090","31280"
"In post","2023","Declared disabled","Asian","Department for Work and Pensions","South West (England)","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Work and Pensions","Wales","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department for Work and Pensions","West Midlands (England)","235","205","26520","28120"
"In post","2023","Declared disabled","Asian","Department for Work and Pensions","Yorkshire and The Humber","125","110","28880","28120"
"In post","2023","Declared disabled","Asian","Department of Health and Social Care","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department of Health and Social Care","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department of Health and Social Care","London","25","20","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department of Health and Social Care","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department of Health and Social Care","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department of Health and Social Care","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department of Health and Social Care","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department of Health and Social Care","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department of Health and Social Care","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department of Health and Social Care","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department of Health and Social Care","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Department of Health and Social Care","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Estyn","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Estyn","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Estyn","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Estyn","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Food Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Food Standards Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Food Standards Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Food Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Foreign, Commonwealth and Development Office","London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Foreign, Commonwealth and Development Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Foreign, Commonwealth and Development Office","South East (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Land Registry","East Midlands (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Land Registry","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Land Registry","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Land Registry","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Land Registry","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Land Registry","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Revenue and Customs","East Midlands (England)","50","45","30560","28130"
"In post","2023","Declared disabled","Asian","HM Revenue and Customs","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Revenue and Customs","London","150","140","43040","39790"
"In post","2023","Declared disabled","Asian","HM Revenue and Customs","North East (England)","15","15","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Revenue and Customs","North West (England)","85","75","32930","28130"
"In post","2023","Declared disabled","Asian","HM Revenue and Customs","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Revenue and Customs","Scotland","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Revenue and Customs","South East (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Revenue and Customs","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Revenue and Customs","Wales","10","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Revenue and Customs","West Midlands (England)","85","80","35460","34700"
"In post","2023","Declared disabled","Asian","HM Revenue and Customs","Yorkshire and The Humber","65","60","30170","27890"
"In post","2023","Declared disabled","Asian","HM Treasury","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Treasury","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Treasury","London","25","25","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Treasury","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Treasury","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Treasury","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Treasury","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Treasury","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Treasury","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Treasury","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","HM Treasury","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Home Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Home Office","East of England","25","20","[c]","[c]"
"In post","2023","Declared disabled","Asian","Home Office","London","275","250","36830","30960"
"In post","2023","Declared disabled","Asian","Home Office","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Home Office","North West (England)","20","20","[c]","[c]"
"In post","2023","Declared disabled","Asian","Home Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Home Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Home Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Home Office","South East (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Home Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Home Office","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Home Office","West Midlands (England)","20","20","[c]","[c]"
"In post","2023","Declared disabled","Asian","Home Office","Yorkshire and The Humber","25","20","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Defence","East of England","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Defence","London","30","30","37940","37190"
"In post","2023","Declared disabled","Asian","Ministry of Defence","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Defence","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Defence","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Defence","South East (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Defence","South West (England)","40","35","39470","35000"
"In post","2023","Declared disabled","Asian","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Defence","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Defence","West Midlands (England)","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Defence","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Justice","East Midlands (England)","75","65","26960","23640"
"In post","2023","Declared disabled","Asian","Ministry of Justice","East of England","30","30","31170","28480"
"In post","2023","Declared disabled","Asian","Ministry of Justice","London","230","220","35470","32920"
"In post","2023","Declared disabled","Asian","Ministry of Justice","North East (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Justice","North West (England)","50","50","29330","26330"
"In post","2023","Declared disabled","Asian","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Justice","South East (England)","35","35","30010","26700"
"In post","2023","Declared disabled","Asian","Ministry of Justice","South West (England)","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Justice","Wales","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Ministry of Justice","West Midlands (England)","150","140","26930","21780"
"In post","2023","Declared disabled","Asian","Ministry of Justice","Yorkshire and The Humber","45","45","30920","26840"
"In post","2023","Declared disabled","Asian","National Crime Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","National Crime Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","National Crime Agency","London","10","10","[c]","[c]"
"In post","2023","Declared disabled","Asian","National Crime Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","National Crime Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","National Crime Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","National Crime Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","National Crime Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","National Crime Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","National Crime Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","East of England","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","London","5","5","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","North East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","South East (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","South West (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","Wales","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Asian","Office of Gas and Electricity Markets","East Midlands (England)","[c]","[c]","[c]","[c]"
