"Status","Year","Age","Function_of_post","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","30-39","No function","Department for Levelling Up, Housing and Communities","SEO","25","[c]","40150","39740"
"Leaver Dept.","2023","30-39","No function","Department for Transport","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Department for Transport","AO","40","[c]","22350","22500"
"Leaver Dept.","2023","30-39","No function","Department for Transport","EO","30","[c]","28030","26960"
"Leaver Dept.","2023","30-39","No function","Department for Transport","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Department for Transport","G7","20","[c]","56170","54870"
"Leaver Dept.","2023","30-39","No function","Department for Transport","HEO","30","[c]","33570","33150"
"Leaver Dept.","2023","30-39","No function","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Department for Transport","SEO","20","[c]","42430","42680"
"Leaver Dept.","2023","30-39","No function","Department for Work and Pensions","AO","100","[c]","21630","21690"
"Leaver Dept.","2023","30-39","No function","Department for Work and Pensions","EO","390","[c]","28720","28120"
"Leaver Dept.","2023","30-39","No function","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Department for Work and Pensions","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Department for Work and Pensions","HEO","25","[c]","34960","34170"
"Leaver Dept.","2023","30-39","No function","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Department for Work and Pensions","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Department of Health and Social Care","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Department of Health and Social Care","G6","10","[c]","66340","66290"
"Leaver Dept.","2023","30-39","No function","Department of Health and Social Care","G7","15","[c]","53130","53380"
"Leaver Dept.","2023","30-39","No function","Department of Health and Social Care","HEO","15","[c]","31590","32710"
"Leaver Dept.","2023","30-39","No function","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Department of Health and Social Care","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Food Standards Agency","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","HM Revenue and Customs","AO","105","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","HM Revenue and Customs","EO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","HM Revenue and Customs","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","HM Revenue and Customs","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","HM Revenue and Customs","HEO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","HM Revenue and Customs","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","HM Treasury","G6","20","[c]","66640","65960"
"Leaver Dept.","2023","30-39","No function","HM Treasury","G7","25","[c]","54660","54090"
"Leaver Dept.","2023","30-39","No function","HM Treasury","HEO","15","[c]","35320","33820"
"Leaver Dept.","2023","30-39","No function","HM Treasury","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","HM Treasury","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Home Office","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Home Office","AO","45","[c]","22890","22400"
"Leaver Dept.","2023","30-39","No function","Home Office","EO","100","[c]","26900","26270"
"Leaver Dept.","2023","30-39","No function","Home Office","G6","10","[c]","70170","70840"
"Leaver Dept.","2023","30-39","No function","Home Office","G7","45","[c]","58780","59290"
"Leaver Dept.","2023","30-39","No function","Home Office","HEO","50","[c]","34460","35060"
"Leaver Dept.","2023","30-39","No function","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Home Office","SEO","60","[c]","42430","43210"
"Leaver Dept.","2023","30-39","No function","Ministry of Defence","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Ministry of Defence","AO","10","[c]","22210","22220"
"Leaver Dept.","2023","30-39","No function","Ministry of Defence","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Ministry of Defence","G7","15","[c]","56540","58840"
"Leaver Dept.","2023","30-39","No function","Ministry of Defence","HEO","15","[c]","34250","33990"
"Leaver Dept.","2023","30-39","No function","Ministry of Defence","SEO","20","[c]","43730","45750"
"Leaver Dept.","2023","30-39","No function","Ministry of Justice","AA","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Ministry of Justice","AO","175","[c]","21770","21780"
"Leaver Dept.","2023","30-39","No function","Ministry of Justice","EO","75","[c]","26800","25830"
"Leaver Dept.","2023","30-39","No function","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Ministry of Justice","G7","25","[c]","55440","55720"
"Leaver Dept.","2023","30-39","No function","Ministry of Justice","HEO","55","[c]","34080","34260"
"Leaver Dept.","2023","30-39","No function","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Ministry of Justice","SEO","40","[c]","41990","43650"
"Leaver Dept.","2023","30-39","No function","Ministry of Justice","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","National Crime Agency","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","National Crime Agency","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Office for Standards in Education, Children's Services and Skills","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Office for Standards in Education, Children's Services and Skills","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Scottish Government","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Scottish Government","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","The National Archives","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","UK Statistics Authority","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","UK Statistics Authority","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","UK Statistics Authority","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","UK Statistics Authority","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","No function","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Cabinet Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Cabinet Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Cabinet Office","HEO","15","[c]","32480","32960"
"Leaver Dept.","2023","30-39","Project Delivery","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Department for Education","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Department for Education","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Department for Education","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Department for Levelling Up, Housing and Communities","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Department for Levelling Up, Housing and Communities","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Department for Transport","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Department for Work and Pensions","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Department for Work and Pensions","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Foreign, Commonwealth and Development Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Foreign, Commonwealth and Development Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Foreign, Commonwealth and Development Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","HM Revenue and Customs","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","HM Revenue and Customs","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","HM Revenue and Customs","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","HM Revenue and Customs","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","HM Revenue and Customs","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Ministry of Defence","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Ministry of Defence","HEO","10","[c]","37130","33500"
"Leaver Dept.","2023","30-39","Project Delivery","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Ministry of Defence","SEO","15","[c]","41970","41200"
"Leaver Dept.","2023","30-39","Project Delivery","Ministry of Defence","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Ministry of Justice","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","UK Statistics Authority","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","UK Statistics Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Project Delivery","Welsh Government","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","Cabinet Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","Cabinet Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","Cabinet Office","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","Cabinet Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","Department for Work and Pensions","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","Department for Work and Pensions","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","HM Revenue and Customs","AO","10","[c]","22470","22520"
"Leaver Dept.","2023","30-39","Property","HM Revenue and Customs","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","HM Revenue and Customs","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","HM Revenue and Customs","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","HM Revenue and Customs","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","Ministry of Defence","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","Ministry of Justice","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","Ministry of Justice","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Property","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Cabinet Office","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Cabinet Office","EO","10","[c]","25320","24730"
"Leaver Dept.","2023","30-39","Security","Cabinet Office","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Cabinet Office","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Cabinet Office","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Chancellor's other departments","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Department for Education","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","HM Revenue and Customs","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Home Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Ministry of Defence","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Ministry of Defence","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Ministry of Justice","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","UK Statistics Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Security","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Cabinet Office","HEO","50","[c]","32110","32000"
"Leaver Dept.","2023","30-39","Unknown","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Department for Education","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Department for Education","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Department for Work and Pensions","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Department for Work and Pensions","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Department for Work and Pensions","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Department for Work and Pensions","HEO","10","[c]","36520","36650"
"Leaver Dept.","2023","30-39","Unknown","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Department for Work and Pensions","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Department of Health and Social Care","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Department of Health and Social Care","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Department of Health and Social Care","G7","30","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Department of Health and Social Care","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Department of Health and Social Care","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Department of Health and Social Care","SEO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Foreign, Commonwealth and Development Office","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Foreign, Commonwealth and Development Office","G7","30","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Foreign, Commonwealth and Development Office","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Foreign, Commonwealth and Development Office","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Foreign, Commonwealth and Development Office","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Ministry of Defence","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Northern Ireland Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Northern Ireland Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Northern Ireland Office","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Office of the Secretary of State for Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Office of the Secretary of State for Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Office of the Secretary of State for Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Scottish Government","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Scottish Government","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Scottish Government","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Scottish Government","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Scottish Government","HEO","15","[c]","36750","36330"
"Leaver Dept.","2023","30-39","Unknown","Scottish Government","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Welsh Government","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Welsh Government","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Welsh Government","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Welsh Government","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Unknown","Welsh Government","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Analysis","Cabinet Office","G7","[c]","[c]","[c]","[c]"
