"Status","Year","Organisation","Region_ITL1","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Accountant in Bankruptcy","Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","125","110","33960","31940"
"In post","2023","Accountant in Bankruptcy","Scotland","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","London","Inner London - West","Westminster","10","10","[c]","[c]"
"In post","2023","Active Travel England","South East (England)","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Wales","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","Active Travel England","Yorkshire and The Humber","North Yorkshire","York","30","30","47030","40560"
"In post","2023","Active Travel England","Yorkshire and The Humber","West Yorkshire","Leeds","10","10","66550","62060"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","100","95","30770","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East of England","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","East of England","East Anglia","Suffolk CC","40","35","34880","34950"
"In post","2023","Advisory, Conciliation and Arbitration Service","East of England","Essex","Thurrock","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","London","Inner London - West","Wandsworth","10","10","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","London","Inner London - West","Westminster","165","160","44000","39360"
"In post","2023","Advisory, Conciliation and Arbitration Service","North East (England)","Northumberland, and Tyne and Wear","Tyneside","140","125","31290","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North West (England)","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North West (England)","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North West (England)","Greater Manchester","Manchester","145","130","32130","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","North West (England)","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North West (England)","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","North West (England)","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Scotland","Eastern Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Scotland","West Central Scotland","Glasgow City","95","85","32550","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Hampshire and Isle of Wight","North Hampshire","20","20","35640","35190"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Kent","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South East (England)","Kent","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South West (England)","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South West (England)","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","45","40","34310","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wales","East Wales","Cardiff and Vale of Glamorgan","80","75","32080","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wales","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wales","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","Wales","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Advisory, Conciliation and Arbitration Service","West Midlands (England)","West Midlands","Birmingham","75","70","32870","32110"
"In post","2023","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","West Yorkshire","Leeds","70","60","33730","32110"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","10","10","31060","26380"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","20","20","30190","30320"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","20","20","35850","33810"
"In post","2023","Animal and Plant Health Agency","East Midlands (England)","Lincolnshire","Lincolnshire CC","20","20","35900","34950"
"In post","2023","Animal and Plant Health Agency","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","10","10","34280","32480"
"In post","2023","Animal and Plant Health Agency","East of England","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","East Anglia","Cambridgeshire CC","25","25","32300","30320"
"In post","2023","Animal and Plant Health Agency","East of England","East Anglia","North and West Norfolk","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","East Anglia","Norwich and East Norfolk","15","15","33230","30320"
"In post","2023","Animal and Plant Health Agency","East of England","East Anglia","Suffolk CC","45","45","33480","31840"
"In post","2023","Animal and Plant Health Agency","East of England","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Essex","Heart of Essex","35","35","31930","29740"
"In post","2023","Animal and Plant Health Agency","East of England","Essex","Thurrock","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","East of England","Essex","West Essex","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Inner London - West","Westminster","20","20","44260","47300"
"In post","2023","Animal and Plant Health Agency","London","Outer London - East and North East","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","London","Outer London - West and North West","Harrow and Hillingdon","15","15","38850","38060"
"In post","2023","Animal and Plant Health Agency","London","Outer London - West and North West","Hounslow and Richmond upon Thames","45","45","35330","32720"
"In post","2023","Animal and Plant Health Agency","North East (England)","Northumberland, and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North East (England)","Northumberland, and Tyne and Wear","Tyneside","55","50","33200","29180"
"In post","2023","Animal and Plant Health Agency","North West (England)","Cheshire","Cheshire East","25","20","34230","30320"
"In post","2023","Animal and Plant Health Agency","North West (England)","Cumbria","East Cumbria","190","180","26020","22150"
"In post","2023","Animal and Plant Health Agency","North West (England)","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","North West (England)","Greater Manchester","Manchester","20","20","33070","29740"
"In post","2023","Animal and Plant Health Agency","North West (England)","Lancashire","Mid Lancashire","90","85","30680","25920"
"In post","2023","Animal and Plant Health Agency","Scotland","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Eastern Scotland","East Lothian and Midlothian","10","10","33080","30320"
"In post","2023","Animal and Plant Health Agency","Scotland","Eastern Scotland","Perth and Kinross, and Stirling","45","45","30810","26320"
"In post","2023","Animal and Plant Health Agency","Scotland","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","20","20","29480","25920"
"In post","2023","Animal and Plant Health Agency","Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","15","15","33220","32070"
"In post","2023","Animal and Plant Health Agency","Scotland","Southern Scotland","Dumfries and Galloway","10","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Scotland","Southern Scotland","Scottish Borders","15","15","33620","30320"
"In post","2023","Animal and Plant Health Agency","Scotland","Southern Scotland","South Ayrshire","15","15","30730","25920"
"In post","2023","Animal and Plant Health Agency","Scotland","Southern Scotland","South Lanarkshire","15","15","34280","33810"
"In post","2023","Animal and Plant Health Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","10","10","40190","37980"
"In post","2023","Animal and Plant Health Agency","South East (England)","Hampshire and Isle of Wight","Central Hampshire","30","30","31240","29150"
"In post","2023","Animal and Plant Health Agency","South East (England)","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South East (England)","Kent","East Kent","40","35","30590","30320"
"In post","2023","Animal and Plant Health Agency","South East (England)","Kent","Mid Kent","25","25","30550","29150"
"In post","2023","Animal and Plant Health Agency","South East (England)","Surrey, East and West Sussex","West Surrey","655","630","34130","29240"
"In post","2023","Animal and Plant Health Agency","South East (England)","Surrey, East and West Sussex","West Sussex (North East)","25","25","34070","30990"
"In post","2023","Animal and Plant Health Agency","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","60","60","32390","30320"
"In post","2023","Animal and Plant Health Agency","South West (England)","Devon","Devon CC","215","205","28220","24920"
"In post","2023","Animal and Plant Health Agency","South West (England)","Devon","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South West (England)","Dorset and Somerset","Dorset","10","10","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","South West (England)","Dorset and Somerset","Somerset CC","30","30","37050","37300"
"In post","2023","Animal and Plant Health Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","75","70","25370","22150"
"In post","2023","Animal and Plant Health Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","80","75","31600","26030"
"In post","2023","Animal and Plant Health Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","10","10","31150","26850"
"In post","2023","Animal and Plant Health Agency","Wales","East Wales","Cardiff and Vale of Glamorgan","100","95","29890","25920"
"In post","2023","Animal and Plant Health Agency","Wales","East Wales","Powys","20","15","35260","34150"
"In post","2023","Animal and Plant Health Agency","Wales","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Wales","West Wales and The Valleys","Gwynedd","65","55","28240","25920"
"In post","2023","Animal and Plant Health Agency","Wales","West Wales and The Valleys","South West Wales","155","145","28980","25920"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","170","155","30710","27500"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","Shropshire and Staffordshire","Shropshire","45","40","35170","31110"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","95","90","27530","22150"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","West Midlands (England)","West Midlands","Birmingham","5","5","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","30","30","30350","29150"
"In post","2023","Animal and Plant Health Agency","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","140","135","31890","26990"
"In post","2023","Animal and Plant Health Agency","Yorkshire and The Humber","North Yorkshire","York","130","130","27000","24920"
"In post","2023","Animal and Plant Health Agency","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Animal and Plant Health Agency","Yorkshire and The Humber","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Office","London","Inner London - West","Westminster","50","50","50950","43000"
"In post","2023","Building Digital UK","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","London","Inner London - West","Westminster","140","140","48800","53010"
"In post","2023","Building Digital UK","North East (England)","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","North East (England)","Tees Valley and Durham","Darlington","5","5","[c]","[c]"
"In post","2023","Building Digital UK","North West (England)","Greater Manchester","Manchester","60","60","42750","39930"
"In post","2023","Building Digital UK","Northern Ireland","Northern Ireland","Belfast","5","5","[c]","[c]"
"In post","2023","Building Digital UK","Scotland","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Building Digital UK","Wales","East Wales","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East Midlands (England)","Lincolnshire","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East of England","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East of England","East Anglia","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","East of England","East Anglia","Norwich and East Norfolk","45","45","50140","51290"
"In post","2023","Cabinet Office (excl. agencies)","East of England","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","London","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","London","Inner London - East","Tower Hamlets","1185","1155","56250","56430"
"In post","2023","Cabinet Office (excl. agencies)","London","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","London","Inner London - West","Westminster","2375","2335","52630","55790"
"In post","2023","Cabinet Office (excl. agencies)","London","Outer London - East and North East","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","London","Outer London - South","Croydon","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","Tyneside","335","310","29490","24860"
"In post","2023","Cabinet Office (excl. agencies)","North East (England)","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","North West (England)","Cumbria","West Cumbria","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","North West (England)","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","North West (England)","Greater Manchester","Greater Manchester South East","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","North West (England)","Greater Manchester","Greater Manchester South West","85","85","43080","38460"
"In post","2023","Cabinet Office (excl. agencies)","North West (England)","Greater Manchester","Manchester","155","155","47200","50690"
"In post","2023","Cabinet Office (excl. agencies)","North West (England)","Lancashire","Blackpool","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","North West (England)","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","North West (England)","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","North West (England)","Merseyside","Liverpool","30","30","33080","33020"
"In post","2023","Cabinet Office (excl. agencies)","Northern Ireland","Northern Ireland","Ards and North Down","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Northern Ireland","Northern Ireland","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Northern Ireland","Northern Ireland","Belfast","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Scotland","Eastern Scotland","City of Edinburgh","10","10","41920","38460"
"In post","2023","Cabinet Office (excl. agencies)","Scotland","Eastern Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Scotland","Southern Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Scotland","West Central Scotland","Glasgow City","375","365","37590","33020"
"In post","2023","Cabinet Office (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","70","65","35000","34320"
"In post","2023","Cabinet Office (excl. agencies)","South East (England)","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South East (England)","Hampshire and Isle of Wight","North Hampshire","25","25","42870","37110"
"In post","2023","Cabinet Office (excl. agencies)","South East (England)","Hampshire and Isle of Wight","Portsmouth","10","10","34880","34320"
"In post","2023","Cabinet Office (excl. agencies)","South East (England)","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South East (England)","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South West (England)","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South West (England)","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South West (England)","Dorset and Somerset","Dorset","10","10","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","130","125","48520","51290"
"In post","2023","Cabinet Office (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Unknown","Unknown","Unknown","165","160","42460","36460"
"In post","2023","Cabinet Office (excl. agencies)","Wales","East Wales","Cardiff and Vale of Glamorgan","45","45","46640","51290"
"In post","2023","Cabinet Office (excl. agencies)","Wales","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","West Midlands (England)","West Midlands","Birmingham","60","60","62460","53420"
"In post","2023","Cabinet Office (excl. agencies)","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","5","5","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Yorkshire and The Humber","North Yorkshire","York","575","550","34310","33020"
"In post","2023","Cabinet Office (excl. agencies)","Yorkshire and The Humber","South Yorkshire","Sheffield","45","40","43740","39580"
"In post","2023","Cabinet Office (excl. agencies)","Yorkshire and The Humber","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Cabinet Office (excl. agencies)","Yorkshire and The Humber","West Yorkshire","Leeds","65","60","44220","41050"
"In post","2023","Central Civil Service Fast Stream","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","20","20","31100","30130"
"In post","2023","Central Civil Service Fast Stream","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","East of England","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","East of England","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","London","Inner London - East","Hackney and Newham","30","30","30990","30130"
"In post","2023","Central Civil Service Fast Stream","London","Inner London - East","Lambeth","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","London","Inner London - East","Tower Hamlets","60","60","30620","30130"
"In post","2023","Central Civil Service Fast Stream","London","Inner London - West","Westminster","1095","1090","30760","30130"
"In post","2023","Central Civil Service Fast Stream","London","Outer London - South","Croydon","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","North East (England)","Northumberland, and Tyne and Wear","Tyneside","40","40","30530","30130"
"In post","2023","Central Civil Service Fast Stream","North East (England)","Tees Valley and Durham","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","North West (England)","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","North West (England)","Greater Manchester","Greater Manchester South West","45","45","30670","30130"
"In post","2023","Central Civil Service Fast Stream","North West (England)","Greater Manchester","Manchester","40","40","30190","30130"
"In post","2023","Central Civil Service Fast Stream","North West (England)","Lancashire","Blackpool","5","5","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","North West (England)","Merseyside","Liverpool","15","15","30870","30130"
"In post","2023","Central Civil Service Fast Stream","Scotland","Eastern Scotland","City of Edinburgh","20","20","30310","30130"
"In post","2023","Central Civil Service Fast Stream","Scotland","West Central Scotland","Glasgow City","30","30","31190","30130"
"In post","2023","Central Civil Service Fast Stream","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","5","5","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","South East (England)","Hampshire and Isle of Wight","Central Hampshire","10","10","30750","30130"
"In post","2023","Central Civil Service Fast Stream","South East (England)","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","South East (England)","Hampshire and Isle of Wight","South Hampshire","5","5","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","South West (England)","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","South West (England)","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","5","5","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","25","25","30240","30130"
"In post","2023","Central Civil Service Fast Stream","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Unknown","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Wales","East Wales","Cardiff and Vale of Glamorgan","35","35","30760","30130"
"In post","2023","Central Civil Service Fast Stream","Wales","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","West Midlands (England)","West Midlands","Birmingham","45","45","30770","30130"
"In post","2023","Central Civil Service Fast Stream","West Midlands (England)","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Yorkshire and The Humber","North Yorkshire","York","25","25","29880","28840"
"In post","2023","Central Civil Service Fast Stream","Yorkshire and The Humber","South Yorkshire","Sheffield","10","10","[c]","[c]"
"In post","2023","Central Civil Service Fast Stream","Yorkshire and The Humber","West Yorkshire","Leeds","50","50","30800","30130"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","East of England","East Anglia","Suffolk CC","475","450","36290","31270"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","10","10","[c]","[c]"
