"Status","Year","Organisation","Region_ITL1","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","West Midlands (England)","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","West Midlands (England)","West Midlands","Solihull","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Yorkshire and The Humber","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Yorkshire and The Humber","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Yorkshire and The Humber","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Yorkshire and The Humber","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","10","10","36480","36410"
"In post","2023","Met Office","East Midlands (England)","Lincolnshire","Lincolnshire CC","30","30","34210","32770"
"In post","2023","Met Office","East of England","Bedfordshire and Hertfordshire","Bedford","10","10","36430","36190"
"In post","2023","Met Office","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","10","10","[c]","[c]"
"In post","2023","Met Office","East of England","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","East of England","East Anglia","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","East of England","East Anglia","Suffolk CC","10","10","34010","32930"
"In post","2023","Met Office","London","Inner London - West","Westminster","10","10","47710","47030"
"In post","2023","Met Office","London","Outer London - West and North West","Harrow and Hillingdon","25","20","35090","33050"
"In post","2023","Met Office","North West (England)","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","North West (England)","Lancashire","Chorley and West Lancashire","5","5","[c]","[c]"
"In post","2023","Met Office","Northern Ireland","Northern Ireland","Antrim and Newtownabbey","15","15","35330","33130"
"In post","2023","Met Office","Overseas","Overseas","Overseas","30","30","34770","37420"
"In post","2023","Met Office","Scotland","Eastern Scotland","City of Edinburgh","25","25","37840","37420"
"In post","2023","Met Office","Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","20","20","30290","31580"
"In post","2023","Met Office","Scotland","Highlands and Islands","Shetland Islands","5","5","[c]","[c]"
"In post","2023","Met Office","Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","35","30","37200","37420"
"In post","2023","Met Office","Scotland","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Scotland","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","25","25","43540","39650"
"In post","2023","Met Office","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","25","25","33510","32730"
"In post","2023","Met Office","South East (England)","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","South East (England)","Hampshire and Isle of Wight","North Hampshire","15","15","35400","34060"
"In post","2023","Met Office","South East (England)","Hampshire and Isle of Wight","South Hampshire","10","10","[c]","[c]"
"In post","2023","Met Office","South East (England)","Hampshire and Isle of Wight","Southampton","10","10","[c]","[c]"
"In post","2023","Met Office","South East (England)","Surrey, East and West Sussex","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2023","Met Office","South West (England)","Devon","Devon CC","1900","1810","40120","39650"
"In post","2023","Met Office","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","15","15","32680","32810"
"In post","2023","Met Office","Wales","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Wales","West Wales and The Valleys","Isle of Anglesey","5","5","[c]","[c]"
"In post","2023","Met Office","Wales","West Wales and The Valleys","South West Wales","5","5","[c]","[c]"
"In post","2023","Met Office","West Midlands (England)","Shropshire and Staffordshire","Shropshire","5","5","[c]","[c]"
"In post","2023","Met Office","West Midlands (England)","West Midlands","Birmingham","5","5","[c]","[c]"
"In post","2023","Met Office","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","5","5","[c]","[c]"
"In post","2023","Met Office","Yorkshire and The Humber","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Yorkshire and The Humber","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","50","50","36620","40880"
"In post","2023","Ministry of Defence (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","35","35","31770","22220"
"In post","2023","Ministry of Defence (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","10","10","22980","22220"
"In post","2023","Ministry of Defence (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","275","255","33000","27300"
"In post","2023","Ministry of Defence (excl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","170","165","27050","22220"
"In post","2023","Ministry of Defence (excl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","50","50","32930","33990"
"In post","2023","Ministry of Defence (excl. agencies)","East Midlands (England)","Lincolnshire","Lincolnshire CC","890","865","28100","22330"
"In post","2023","Ministry of Defence (excl. agencies)","East of England","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","300","290","31470","27470"
"In post","2023","Ministry of Defence (excl. agencies)","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","480","475","43490","39030"
"In post","2023","Ministry of Defence (excl. agencies)","East of England","Bedfordshire and Hertfordshire","Luton","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","East of England","East Anglia","Breckland and South Norfolk","20","20","31990","33990"
"In post","2023","Ministry of Defence (excl. agencies)","East of England","East Anglia","Cambridgeshire CC","1305","1270","36880","34300"
"In post","2023","Ministry of Defence (excl. agencies)","East of England","East Anglia","North and West Norfolk","300","285","27230","22220"
"In post","2023","Ministry of Defence (excl. agencies)","East of England","East Anglia","Norwich and East Norfolk","10","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","East of England","East Anglia","Peterborough","145","140","26290","22220"
"In post","2023","Ministry of Defence (excl. agencies)","East of England","East Anglia","Suffolk CC","650","630","27380","23400"
"In post","2023","Ministry of Defence (excl. agencies)","East of England","Essex","Essex Haven Gateway","210","205","32780","28370"
"In post","2023","Ministry of Defence (excl. agencies)","East of England","Essex","Heart of Essex","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","East of England","Essex","Southend-on-Sea","15","15","26230","23720"
"In post","2023","Ministry of Defence (excl. agencies)","East of England","Essex","West Essex","40","40","26150","19770"
"In post","2023","Ministry of Defence (excl. agencies)","London","Inner London - East","Hackney and Newham","10","10","25860","26560"
"In post","2023","Ministry of Defence (excl. agencies)","London","Inner London - East","Haringey and Islington","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","London","Inner London - East","Lambeth","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","London","Inner London - East","Lewisham and Southwark","20","20","25350","25060"
"In post","2023","Ministry of Defence (excl. agencies)","London","Inner London - East","Tower Hamlets","20","20","31920","29070"
"In post","2023","Ministry of Defence (excl. agencies)","London","Inner London - West","Camden and City of London","120","120","37950","34390"
"In post","2023","Ministry of Defence (excl. agencies)","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","25","25","37460","36210"
"In post","2023","Ministry of Defence (excl. agencies)","London","Inner London - West","Wandsworth","20","20","25070","23970"
"In post","2023","Ministry of Defence (excl. agencies)","London","Inner London - West","Westminster","3260","3210","48550","45750"
"In post","2023","Ministry of Defence (excl. agencies)","London","Outer London - East and North East","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","London","Outer London - East and North East","Bexley and Greenwich","115","110","35600","34800"
"In post","2023","Ministry of Defence (excl. agencies)","London","Outer London - East and North East","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","London","Outer London - South","Croydon","10","10","23680","22420"
"In post","2023","Ministry of Defence (excl. agencies)","London","Outer London - South","Merton, Kingston upon Thames and Sutton","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","London","Outer London - West and North West","Barnet","20","20","28530","27450"
"In post","2023","Ministry of Defence (excl. agencies)","London","Outer London - West and North West","Brent","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","London","Outer London - West and North West","Ealing","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","London","Outer London - West and North West","Harrow and Hillingdon","160","155","35020","29150"
"In post","2023","Ministry of Defence (excl. agencies)","London","Outer London - West and North West","Hounslow and Richmond upon Thames","255","240","33750","30360"
"In post","2023","Ministry of Defence (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","Northumberland","105","100","28280","22840"
"In post","2023","Ministry of Defence (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","Sunderland","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","North East (England)","Northumberland, and Tyne and Wear","Tyneside","75","75","23070","22220"
"In post","2023","Ministry of Defence (excl. agencies)","North East (England)","Tees Valley and Durham","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","North East (England)","Tees Valley and Durham","Durham","20","20","23290","22220"
"In post","2023","Ministry of Defence (excl. agencies)","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","North East (England)","Tees Valley and Durham","South Teesside","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","North West (England)","Cheshire","Cheshire East","285","265","29670","27140"
"In post","2023","Ministry of Defence (excl. agencies)","North West (England)","Cheshire","Cheshire West and Chester","30","30","35490","33910"
"In post","2023","Ministry of Defence (excl. agencies)","North West (England)","Cheshire","Warrington","15","15","23230","22220"
"In post","2023","Ministry of Defence (excl. agencies)","North West (England)","Cumbria","East Cumbria","70","65","27630","22220"
"In post","2023","Ministry of Defence (excl. agencies)","North West (England)","Cumbria","West Cumbria","75","75","36870","34300"
"In post","2023","Ministry of Defence (excl. agencies)","North West (England)","Greater Manchester","Greater Manchester North East","15","15","21910","21380"
"In post","2023","Ministry of Defence (excl. agencies)","North West (England)","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","North West (England)","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","North West (England)","Greater Manchester","Greater Manchester South West","15","15","21020","21580"
"In post","2023","Ministry of Defence (excl. agencies)","North West (England)","Greater Manchester","Manchester","65","60","34190","33830"
"In post","2023","Ministry of Defence (excl. agencies)","North West (England)","Lancashire","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","North West (England)","Lancashire","Blackpool","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","North West (England)","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","North West (England)","Lancashire","Lancaster and Wyre","550","510","29940","27470"
"In post","2023","Ministry of Defence (excl. agencies)","North West (England)","Lancashire","Mid Lancashire","115","110","29970","27070"
"In post","2023","Ministry of Defence (excl. agencies)","North West (England)","Merseyside","East Merseyside","15","15","23230","22330"
"In post","2023","Ministry of Defence (excl. agencies)","North West (England)","Merseyside","Liverpool","325","310","28890","27080"
"In post","2023","Ministry of Defence (excl. agencies)","North West (England)","Merseyside","Sefton","25","25","24140","22220"
"In post","2023","Ministry of Defence (excl. agencies)","North West (England)","Merseyside","Wirral","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Northern Ireland","Northern Ireland","Antrim and Newtownabbey","160","155","25200","22130"
"In post","2023","Ministry of Defence (excl. agencies)","Northern Ireland","Northern Ireland","Ards and North Down","160","150","24560","22130"
"In post","2023","Ministry of Defence (excl. agencies)","Northern Ireland","Northern Ireland","Armagh City, Banbridge and Craigavon","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Northern Ireland","Northern Ireland","Belfast","50","45","23430","22130"
"In post","2023","Ministry of Defence (excl. agencies)","Northern Ireland","Northern Ireland","Causeway Coast and Glens","65","65","22430","22130"
"In post","2023","Ministry of Defence (excl. agencies)","Northern Ireland","Northern Ireland","Derry City and Strabane","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Northern Ireland","Northern Ireland","Fermanagh and Omagh","20","20","22390","22130"
"In post","2023","Ministry of Defence (excl. agencies)","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","320","305","29550","22970"
"In post","2023","Ministry of Defence (excl. agencies)","Northern Ireland","Northern Ireland","Newry, Mourne and Down","65","65","22680","22130"
"In post","2023","Ministry of Defence (excl. agencies)","Overseas","Overseas","Overseas","670","670","55610","52950"
"In post","2023","Ministry of Defence (excl. agencies)","Scotland","Eastern Scotland","Angus and Dundee City","45","40","25000","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Scotland","Eastern Scotland","City of Edinburgh","225","215","29910","24560"
"In post","2023","Ministry of Defence (excl. agencies)","Scotland","Eastern Scotland","Clackmannanshire and Fife","320","305","32910","32850"
"In post","2023","Ministry of Defence (excl. agencies)","Scotland","Eastern Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Scotland","Eastern Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Scotland","Eastern Scotland","Perth and Kinross, and Stirling","95","90","33490","27480"
"In post","2023","Ministry of Defence (excl. agencies)","Scotland","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Scotland","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","20","20","33280","31630"
"In post","2023","Ministry of Defence (excl. agencies)","Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","330","320","27210","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Scotland","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","20","15","22830","21380"
"In post","2023","Ministry of Defence (excl. agencies)","Scotland","Highlands and Islands","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","95","95","42790","45880"
"In post","2023","Ministry of Defence (excl. agencies)","Scotland","Southern Scotland","Dumfries and Galloway","15","15","23340","21380"
"In post","2023","Ministry of Defence (excl. agencies)","Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","55","50","31770","33830"
"In post","2023","Ministry of Defence (excl. agencies)","Scotland","Southern Scotland","South Ayrshire","25","20","24120","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Scotland","Southern Scotland","South Lanarkshire","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","1475","1435","33780","30700"
"In post","2023","Ministry of Defence (excl. agencies)","Scotland","West Central Scotland","Glasgow City","840","795","27750","22330"
"In post","2023","Ministry of Defence (excl. agencies)","Scotland","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Scotland","West Central Scotland","North Lanarkshire","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","920","900","37630","40590"
"In post","2023","Ministry of Defence (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","755","730","36880","35830"
"In post","2023","Ministry of Defence (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","785","755","32820","27500"
"In post","2023","Ministry of Defence (excl. agencies)","South East (England)","Hampshire and Isle of Wight","Central Hampshire","2140","2085","36400","34300"
"In post","2023","Ministry of Defence (excl. agencies)","South East (England)","Hampshire and Isle of Wight","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","South East (England)","Hampshire and Isle of Wight","North Hampshire","500","480","32910","29570"
"In post","2023","Ministry of Defence (excl. agencies)","South East (England)","Hampshire and Isle of Wight","Portsmouth","1760","1705","35720","33990"
"In post","2023","Ministry of Defence (excl. agencies)","South East (England)","Hampshire and Isle of Wight","South Hampshire","570","555","33010","33470"
"In post","2023","Ministry of Defence (excl. agencies)","South East (England)","Hampshire and Isle of Wight","Southampton","10","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","South East (England)","Kent","East Kent","115","110","29000","27470"
"In post","2023","Ministry of Defence (excl. agencies)","South East (England)","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","South East (England)","Kent","Medway","95","90","29130","26240"
"In post","2023","Ministry of Defence (excl. agencies)","South East (England)","Kent","Mid Kent","10","10","32910","27300"
"In post","2023","Ministry of Defence (excl. agencies)","South East (England)","Kent","West Kent","20","20","38580","45380"
"In post","2023","Ministry of Defence (excl. agencies)","South East (England)","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","South East (England)","Surrey, East and West Sussex","East Surrey","10","10","31630","25390"
"In post","2023","Ministry of Defence (excl. agencies)","South East (England)","Surrey, East and West Sussex","East Sussex CC","10","10","24350","21800"
"In post","2023","Ministry of Defence (excl. agencies)","South East (England)","Surrey, East and West Sussex","West Surrey","200","185","29170","22680"
"In post","2023","Ministry of Defence (excl. agencies)","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","25","25","30920","24680"
"In post","2023","Ministry of Defence (excl. agencies)","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","430","405","26800","22360"
"In post","2023","Ministry of Defence (excl. agencies)","South West (England)","Devon","Devon CC","385","370","26870","22840"
"In post","2023","Ministry of Defence (excl. agencies)","South West (England)","Devon","Plymouth","830","800","33910","30200"
"In post","2023","Ministry of Defence (excl. agencies)","South West (England)","Devon","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","South West (England)","Dorset and Somerset","Bournemouth, Christchurch and Poole","100","100","25850","22220"
"In post","2023","Ministry of Defence (excl. agencies)","South West (England)","Dorset and Somerset","Dorset","540","525","31410","27740"
"In post","2023","Ministry of Defence (excl. agencies)","South West (England)","Dorset and Somerset","Somerset CC","295","285","26700","22220"
"In post","2023","Ministry of Defence (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","2195","2115","40850","41000"
"In post","2023","Ministry of Defence (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","40","35","23750","22220"
"In post","2023","Ministry of Defence (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","320","310","32380","27470"
"In post","2023","Ministry of Defence (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","3115","2990","36730","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Unknown","Unknown","Unknown","35","35","40540","33990"
"In post","2023","Ministry of Defence (excl. agencies)","Wales","East Wales","Cardiff and Vale of Glamorgan","250","240","28070","24440"
"In post","2023","Ministry of Defence (excl. agencies)","Wales","East Wales","Flintshire and Wrexham","65","60","32320","28190"
"In post","2023","Ministry of Defence (excl. agencies)","Wales","East Wales","Monmouthshire and Newport","25","25","23770","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Wales","East Wales","Powys","235","230","26830","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Wales","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Wales","West Wales and The Valleys","Central Valleys","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Wales","West Wales and The Valleys","Conwy and Denbighshire","15","15","23140","21480"
"In post","2023","Ministry of Defence (excl. agencies)","Wales","West Wales and The Valleys","Gwent Valleys","15","10","26960","22840"
"In post","2023","Ministry of Defence (excl. agencies)","Wales","West Wales and The Valleys","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Wales","West Wales and The Valleys","Isle of Anglesey","80","80","27940","27040"
"In post","2023","Ministry of Defence (excl. agencies)","Wales","West Wales and The Valleys","South West Wales","50","45","24780","21380"
"In post","2023","Ministry of Defence (excl. agencies)","Wales","West Wales and The Valleys","Swansea","10","10","23030","22220"
"In post","2023","Ministry of Defence (excl. agencies)","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","320","315","28570","25950"
"In post","2023","Ministry of Defence (excl. agencies)","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","115","110","26720","22220"
"In post","2023","Ministry of Defence (excl. agencies)","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","25","25","23300","22220"
"In post","2023","Ministry of Defence (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","Shropshire","540","525","30460","30140"
"In post","2023","Ministry of Defence (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","1055","1015","38020","34300"
"In post","2023","Ministry of Defence (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","235","230","33350","27500"
"In post","2023","Ministry of Defence (excl. agencies)","West Midlands (England)","West Midlands","Birmingham","85","75","26350","22220"
"In post","2023","Ministry of Defence (excl. agencies)","West Midlands (England)","West Midlands","Coventry","10","10","21710","22220"
"In post","2023","Ministry of Defence (excl. agencies)","West Midlands (England)","West Midlands","Dudley","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","West Midlands (England)","West Midlands","Sandwell","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","West Midlands (England)","West Midlands","Walsall","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","West Midlands (England)","West Midlands","Wolverhampton","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","455","440","28520","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","15","15","22260","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","1200","1155","31190","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","North Yorkshire","York","190","185","30920","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","South Yorkshire","Sheffield","15","15","21950","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","West Yorkshire","Leeds","25","25","22800","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","West Yorkshire","Wakefield","10","10","24550","22220"
"In post","2023","Ministry of Justice (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","15","15","37720","33430"
"In post","2023","Ministry of Justice (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","140","140","40460","37680"
"In post","2023","Ministry of Justice (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","15","15","42200","41510"
"In post","2023","Ministry of Justice (excl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","20","20","41000","39280"
"In post","2023","Ministry of Justice (excl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","65","65","30240","27140"
"In post","2023","Ministry of Justice (excl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","10","10","45200","40250"
"In post","2023","Ministry of Justice (excl. agencies)","East Midlands (England)","Lincolnshire","Lincolnshire CC","20","15","37690","32850"
"In post","2023","Ministry of Justice (excl. agencies)","East of England","Bedfordshire and Hertfordshire","Bedford","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","10","10","41340","37680"
"In post","2023","Ministry of Justice (excl. agencies)","East of England","Bedfordshire and Hertfordshire","Luton","[c]","[c]","[c]","[c]"
