"Status","Year","Parent_department","Profession_of_post","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","Commercial","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Commercial","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Commercial","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Commercial","London","Westminster","15","15","37970","37510"
"In post","2023","Attorney General's Departments","Commercial","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Commercial","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Commercial","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Commercial","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Commercial","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Commercial","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Commercial","West Midlands (England)","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Commercial","Yorkshire and The Humber","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Commercial","Yorkshire and The Humber","York","10","10","43620","38940"
"In post","2023","Attorney General's Departments","Communications","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","East of England","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","London","Westminster","65","65","43150","40540"
"In post","2023","Attorney General's Departments","Communications","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","North West (England)","Liverpool","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","Yorkshire and The Humber","Wakefield","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Communications","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Corporate Finance","London","Westminster","10","10","47560","40360"
"In post","2023","Attorney General's Departments","Counter Fraud","London","Westminster","235","230","47500","41400"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","East Midlands (England)","Nottingham","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","East of England","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","East of England","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","London","Westminster","100","100","49900","46030"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","North East (England)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","North East (England)","Tyneside","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","North West (England)","Liverpool","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","South West (England)","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Wales","Flintshire and Wrexham","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Wales","Swansea","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","West Midlands (England)","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Yorkshire and The Humber","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Yorkshire and The Humber","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Yorkshire and The Humber","Wakefield","15","15","41320","38940"
"In post","2023","Attorney General's Departments","Digital, Data and Technology","Yorkshire and The Humber","York","20","20","36650","33100"
"In post","2023","Attorney General's Departments","Finance","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","East Midlands (England)","Nottingham","25","25","26590","26900"
"In post","2023","Attorney General's Departments","Finance","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","East of England","Hertfordshire CC","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","East of England","Norwich and East Norfolk","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","London","Croydon","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","London","Westminster","95","90","39800","31640"
"In post","2023","Attorney General's Departments","Finance","North East (England)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","North West (England)","Liverpool","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","North West (England)","Manchester","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","South East (England)","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","South East (England)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Wales","Cardiff and Vale of Glamorgan","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","West Midlands (England)","Birmingham","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Yorkshire and The Humber","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Yorkshire and The Humber","Wakefield","15","15","29890","27400"
"In post","2023","Attorney General's Departments","Finance","Yorkshire and The Humber","York","15","15","35630","31180"
"In post","2023","Attorney General's Departments","Human Resources","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","East of England","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","London","Westminster","140","135","43220","37850"
"In post","2023","Attorney General's Departments","Human Resources","North East (England)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","North East (England)","Tyneside","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","North West (England)","Liverpool","40","40","35850","31180"
"In post","2023","Attorney General's Departments","Human Resources","North West (England)","Manchester","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","South East (England)","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
