"Status","Year","Disability","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Communications","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Business, Energy and Industrial Strategy","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Business, Energy and Industrial Strategy","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Education","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Environment, Food and Rural Affairs","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Environment, Food and Rural Affairs","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Levelling Up, Housing and Communities","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Levelling Up, Housing and Communities","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Transport","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Work and Pensions","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Work and Pensions","EO","10","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Work and Pensions","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department for Work and Pensions","SEO/HEO","25","20","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department of Health and Social Care","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Department of Health and Social Care","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","HM Revenue and Customs","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","HM Revenue and Customs","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Communications","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Home Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Home Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Ministry of Defence","EO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Communications","Ministry of Defence","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Ministry of Defence","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Communications","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Ministry of Justice","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Communications","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
