"Status","Year","Ethnicity","Organisation","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","White","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Forestry and Land Scotland","Outside London","AA/AO","60","[c]","26600","26220"
"Leaver CS","2023","White","Forestry and Land Scotland","Outside London","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Forestry and Land Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Forestry and Land Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Forestry and Land Scotland","Outside London","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Actuary's Department","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Actuary's Department","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Actuary's Department","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Actuary's Department","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Actuary's Department","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Actuary's Department","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Commercial Organisation","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Commercial Organisation","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Commercial Organisation","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Commercial Organisation","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Commercial Organisation","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Commercial Organisation","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Commercial Organisation","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Commercial Organisation","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Internal Audit Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Internal Audit Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Internal Audit Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Internal Audit Agency","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Internal Audit Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Internal Audit Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Internal Audit Agency","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Internal Audit Agency","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Internal Audit Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Internal Audit Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Legal Department","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Legal Department","London","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Legal Department","London","G6/G7","100","[c]","59940","53910"
"Leaver CS","2023","White","Government Legal Department","London","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Legal Department","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Legal Department","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Legal Department","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Legal Department","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Legal Department","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Property Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Property Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Property Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Property Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Property Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Property Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Government Property Agency","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Courts and Tribunals Service","London","AA/AO","65","[c]","24520","25480"
"Leaver CS","2023","White","HM Courts and Tribunals Service","London","EO","45","[c]","29290","29660"
"Leaver CS","2023","White","HM Courts and Tribunals Service","London","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Courts and Tribunals Service","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Courts and Tribunals Service","London","SEO/HEO","35","[c]","40890","43650"
"Leaver CS","2023","White","HM Courts and Tribunals Service","Outside London","AA/AO","700","[c]","21180","21780"
"Leaver CS","2023","White","HM Courts and Tribunals Service","Outside London","EO","95","[c]","25670","25830"
"Leaver CS","2023","White","HM Courts and Tribunals Service","Outside London","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Courts and Tribunals Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Courts and Tribunals Service","Outside London","SEO/HEO","100","[c]","37920","37680"
"Leaver CS","2023","White","HM Courts and Tribunals Service","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Courts and Tribunals Service","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Land Registry","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Land Registry","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Land Registry","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Land Registry","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Land Registry","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Land Registry","Outside London","AA/AO","65","[c]","23270","23390"
"Leaver CS","2023","White","HM Land Registry","Outside London","EO","90","[c]","28340","28080"
"Leaver CS","2023","White","HM Land Registry","Outside London","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Land Registry","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Land Registry","Outside London","SEO/HEO","120","[c]","38430","34850"
"Leaver CS","2023","White","HM Prison and Probation Service","London","AA/AO","180","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Prison and Probation Service","London","EO","45","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Prison and Probation Service","London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Prison and Probation Service","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Prison and Probation Service","London","SEO/HEO","45","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Prison and Probation Service","London","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Prison and Probation Service","Outside London","AA/AO","2640","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Prison and Probation Service","Outside London","EO","370","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Prison and Probation Service","Outside London","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Prison and Probation Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Prison and Probation Service","Outside London","SEO/HEO","290","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Prison and Probation Service","Outside London","Unknown","1025","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Prison and Probation Service","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Prison and Probation Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Revenue and Customs (excl. agencies)","London","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Revenue and Customs (excl. agencies)","London","EO","35","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Revenue and Customs (excl. agencies)","London","G6/G7","75","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Revenue and Customs (excl. agencies)","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Revenue and Customs (excl. agencies)","London","SEO/HEO","95","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Revenue and Customs (excl. agencies)","Outside London","AA/AO","1090","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Revenue and Customs (excl. agencies)","Outside London","EO","490","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Revenue and Customs (excl. agencies)","Outside London","G6/G7","180","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Revenue and Customs (excl. agencies)","Outside London","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Revenue and Customs (excl. agencies)","Outside London","SEO/HEO","510","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Treasury (excl. agencies)","London","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Treasury (excl. agencies)","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Treasury (excl. agencies)","London","G6/G7","70","[c]","57240","54130"
"Leaver CS","2023","White","HM Treasury (excl. agencies)","London","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Treasury (excl. agencies)","London","SEO/HEO","55","[c]","35500","33820"
"Leaver CS","2023","White","HM Treasury (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Treasury (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Treasury (excl. agencies)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","HM Treasury (excl. agencies)","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Health and Safety Executive","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Health and Safety Executive","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Health and Safety Executive","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Health and Safety Executive","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Health and Safety Executive","Outside London","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Health and Safety Executive","Outside London","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Health and Safety Executive","Outside London","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Health and Safety Executive","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Health and Safety Executive","Outside London","SEO/HEO","85","[c]","43550","41550"
"Leaver CS","2023","White","Home Office","London","AA/AO","45","[c]","24670","25630"
"Leaver CS","2023","White","Home Office","London","EO","85","[c]","29870","29890"
"Leaver CS","2023","White","Home Office","London","G6/G7","110","[c]","63380","59790"
"Leaver CS","2023","White","Home Office","London","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Home Office","London","SEO/HEO","165","[c]","39680","38110"
"Leaver CS","2023","White","Home Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Home Office","Outside London","AA/AO","310","[c]","22090","22400"
"Leaver CS","2023","White","Home Office","Outside London","EO","385","[c]","26680","26370"
"Leaver CS","2023","White","Home Office","Outside London","G6/G7","45","[c]","59080","54590"
"Leaver CS","2023","White","Home Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Home Office","Outside London","SEO/HEO","145","[c]","35790","34050"
"Leaver CS","2023","White","Home Office","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Home Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Home Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Home Office","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Home Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Home Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Institute for Apprenticeships and Technical Education","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Institute for Apprenticeships and Technical Education","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Institute for Apprenticeships and Technical Education","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Institute for Apprenticeships and Technical Education","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Institute for Apprenticeships and Technical Education","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Institute for Apprenticeships and Technical Education","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Institute for Apprenticeships and Technical Education","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Intellectual Property Office","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Intellectual Property Office","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Intellectual Property Office","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Intellectual Property Office","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Intellectual Property Office","Outside London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Intellectual Property Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Intellectual Property Office","Outside London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal Aid Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal Aid Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal Aid Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal Aid Agency","Outside London","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal Aid Agency","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal Aid Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Legal Aid Agency","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Maritime and Coastguard Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Maritime and Coastguard Agency","Outside London","AA/AO","35","[c]","22210","22500"
"Leaver CS","2023","White","Maritime and Coastguard Agency","Outside London","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Maritime and Coastguard Agency","Outside London","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Maritime and Coastguard Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Maritime and Coastguard Agency","Outside London","SEO/HEO","45","[c]","36250","32950"
"Leaver CS","2023","White","Medicines and Healthcare Products Regulatory Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Medicines and Healthcare Products Regulatory Agency","London","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Medicines and Healthcare Products Regulatory Agency","London","G6/G7","35","[c]","62770","62790"
"Leaver CS","2023","White","Medicines and Healthcare Products Regulatory Agency","London","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Medicines and Healthcare Products Regulatory Agency","London","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Medicines and Healthcare Products Regulatory Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Medicines and Healthcare Products Regulatory Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Medicines and Healthcare Products Regulatory Agency","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Medicines and Healthcare Products Regulatory Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Medicines and Healthcare Products Regulatory Agency","Outside London","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Met Office","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Met Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Met Office","Outside London","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Met Office","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Met Office","Outside London","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Met Office","Outside London","SEO/HEO","65","[c]","36580","35230"
"Leaver CS","2023","White","Met Office","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Ministry of Defence (excl. agencies)","London","AA/AO","40","[c]","27260","24660"
"Leaver CS","2023","White","Ministry of Defence (excl. agencies)","London","EO","35","[c]","32610","31020"
"Leaver CS","2023","White","Ministry of Defence (excl. agencies)","London","G6/G7","30","[c]","64680","61440"
"Leaver CS","2023","White","Ministry of Defence (excl. agencies)","London","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Ministry of Defence (excl. agencies)","London","SEO/HEO","75","[c]","43470","44500"
"Leaver CS","2023","White","Ministry of Defence (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Ministry of Defence (excl. agencies)","Outside London","AA/AO","1105","[c]","24370","22220"
"Leaver CS","2023","White","Ministry of Defence (excl. agencies)","Outside London","EO","440","[c]","29750","27470"
"Leaver CS","2023","White","Ministry of Defence (excl. agencies)","Outside London","G6/G7","135","[c]","64230","60350"
"Leaver CS","2023","White","Ministry of Defence (excl. agencies)","Outside London","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Ministry of Defence (excl. agencies)","Outside London","SEO/HEO","680","[c]","39030","38160"
"Leaver CS","2023","White","Ministry of Defence (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Ministry of Defence (excl. agencies)","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Ministry of Defence (excl. agencies)","Overseas","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Ministry of Defence (excl. agencies)","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Ministry of Defence (excl. agencies)","Overseas","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Ministry of Defence (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Ministry of Defence (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Ministry of Defence (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Ministry of Defence (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Ministry of Justice (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Ministry of Justice (excl. agencies)","London","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Ministry of Justice (excl. agencies)","London","G6/G7","65","[c]","62030","60340"
"Leaver CS","2023","White","Ministry of Justice (excl. agencies)","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Ministry of Justice (excl. agencies)","London","SEO/HEO","60","[c]","41380","42480"
"Leaver CS","2023","White","Ministry of Justice (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Ministry of Justice (excl. agencies)","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Ministry of Justice (excl. agencies)","Outside London","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Ministry of Justice (excl. agencies)","Outside London","G6/G7","40","[c]","59080","59590"
"Leaver CS","2023","White","Ministry of Justice (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Ministry of Justice (excl. agencies)","Outside London","SEO/HEO","60","[c]","36220","35250"
"Leaver CS","2023","White","Ministry of Justice (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Ministry of Justice (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Ministry of Justice (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","National Crime Agency","London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","National Crime Agency","London","EO","35","[c]","37590","37730"
"Leaver CS","2023","White","National Crime Agency","London","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","White","National Crime Agency","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","National Crime Agency","London","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","White","National Crime Agency","Outside London","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2023","White","National Crime Agency","Outside London","EO","75","[c]","35250","36040"
"Leaver CS","2023","White","National Crime Agency","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","White","National Crime Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","National Crime Agency","Outside London","SEO/HEO","75","[c]","44030","43840"
"Leaver CS","2023","White","National Crime Agency","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","National Crime Agency","Overseas","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","National Crime Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","National Crime Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","National Infrastructure Commission","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","National Infrastructure Commission","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","National Infrastructure Commission","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","National Infrastructure Commission","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","National Records of Scotland","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","National Records of Scotland","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","National Records of Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","National Records of Scotland","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","National Savings and Investments","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","National Savings and Investments","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","National Savings and Investments","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","National Savings and Investments","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","National Savings and Investments","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","National Savings and Investments","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","National Savings and Investments","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","National Savings and Investments","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Northern Ireland Office","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Northern Ireland Office","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Northern Ireland Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Northern Ireland Office","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Northern Ireland Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Northern Ireland Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Office for Budget Responsibility","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Office for Budget Responsibility","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Office for Budget Responsibility","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Office for Standards in Education, Children's Services and Skills","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Office for Standards in Education, Children's Services and Skills","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Office for Standards in Education, Children's Services and Skills","London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Office for Standards in Education, Children's Services and Skills","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Office for Standards in Education, Children's Services and Skills","Outside London","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Office for Standards in Education, Children's Services and Skills","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","White","Office for Standards in Education, Children's Services and Skills","Outside London","G6/G7","75","[c]","77590","77470"
"Leaver CS","2023","White","Office for Standards in Education, Children's Services and Skills","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Office for Standards in Education, Children's Services and Skills","Outside London","SEO/HEO","60","[c]","46290","47750"
"Leaver CS","2023","White","Office of Gas and Electricity Markets","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Office of Gas and Electricity Markets","London","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Office of Gas and Electricity Markets","London","G6/G7","40","[c]","62790","61200"
"Leaver CS","2023","White","Office of Gas and Electricity Markets","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Office of Gas and Electricity Markets","London","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Office of Gas and Electricity Markets","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Office of Gas and Electricity Markets","Outside London","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Office of Gas and Electricity Markets","Outside London","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2023","White","Office of Gas and Electricity Markets","Outside London","SEO/HEO","30","[c]","35420","35000"
"Leaver CS","2023","White","Office of Qualifications and Examinations Regulation","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Office of Qualifications and Examinations Regulation","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","White","Office of Rail and Road","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Office of Rail and Road","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Office of Rail and Road","London","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","White","Office of Rail and Road","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Office of Rail and Road","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Office of Rail and Road","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","White","Office of the Public Guardian","Outside London","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2023","White","Office of the Public Guardian","Outside London","EO","5","[c]","[c]","[c]"
