"Status","Year","Ethnicity","Function_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Other ethnicity","Unknown","Scotland","Eastern Scotland","20","15","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","Scotland","West Central Scotland","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","Wales","East Wales","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","Wales","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Unknown","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Analysis","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Analysis","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Analysis","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Analysis","East of England","East Anglia","15","15","[c]","[c]"
"In post","2023","Undeclared","Analysis","London","Inner London - East","35","35","52450","47160"
"In post","2023","Undeclared","Analysis","London","Inner London - West","85","80","51730","53000"
"In post","2023","Undeclared","Analysis","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Analysis","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Analysis","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Analysis","North East (England)","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2023","Undeclared","Analysis","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Analysis","North West (England)","Greater Manchester","5","5","[c]","[c]"
"In post","2023","Undeclared","Analysis","North West (England)","Merseyside","5","5","[c]","[c]"
"In post","2023","Undeclared","Analysis","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Analysis","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Analysis","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Analysis","South East (England)","Hampshire and Isle of Wight","50","50","48900","49260"
"In post","2023","Undeclared","Analysis","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Analysis","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Analysis","South West (England)","Dorset and Somerset","5","5","[c]","[c]"
"In post","2023","Undeclared","Analysis","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","55","55","45540","44950"
"In post","2023","Undeclared","Analysis","Wales","East Wales","20","20","[c]","[c]"
"In post","2023","Undeclared","Analysis","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Analysis","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Analysis","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Analysis","Yorkshire and The Humber","South Yorkshire","10","10","[c]","[c]"
"In post","2023","Undeclared","Analysis","Yorkshire and The Humber","West Yorkshire","10","10","[c]","[c]"
"In post","2023","Undeclared","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2023","Undeclared","Commercial","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","East of England","East Anglia","10","10","[c]","[c]"
"In post","2023","Undeclared","Commercial","London","Inner London - East","10","10","[c]","[c]"
"In post","2023","Undeclared","Commercial","London","Inner London - West","70","70","62810","60390"
"In post","2023","Undeclared","Commercial","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","North West (England)","Greater Manchester","10","10","[c]","[c]"
"In post","2023","Undeclared","Commercial","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","North West (England)","Merseyside","5","5","[c]","[c]"
"In post","2023","Undeclared","Commercial","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","South East (England)","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2023","Undeclared","Commercial","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","70","65","45180","42620"
"In post","2023","Undeclared","Commercial","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Wales","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2023","Undeclared","Commercial","West Midlands (England)","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2023","Undeclared","Commercial","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Yorkshire and The Humber","South Yorkshire","5","5","[c]","[c]"
"In post","2023","Undeclared","Commercial","Yorkshire and The Humber","West Yorkshire","10","10","[c]","[c]"
"In post","2023","Undeclared","Communications","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","London","Inner London - East","5","5","[c]","[c]"
"In post","2023","Undeclared","Communications","London","Inner London - West","45","45","47330","43750"
"In post","2023","Undeclared","Communications","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","South East (England)","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2023","Undeclared","Communications","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","[c]","[c]"
"In post","2023","Undeclared","Communications","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","East Midlands (England)","Derbyshire and Nottinghamshire","45","40","35500","34700"
"In post","2023","Undeclared","Counter Fraud","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","East of England","East Anglia","25","25","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","London","Inner London - East","135","125","40910","39560"
"In post","2023","Undeclared","Counter Fraud","London","Inner London - West","15","10","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","London","Outer London - East and North East","40","35","30690","32520"
"In post","2023","Undeclared","Counter Fraud","London","Outer London - South","55","55","39250","39220"
"In post","2023","Undeclared","Counter Fraud","London","Outer London - West and North West","10","10","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","North East (England)","Northumberland, and Tyne and Wear","35","30","39250","35000"
"In post","2023","Undeclared","Counter Fraud","North East (England)","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","North West (England)","Greater Manchester","75","70","38270","35000"
"In post","2023","Undeclared","Counter Fraud","North West (England)","Lancashire","15","10","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","North West (England)","Merseyside","30","25","35370","34170"
"In post","2023","Undeclared","Counter Fraud","Northern Ireland","Northern Ireland","10","10","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Scotland","Eastern Scotland","15","15","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Scotland","Southern Scotland","5","5","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Scotland","West Central Scotland","40","40","30440","28120"
"In post","2023","Undeclared","Counter Fraud","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","South East (England)","Hampshire and Isle of Wight","20","15","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","South East (England)","Kent","30","25","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","South East (England)","Surrey, East and West Sussex","15","10","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","South West (England)","Dorset and Somerset","5","5","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","45","40","43020","40280"
"In post","2023","Undeclared","Counter Fraud","Wales","East Wales","30","30","29390","28000"
"In post","2023","Undeclared","Counter Fraud","Wales","West Wales and The Valleys","20","20","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","West Midlands (England)","West Midlands","65","55","33060","28130"
"In post","2023","Undeclared","Counter Fraud","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Yorkshire and The Humber","South Yorkshire","10","5","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Yorkshire and The Humber","West Yorkshire","55","50","34570","28930"
"In post","2023","Undeclared","Debt","East Midlands (England)","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2023","Undeclared","Debt","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","15","15","[c]","[c]"
"In post","2023","Undeclared","Debt","East of England","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2023","Undeclared","Debt","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Debt","London","Inner London - East","15","15","[c]","[c]"
"In post","2023","Undeclared","Debt","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Debt","London","Outer London - South","15","10","[c]","[c]"
"In post","2023","Undeclared","Debt","North East (England)","Northumberland, and Tyne and Wear","20","15","[c]","[c]"
"In post","2023","Undeclared","Debt","North West (England)","Greater Manchester","10","10","[c]","[c]"
"In post","2023","Undeclared","Debt","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Debt","North West (England)","Merseyside","10","10","[c]","[c]"
"In post","2023","Undeclared","Debt","Scotland","Eastern Scotland","10","5","[c]","[c]"
"In post","2023","Undeclared","Debt","Scotland","Highlands and Islands","5","5","[c]","[c]"
"In post","2023","Undeclared","Debt","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Debt","Scotland","West Central Scotland","15","15","[c]","[c]"
"In post","2023","Undeclared","Debt","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Debt","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Debt","South West (England)","Dorset and Somerset","10","10","[c]","[c]"
"In post","2023","Undeclared","Debt","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Debt","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Debt","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","10","10","[c]","[c]"
"In post","2023","Undeclared","Debt","West Midlands (England)","West Midlands","35","30","22900","21690"
"In post","2023","Undeclared","Debt","Yorkshire and The Humber","South Yorkshire","10","10","[c]","[c]"
"In post","2023","Undeclared","Debt","Yorkshire and The Humber","West Yorkshire","30","25","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","East Midlands (England)","Derbyshire and Nottinghamshire","20","20","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","10","10","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","East Midlands (England)","Lincolnshire","5","5","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","East of England","Bedfordshire and Hertfordshire","15","15","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","East of England","East Anglia","25","25","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","East of England","Essex","10","10","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","London","Inner London - East","60","60","52520","56430"
"In post","2023","Undeclared","Digital, Data & Technology","London","Inner London - West","135","135","53590","53090"
"In post","2023","Undeclared","Digital, Data & Technology","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","London","Outer London - South","35","30","52600","47970"
"In post","2023","Undeclared","Digital, Data & Technology","London","Outer London - West and North West","10","10","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","North East (England)","Northumberland, and Tyne and Wear","105","100","45690","42510"
"In post","2023","Undeclared","Digital, Data & Technology","North East (England)","Tees Valley and Durham","15","15","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","North West (England)","Cheshire","15","15","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","North West (England)","Greater Manchester","65","65","46150","42140"
"In post","2023","Undeclared","Digital, Data & Technology","North West (England)","Lancashire","45","45","46800","41480"
"In post","2023","Undeclared","Digital, Data & Technology","North West (England)","Merseyside","25","25","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","Overseas","Overseas","5","5","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","Scotland","Eastern Scotland","10","10","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","Scotland","West Central Scotland","20","20","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","20","20","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","South East (England)","Hampshire and Isle of Wight","50","45","36890","34300"
"In post","2023","Undeclared","Digital, Data & Technology","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","South East (England)","Surrey, East and West Sussex","25","25","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","South West (England)","Devon","35","30","41920","39460"
"In post","2023","Undeclared","Digital, Data & Technology","South West (England)","Dorset and Somerset","25","25","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","115","110","41400","38790"
"In post","2023","Undeclared","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","Wales","East Wales","65","60","46240","46590"
"In post","2023","Undeclared","Digital, Data & Technology","Wales","West Wales and The Valleys","65","65","45000","42850"
"In post","2023","Undeclared","Digital, Data & Technology","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","West Midlands (England)","Shropshire and Staffordshire","25","25","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","West Midlands (England)","West Midlands","35","35","44680","38050"
"In post","2023","Undeclared","Digital, Data & Technology","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","Yorkshire and The Humber","North Yorkshire","15","10","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","Yorkshire and The Humber","South Yorkshire","35","35","41820","39340"
"In post","2023","Undeclared","Digital, Data & Technology","Yorkshire and The Humber","West Yorkshire","40","40","38800","37860"
"In post","2023","Undeclared","Finance","East Midlands (England)","Derbyshire and Nottinghamshire","15","15","[c]","[c]"
"In post","2023","Undeclared","Finance","East of England","Bedfordshire and Hertfordshire","10","10","[c]","[c]"
"In post","2023","Undeclared","Finance","East of England","East Anglia","5","5","[c]","[c]"
"In post","2023","Undeclared","Finance","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Finance","London","Inner London - East","25","25","[c]","[c]"
"In post","2023","Undeclared","Finance","London","Inner London - West","120","115","52900","46680"
"In post","2023","Undeclared","Finance","London","Outer London - South","10","10","[c]","[c]"
"In post","2023","Undeclared","Finance","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Finance","North East (England)","Northumberland, and Tyne and Wear","25","25","[c]","[c]"
"In post","2023","Undeclared","Finance","North East (England)","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2023","Undeclared","Finance","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Finance","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Finance","North West (England)","Greater Manchester","25","25","[c]","[c]"
"In post","2023","Undeclared","Finance","North West (England)","Lancashire","25","20","[c]","[c]"
"In post","2023","Undeclared","Finance","North West (England)","Merseyside","10","10","[c]","[c]"
"In post","2023","Undeclared","Finance","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Finance","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Finance","Scotland","Eastern Scotland","5","5","[c]","[c]"
"In post","2023","Undeclared","Finance","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Finance","Scotland","West Central Scotland","20","20","[c]","[c]"
"In post","2023","Undeclared","Finance","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","20","20","[c]","[c]"
"In post","2023","Undeclared","Finance","South East (England)","Hampshire and Isle of Wight","15","15","[c]","[c]"
"In post","2023","Undeclared","Finance","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Finance","South East (England)","Surrey, East and West Sussex","20","20","[c]","[c]"
"In post","2023","Undeclared","Finance","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Finance","South West (England)","Devon","5","5","[c]","[c]"
"In post","2023","Undeclared","Finance","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","60","55","41580","37710"
"In post","2023","Undeclared","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Finance","Wales","East Wales","5","5","[c]","[c]"
"In post","2023","Undeclared","Finance","Wales","West Wales and The Valleys","5","5","[c]","[c]"
"In post","2023","Undeclared","Finance","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Finance","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Finance","West Midlands (England)","West Midlands","20","20","[c]","[c]"
"In post","2023","Undeclared","Finance","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Finance","Yorkshire and The Humber","South Yorkshire","25","20","[c]","[c]"
"In post","2023","Undeclared","Finance","Yorkshire and The Humber","West Yorkshire","45","40","31790","28130"
"In post","2023","Undeclared","Grants Management","East Midlands (England)","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2023","Undeclared","Grants Management","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Grants Management","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Grants Management","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Grants Management","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Grants Management","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Grants Management","North East (England)","Northumberland, and Tyne and Wear","20","20","[c]","[c]"
"In post","2023","Undeclared","Grants Management","North West (England)","Cheshire","10","10","[c]","[c]"
"In post","2023","Undeclared","Grants Management","North West (England)","Cumbria","40","35","25040","22150"
"In post","2023","Undeclared","Grants Management","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2023","Undeclared","Grants Management","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Grants Management","South West (England)","Devon","20","20","[c]","[c]"
"In post","2023","Undeclared","Grants Management","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Grants Management","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2023","Undeclared","Grants Management","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Grants Management","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","20","20","[c]","[c]"
"In post","2023","Undeclared","Grants Management","Yorkshire and The Humber","North Yorkshire","15","15","[c]","[c]"
"In post","2023","Undeclared","Grants Management","Yorkshire and The Humber","West Yorkshire","5","5","[c]","[c]"
"In post","2023","Undeclared","Human Resources","East Midlands (England)","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2023","Undeclared","Human Resources","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Human Resources","East Midlands (England)","Lincolnshire","5","5","[c]","[c]"
"In post","2023","Undeclared","Human Resources","East of England","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
