"Status","Year","Ethnicity","Function_of_post","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Outside London","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","FCDO Services","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Government Legal Department","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","HM Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","London","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Outside London","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Home Office","London","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Home Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Intellectual Property Office","Outside London","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Medicines and Healthcare Products Regulatory Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Met Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Met Office","Outside London","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Met Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","UK Health Security Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","UK Health Security Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","UK Space Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data & Technology","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Active Travel England","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Active Travel England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Building Digital UK","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Building Digital UK","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Central Civil Service Fast Stream","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Central Civil Service Fast Stream","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Companies House","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Defence Science and Technology Laboratory","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for International Trade","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Work and Pensions (excl. agencies)","London","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Work and Pensions (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","FCDO Services","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","FCDO Services","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Government Legal Department","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","HM Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","HM Revenue and Customs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Home Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Home Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Medicines and Healthcare Products Regulatory Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Met Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Ministry of Defence (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Teaching Regulation Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","UK Health Security Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","UK Health Security Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","UK Space Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","Home Office","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","Home Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","Medicines and Healthcare Products Regulatory Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","Rural Payments Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","Rural Payments Agency","Outside London","10","5","[c]","[c]"
"In post","2023","Other ethnicity","Grants Management","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Active Travel England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Building Digital UK","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Building Digital UK","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Companies House","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
