"Status","Year","Age","Region_ITL1","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","London","Tower Hamlets","Female","10","10","[c]","[c]"
"In post","2023","16-19","London","Tower Hamlets","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","London","Wandsworth","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","London","Wandsworth","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","London","Westminster","Female","35","35","26790","27940"
"In post","2023","16-19","London","Westminster","Male","25","25","[c]","[c]"
"In post","2023","16-19","North East (England)","Darlington","Female","5","5","[c]","[c]"
"In post","2023","16-19","North East (England)","Darlington","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North East (England)","Durham","Female","15","15","[c]","[c]"
"In post","2023","16-19","North East (England)","Durham","Male","10","10","[c]","[c]"
"In post","2023","16-19","North East (England)","Hartlepool and Stockton-on-Tees","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North East (England)","Hartlepool and Stockton-on-Tees","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North East (England)","South Teesside","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North East (England)","South Teesside","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North East (England)","Sunderland","Female","5","5","[c]","[c]"
"In post","2023","16-19","North East (England)","Sunderland","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North East (England)","Tyneside","Female","15","15","[c]","[c]"
"In post","2023","16-19","North East (England)","Tyneside","Male","20","20","[c]","[c]"
"In post","2023","16-19","North West (England)","Blackpool","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North West (England)","Blackpool","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North West (England)","Cheshire East","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North West (England)","Cheshire East","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North West (England)","Chorley and West Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North West (England)","Chorley and West Lancashire","Male","5","5","[c]","[c]"
"In post","2023","16-19","North West (England)","East Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North West (England)","East Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North West (England)","Greater Manchester North East","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North West (England)","Greater Manchester North East","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North West (England)","Greater Manchester North West","Female","5","5","[c]","[c]"
"In post","2023","16-19","North West (England)","Greater Manchester North West","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North West (England)","Greater Manchester South East","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North West (England)","Greater Manchester South East","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North West (England)","Greater Manchester South West","Female","10","5","[c]","[c]"
"In post","2023","16-19","North West (England)","Greater Manchester South West","Male","5","5","[c]","[c]"
"In post","2023","16-19","North West (England)","Lancaster and Wyre","Female","5","5","[c]","[c]"
"In post","2023","16-19","North West (England)","Lancaster and Wyre","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North West (England)","Liverpool","Female","25","20","[c]","[c]"
"In post","2023","16-19","North West (England)","Liverpool","Male","15","15","[c]","[c]"
"In post","2023","16-19","North West (England)","Manchester","Female","10","10","[c]","[c]"
"In post","2023","16-19","North West (England)","Manchester","Male","10","10","[c]","[c]"
"In post","2023","16-19","North West (England)","Mid Lancashire","Female","10","10","[c]","[c]"
"In post","2023","16-19","North West (England)","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North West (England)","Sefton","Female","5","5","[c]","[c]"
"In post","2023","16-19","North West (England)","Sefton","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North West (England)","Warrington","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North West (England)","Warrington","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North West (England)","West Cumbria","Female","5","5","[c]","[c]"
"In post","2023","16-19","North West (England)","West Cumbria","Male","5","5","[c]","[c]"
"In post","2023","16-19","North West (England)","Wirral","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","North West (England)","Wirral","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland","Belfast","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland","Belfast","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland","Lisburn and Castlereagh","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Northern Ireland","Lisburn and Castlereagh","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","Aberdeen City and Aberdeenshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","Aberdeen City and Aberdeenshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","Angus and Dundee City","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","Angus and Dundee City","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","City of Edinburgh","Female","15","15","[c]","[c]"
"In post","2023","16-19","Scotland","City of Edinburgh","Male","5","5","[c]","[c]"
"In post","2023","16-19","Scotland","Clackmannanshire and Fife","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","Clackmannanshire and Fife","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","Dumfries and Galloway","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","Dumfries and Galloway","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","East Ayrshire and North Ayrshire mainland","Female","5","5","[c]","[c]"
"In post","2023","16-19","Scotland","East Ayrshire and North Ayrshire mainland","Male","10","10","[c]","[c]"
"In post","2023","16-19","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Male","5","5","[c]","[c]"
"In post","2023","16-19","Scotland","Falkirk","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","Falkirk","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","Glasgow City","Female","25","25","[c]","[c]"
"In post","2023","16-19","Scotland","Glasgow City","Male","15","15","[c]","[c]"
"In post","2023","16-19","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","North Lanarkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","North Lanarkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","Perth and Kinross, and Stirling","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","Perth and Kinross, and Stirling","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","Scottish Borders","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","Scottish Borders","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","Shetland Islands","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","Shetland Islands","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","South Ayrshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","South Ayrshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Scotland","South Lanarkshire","Female","5","5","[c]","[c]"
"In post","2023","16-19","Scotland","South Lanarkshire","Male","5","5","[c]","[c]"
"In post","2023","16-19","South East (England)","Berkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South East (England)","Berkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South East (England)","Brighton and Hove","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South East (England)","Brighton and Hove","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South East (England)","Buckinghamshire","Female","5","5","[c]","[c]"
"In post","2023","16-19","South East (England)","Buckinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South East (England)","Central Hampshire","Female","5","5","[c]","[c]"
"In post","2023","16-19","South East (England)","Central Hampshire","Male","5","5","[c]","[c]"
"In post","2023","16-19","South East (England)","East Kent","Female","25","25","[c]","[c]"
"In post","2023","16-19","South East (England)","East Kent","Male","20","20","[c]","[c]"
"In post","2023","16-19","South East (England)","East Surrey","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South East (England)","East Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South East (England)","East Sussex CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South East (England)","East Sussex CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South East (England)","Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South East (England)","Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South East (England)","Kent Thames Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South East (England)","Kent Thames Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South East (England)","Medway","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South East (England)","Medway","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South East (England)","Mid Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South East (England)","Mid Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South East (England)","Milton Keynes","Female","10","10","[c]","[c]"
"In post","2023","16-19","South East (England)","Milton Keynes","Male","25","25","[c]","[c]"
"In post","2023","16-19","South East (England)","North Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South East (England)","North Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South East (England)","Oxfordshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South East (England)","Oxfordshire CC","Male","5","5","[c]","[c]"
"In post","2023","16-19","South East (England)","Portsmouth","Female","5","5","[c]","[c]"
"In post","2023","16-19","South East (England)","Portsmouth","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South East (England)","South Hampshire","Female","10","10","[c]","[c]"
"In post","2023","16-19","South East (England)","South Hampshire","Male","20","20","[c]","[c]"
"In post","2023","16-19","South East (England)","Southampton","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South East (England)","Southampton","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South East (England)","West Surrey","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South East (England)","West Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South East (England)","West Sussex (South West)","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South East (England)","West Sussex (South West)","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","20","20","[c]","[c]"
"In post","2023","16-19","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","80","80","19380","18780"
"In post","2023","16-19","South West (England)","Bristol, City of","Female","10","10","[c]","[c]"
"In post","2023","16-19","South West (England)","Bristol, City of","Male","10","10","[c]","[c]"
"In post","2023","16-19","South West (England)","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South West (England)","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South West (England)","Devon CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South West (England)","Devon CC","Male","10","10","[c]","[c]"
"In post","2023","16-19","South West (England)","Dorset","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South West (England)","Dorset","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South West (England)","Gloucestershire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South West (England)","Gloucestershire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South West (England)","Plymouth","Female","5","5","[c]","[c]"
"In post","2023","16-19","South West (England)","Plymouth","Male","15","15","[c]","[c]"
"In post","2023","16-19","South West (England)","Somerset CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South West (England)","Somerset CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South West (England)","Swindon","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South West (England)","Swindon","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","South West (England)","Wiltshire","Female","15","15","[c]","[c]"
"In post","2023","16-19","South West (England)","Wiltshire","Male","20","20","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Female","15","15","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Male","25","25","[c]","[c]"
"In post","2023","16-19","Wales","Bridgend and Neath Port Talbot","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Wales","Bridgend and Neath Port Talbot","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Wales","Cardiff and Vale of Glamorgan","Female","15","15","[c]","[c]"
"In post","2023","16-19","Wales","Cardiff and Vale of Glamorgan","Male","15","15","[c]","[c]"
"In post","2023","16-19","Wales","Central Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Wales","Central Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Wales","Flintshire and Wrexham","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Wales","Flintshire and Wrexham","Male","10","10","[c]","[c]"
"In post","2023","16-19","Wales","Gwynedd","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Wales","Gwynedd","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Wales","Monmouthshire and Newport","Female","10","10","[c]","[c]"
"In post","2023","16-19","Wales","Monmouthshire and Newport","Male","10","10","[c]","[c]"
"In post","2023","16-19","Wales","South West Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Wales","South West Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Wales","Swansea","Female","55","50","20970","22150"
"In post","2023","16-19","Wales","Swansea","Male","30","25","20650","19000"
"In post","2023","16-19","West Midlands (England)","Birmingham","Female","20","20","[c]","[c]"
"In post","2023","16-19","West Midlands (England)","Birmingham","Male","25","25","[c]","[c]"
"In post","2023","16-19","West Midlands (England)","Coventry","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Midlands (England)","Coventry","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Midlands (England)","Dudley","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Midlands (England)","Dudley","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Midlands (England)","Shropshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Midlands (England)","Shropshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Midlands (England)","Solihull","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Midlands (England)","Solihull","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Midlands (England)","Staffordshire CC","Female","10","10","[c]","[c]"
"In post","2023","16-19","West Midlands (England)","Staffordshire CC","Male","10","10","[c]","[c]"
"In post","2023","16-19","West Midlands (England)","Stoke-on-Trent","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Midlands (England)","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Midlands (England)","Warwickshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Midlands (England)","Warwickshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Midlands (England)","Wolverhampton","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Midlands (England)","Wolverhampton","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Midlands (England)","Worcestershire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","West Midlands (England)","Worcestershire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Yorkshire and The Humber","Bradford","Female","10","10","[c]","[c]"
"In post","2023","16-19","Yorkshire and The Humber","Bradford","Male","15","15","[c]","[c]"
"In post","2023","16-19","Yorkshire and The Humber","East Riding of Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Yorkshire and The Humber","East Riding of Yorkshire","Male","5","5","[c]","[c]"
"In post","2023","16-19","Yorkshire and The Humber","Kingston upon Hull, City of","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Yorkshire and The Humber","Kingston upon Hull, City of","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Yorkshire and The Humber","Leeds","Female","30","25","[c]","[c]"
"In post","2023","16-19","Yorkshire and The Humber","Leeds","Male","20","20","[c]","[c]"
"In post","2023","16-19","Yorkshire and The Humber","North and North East Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Yorkshire and The Humber","North and North East Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Yorkshire and The Humber","Sheffield","Female","15","15","[c]","[c]"
"In post","2023","16-19","Yorkshire and The Humber","Sheffield","Male","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Yorkshire and The Humber","Wakefield","Female","5","5","[c]","[c]"
"In post","2023","16-19","Yorkshire and The Humber","Wakefield","Male","5","5","[c]","[c]"
"In post","2023","16-19","Yorkshire and The Humber","York","Female","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Yorkshire and The Humber","York","Male","[c]","[c]","[c]","[c]"
"In post","2023","20-29","East Midlands (England)","Derby","Female","110","105","25120","23640"
"In post","2023","20-29","East Midlands (England)","Derby","Male","45","45","27800","28120"
"In post","2023","20-29","East Midlands (England)","East Derbyshire","Female","15","15","[c]","[c]"
"In post","2023","20-29","East Midlands (England)","East Derbyshire","Male","10","10","[c]","[c]"
"In post","2023","20-29","East Midlands (England)","Leicester","Female","230","220","25350","23640"
"In post","2023","20-29","East Midlands (England)","Leicester","Male","150","150","25280","23390"
"In post","2023","20-29","East Midlands (England)","Leicestershire CC and Rutland","Female","160","150","25780","25750"
"In post","2023","20-29","East Midlands (England)","Leicestershire CC and Rutland","Male","160","155","28260","28880"
"In post","2023","20-29","East Midlands (England)","Lincolnshire CC","Female","205","205","26710","25830"
"In post","2023","20-29","East Midlands (England)","Lincolnshire CC","Male","140","140","28220","28880"
"In post","2023","20-29","East Midlands (England)","North Northamptonshire","Female","60","60","25120","23640"
"In post","2023","20-29","East Midlands (England)","North Northamptonshire","Male","25","25","[c]","[c]"
"In post","2023","20-29","East Midlands (England)","North Nottinghamshire","Female","105","100","27180","28120"
"In post","2023","20-29","East Midlands (England)","North Nottinghamshire","Male","75","75","29040","28880"
"In post","2023","20-29","East Midlands (England)","Nottingham","Female","905","880","28270","27650"
"In post","2023","20-29","East Midlands (England)","Nottingham","Male","755","745","28700","27890"
"In post","2023","20-29","East Midlands (England)","South Nottinghamshire","Female","90","85","29280","28880"
"In post","2023","20-29","East Midlands (England)","South Nottinghamshire","Male","50","50","28780","28880"
"In post","2023","20-29","East Midlands (England)","South and West Derbyshire","Female","100","100","28760","28880"
"In post","2023","20-29","East Midlands (England)","South and West Derbyshire","Male","45","45","30020","30430"
"In post","2023","20-29","East Midlands (England)","West Northamptonshire","Female","120","115","26010","24570"
"In post","2023","20-29","East Midlands (England)","West Northamptonshire","Male","65","65","27590","28880"
"In post","2023","20-29","East of England","Bedford","Female","95","95","28290","28480"
"In post","2023","20-29","East of England","Bedford","Male","65","65","30270","30880"
"In post","2023","20-29","East of England","Breckland and South Norfolk","Female","40","40","29010","28880"
"In post","2023","20-29","East of England","Breckland and South Norfolk","Male","45","45","29050","28880"
"In post","2023","20-29","East of England","Cambridgeshire CC","Female","215","215","29060","28120"
"In post","2023","20-29","East of England","Cambridgeshire CC","Male","245","240","29680","28880"
"In post","2023","20-29","East of England","Central Bedfordshire","Female","20","20","[c]","[c]"
"In post","2023","20-29","East of England","Central Bedfordshire","Male","20","20","[c]","[c]"
"In post","2023","20-29","East of England","Essex Haven Gateway","Female","60","55","26160","25610"
"In post","2023","20-29","East of England","Essex Haven Gateway","Male","45","45","26910","25880"
"In post","2023","20-29","East of England","Essex Thames Gateway","Female","85","85","27100","25610"
"In post","2023","20-29","East of England","Essex Thames Gateway","Male","25","25","[c]","[c]"
"In post","2023","20-29","East of England","Heart of Essex","Female","145","140","28830","28200"
"In post","2023","20-29","East of England","Heart of Essex","Male","100","95","29010","28880"
"In post","2023","20-29","East of England","Hertfordshire CC","Female","220","215","30900","31020"
"In post","2023","20-29","East of England","Hertfordshire CC","Male","150","150","33780","31390"
"In post","2023","20-29","East of England","Luton","Female","65","65","26070","25830"
"In post","2023","20-29","East of England","Luton","Male","40","35","25470","25750"
"In post","2023","20-29","East of England","North and West Norfolk","Female","35","35","26210","24910"
"In post","2023","20-29","East of England","North and West Norfolk","Male","30","30","28290","28880"
"In post","2023","20-29","East of England","Norwich and East Norfolk","Female","150","145","26980","25210"
"In post","2023","20-29","East of England","Norwich and East Norfolk","Male","130","130","28030","28880"
"In post","2023","20-29","East of England","Peterborough","Female","115","110","26760","24070"
"In post","2023","20-29","East of England","Peterborough","Male","70","65","26160","23390"
"In post","2023","20-29","East of England","Southend-on-Sea","Female","15","15","[c]","[c]"
"In post","2023","20-29","East of England","Southend-on-Sea","Male","10","10","[c]","[c]"
"In post","2023","20-29","East of England","Suffolk CC","Female","335","325","27200","26840"
"In post","2023","20-29","East of England","Suffolk CC","Male","260","260","28350","28130"
"In post","2023","20-29","East of England","Thurrock","Female","30","30","25460","25750"
"In post","2023","20-29","East of England","Thurrock","Male","45","45","24050","22400"
"In post","2023","20-29","East of England","West Essex","Female","45","40","27760","25880"
"In post","2023","20-29","East of England","West Essex","Male","30","30","[c]","[c]"
"In post","2023","20-29","London","Barking & Dagenham and Havering","Female","60","60","31180","32520"
"In post","2023","20-29","London","Barking & Dagenham and Havering","Male","30","30","[c]","[c]"
"In post","2023","20-29","London","Barnet","Female","210","205","32980","32980"
