"Status","Year","Disability","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","SEO/HEO","55","[c]","35740","35620"
"Leaver CS","2023","Declared non-disabled","Department for Education (excl. agencies)","Department for Education","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Education (excl. agencies)","Department for Education","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Education (excl. agencies)","Department for Education","G6/G7","85","[c]","59690","58020"
"Leaver CS","2023","Declared non-disabled","Department for Education (excl. agencies)","Department for Education","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Education (excl. agencies)","Department for Education","SEO/HEO","80","[c]","37300","37590"
"Leaver CS","2023","Declared non-disabled","Department for Education (excl. agencies)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","EO","55","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G6/G7","100","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SEO/HEO","165","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for International Trade","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for International Trade","Department for International Trade","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for International Trade","Department for International Trade","G6/G7","45","[c]","56430","54600"
"Leaver CS","2023","Declared non-disabled","Department for International Trade","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for International Trade","Department for International Trade","SEO/HEO","40","[c]","35830","35560"
"Leaver CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","G6/G7","70","[c]","56090","54630"
"Leaver CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SEO/HEO","85","[c]","35940","34310"
"Leaver CS","2023","Declared non-disabled","Department for Transport (excl. agencies)","Department for Transport","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Transport (excl. agencies)","Department for Transport","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Transport (excl. agencies)","Department for Transport","G6/G7","70","[c]","62480","56740"
"Leaver CS","2023","Declared non-disabled","Department for Transport (excl. agencies)","Department for Transport","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Transport (excl. agencies)","Department for Transport","SEO/HEO","60","[c]","39020","38220"
"Leaver CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AA/AO","2145","[c]","21850","21690"
"Leaver CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","2925","[c]","28640","28120"
"Leaver CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6/G7","180","[c]","58980","56460"
"Leaver CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO/HEO","410","[c]","37370","37280"
"Leaver CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6/G7","40","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Disclosure Scotland","Scottish Government","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Disclosure Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Disclosure Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Disclosure Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","Department for Transport","AA/AO","295","[c]","21420","21840"
"Leaver CS","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","Department for Transport","EO","40","[c]","27220","26960"
"Leaver CS","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","Department for Transport","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Driver and Vehicle Licensing Agency","Department for Transport","SEO/HEO","40","[c]","39140","39040"
"Leaver CS","2023","Declared non-disabled","Driver and Vehicle Standards Agency","Department for Transport","AA/AO","85","[c]","25150","22500"
"Leaver CS","2023","Declared non-disabled","Driver and Vehicle Standards Agency","Department for Transport","EO","170","[c]","28320","27420"
"Leaver CS","2023","Declared non-disabled","Driver and Vehicle Standards Agency","Department for Transport","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Driver and Vehicle Standards Agency","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Driver and Vehicle Standards Agency","Department for Transport","SEO/HEO","35","[c]","36880","34480"
"Leaver CS","2023","Declared non-disabled","Education Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Education Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Education Scotland","Scottish Government","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Education Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Education and Skills Funding Agency","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Education and Skills Funding Agency","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Education and Skills Funding Agency","Department for Education","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Education and Skills Funding Agency","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Education and Skills Funding Agency","Department for Education","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Education and Skills Funding Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Estyn","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Estyn","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Estyn","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Estyn","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","FCDO Services","Foreign, Commonwealth and Development Office","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","FCDO Services","Foreign, Commonwealth and Development Office","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","FCDO Services","Foreign, Commonwealth and Development Office","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","FCDO Services","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","FCDO Services","Foreign, Commonwealth and Development Office","SEO/HEO","30","[c]","38850","40670"
"Leaver CS","2023","Declared non-disabled","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Food Standards Agency","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Food Standards Agency","Food Standards Agency","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Food Standards Agency","Food Standards Agency","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Food Standards Agency","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Food Standards Agency","Food Standards Agency","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Food Standards Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Food Standards Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Food Standards Scotland","Scottish Government","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Forestry and Land Scotland","Scottish Government","AA/AO","55","[c]","26770","27180"
"Leaver CS","2023","Declared non-disabled","Forestry and Land Scotland","Scottish Government","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Forestry and Land Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Forestry and Land Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Forestry and Land Scotland","Scottish Government","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Actuary's Department","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Actuary's Department","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Actuary's Department","Chancellor's other departments","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Actuary's Department","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Actuary's Department","Chancellor's other departments","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Commercial Organisation","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Commercial Organisation","Cabinet Office","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Commercial Organisation","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Internal Audit Agency","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Internal Audit Agency","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Internal Audit Agency","HM Treasury","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Internal Audit Agency","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Internal Audit Agency","HM Treasury","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Legal Department","Attorney General's Departments","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Legal Department","Attorney General's Departments","EO","40","[c]","27700","27760"
"Leaver CS","2023","Declared non-disabled","Government Legal Department","Attorney General's Departments","G6/G7","120","[c]","58870","53390"
"Leaver CS","2023","Declared non-disabled","Government Legal Department","Attorney General's Departments","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Legal Department","Attorney General's Departments","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Property Agency","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Property Agency","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Property Agency","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Government Property Agency","Cabinet Office","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","755","[c]","21850","21780"
"Leaver CS","2023","Declared non-disabled","HM Courts and Tribunals Service","Ministry of Justice","EO","145","[c]","27160","25830"
"Leaver CS","2023","Declared non-disabled","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","45","[c]","59810","60440"
"Leaver CS","2023","Declared non-disabled","HM Courts and Tribunals Service","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","135","[c]","38670","37680"
"Leaver CS","2023","Declared non-disabled","HM Land Registry","HM Land Registry","AA/AO","45","[c]","23430","23390"
"Leaver CS","2023","Declared non-disabled","HM Land Registry","HM Land Registry","EO","85","[c]","28560","28080"
"Leaver CS","2023","Declared non-disabled","HM Land Registry","HM Land Registry","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Land Registry","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Land Registry","HM Land Registry","SEO/HEO","120","[c]","38930","38410"
"Leaver CS","2023","Declared non-disabled","HM Prison and Probation Service","Ministry of Justice","AA/AO","2515","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Prison and Probation Service","Ministry of Justice","EO","330","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Prison and Probation Service","Ministry of Justice","G6/G7","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Prison and Probation Service","Ministry of Justice","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","260","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Prison and Probation Service","Ministry of Justice","Unknown","1045","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","1005","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","475","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","235","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","610","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Treasury (excl. agencies)","HM Treasury","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Treasury (excl. agencies)","HM Treasury","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Treasury (excl. agencies)","HM Treasury","G6/G7","60","[c]","57640","54440"
"Leaver CS","2023","Declared non-disabled","HM Treasury (excl. agencies)","HM Treasury","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","HM Treasury (excl. agencies)","HM Treasury","SEO/HEO","60","[c]","35450","33820"
"Leaver CS","2023","Declared non-disabled","Health and Safety Executive","Department for Work and Pensions","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Health and Safety Executive","Department for Work and Pensions","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Health and Safety Executive","Department for Work and Pensions","G6/G7","30","[c]","61640","59630"
"Leaver CS","2023","Declared non-disabled","Health and Safety Executive","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","90","[c]","44970","42940"
"Leaver CS","2023","Declared non-disabled","Home Office","Home Office","AA/AO","320","[c]","22860","22400"
"Leaver CS","2023","Declared non-disabled","Home Office","Home Office","EO","430","[c]","27750","26810"
"Leaver CS","2023","Declared non-disabled","Home Office","Home Office","G6/G7","145","[c]","62790","59700"
"Leaver CS","2023","Declared non-disabled","Home Office","Home Office","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Home Office","Home Office","SEO/HEO","310","[c]","38140","37160"
"Leaver CS","2023","Declared non-disabled","Home Office","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","Department for Education","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Institute for Apprenticeships and Technical Education","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal Aid Agency","Ministry of Justice","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal Aid Agency","Ministry of Justice","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal Aid Agency","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Legal Aid Agency","Ministry of Justice","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Maritime and Coastguard Agency","Department for Transport","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Maritime and Coastguard Agency","Department for Transport","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Maritime and Coastguard Agency","Department for Transport","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Maritime and Coastguard Agency","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Maritime and Coastguard Agency","Department for Transport","SEO/HEO","40","[c]","37380","38650"
"Leaver CS","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6/G7","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","G6/G7","35","[c]","50130","47960"
"Leaver CS","2023","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","75","[c]","36760","35230"
"Leaver CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","825","[c]","23900","22220"
"Leaver CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","380","[c]","30060","27740"
"Leaver CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","145","[c]","63980","61280"
"Leaver CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","650","[c]","39730","40000"
"Leaver CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","45","[c]","28680","29660"
"Leaver CS","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","G6/G7","100","[c]","60640","59280"
"Leaver CS","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","140","[c]","39250","38920"
"Leaver CS","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Crime Agency","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Crime Agency","National Crime Agency","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Crime Agency","National Crime Agency","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Crime Agency","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Crime Agency","National Crime Agency","SEO/HEO","45","[c]","46280","45610"
"Leaver CS","2023","Declared non-disabled","National Infrastructure Commission","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Infrastructure Commission","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Infrastructure Commission","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Infrastructure Commission","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Records of Scotland","Scottish Government","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Records of Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Records of Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Records of Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Savings and Investments","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Savings and Investments","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Savings and Investments","Chancellor's other departments","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Savings and Investments","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","National Savings and Investments","Chancellor's other departments","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northern Ireland Office","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northern Ireland Office","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northern Ireland Office","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Northern Ireland Office","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office for Budget Responsibility","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office for Budget Responsibility","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office for Budget Responsibility","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G6/G7","85","[c]","77370","77470"
"Leaver CS","2023","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
