"Status","Year","Disability","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SCS level","15","15","[c]","[c]"
"In post","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SEO/HEO","175","170","37070","36880"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","AA/AO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","EO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","G6/G7","90","90","59990","56340"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","SCS level","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","SEO/HEO","105","100","39820","39430"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","AA/AO","5340","4485","21980","21690"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","EO","9010","7925","28770","28120"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","G6/G7","490","470","57340","54750"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SCS level","35","30","90950","81090"
"In post","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","SEO/HEO","2160","2005","36510","34550"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","EO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","G6/G7","75","70","58000","54690"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SCS level","10","10","[c]","[c]"
"In post","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","SEO/HEO","100","95","37640","38120"
"In post","2023","Declared disabled","Disclosure Scotland","Scottish Government","AA/AO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Disclosure Scotland","Scottish Government","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Disclosure Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Disclosure Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Disclosure Scotland","Scottish Government","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","Department for Transport","AA/AO","485","390","21320","22500"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","Department for Transport","EO","100","90","27320","27390"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","Department for Transport","G6/G7","20","20","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Licensing Agency","Department for Transport","SEO/HEO","80","75","37560","33850"
"In post","2023","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","AA/AO","90","80","24670","22500"
"In post","2023","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","EO","240","205","28810","27450"
"In post","2023","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","SEO/HEO","100","100","35720","33850"
"In post","2023","Declared disabled","Education Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Education Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Education Scotland","Scottish Government","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Education Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Education Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Education and Skills Funding Agency","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Education and Skills Funding Agency","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Education and Skills Funding Agency","Department for Education","G6/G7","15","15","[c]","[c]"
"In post","2023","Declared disabled","Education and Skills Funding Agency","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Education and Skills Funding Agency","Department for Education","SEO/HEO","50","45","36240","37590"
"In post","2023","Declared disabled","Estyn","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Estyn","Estyn","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Estyn","Estyn","G6/G7","10","5","[c]","[c]"
"In post","2023","Declared disabled","Estyn","Estyn","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Estyn","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","FCDO Services","Foreign, Commonwealth and Development Office","AA/AO","15","15","[c]","[c]"
"In post","2023","Declared disabled","FCDO Services","Foreign, Commonwealth and Development Office","EO","15","15","[c]","[c]"
"In post","2023","Declared disabled","FCDO Services","Foreign, Commonwealth and Development Office","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","FCDO Services","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","FCDO Services","Foreign, Commonwealth and Development Office","SEO/HEO","35","35","40440","40750"
"In post","2023","Declared disabled","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Food Standards Agency","EO","35","35","28560","28090"
"In post","2023","Declared disabled","Food Standards Agency","Food Standards Agency","G6/G7","30","30","57020","55850"
"In post","2023","Declared disabled","Food Standards Agency","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Agency","Food Standards Agency","SEO/HEO","75","75","36980","38100"
"In post","2023","Declared disabled","Food Standards Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Food Standards Scotland","Scottish Government","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","AA/AO","45","45","28360","28950"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","EO","65","65","31860","31680"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","G6/G7","175","170","61450","59840"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SCS level","35","35","86430","79000"
"In post","2023","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","SEO/HEO","225","220","38940","38540"
"In post","2023","Declared disabled","Forestry and Land Scotland","Scottish Government","AA/AO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Forestry and Land Scotland","Scottish Government","EO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Forestry and Land Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Forestry and Land Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Forestry and Land Scotland","Scottish Government","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Government Actuary's Department","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Government Actuary's Department","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Government Actuary's Department","Chancellor's other departments","G6/G7","10","5","[c]","[c]"
"In post","2023","Declared disabled","Government Actuary's Department","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Government Actuary's Department","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Government Commercial Organisation","Cabinet Office","G6/G7","135","135","68650","67200"
"In post","2023","Declared disabled","Government Commercial Organisation","Cabinet Office","SCS level","20","20","[c]","[c]"
"In post","2023","Declared disabled","Government Commercial Organisation","Cabinet Office","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Government Internal Audit Agency","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Government Internal Audit Agency","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Government Internal Audit Agency","HM Treasury","G6/G7","15","15","[c]","[c]"
"In post","2023","Declared disabled","Government Internal Audit Agency","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Government Internal Audit Agency","HM Treasury","SEO/HEO","30","30","39810","39200"
"In post","2023","Declared disabled","Government Legal Department","Attorney General's Departments","AA/AO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Government Legal Department","Attorney General's Departments","EO","40","40","29870","28540"
"In post","2023","Declared disabled","Government Legal Department","Attorney General's Departments","G6/G7","120","110","61300","62350"
"In post","2023","Declared disabled","Government Legal Department","Attorney General's Departments","SCS level","20","20","[c]","[c]"
"In post","2023","Declared disabled","Government Legal Department","Attorney General's Departments","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Government Property Agency","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Government Property Agency","Cabinet Office","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Government Property Agency","Cabinet Office","G6/G7","25","25","[c]","[c]"
"In post","2023","Declared disabled","Government Property Agency","Cabinet Office","SCS level","5","5","[c]","[c]"
"In post","2023","Declared disabled","Government Property Agency","Cabinet Office","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","HM Courts and Tribunals Service","Ministry of Justice","AA/AO","1565","1360","22080","21780"
"In post","2023","Declared disabled","HM Courts and Tribunals Service","Ministry of Justice","EO","415","395","26950","25830"
"In post","2023","Declared disabled","HM Courts and Tribunals Service","Ministry of Justice","G6/G7","75","70","58260","55720"
"In post","2023","Declared disabled","HM Courts and Tribunals Service","Ministry of Justice","SCS level","10","10","[c]","[c]"
"In post","2023","Declared disabled","HM Courts and Tribunals Service","Ministry of Justice","SEO/HEO","385","365","37290","37680"
"In post","2023","Declared disabled","HM Courts and Tribunals Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Land Registry","HM Land Registry","AA/AO","190","175","23360","23390"
"In post","2023","Declared disabled","HM Land Registry","HM Land Registry","EO","270","230","28290","28080"
"In post","2023","Declared disabled","HM Land Registry","HM Land Registry","G6/G7","20","20","[c]","[c]"
"In post","2023","Declared disabled","HM Land Registry","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Land Registry","HM Land Registry","SEO/HEO","210","185","38130","34850"
"In post","2023","Declared disabled","HM Prison and Probation Service","Ministry of Justice","AA/AO","2710","2500","28490","28880"
"In post","2023","Declared disabled","HM Prison and Probation Service","Ministry of Justice","EO","780","735","32580","32790"
"In post","2023","Declared disabled","HM Prison and Probation Service","Ministry of Justice","G6/G7","105","105","73320","69930"
"In post","2023","Declared disabled","HM Prison and Probation Service","Ministry of Justice","SCS level","5","5","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","Ministry of Justice","SEO/HEO","950","915","42700","40660"
"In post","2023","Declared disabled","HM Prison and Probation Service","Ministry of Justice","Unknown","4020","3745","31100","29050"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","AA/AO","1885","1605","22780","22520"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","EO","1370","1245","28980","28130"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","G6/G7","810","775","62520","58180"
