"Status","Year","Age","Disability","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","20-29","Declared non-disabled","Property","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Property","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Property","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Psychology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Psychology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Science and Engineering","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Science and Engineering","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Science and Engineering","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Security","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Security","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Security","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Security","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Security","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Social Research","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Social Research","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Social Research","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Social Research","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Social Research","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Social Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Statistics","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Statistics","London","30","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Statistics","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Statistics","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Statistics","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Statistics","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Statistics","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Statistics","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Statistics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Tax","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Tax","North East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Tax","North West (England)","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Tax","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Tax","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Tax","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Tax","Wales","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Tax","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Tax","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Unknown","London","290","[c]","36890","35240"
"Leaver Dept.","2023","20-29","Declared non-disabled","Unknown","North East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Unknown","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Unknown","Scotland","30","[c]","31730","32000"
"Leaver Dept.","2023","20-29","Declared non-disabled","Unknown","South East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Unknown","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Declared non-disabled","Unknown","Yorkshire and The Humber","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Communications","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Communications","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Economics","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Finance","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Knowledge and Information Management","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Legal","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Operational Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Operational Delivery","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Operational Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Operational Delivery","North West (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Operational Delivery","Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Operational Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Operational Delivery","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Operational Delivery","Wales","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Operational Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Operational Delivery","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Operational Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Other","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Policy","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Policy","London","40","[c]","40910","35620"
"Leaver Dept.","2023","20-29","Undeclared","Policy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Policy","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Science and Engineering","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Science and Engineering","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Social Research","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Statistics","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Statistics","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Statistics","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Tax","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Tax","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Tax","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Tax","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Unknown","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Undeclared","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Commercial","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Commercial","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Commercial","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Commercial","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Communications","London","40","[c]","32480","32000"
"Leaver Dept.","2023","20-29","Unknown","Communications","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Communications","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Digital, Data and Technology","London","40","[c]","36650","33250"
"Leaver Dept.","2023","20-29","Unknown","Digital, Data and Technology","North East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Digital, Data and Technology","North West (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Digital, Data and Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Digital, Data and Technology","South West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Digital, Data and Technology","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Economics","London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Economics","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Economics","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Economics","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Finance","London","45","[c]","34420","33250"
"Leaver Dept.","2023","20-29","Unknown","Finance","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Finance","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Finance","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Geography","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Geography","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Human Resources","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Human Resources","Wales","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","International Trade","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Knowledge and Information Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Legal","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Legal","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Legal","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Legal","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Operational Delivery","East Midlands (England)","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Operational Delivery","East of England","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Operational Delivery","London","150","[c]","32550","31430"
"Leaver Dept.","2023","20-29","Unknown","Operational Delivery","North East (England)","40","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Operational Delivery","North West (England)","80","[c]","25500","25120"
"Leaver Dept.","2023","20-29","Unknown","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Operational Delivery","Scotland","35","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Operational Delivery","South East (England)","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Operational Delivery","South West (England)","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Operational Delivery","Wales","35","[c]","25230","23960"
"Leaver Dept.","2023","20-29","Unknown","Operational Delivery","West Midlands (England)","40","[c]","24970","22500"
"Leaver Dept.","2023","20-29","Unknown","Operational Delivery","Yorkshire and The Humber","55","[c]","28030","27570"
"Leaver Dept.","2023","20-29","Unknown","Operational Research","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Operational Research","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Operational Research","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Operational Research","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Operational Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Other","London","40","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Other","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Other","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Other","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Other","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Planning","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Policy","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Policy","London","215","[c]","39220","36180"
"Leaver Dept.","2023","20-29","Unknown","Policy","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Policy","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Policy","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Policy","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Policy","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Project Delivery","London","60","[c]","33350","32960"
"Leaver Dept.","2023","20-29","Unknown","Project Delivery","North East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Project Delivery","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Project Delivery","South West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Project Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Project Delivery","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Property","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Property","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Psychology","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Science and Engineering","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Science and Engineering","London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Science and Engineering","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Science and Engineering","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Security","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Security","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Security","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Security","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Security","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Social Research","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Social Research","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Social Research","Wales","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Social Research","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Statistics","London","40","[c]","33510","32520"
"Leaver Dept.","2023","20-29","Unknown","Statistics","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Statistics","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Statistics","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Statistics","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Statistics","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Statistics","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Tax","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Tax","North East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Tax","North West (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Tax","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Tax","Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Tax","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Tax","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Tax","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Unknown","London","425","[c]","34370","32000"
"Leaver Dept.","2023","20-29","Unknown","Unknown","North East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Unknown","North West (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Unknown","Overseas","5","[c]","[c]","[c]"
