"Status","Year","Parent_department","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Department for Work and Pensions","Greater Manchester North East","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Department for Work and Pensions","Greater Manchester North East","SEO/HEO","HEO","45","45","34340","34170"
"In post","2023","Department for Work and Pensions","Greater Manchester North East","SEO/HEO","SEO","10","10","38720","38470"
"In post","2023","Department for Work and Pensions","Greater Manchester North West","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Greater Manchester North West","AA/AO","AO","750","665","21640","21690"
"In post","2023","Department for Work and Pensions","Greater Manchester North West","EO","EO","540","475","28000","28120"
"In post","2023","Department for Work and Pensions","Greater Manchester North West","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Greater Manchester North West","G6/G7","G7","10","10","50840","50160"
"In post","2023","Department for Work and Pensions","Greater Manchester North West","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Greater Manchester North West","SEO/HEO","HEO","75","70","34280","34170"
"In post","2023","Department for Work and Pensions","Greater Manchester North West","SEO/HEO","SEO","15","15","38490","38470"
"In post","2023","Department for Work and Pensions","Greater Manchester South East","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Greater Manchester South East","AA/AO","AO","385","345","21650","21690"
"In post","2023","Department for Work and Pensions","Greater Manchester South East","EO","EO","270","245","28000","28120"
"In post","2023","Department for Work and Pensions","Greater Manchester South East","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Greater Manchester South East","SEO/HEO","HEO","40","40","34360","34170"
"In post","2023","Department for Work and Pensions","Greater Manchester South East","SEO/HEO","SEO","10","10","38690","38470"
"In post","2023","Department for Work and Pensions","Greater Manchester South West","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Greater Manchester South West","AA/AO","AO","370","325","21640","21690"
"In post","2023","Department for Work and Pensions","Greater Manchester South West","EO","EO","425","390","28060","28120"
"In post","2023","Department for Work and Pensions","Greater Manchester South West","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Greater Manchester South West","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Greater Manchester South West","SEO/HEO","HEO","65","60","34320","34170"
"In post","2023","Department for Work and Pensions","Greater Manchester South West","SEO/HEO","SEO","10","10","39120","38470"
"In post","2023","Department for Work and Pensions","Gwent Valleys","AA/AO","AO","30","30","21630","21690"
"In post","2023","Department for Work and Pensions","Gwent Valleys","EO","EO","210","180","28130","28120"
"In post","2023","Department for Work and Pensions","Gwent Valleys","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Gwent Valleys","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Gwent Valleys","SEO/HEO","HEO","25","25","34410","34170"
"In post","2023","Department for Work and Pensions","Gwent Valleys","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Gwynedd","AA/AO","AO","245","225","21680","21690"
"In post","2023","Department for Work and Pensions","Gwynedd","EO","EO","160","150","28120","28120"
"In post","2023","Department for Work and Pensions","Gwynedd","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Gwynedd","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Gwynedd","SEO/HEO","HEO","35","35","34300","34170"
"In post","2023","Department for Work and Pensions","Gwynedd","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Hackney and Newham","AA/AO","AO","65","60","25270","25610"
"In post","2023","Department for Work and Pensions","Hackney and Newham","EO","EO","475","435","32320","32520"
"In post","2023","Department for Work and Pensions","Hackney and Newham","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Hackney and Newham","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Hackney and Newham","SEO/HEO","HEO","40","40","39530","39150"
"In post","2023","Department for Work and Pensions","Hackney and Newham","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Haringey and Islington","AA/AO","AO","35","30","25510","25610"
"In post","2023","Department for Work and Pensions","Haringey and Islington","EO","EO","290","265","32360","32520"
"In post","2023","Department for Work and Pensions","Haringey and Islington","SEO/HEO","HEO","25","20","39180","39150"
"In post","2023","Department for Work and Pensions","Haringey and Islington","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Harrow and Hillingdon","AA/AO","AO","70","60","25160","25610"
"In post","2023","Department for Work and Pensions","Harrow and Hillingdon","EO","EO","285","255","32390","32520"
"In post","2023","Department for Work and Pensions","Harrow and Hillingdon","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Harrow and Hillingdon","SEO/HEO","HEO","45","40","39210","39150"
"In post","2023","Department for Work and Pensions","Harrow and Hillingdon","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Hartlepool and Stockton-on-Tees","AA/AO","AO","110","100","21670","21690"
"In post","2023","Department for Work and Pensions","Hartlepool and Stockton-on-Tees","EO","EO","190","170","28070","28120"
"In post","2023","Department for Work and Pensions","Hartlepool and Stockton-on-Tees","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Hartlepool and Stockton-on-Tees","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Hartlepool and Stockton-on-Tees","SEO/HEO","HEO","25","25","34350","34170"
"In post","2023","Department for Work and Pensions","Hartlepool and Stockton-on-Tees","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Heart of Essex","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Heart of Essex","EO","EO","85","75","31120","31280"
"In post","2023","Department for Work and Pensions","Heart of Essex","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Heart of Essex","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Department for Work and Pensions","Heart of Essex","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Heart of Essex","SEO/HEO","HEO","10","10","35850","37070"
"In post","2023","Department for Work and Pensions","Heart of Essex","SEO/HEO","SEO","25","25","48650","45810"
"In post","2023","Department for Work and Pensions","Herefordshire, County of","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Herefordshire, County of","EO","EO","55","50","28050","28120"
"In post","2023","Department for Work and Pensions","Herefordshire, County of","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Herefordshire, County of","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Herefordshire, County of","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Hertfordshire CC","AA/AO","AA","10","10","[c]","[c]"
"In post","2023","Department for Work and Pensions","Hertfordshire CC","AA/AO","AO","150","125","25170","25610"
"In post","2023","Department for Work and Pensions","Hertfordshire CC","EO","EO","455","410","31570","31280"
"In post","2023","Department for Work and Pensions","Hertfordshire CC","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Hertfordshire CC","SEO/HEO","HEO","60","55","38070","37520"
"In post","2023","Department for Work and Pensions","Hertfordshire CC","SEO/HEO","SEO","15","10","43870","43760"
"In post","2023","Department for Work and Pensions","Hounslow and Richmond upon Thames","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Hounslow and Richmond upon Thames","AA/AO","AO","20","15","25370","25610"
"In post","2023","Department for Work and Pensions","Hounslow and Richmond upon Thames","EO","EO","175","155","32480","32520"
"In post","2023","Department for Work and Pensions","Hounslow and Richmond upon Thames","SEO/HEO","HEO","15","15","39510","39150"
"In post","2023","Department for Work and Pensions","Hounslow and Richmond upon Thames","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Inverclyde, East Renfrewshire, and Renfrewshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Inverclyde, East Renfrewshire, and Renfrewshire","AA/AO","AO","140","110","21610","21690"
"In post","2023","Department for Work and Pensions","Inverclyde, East Renfrewshire, and Renfrewshire","EO","EO","175","150","28040","28120"
"In post","2023","Department for Work and Pensions","Inverclyde, East Renfrewshire, and Renfrewshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Inverclyde, East Renfrewshire, and Renfrewshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Inverclyde, East Renfrewshire, and Renfrewshire","SEO/HEO","HEO","20","20","34450","34170"
"In post","2023","Department for Work and Pensions","Inverclyde, East Renfrewshire, and Renfrewshire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Inverness and Nairn, Moray, and Badenoch and Strathspey","AA/AO","AO","55","50","21690","21690"
"In post","2023","Department for Work and Pensions","Inverness and Nairn, Moray, and Badenoch and Strathspey","EO","EO","140","125","28090","28120"
"In post","2023","Department for Work and Pensions","Inverness and Nairn, Moray, and Badenoch and Strathspey","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO/HEO","HEO","25","20","34310","34170"
"In post","2023","Department for Work and Pensions","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Department for Work and Pensions","Isle of Anglesey","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Isle of Anglesey","EO","EO","45","35","28010","28120"
"In post","2023","Department for Work and Pensions","Isle of Anglesey","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Isle of Anglesey","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Isle of Anglesey","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Isle of Wight","AA/AO","AO","105","90","21670","21690"
"In post","2023","Department for Work and Pensions","Isle of Wight","EO","EO","105","90","28090","28120"
"In post","2023","Department for Work and Pensions","Isle of Wight","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Isle of Wight","SEO/HEO","HEO","15","15","34170","34170"
"In post","2023","Department for Work and Pensions","Isle of Wight","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Kensington & Chelsea and Hammersmith & Fulham","AA/AO","AO","15","15","25490","25610"
"In post","2023","Department for Work and Pensions","Kensington & Chelsea and Hammersmith & Fulham","EO","EO","130","120","32310","32520"
"In post","2023","Department for Work and Pensions","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","HEO","15","15","38740","39150"
"In post","2023","Department for Work and Pensions","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Kent Thames Gateway","AA/AO","AO","25","20","25150","25610"
"In post","2023","Department for Work and Pensions","Kent Thames Gateway","EO","EO","170","155","31480","31280"
"In post","2023","Department for Work and Pensions","Kent Thames Gateway","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Kent Thames Gateway","SEO/HEO","HEO","10","10","37970","37520"
"In post","2023","Department for Work and Pensions","Kent Thames Gateway","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Kingston upon Hull, City of","AA/AO","AO","195","155","21640","21690"
"In post","2023","Department for Work and Pensions","Kingston upon Hull, City of","EO","EO","285","245","28060","28120"
"In post","2023","Department for Work and Pensions","Kingston upon Hull, City of","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Kingston upon Hull, City of","SEO/HEO","HEO","50","50","34570","34170"
"In post","2023","Department for Work and Pensions","Kingston upon Hull, City of","SEO/HEO","SEO","10","10","38870","38470"
"In post","2023","Department for Work and Pensions","Lambeth","AA/AO","AO","50","45","25200","25610"
"In post","2023","Department for Work and Pensions","Lambeth","EO","EO","320","295","32420","32520"
"In post","2023","Department for Work and Pensions","Lambeth","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Lambeth","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Lambeth","SEO/HEO","HEO","35","35","39240","39150"
"In post","2023","Department for Work and Pensions","Lambeth","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Lancaster and Wyre","AA/AO","AO","80","75","21670","21690"
"In post","2023","Department for Work and Pensions","Lancaster and Wyre","EO","EO","85","80","28080","28120"
"In post","2023","Department for Work and Pensions","Lancaster and Wyre","SEO/HEO","HEO","10","10","34240","34170"
"In post","2023","Department for Work and Pensions","Lancaster and Wyre","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Leeds","AA/AO","AO","405","370","21710","21690"
"In post","2023","Department for Work and Pensions","Leeds","EO","EO","1000","910","28100","28120"
"In post","2023","Department for Work and Pensions","Leeds","G6/G7","G6","130","125","68770","66860"
"In post","2023","Department for Work and Pensions","Leeds","G6/G7","G7","340","325","53270","50690"
"In post","2023","Department for Work and Pensions","Leeds","SCS level","SCS level","25","25","87520","82300"
"In post","2023","Department for Work and Pensions","Leeds","SEO/HEO","HEO","395","360","34400","34170"
"In post","2023","Department for Work and Pensions","Leeds","SEO/HEO","SEO","420","395","40820","38470"
"In post","2023","Department for Work and Pensions","Leicester","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Leicester","AA/AO","AO","350","295","21660","21690"
"In post","2023","Department for Work and Pensions","Leicester","EO","EO","375","340","28040","28120"
"In post","2023","Department for Work and Pensions","Leicester","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Leicester","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Leicester","SEO/HEO","HEO","50","45","34170","34170"
"In post","2023","Department for Work and Pensions","Leicester","SEO/HEO","SEO","15","15","38640","38470"
"In post","2023","Department for Work and Pensions","Leicestershire CC and Rutland","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Department for Work and Pensions","Leicestershire CC and Rutland","EO","EO","110","95","28090","28120"
"In post","2023","Department for Work and Pensions","Leicestershire CC and Rutland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Leicestershire CC and Rutland","SEO/HEO","HEO","10","10","34400","34170"
"In post","2023","Department for Work and Pensions","Leicestershire CC and Rutland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Lewisham and Southwark","AA/AO","AO","30","30","25350","25610"
"In post","2023","Department for Work and Pensions","Lewisham and Southwark","EO","EO","250","235","32300","32520"
"In post","2023","Department for Work and Pensions","Lewisham and Southwark","SEO/HEO","HEO","15","15","39280","39150"
"In post","2023","Department for Work and Pensions","Lewisham and Southwark","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Lincolnshire CC","AA/AO","AO","145","115","21650","21690"
"In post","2023","Department for Work and Pensions","Lincolnshire CC","EO","EO","330","290","28110","28120"
"In post","2023","Department for Work and Pensions","Lincolnshire CC","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Lincolnshire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Lincolnshire CC","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Lincolnshire CC","SEO/HEO","HEO","45","40","34360","34170"
"In post","2023","Department for Work and Pensions","Lincolnshire CC","SEO/HEO","SEO","10","10","38470","38470"
"In post","2023","Department for Work and Pensions","Liverpool","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Liverpool","AA/AO","AO","140","115","21670","21690"
"In post","2023","Department for Work and Pensions","Liverpool","EO","EO","515","460","28070","28120"
"In post","2023","Department for Work and Pensions","Liverpool","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Liverpool","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Liverpool","SEO/HEO","HEO","100","95","34260","34170"
"In post","2023","Department for Work and Pensions","Liverpool","SEO/HEO","SEO","15","15","38690","38470"
"In post","2023","Department for Work and Pensions","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","EO","EO","35","30","28120","28120"
"In post","2023","Department for Work and Pensions","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Luton","AA/AO","AO","25","20","22330","22020"
"In post","2023","Department for Work and Pensions","Luton","EO","EO","125","115","28450","28120"
"In post","2023","Department for Work and Pensions","Luton","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Department for Work and Pensions","Luton","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Manchester","AA/AO","AO","80","75","21650","21690"
"In post","2023","Department for Work and Pensions","Manchester","EO","EO","505","470","28070","28120"
"In post","2023","Department for Work and Pensions","Manchester","G6/G7","G6","105","105","71270","69870"
"In post","2023","Department for Work and Pensions","Manchester","G6/G7","G7","215","215","55120","53810"
"In post","2023","Department for Work and Pensions","Manchester","SCS level","SCS level","15","15","101900","95000"
"In post","2023","Department for Work and Pensions","Manchester","SEO/HEO","HEO","270","265","34270","34170"
"In post","2023","Department for Work and Pensions","Manchester","SEO/HEO","SEO","265","260","39830","38470"
"In post","2023","Department for Work and Pensions","Medway","AA/AO","AO","40","35","25230","25610"
"In post","2023","Department for Work and Pensions","Medway","EO","EO","135","125","31610","31280"
"In post","2023","Department for Work and Pensions","Medway","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Medway","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Medway","SEO/HEO","HEO","20","15","37900","37520"
"In post","2023","Department for Work and Pensions","Medway","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Merton, Kingston upon Thames and Sutton","AA/AO","AO","20","20","25450","25610"
"In post","2023","Department for Work and Pensions","Merton, Kingston upon Thames and Sutton","EO","EO","200","185","32320","32520"
"In post","2023","Department for Work and Pensions","Merton, Kingston upon Thames and Sutton","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Merton, Kingston upon Thames and Sutton","SEO/HEO","HEO","20","20","39180","39150"
"In post","2023","Department for Work and Pensions","Merton, Kingston upon Thames and Sutton","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Mid Kent","AA/AO","AO","15","10","25170","25610"
"In post","2023","Department for Work and Pensions","Mid Kent","EO","EO","120","115","31420","31280"
"In post","2023","Department for Work and Pensions","Mid Kent","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Mid Kent","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Mid Kent","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Mid Kent","SEO/HEO","HEO","15","15","36640","37520"
"In post","2023","Department for Work and Pensions","Mid Kent","SEO/HEO","SEO","15","10","44360","43760"
"In post","2023","Department for Work and Pensions","Mid Lancashire","AA/AO","AA","10","10","21250","21250"
"In post","2023","Department for Work and Pensions","Mid Lancashire","AA/AO","AO","1180","1035","21640","21690"
"In post","2023","Department for Work and Pensions","Mid Lancashire","EO","EO","710","650","28020","28120"
"In post","2023","Department for Work and Pensions","Mid Lancashire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Mid Lancashire","G6/G7","G7","15","15","50890","50160"
"In post","2023","Department for Work and Pensions","Mid Lancashire","SEO/HEO","HEO","115","110","34270","34170"
"In post","2023","Department for Work and Pensions","Mid Lancashire","SEO/HEO","SEO","25","25","38480","38470"
"In post","2023","Department for Work and Pensions","Milton Keynes","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Milton Keynes","AA/AO","AO","25","20","22140","21690"
"In post","2023","Department for Work and Pensions","Milton Keynes","EO","EO","135","120","28510","28120"
"In post","2023","Department for Work and Pensions","Milton Keynes","SEO/HEO","HEO","15","15","35490","34970"
"In post","2023","Department for Work and Pensions","Milton Keynes","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Monmouthshire and Newport","AA/AO","AO","20","15","21660","21690"
"In post","2023","Department for Work and Pensions","Monmouthshire and Newport","EO","EO","100","85","28070","28120"
"In post","2023","Department for Work and Pensions","Monmouthshire and Newport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Monmouthshire and Newport","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","Monmouthshire and Newport","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Na h-Eileanan Siar","AA/AO","AO","60","60","21680","21690"
"In post","2023","Department for Work and Pensions","Na h-Eileanan Siar","EO","EO","25","20","28060","28120"
"In post","2023","Department for Work and Pensions","Na h-Eileanan Siar","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Na h-Eileanan Siar","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","North Hampshire","AA/AO","AO","20","20","22050","21690"
"In post","2023","Department for Work and Pensions","North Hampshire","EO","EO","105","90","28090","28120"
"In post","2023","Department for Work and Pensions","North Hampshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","North Hampshire","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Department for Work and Pensions","North Hampshire","SEO/HEO","HEO","15","15","33710","34170"
"In post","2023","Department for Work and Pensions","North Hampshire","SEO/HEO","SEO","20","15","51810","48350"
"In post","2023","Department for Work and Pensions","North Lanarkshire","AA/AO","AO","500","435","21650","21690"
"In post","2023","Department for Work and Pensions","North Lanarkshire","EO","EO","285","245","28000","28120"
"In post","2023","Department for Work and Pensions","North Lanarkshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","North Lanarkshire","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Department for Work and Pensions","North Lanarkshire","SEO/HEO","HEO","40","35","34310","34170"
"In post","2023","Department for Work and Pensions","North Lanarkshire","SEO/HEO","SEO","10","10","38580","38470"
"In post","2023","Department for Work and Pensions","North Northamptonshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","North Northamptonshire","AA/AO","AO","220","185","21680","21690"
"In post","2023","Department for Work and Pensions","North Northamptonshire","EO","EO","165","150","28150","28120"
"In post","2023","Department for Work and Pensions","North Northamptonshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","North Northamptonshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","North Northamptonshire","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","North Northamptonshire","SEO/HEO","HEO","25","25","34220","34170"
"In post","2023","Department for Work and Pensions","North Northamptonshire","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","North Nottinghamshire","AA/AO","AO","15","15","21690","21690"
"In post","2023","Department for Work and Pensions","North Nottinghamshire","EO","EO","180","155","28080","28120"
"In post","2023","Department for Work and Pensions","North Nottinghamshire","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","North Nottinghamshire","SEO/HEO","HEO","20","20","34380","34170"
"In post","2023","Department for Work and Pensions","North Nottinghamshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","North Yorkshire CC","AA/AO","AO","15","10","21670","21690"
"In post","2023","Department for Work and Pensions","North Yorkshire CC","EO","EO","140","125","28110","28120"
"In post","2023","Department for Work and Pensions","North Yorkshire CC","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","North Yorkshire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","North Yorkshire CC","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","North Yorkshire CC","SEO/HEO","HEO","50","50","34180","34170"
"In post","2023","Department for Work and Pensions","North Yorkshire CC","SEO/HEO","SEO","10","10","38970","38470"
"In post","2023","Department for Work and Pensions","North and North East Lincolnshire","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","North and North East Lincolnshire","AA/AO","AO","195","165","21680","21690"
"In post","2023","Department for Work and Pensions","North and North East Lincolnshire","EO","EO","235","205","28130","28120"
"In post","2023","Department for Work and Pensions","North and North East Lincolnshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","North and North East Lincolnshire","G6/G7","G7","10","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","North and North East Lincolnshire","SEO/HEO","HEO","40","35","34270","34170"
"In post","2023","Department for Work and Pensions","North and North East Lincolnshire","SEO/HEO","SEO","15","15","38470","38470"
"In post","2023","Department for Work and Pensions","North and West Norfolk","AA/AO","AO","15","10","21660","21690"
"In post","2023","Department for Work and Pensions","North and West Norfolk","EO","EO","80","65","28160","28120"
"In post","2023","Department for Work and Pensions","North and West Norfolk","SEO/HEO","HEO","10","5","[c]","[c]"
"In post","2023","Department for Work and Pensions","North and West Norfolk","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Northumberland","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Northumberland","AA/AO","AO","20","15","21690","21690"
"In post","2023","Department for Work and Pensions","Northumberland","EO","EO","135","115","28120","28120"
"In post","2023","Department for Work and Pensions","Northumberland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Northumberland","SEO/HEO","HEO","20","15","34790","34170"
"In post","2023","Department for Work and Pensions","Northumberland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Norwich and East Norfolk","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Department for Work and Pensions","Norwich and East Norfolk","AA/AO","AO","150","120","21690","21690"
"In post","2023","Department for Work and Pensions","Norwich and East Norfolk","EO","EO","345","295","28110","28120"
"In post","2023","Department for Work and Pensions","Norwich and East Norfolk","G6/G7","G6","[c]","[c]","[c]","[c]"
