"Status","Year","Function_of_post","Parent_department","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","South East (England)","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","South East (England)","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","South East (England)","East Kent","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","South East (England)","East Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","South East (England)","East Sussex CC","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","South East (England)","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","South East (England)","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","South East (England)","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","South East (England)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","South East (England)","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","South East (England)","Southampton","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","South East (England)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","South West (England)","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","South West (England)","Bristol, City of","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","South West (England)","Devon CC","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","South West (England)","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","South West (England)","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","South West (England)","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","South West (England)","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","Unknown","Unknown","20","15","53010","50160"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","Wales","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","Wales","Central Valleys","10","10","29070","28120"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","Wales","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","Wales","Flintshire and Wrexham","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","Wales","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","Wales","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","Wales","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","Wales","South West Wales","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","Wales","Swansea","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","West Midlands (England)","Birmingham","35","35","40160","38470"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","West Midlands (England)","Coventry","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","West Midlands (England)","Dudley","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","West Midlands (England)","Sandwell","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","West Midlands (England)","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","West Midlands (England)","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","West Midlands (England)","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","West Midlands (England)","Walsall","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","West Midlands (England)","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","West Midlands (England)","Wolverhampton","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","West Midlands (England)","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","Yorkshire and The Humber","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","Yorkshire and The Humber","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","Yorkshire and The Humber","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","Yorkshire and The Humber","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","Yorkshire and The Humber","Leeds","355","340","47450","45110"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","Yorkshire and The Humber","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","Yorkshire and The Humber","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","Yorkshire and The Humber","Sheffield","230","220","45630","40040"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","Yorkshire and The Humber","Wakefield","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department for Work and Pensions","Yorkshire and The Humber","York","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","East Midlands (England)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","East Midlands (England)","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","East Midlands (England)","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","East of England","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","East of England","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","East of England","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","East of England","Hertfordshire CC","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","East of England","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","London","Barnet","50","50","42730","41280"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","London","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","London","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","London","Croydon","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","London","Ealing","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","London","Enfield","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","London","Hackney and Newham","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","London","Haringey and Islington","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","London","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","London","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","London","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","London","Lambeth","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","London","Lewisham and Southwark","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","London","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","London","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","London","Tower Hamlets","75","75","50190","50480"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","London","Wandsworth","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","London","Westminster","85","85","56610","54690"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","North East (England)","Durham","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","North East (England)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","North East (England)","Sunderland","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","North West (England)","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","North West (England)","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","North West (England)","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","North West (England)","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","North West (England)","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","North West (England)","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","North West (England)","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","North West (England)","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","North West (England)","Liverpool","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","North West (England)","Warrington","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","South East (England)","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","South East (England)","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","South East (England)","East Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","South East (England)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","South East (England)","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","South East (England)","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","South East (England)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","South East (England)","Southampton","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","South East (England)","West Surrey","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","South East (England)","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","South West (England)","Bristol, City of","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","South West (England)","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","South West (England)","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","South West (England)","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","South West (England)","Wiltshire","10","10","46720","49590"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","Wales","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","Wales","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","Wales","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","Wales","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","West Midlands (England)","Birmingham","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","West Midlands (England)","Dudley","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","West Midlands (England)","Sandwell","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","West Midlands (England)","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","West Midlands (England)","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","West Midlands (England)","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","Yorkshire and The Humber","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","Yorkshire and The Humber","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","Yorkshire and The Humber","Leeds","35","35","52490","50420"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","Yorkshire and The Humber","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Department of Health and Social Care","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","East Midlands (England)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","East Midlands (England)","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","East Midlands (England)","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","East of England","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","East of England","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","East of England","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","London","Barnet","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","London","Enfield","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","London","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","London","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","London","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","London","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","North West (England)","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","North West (England)","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Northern Ireland","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","South East (England)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","South East (England)","Southampton","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","South West (England)","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Yorkshire and The Humber","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Yorkshire and The Humber","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Food Standards Agency","Yorkshire and The Humber","York","15","15","42000","38670"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","London","Westminster","120","120","49710","45970"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Scotland","South Lanarkshire","210","205","43780","42450"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","South East (England)","Milton Keynes","130","130","44230","42410"
"In post","2023","Digital, Data & Technology","Foreign, Commonwealth and Development Office","South East (England)","West Sussex (North East)","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Land Registry","East Midlands (England)","Leicester","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Land Registry","East Midlands (England)","Nottingham","30","30","40040","39490"
"In post","2023","Digital, Data & Technology","HM Land Registry","East of England","Peterborough","15","15","41260","39460"
"In post","2023","Digital, Data & Technology","HM Land Registry","London","Croydon","45","45","43540","43020"
"In post","2023","Digital, Data & Technology","HM Land Registry","North East (England)","Durham","15","15","38540","39460"
"In post","2023","Digital, Data & Technology","HM Land Registry","North West (England)","Mid Lancashire","10","10","41180","39460"
"In post","2023","Digital, Data & Technology","HM Land Registry","North West (England)","Wirral","30","30","32860","28080"
"In post","2023","Digital, Data & Technology","HM Land Registry","South West (England)","Dorset","10","10","35130","37160"
"In post","2023","Digital, Data & Technology","HM Land Registry","South West (England)","Gloucestershire CC","10","10","44510","39490"
"In post","2023","Digital, Data & Technology","HM Land Registry","South West (England)","Plymouth","460","435","39920","39460"
"In post","2023","Digital, Data & Technology","HM Land Registry","Wales","Swansea","25","25","38470","39460"
"In post","2023","Digital, Data & Technology","HM Land Registry","West Midlands (England)","Coventry","20","20","34670","37160"
"In post","2023","Digital, Data & Technology","HM Land Registry","West Midlands (England)","Telford and Wrekin","10","10","38040","34850"
"In post","2023","Digital, Data & Technology","HM Land Registry","Yorkshire and The Humber","Kingston upon Hull, City of","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","East Midlands (England)","Nottingham","35","35","40580","35000"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","East of England","Southend-on-Sea","65","55","38070","36990"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","London","Croydon","50","50","53160","45370"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","London","Hackney and Newham","410","405","49890","45520"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","London","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","London","Westminster","30","30","65100","65230"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","North East (England)","Sunderland","10","10","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","North East (England)","Tyneside","810","785","44210","42140"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","North West (England)","Greater Manchester South West","340","335","42070","41780"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","North West (England)","Liverpool","160","155","40200","35000"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","North West (England)","Mid Lancashire","25","25","37420","35000"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","North West (England)","Sefton","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Northern Ireland","Belfast","50","50","36650","34700"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Scotland","City of Edinburgh","105","100","44590","41780"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Scotland","Glasgow City","85","85","39240","35000"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Scotland","South Lanarkshire","25","25","41010","41780"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","South East (England)","Berkshire","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","South East (England)","West Sussex (South West)","270","260","43770","42150"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","South West (England)","Bristol, City of","115","115","42970","41780"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Wales","Cardiff and Vale of Glamorgan","135","130","38160","35000"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","West Midlands (England)","Birmingham","70","70","40440","35510"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","West Midlands (England)","Telford and Wrekin","735","720","44560","42510"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Yorkshire and The Humber","Bradford","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Yorkshire and The Humber","Leeds","420","405","40900","35000"
"In post","2023","Digital, Data & Technology","HM Revenue and Customs","Yorkshire and The Humber","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Treasury","East of England","Norwich and East Norfolk","5","5","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Treasury","London","Camden and City of London","35","35","56140","57110"
"In post","2023","Digital, Data & Technology","HM Treasury","London","Westminster","15","15","51790","54090"
"In post","2023","Digital, Data & Technology","HM Treasury","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data & Technology","HM Treasury","Yorkshire and The Humber","Sheffield","[c]","[c]","[c]","[c]"
