"Status","Year","Disability","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Unknown","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Crime Agency","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Infrastructure Commission","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","National Records of Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Northern Ireland Office","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Public Guardian","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Public Guardian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Public Guardian","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Wales","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Planning Inspectorate","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Registers of Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Registers of Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Revenue Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Royal Fleet Auxiliary","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Courts and Tribunals Service","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Courts and Tribunals Service","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Courts and Tribunals Service","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Courts and Tribunals Service","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Courts and Tribunals Service","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Forestry","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government (excl. agencies)","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government (excl. agencies)","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government (excl. agencies)","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Government (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Prison Service","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Prison Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Prison Service","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Prison Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Prison Service","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Scottish Public Pensions Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Serious Fraud Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Serious Fraud Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Serious Fraud Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Security Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Security Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Security Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Security Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Security Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Social Security Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Standards and Testing Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Standards and Testing Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","The Insolvency Service","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","The Insolvency Service","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","The Insolvency Service","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","The Insolvency Service","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","The Insolvency Service","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","The Insolvency Service","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","The Insolvency Service","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","The National Archives","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Health Security Agency","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Health Security Agency","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Health Security Agency","G7","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Health Security Agency","HEO","35","[c]","32060","32330"
"Leaver Dept.","2023","Unknown","UK Health Security Agency","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Health Security Agency","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Hydrographic Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Hydrographic Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Space Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Space Agency","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Space Agency","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Space Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Space Agency","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Statistics Authority","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Statistics Authority","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Statistics Authority","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Statistics Authority","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Statistics Authority","HEO","40","[c]","31670","31060"
"Leaver Dept.","2023","Unknown","UK Statistics Authority","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Supreme Court","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Valuation Office Agency","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Valuation Office Agency","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Valuation Office Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Veterinary Medicines Directorate","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Government (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Revenue Authority","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Revenue Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Welsh Revenue Authority","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Accountant in Bankruptcy","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Accountant in Bankruptcy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Accountant in Bankruptcy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Active Travel England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Active Travel England","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Active Travel England","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Active Travel England","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Active Travel England","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Active Travel England","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Advisory, Conciliation and Arbitration Service","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Animal and Plant Health Agency","AO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Animal and Plant Health Agency","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Animal and Plant Health Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Animal and Plant Health Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Animal and Plant Health Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Animal and Plant Health Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Attorney General's Office","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Attorney General's Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Attorney General's Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Building Digital UK","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Building Digital UK","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Building Digital UK","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Building Digital UK","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Building Digital UK","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Building Digital UK","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Cabinet Office (excl. agencies)","AO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Cabinet Office (excl. agencies)","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Cabinet Office (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Cabinet Office (excl. agencies)","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Cabinet Office (excl. agencies)","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Cabinet Office (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Central Civil Service Fast Stream","HEO","95","[c]","28900","28840"
"New entrant CS","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Charity Commission","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Charity Commission","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Charity Commission","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Companies House","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Companies House","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Companies House","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Companies House","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Companies House","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Companies House","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Criminal Injuries Compensation Authority","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Criminal Injuries Compensation Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Criminal Injuries Compensation Authority","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Criminal Injuries Compensation Authority","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Crown Commercial Service","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Crown Commercial Service","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Crown Commercial Service","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Crown Commercial Service","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Crown Commercial Service","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Crown Office and Procurator Fiscal Service","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Crown Office and Procurator Fiscal Service","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Crown Office and Procurator Fiscal Service","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Crown Office and Procurator Fiscal Service","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Crown Office and Procurator Fiscal Service","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Crown Prosecution Service","AO","55","[c]","21800","20980"
"New entrant CS","2023","Declared disabled","Crown Prosecution Service","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Crown Prosecution Service","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Crown Prosecution Service","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Crown Prosecution Service","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Crown Prosecution Service","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Crown Prosecution Service","SEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Defence Electronics and Components Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Defence Equipment and Support","AO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Defence Equipment and Support","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Defence Equipment and Support","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Defence Equipment and Support","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Defence Equipment and Support","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Defence Equipment and Support","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Defence Equipment and Support","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Defence Science and Technology Laboratory","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Defence Science and Technology Laboratory","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Defence Science and Technology Laboratory","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Defence Science and Technology Laboratory","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Defence Science and Technology Laboratory","HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Defence Science and Technology Laboratory","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Education (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Education (excl. agencies)","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Education (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Education (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Education (excl. agencies)","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Education (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Education (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","HEO","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO","30","[c]","38560","37300"
"New entrant CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for International Trade","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for International Trade","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for International Trade","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for International Trade","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Transport (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Transport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Transport (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Transport (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Transport (excl. agencies)","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Transport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Transport (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","AO","250","[c]","21880","21690"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","EO","130","[c]","27940","28120"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","G7","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","HEO","35","[c]","36230","34170"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department for Work and Pensions (excl. agencies)","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Department of Health and Social Care (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
