"Status","Year","Age","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","50-59","Intelligence Analysis","SEO","Unknown","10","10","[c]","[c]"
"In post","2023","50-59","Intelligence Analysis","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Intelligence Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Intelligence Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","50-59","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","G6","Heterosexual / straight","35","35","66530","65210"
"In post","2023","50-59","Internal Audit","G6","LGBO","5","5","[c]","[c]"
"In post","2023","50-59","Internal Audit","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","G7","Heterosexual / straight","35","35","54990","55270"
"In post","2023","50-59","Internal Audit","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","G7","Undeclared","10","5","[c]","[c]"
"In post","2023","50-59","Internal Audit","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","HEO","Heterosexual / straight","30","30","35790","35000"
"In post","2023","50-59","Internal Audit","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","Internal Audit","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","50-59","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","SEO","Heterosexual / straight","85","80","46620","46200"
"In post","2023","50-59","Internal Audit","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","SEO","Undeclared","15","15","[c]","[c]"
"In post","2023","50-59","Internal Audit","SEO","Unknown","10","10","[c]","[c]"
"In post","2023","50-59","International Trade","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","International Trade","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","International Trade","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","50-59","International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","International Trade","EO","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","International Trade","G6","Heterosexual / straight","30","30","69360","68250"
"In post","2023","50-59","International Trade","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","International Trade","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","International Trade","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","International Trade","G7","Heterosexual / straight","75","75","56030","55500"
"In post","2023","50-59","International Trade","G7","LGBO","5","5","[c]","[c]"
"In post","2023","50-59","International Trade","G7","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","International Trade","G7","Unknown","25","25","[c]","[c]"
"In post","2023","50-59","International Trade","HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","50-59","International Trade","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","International Trade","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","International Trade","HEO","Unknown","10","10","[c]","[c]"
"In post","2023","50-59","International Trade","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","50-59","International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","International Trade","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","International Trade","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","International Trade","SEO","Heterosexual / straight","95","90","41960","42140"
"In post","2023","50-59","International Trade","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","International Trade","SEO","Undeclared","5","5","[c]","[c]"
"In post","2023","50-59","International Trade","SEO","Unknown","35","35","42600","42230"
"In post","2023","50-59","Knowledge and Information Management","AA","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","AO","Heterosexual / straight","100","95","23540","22220"
"In post","2023","50-59","Knowledge and Information Management","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","AO","Undeclared","15","15","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","AO","Unknown","10","10","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","EO","Heterosexual / straight","140","135","28570","28120"
"In post","2023","50-59","Knowledge and Information Management","EO","LGBO","5","5","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","EO","Undeclared","40","35","29520","29570"
"In post","2023","50-59","Knowledge and Information Management","EO","Unknown","30","25","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","G6","Undeclared","5","5","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","G7","Heterosexual / straight","55","55","55810","55150"
"In post","2023","50-59","Knowledge and Information Management","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","G7","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","G7","Unknown","15","15","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","HEO","Heterosexual / straight","135","135","34590","34170"
"In post","2023","50-59","Knowledge and Information Management","HEO","LGBO","10","10","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","HEO","Undeclared","30","30","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","HEO","Unknown","20","20","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","SEO","Heterosexual / straight","75","75","42730","41800"
"In post","2023","50-59","Knowledge and Information Management","SEO","LGBO","5","5","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","SEO","Undeclared","15","15","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","SEO","Unknown","15","10","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","AO","Heterosexual / straight","60","55","23180","22520"
"In post","2023","50-59","Legal","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","AO","Undeclared","5","5","[c]","[c]"
"In post","2023","50-59","Legal","AO","Unknown","20","15","[c]","[c]"
"In post","2023","50-59","Legal","EO","Heterosexual / straight","155","145","29810","29730"
"In post","2023","50-59","Legal","EO","LGBO","5","5","[c]","[c]"
"In post","2023","50-59","Legal","EO","Undeclared","35","35","29830","29730"
"In post","2023","50-59","Legal","EO","Unknown","70","65","29930","29730"
"In post","2023","50-59","Legal","G6","Heterosexual / straight","310","295","73150","72920"
"In post","2023","50-59","Legal","G6","LGBO","25","20","[c]","[c]"
"In post","2023","50-59","Legal","G6","Undeclared","40","40","75230","76490"
"In post","2023","50-59","Legal","G6","Unknown","120","115","74630","74000"
"In post","2023","50-59","Legal","G7","Heterosexual / straight","900","850","58710","57130"
"In post","2023","50-59","Legal","G7","LGBO","40","35","58590","56450"
"In post","2023","50-59","Legal","G7","Undeclared","80","75","59830","58820"
"In post","2023","50-59","Legal","G7","Unknown","345","315","59620","58110"
"In post","2023","50-59","Legal","HEO","Heterosexual / straight","205","200","36360","35000"
"In post","2023","50-59","Legal","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","50-59","Legal","HEO","Undeclared","40","40","36660","35240"
"In post","2023","50-59","Legal","HEO","Unknown","95","90","37100","35240"
"In post","2023","50-59","Legal","SCS level","Heterosexual / straight","150","145","94120","87210"
"In post","2023","50-59","Legal","SCS level","LGBO","15","15","[c]","[c]"
"In post","2023","50-59","Legal","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2023","50-59","Legal","SCS level","Unknown","35","35","94520","87540"
"In post","2023","50-59","Legal","SEO","Heterosexual / straight","280","255","44160","43650"
"In post","2023","50-59","Legal","SEO","LGBO","10","10","[c]","[c]"
"In post","2023","50-59","Legal","SEO","Undeclared","75","65","45480","45450"
"In post","2023","50-59","Legal","SEO","Unknown","85","80","45870","45560"
"In post","2023","50-59","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicine","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicine","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicine","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicine","AA","Unknown","10","5","[c]","[c]"
"In post","2023","50-59","Medicine","AO","Heterosexual / straight","30","30","25120","24680"
"In post","2023","50-59","Medicine","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicine","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicine","AO","Unknown","5","5","[c]","[c]"
"In post","2023","50-59","Medicine","EO","Heterosexual / straight","70","60","33920","32930"
"In post","2023","50-59","Medicine","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicine","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","Medicine","EO","Unknown","10","10","[c]","[c]"
"In post","2023","50-59","Medicine","G6","Heterosexual / straight","105","90","87490","93060"
"In post","2023","50-59","Medicine","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicine","G6","Undeclared","20","20","[c]","[c]"
"In post","2023","50-59","Medicine","G6","Unknown","15","10","[c]","[c]"
"In post","2023","50-59","Medicine","G7","Heterosexual / straight","70","65","63950","58450"
"In post","2023","50-59","Medicine","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicine","G7","Undeclared","15","15","[c]","[c]"
"In post","2023","50-59","Medicine","G7","Unknown","10","10","[c]","[c]"
"In post","2023","50-59","Medicine","HEO","Heterosexual / straight","105","95","39770","40590"
"In post","2023","50-59","Medicine","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicine","HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","50-59","Medicine","HEO","Unknown","20","20","[c]","[c]"
"In post","2023","50-59","Medicine","SCS level","Heterosexual / straight","60","55","117750","119130"
"In post","2023","50-59","Medicine","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicine","SCS level","Undeclared","15","10","[c]","[c]"
"In post","2023","50-59","Medicine","SCS level","Unknown","30","30","118280","120560"
"In post","2023","50-59","Medicine","SEO","Heterosexual / straight","50","50","46940","47670"
"In post","2023","50-59","Medicine","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicine","SEO","Undeclared","10","10","[c]","[c]"
"In post","2023","50-59","Medicine","SEO","Unknown","10","10","[c]","[c]"
"In post","2023","50-59","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicine","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Medicine","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Operational Delivery","AA","Heterosexual / straight","2195","1990","22160","22810"
"In post","2023","50-59","Operational Delivery","AA","LGBO","100","90","22600","23230"
"In post","2023","50-59","Operational Delivery","AA","Undeclared","315","275","21650","21380"
"In post","2023","50-59","Operational Delivery","AA","Unknown","760","665","22800","23000"
"In post","2023","50-59","Operational Delivery","AO","Heterosexual / straight","16645","14875","24020","22400"
"In post","2023","50-59","Operational Delivery","AO","LGBO","610","570","24780","22520"
"In post","2023","50-59","Operational Delivery","AO","Undeclared","2670","2360","23890","22400"
"In post","2023","50-59","Operational Delivery","AO","Unknown","5795","5085","24190","22520"
"In post","2023","50-59","Operational Delivery","EO","Heterosexual / straight","18365","16985","29160","28120"
"In post","2023","50-59","Operational Delivery","EO","LGBO","690","660","29150","28120"
"In post","2023","50-59","Operational Delivery","EO","Undeclared","2940","2705","29040","28120"
"In post","2023","50-59","Operational Delivery","EO","Unknown","5000","4540","29830","28120"
"In post","2023","50-59","Operational Delivery","G6","Heterosexual / straight","790","780","72030","69940"
"In post","2023","50-59","Operational Delivery","G6","LGBO","30","30","71490","67620"
"In post","2023","50-59","Operational Delivery","G6","Undeclared","75","75","75620","70990"
"In post","2023","50-59","Operational Delivery","G6","Unknown","115","115","71230","68830"
"In post","2023","50-59","Operational Delivery","G7","Heterosexual / straight","1870","1840","56700","55370"
