"Status","Year","Ethnicity","Function_of_post","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Unknown","Scotland","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","South East (England)","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","South East (England)","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","South East (England)","Central Hampshire","10","10","[c]","[c]"
"In post","2023","Asian","Unknown","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","South East (England)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","South East (England)","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","South East (England)","Southampton","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","South East (England)","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","South East (England)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","South West (England)","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","South West (England)","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","South West (England)","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","South West (England)","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","South West (England)","Wiltshire","40","35","41390","39890"
"In post","2023","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Wales","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Wales","Cardiff and Vale of Glamorgan","65","60","42670","39690"
"In post","2023","Asian","Unknown","Wales","Central Valleys","10","10","[c]","[c]"
"In post","2023","Asian","Unknown","Wales","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Wales","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Wales","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Wales","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Wales","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","West Midlands (England)","Birmingham","10","10","[c]","[c]"
"In post","2023","Asian","Unknown","West Midlands (England)","Coventry","15","10","[c]","[c]"
"In post","2023","Asian","Unknown","West Midlands (England)","Dudley","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","West Midlands (England)","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","West Midlands (England)","Sandwell","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","West Midlands (England)","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","West Midlands (England)","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","West Midlands (England)","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","West Midlands (England)","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","West Midlands (England)","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","West Midlands (England)","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Yorkshire and The Humber","Bradford","5","5","[c]","[c]"
"In post","2023","Asian","Unknown","Yorkshire and The Humber","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Yorkshire and The Humber","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Yorkshire and The Humber","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Yorkshire and The Humber","Leeds","20","20","[c]","[c]"
"In post","2023","Asian","Unknown","Yorkshire and The Humber","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Yorkshire and The Humber","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","East Midlands (England)","Derby","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","East Midlands (England)","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","East Midlands (England)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","East Midlands (England)","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","East Midlands (England)","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","East Midlands (England)","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","East Midlands (England)","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","East of England","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","East of England","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","East of England","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","East of England","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","East of England","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","East of England","Luton","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","East of England","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","East of England","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","East of England","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","East of England","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","London","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","London","Barnet","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","London","Brent","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","London","Bromley","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","London","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","London","Croydon","10","10","[c]","[c]"
"In post","2023","Black","Analysis","London","Hackney and Newham","15","15","[c]","[c]"
"In post","2023","Black","Analysis","London","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","London","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","London","Lambeth","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","London","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","London","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","London","Tower Hamlets","40","40","38500","35410"
"In post","2023","Black","Analysis","London","Westminster","95","95","42320","39090"
"In post","2023","Black","Analysis","North East (England)","Darlington","5","5","[c]","[c]"
"In post","2023","Black","Analysis","North East (England)","Durham","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","North East (England)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","North East (England)","Sunderland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","North West (England)","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","North West (England)","Blackpool","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","North West (England)","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","North West (England)","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","North West (England)","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","North West (England)","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","North West (England)","Greater Manchester South West","5","5","[c]","[c]"
"In post","2023","Black","Analysis","North West (England)","Liverpool","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","North West (England)","Manchester","10","10","[c]","[c]"
"In post","2023","Black","Analysis","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","North West (England)","Warrington","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","North West (England)","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Northern Ireland","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Scotland","Glasgow City","5","5","[c]","[c]"
"In post","2023","Black","Analysis","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","South East (England)","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","South East (England)","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","South East (England)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","South East (England)","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","South East (England)","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","South East (England)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","South East (England)","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","South East (England)","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","South East (England)","South Hampshire","10","10","[c]","[c]"
"In post","2023","Black","Analysis","South East (England)","Southampton","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","South East (England)","West Kent","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","South East (England)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","South East (England)","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","South West (England)","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","South West (England)","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","South West (England)","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","South West (England)","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","South West (England)","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","South West (England)","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","South West (England)","Wiltshire","5","5","[c]","[c]"
"In post","2023","Black","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Wales","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Wales","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Wales","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Wales","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Wales","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Wales","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Wales","Monmouthshire and Newport","15","15","[c]","[c]"
"In post","2023","Black","Analysis","Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Wales","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","West Midlands (England)","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","West Midlands (England)","Dudley","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","West Midlands (England)","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","West Midlands (England)","Sandwell","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","West Midlands (England)","Shropshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","West Midlands (England)","Solihull","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","West Midlands (England)","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","West Midlands (England)","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","West Midlands (England)","Walsall","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","West Midlands (England)","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","West Midlands (England)","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","West Midlands (England)","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Yorkshire and The Humber","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Yorkshire and The Humber","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Yorkshire and The Humber","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Yorkshire and The Humber","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Yorkshire and The Humber","Leeds","10","10","[c]","[c]"
"In post","2023","Black","Analysis","Yorkshire and The Humber","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Yorkshire and The Humber","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Yorkshire and The Humber","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Yorkshire and The Humber","Wakefield","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","East Midlands (England)","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","East Midlands (England)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","East Midlands (England)","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","East Midlands (England)","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","East Midlands (England)","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","East Midlands (England)","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","East Midlands (England)","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","East of England","Bedford","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","East of England","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","East of England","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","East of England","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","East of England","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","East of England","Luton","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","East of England","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","East of England","Peterborough","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","East of England","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","London","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","London","Barnet","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","London","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","London","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","London","Croydon","10","10","[c]","[c]"
"In post","2023","Black","Commercial","London","Enfield","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","London","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","London","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","London","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","London","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","London","Lambeth","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","London","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","London","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","London","Tower Hamlets","20","20","[c]","[c]"
"In post","2023","Black","Commercial","London","Westminster","85","85","52180","44070"
"In post","2023","Black","Commercial","North East (England)","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","North East (England)","Durham","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","North East (England)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","North East (England)","Sunderland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","North West (England)","Blackpool","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","North West (England)","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","North West (England)","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","North West (England)","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","North West (England)","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","North West (England)","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","North West (England)","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","North West (England)","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","North West (England)","Greater Manchester South West","5","5","[c]","[c]"
"In post","2023","Black","Commercial","North West (England)","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","North West (England)","Liverpool","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","North West (England)","Manchester","5","5","[c]","[c]"
"In post","2023","Black","Commercial","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","North West (England)","Warrington","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","North West (England)","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Northern Ireland","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Northern Ireland","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","South East (England)","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","South East (England)","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","South East (England)","Central Hampshire","5","5","[c]","[c]"
"In post","2023","Black","Commercial","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","South East (England)","East Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","South East (England)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","South East (England)","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","South East (England)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","South East (England)","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","South East (England)","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
