"Status","Year","Age","Parent_department","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Attorney General's Departments","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","London","Inner London - West","10","10","23200","20980"
"In post","2023","16-19","Attorney General's Departments","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","West Midlands (England)","West Midlands","5","5","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Attorney General's Departments","Yorkshire and The Humber","West Yorkshire","5","5","[c]","[c]"
"In post","2023","16-19","Cabinet Office","London","Inner London - East","[c]","[c]","[c]","[c]"
