"Status","Year","Age","Profession_of_post","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Knowledge and Information Management","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","London","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Legal","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","East Midlands (England)","Outside London","70","70","24940","23230"
"In post","2023","16-19","Operational Delivery","East of England","Outside London","70","65","24350","23230"
"In post","2023","16-19","Operational Delivery","London","London","60","55","26850","26400"
"In post","2023","16-19","Operational Delivery","North East (England)","Outside London","55","55","23580","22520"
"In post","2023","16-19","Operational Delivery","North West (England)","Outside London","115","110","23470","22520"
"In post","2023","16-19","Operational Delivery","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Scotland","Outside London","55","50","22540","22520"
"In post","2023","16-19","Operational Delivery","South East (England)","Outside London","130","130","23620","22500"
"In post","2023","16-19","Operational Delivery","South West (England)","Outside London","50","50","23450","22700"
"In post","2023","16-19","Operational Delivery","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Operational Delivery","Wales","Outside London","120","115","21440","22150"
"In post","2023","16-19","Operational Delivery","West Midlands (England)","Outside London","65","60","23790","22520"
"In post","2023","16-19","Operational Delivery","Yorkshire and The Humber","Outside London","95","95","24130","22870"
"In post","2023","16-19","Operational Research","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Research","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Operational Research","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","London","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","Scotland","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Other","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","South West (England)","Outside London","20","20","19840","19460"
"In post","2023","16-19","Other","Unknown","Unknown","30","30","19370","17400"
"In post","2023","16-19","Other","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","London","London","15","15","26490","25610"
"In post","2023","16-19","Policy","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Policy","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Project Delivery","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","London","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","South West (England)","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","Project Delivery","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Project Delivery","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Property","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","London","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","South East (England)","Outside London","20","20","23520","23280"
"In post","2023","16-19","Property","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Property","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Psychology","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Science and Engineering","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Science and Engineering","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Science and Engineering","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Science and Engineering","South West (England)","Outside London","95","95","19710","18780"
"In post","2023","16-19","Science and Engineering","Wales","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","Science and Engineering","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Security","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Security","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Social Research","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","London","London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Statistics","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Tax","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","London","London","10","10","29140","28050"
"In post","2023","16-19","Unknown","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Scotland","Outside London","50","50","23020","22460"
"In post","2023","16-19","Unknown","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Wales","Outside London","5","5","[c]","[c]"
"In post","2023","16-19","Unknown","Yorkshire and The Humber","Outside London","10","10","[c]","[c]"
"In post","2023","16-19","Veterinarian","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","East Midlands (England)","Outside London","15","15","31340","31920"
"In post","2023","20-29","Commercial","East of England","Outside London","20","20","33420","32020"
"In post","2023","20-29","Commercial","London","London","305","305","41550","36000"
"In post","2023","20-29","Commercial","North East (England)","Outside London","25","25","31220","30330"
"In post","2023","20-29","Commercial","North West (England)","Outside London","115","115","36090","33170"
"In post","2023","20-29","Commercial","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Overseas","Overseas","5","5","[c]","[c]"
"In post","2023","20-29","Commercial","Scotland","Outside London","60","60","31400","28940"
"In post","2023","20-29","Commercial","South East (England)","Outside London","75","75","31080","29080"
"In post","2023","20-29","Commercial","South West (England)","Outside London","335","330","31770","31920"
"In post","2023","20-29","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Commercial","Wales","Outside London","40","40","29620","31060"
"In post","2023","20-29","Commercial","West Midlands (England)","Outside London","45","45","35610","31350"
"In post","2023","20-29","Commercial","Yorkshire and The Humber","Outside London","90","90","35240","32440"
"In post","2023","20-29","Communications","East Midlands (England)","Outside London","15","15","30800","31270"
"In post","2023","20-29","Communications","East of England","Outside London","10","10","34680","32500"
"In post","2023","20-29","Communications","London","London","525","520","38720","37870"
"In post","2023","20-29","Communications","North East (England)","Outside London","20","20","29760","30510"
"In post","2023","20-29","Communications","North West (England)","Outside London","35","35","33380","32800"
"In post","2023","20-29","Communications","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Scotland","Outside London","15","15","31740","31550"
"In post","2023","20-29","Communications","South East (England)","Outside London","35","35","32050","30100"
"In post","2023","20-29","Communications","South West (England)","Outside London","45","45","31550","30650"
"In post","2023","20-29","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Communications","Wales","Outside London","60","55","31820","31060"
"In post","2023","20-29","Communications","West Midlands (England)","Outside London","30","30","31400","31330"
"In post","2023","20-29","Communications","Yorkshire and The Humber","Outside London","25","25","35020","32480"
"In post","2023","20-29","Corporate Finance","London","London","10","10","[c]","[c]"
"In post","2023","20-29","Corporate Finance","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Corporate Finance","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Corporate Finance","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Counter Fraud","East Midlands (England)","Outside London","65","65","29830","28120"
"In post","2023","20-29","Counter Fraud","East of England","Outside London","55","55","27730","28120"
"In post","2023","20-29","Counter Fraud","London","London","300","300","32640","32520"
"In post","2023","20-29","Counter Fraud","North East (England)","Outside London","115","115","29140","28120"
"In post","2023","20-29","Counter Fraud","North West (England)","Outside London","120","120","28240","28120"
"In post","2023","20-29","Counter Fraud","Northern Ireland","Outside London","15","15","28090","27890"
"In post","2023","20-29","Counter Fraud","Scotland","Outside London","90","85","26160","28000"
"In post","2023","20-29","Counter Fraud","South East (England)","Outside London","100","100","28480","28120"
"In post","2023","20-29","Counter Fraud","South West (England)","Outside London","50","50","29460","28120"
"In post","2023","20-29","Counter Fraud","Wales","Outside London","105","105","26560","27890"
"In post","2023","20-29","Counter Fraud","West Midlands (England)","Outside London","95","95","30700","28120"
"In post","2023","20-29","Counter Fraud","Yorkshire and The Humber","Outside London","100","100","29250","28120"
"In post","2023","20-29","Digital, Data and Technology","East Midlands (England)","Outside London","50","50","33990","32010"
"In post","2023","20-29","Digital, Data and Technology","East of England","Outside London","65","65","32340","30350"
"In post","2023","20-29","Digital, Data and Technology","London","London","935","935","41350","39450"
"In post","2023","20-29","Digital, Data and Technology","North East (England)","Outside London","310","305","35370","34170"
"In post","2023","20-29","Digital, Data and Technology","North West (England)","Outside London","515","510","35230","34170"
"In post","2023","20-29","Digital, Data and Technology","Northern Ireland","Outside London","20","20","37570","34700"
"In post","2023","20-29","Digital, Data and Technology","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Digital, Data and Technology","Scotland","Outside London","165","165","33670","33700"
"In post","2023","20-29","Digital, Data and Technology","South East (England)","Outside London","175","170","31900","31060"
"In post","2023","20-29","Digital, Data and Technology","South West (England)","Outside London","445","445","33240","32500"
"In post","2023","20-29","Digital, Data and Technology","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Digital, Data and Technology","Wales","Outside London","330","325","33540","31440"
"In post","2023","20-29","Digital, Data and Technology","West Midlands (England)","Outside London","245","245","35390","34700"
"In post","2023","20-29","Digital, Data and Technology","Yorkshire and The Humber","Outside London","255","255","35350","34190"
"In post","2023","20-29","Economics","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Economics","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Economics","London","London","940","935","42370","39110"
"In post","2023","20-29","Economics","North East (England)","Outside London","30","30","28180","26480"
"In post","2023","20-29","Economics","North West (England)","Outside London","85","85","36530","34700"
"In post","2023","20-29","Economics","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Economics","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Economics","Scotland","Outside London","10","10","33290","34110"
"In post","2023","20-29","Economics","South East (England)","Outside London","20","20","33140","31560"
"In post","2023","20-29","Economics","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Economics","Wales","Outside London","75","75","31820","31560"
"In post","2023","20-29","Economics","West Midlands (England)","Outside London","25","25","38120","35780"
"In post","2023","20-29","Economics","Yorkshire and The Humber","Outside London","35","35","38040","34400"
"In post","2023","20-29","Finance","East Midlands (England)","Outside London","30","30","29190","27070"
"In post","2023","20-29","Finance","East of England","Outside London","25","25","35510","37770"
"In post","2023","20-29","Finance","London","London","390","390","40080","36940"
"In post","2023","20-29","Finance","North East (England)","Outside London","60","60","35370","34170"
"In post","2023","20-29","Finance","North West (England)","Outside London","135","135","32280","30330"
"In post","2023","20-29","Finance","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Finance","Overseas","Overseas","5","5","[c]","[c]"
"In post","2023","20-29","Finance","Scotland","Outside London","105","95","26700","23950"
"In post","2023","20-29","Finance","South East (England)","Outside London","140","140","29610","27140"
"In post","2023","20-29","Finance","South West (England)","Outside London","250","250","29820","27330"
"In post","2023","20-29","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Finance","Wales","Outside London","65","65","29810","26960"
"In post","2023","20-29","Finance","West Midlands (England)","Outside London","90","90","33180","31230"
"In post","2023","20-29","Finance","Yorkshire and The Humber","Outside London","120","120","32230","30320"
"In post","2023","20-29","Geography","South West (England)","Outside London","100","100","27460","27610"
"In post","2023","20-29","Geography","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","East Midlands (England)","Outside London","55","55","31530","29230"
"In post","2023","20-29","Human Resources","East of England","Outside London","40","40","29270","27470"
"In post","2023","20-29","Human Resources","London","London","495","495","39150","35760"
"In post","2023","20-29","Human Resources","North East (England)","Outside London","105","105","27950","25740"
"In post","2023","20-29","Human Resources","North West (England)","Outside London","185","180","29930","28120"
"In post","2023","20-29","Human Resources","Northern Ireland","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Human Resources","Overseas","Overseas","5","5","[c]","[c]"
"In post","2023","20-29","Human Resources","Scotland","Outside London","115","115","29010","26410"
"In post","2023","20-29","Human Resources","South East (England)","Outside London","80","80","30760","28960"
"In post","2023","20-29","Human Resources","South West (England)","Outside London","140","140","28200","27110"
"In post","2023","20-29","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Human Resources","Wales","Outside London","145","145","27950","25620"
"In post","2023","20-29","Human Resources","West Midlands (England)","Outside London","60","60","31970","30420"
"In post","2023","20-29","Human Resources","Yorkshire and The Humber","Outside London","100","95","32880","31270"
"In post","2023","20-29","Inspector of Education and Training","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Inspector of Education and Training","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Intelligence Analysis","East Midlands (England)","Outside London","20","20","28050","28480"
"In post","2023","20-29","Intelligence Analysis","East of England","Outside London","75","75","30640","28480"
"In post","2023","20-29","Intelligence Analysis","London","London","255","250","36540","36620"
"In post","2023","20-29","Intelligence Analysis","North East (England)","Outside London","10","10","29910","28480"
"In post","2023","20-29","Intelligence Analysis","North West (England)","Outside London","30","30","28660","26090"
"In post","2023","20-29","Intelligence Analysis","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Intelligence Analysis","Scotland","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","Intelligence Analysis","South East (England)","Outside London","40","40","28150","25960"
"In post","2023","20-29","Intelligence Analysis","South West (England)","Outside London","10","10","28930","28480"
"In post","2023","20-29","Intelligence Analysis","Wales","Outside London","10","10","28480","27780"
"In post","2023","20-29","Intelligence Analysis","West Midlands (England)","Outside London","10","10","29110","28480"
"In post","2023","20-29","Intelligence Analysis","Yorkshire and The Humber","Outside London","30","30","28610","25880"
"In post","2023","20-29","Internal Audit","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","London","London","20","20","38110","35500"
"In post","2023","20-29","Internal Audit","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","Scotland","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","Internal Audit","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Internal Audit","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Internal Audit","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","International Trade","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","International Trade","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","International Trade","London","London","495","495","41840","41550"
"In post","2023","20-29","International Trade","North East (England)","Outside London","35","35","33540","31440"
"In post","2023","20-29","International Trade","North West (England)","Outside London","10","10","31270","32740"
"In post","2023","20-29","International Trade","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","International Trade","Overseas","Overseas","25","25","43400","39700"
"In post","2023","20-29","International Trade","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","International Trade","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","International Trade","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","International Trade","Wales","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","International Trade","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","International Trade","Yorkshire and The Humber","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","London","London","125","120","35290","33940"
"In post","2023","20-29","Knowledge and Information Management","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","North West (England)","Outside London","15","15","29760","28120"
"In post","2023","20-29","Knowledge and Information Management","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","Scotland","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","South East (England)","Outside London","40","40","28300","27080"
"In post","2023","20-29","Knowledge and Information Management","South West (England)","Outside London","25","25","29570","27140"
"In post","2023","20-29","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Knowledge and Information Management","Wales","Outside London","25","25","27450","25750"
"In post","2023","20-29","Knowledge and Information Management","West Midlands (England)","Outside London","20","20","24580","21780"
"In post","2023","20-29","Knowledge and Information Management","Yorkshire and The Humber","Outside London","15","15","31110","28120"
"In post","2023","20-29","Legal","East Midlands (England)","Outside London","35","35","35940","34700"
"In post","2023","20-29","Legal","East of England","Outside London","50","50","35150","31270"
"In post","2023","20-29","Legal","London","London","460","455","39880","36290"
"In post","2023","20-29","Legal","North East (England)","Outside London","35","35","36420","34850"
"In post","2023","20-29","Legal","North West (England)","Outside London","115","115","35040","31270"
"In post","2023","20-29","Legal","Northern Ireland","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","Legal","Scotland","Outside London","130","130","48560","52360"
"In post","2023","20-29","Legal","South East (England)","Outside London","55","55","35280","31270"
"In post","2023","20-29","Legal","South West (England)","Outside London","45","45","33390","28130"
"In post","2023","20-29","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Legal","Wales","Outside London","50","50","36520","34780"
"In post","2023","20-29","Legal","West Midlands (England)","Outside London","50","50","34320","31270"
"In post","2023","20-29","Legal","Yorkshire and The Humber","Outside London","80","75","37190","37680"
"In post","2023","20-29","Medicine","East Midlands (England)","Outside London","25","20","31660","32930"
"In post","2023","20-29","Medicine","East of England","Outside London","10","5","[c]","[c]"
"In post","2023","20-29","Medicine","London","London","20","20","43220","34190"
"In post","2023","20-29","Medicine","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Medicine","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Medicine","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Medicine","South East (England)","Outside London","20","20","37110","35570"
"In post","2023","20-29","Medicine","South West (England)","Outside London","20","20","28690","25870"
"In post","2023","20-29","Medicine","Wales","Outside London","15","15","30710","30610"
"In post","2023","20-29","Medicine","West Midlands (England)","Outside London","10","10","28620","29180"
"In post","2023","20-29","Medicine","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2023","20-29","Operational Delivery","East Midlands (England)","Outside London","2565","2505","26290","25750"
"In post","2023","20-29","Operational Delivery","East of England","Outside London","2280","2225","27430","26840"
"In post","2023","20-29","Operational Delivery","London","London","5755","5685","32430","31620"
"In post","2023","20-29","Operational Delivery","North East (England)","Outside London","2990","2915","25740","23640"
"In post","2023","20-29","Operational Delivery","North West (England)","Outside London","6915","6785","25910","25300"
"In post","2023","20-29","Operational Delivery","Northern Ireland","Outside London","345","335","24400","22520"
"In post","2023","20-29","Operational Delivery","Overseas","Overseas","30","30","35350","35350"
"In post","2023","20-29","Operational Delivery","Scotland","Outside London","3050","2985","26210","24710"
"In post","2023","20-29","Operational Delivery","South East (England)","Outside London","3805","3745","27710","26760"
"In post","2023","20-29","Operational Delivery","South West (England)","Outside London","2505","2450","27100","26960"
"In post","2023","20-29","Operational Delivery","Unknown","Unknown","85","80","25450","25750"
"In post","2023","20-29","Operational Delivery","Wales","Outside London","3285","3190","25450","23640"
"In post","2023","20-29","Operational Delivery","West Midlands (England)","Outside London","3545","3450","26300","25750"
"In post","2023","20-29","Operational Delivery","Yorkshire and The Humber","Outside London","4380","4295","26630","25880"
"In post","2023","20-29","Operational Research","East Midlands (England)","Outside London","10","10","28580","24740"
"In post","2023","20-29","Operational Research","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Operational Research","London","London","145","145","42360","39450"
"In post","2023","20-29","Operational Research","North East (England)","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","Operational Research","North West (England)","Outside London","35","35","36280","34850"
"In post","2023","20-29","Operational Research","Scotland","Outside London","10","10","23930","22520"
"In post","2023","20-29","Operational Research","South East (England)","Outside London","90","90","32280","30650"
"In post","2023","20-29","Operational Research","South West (England)","Outside London","15","15","34420","30650"
"In post","2023","20-29","Operational Research","Wales","Outside London","15","15","30120","31560"
"In post","2023","20-29","Operational Research","West Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2023","20-29","Operational Research","Yorkshire and The Humber","Outside London","25","25","37800","34450"
"In post","2023","20-29","Other","East Midlands (England)","Outside London","60","55","24240","21690"
"In post","2023","20-29","Other","East of England","Outside London","20","20","22690","22220"
"In post","2023","20-29","Other","London","London","445","445","35590","32940"
"In post","2023","20-29","Other","North East (England)","Outside London","75","75","26130","21690"
"In post","2023","20-29","Other","North West (England)","Outside London","175","170","27340","25880"
