"Status","Year","Parent_department","Profession_of_post","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Attorney General's Departments","Finance","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Derbyshire and Nottinghamshire","AA/AO","10","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Derbyshire and Nottinghamshire","EO","15","10","27090","26900"
"In post","2023","Attorney General's Departments","Finance","Derbyshire and Nottinghamshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Essex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Inner London - West","AA/AO","20","20","23920","24480"
"In post","2023","Attorney General's Departments","Finance","Inner London - West","EO","20","20","28510","28170"
"In post","2023","Attorney General's Departments","Finance","Inner London - West","G6/G7","20","20","60930","58730"
"In post","2023","Attorney General's Departments","Finance","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Inner London - West","SEO/HEO","30","30","36410","33260"
"In post","2023","Attorney General's Departments","Finance","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","North Yorkshire","EO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","North Yorkshire","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Northumberland, and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","West Midlands","AA/AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","West Yorkshire","EO","10","10","27180","26900"
"In post","2023","Attorney General's Departments","Finance","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Finance","West Yorkshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Inner London - West","AA/AO","10","10","24510","24630"
"In post","2023","Attorney General's Departments","Human Resources","Inner London - West","EO","25","25","28130","28170"
"In post","2023","Attorney General's Departments","Human Resources","Inner London - West","G6/G7","40","40","60720","56950"
"In post","2023","Attorney General's Departments","Human Resources","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Inner London - West","SEO/HEO","60","55","36670","35550"
"In post","2023","Attorney General's Departments","Human Resources","Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Merseyside","AA/AO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Merseyside","EO","10","10","27290","26900"
"In post","2023","Attorney General's Departments","Human Resources","Merseyside","G6/G7","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Merseyside","SEO/HEO","20","20","33920","32000"
"In post","2023","Attorney General's Departments","Human Resources","North Yorkshire","EO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","North Yorkshire","G6/G7","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","North Yorkshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Northumberland, and Tyne and Wear","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","West Midlands","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Human Resources","West Yorkshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Intelligence Analysis","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Intelligence Analysis","Inner London - West","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Internal Audit","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Inner London - West","EO","10","10","28910","28700"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Inner London - West","G6/G7","15","15","59020","55850"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Inner London - West","SEO/HEO","15","15","35980","34120"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","North Yorkshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Northumberland, and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Northumberland, and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Knowledge and Information Management","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Bedfordshire and Hertfordshire","G6/G7","90","80","61260","63370"
"In post","2023","Attorney General's Departments","Legal","Bedfordshire and Hertfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Bedfordshire and Hertfordshire","SEO/HEO","10","10","39780","40800"
"In post","2023","Attorney General's Departments","Legal","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","45","45","61080","59280"
"In post","2023","Attorney General's Departments","Legal","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","10","10","40470","40800"
"In post","2023","Attorney General's Departments","Legal","Cheshire","G6/G7","15","15","63530","59270"
"In post","2023","Attorney General's Departments","Legal","Cheshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Cornwall and Isles of Scilly","G6/G7","10","10","53870","56450"
"In post","2023","Attorney General's Departments","Legal","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Cumbria","G6/G7","15","15","56360","55870"
"In post","2023","Attorney General's Departments","Legal","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Attorney General's Departments","Legal","Derbyshire and Nottinghamshire","G6/G7","115","100","54580","53750"
"In post","2023","Attorney General's Departments","Legal","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
