"Status","Year","Ethnicity","Function_of_post","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","Counter Fraud","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Scotland","Outside London","25","20","[c]","[c]"
"In post","2023","Asian","Counter Fraud","South East (England)","Outside London","85","80","30390","31280"
"In post","2023","Asian","Counter Fraud","South West (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Counter Fraud","Wales","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Counter Fraud","West Midlands (England)","Outside London","260","245","30500","28130"
"In post","2023","Asian","Counter Fraud","Yorkshire and The Humber","Outside London","140","135","30980","28130"
"In post","2023","Asian","Debt","East Midlands (England)","Outside London","70","60","24720","22520"
"In post","2023","Asian","Debt","East of England","Outside London","70","55","26500","25610"
"In post","2023","Asian","Debt","London","London","165","145","28120","26920"
"In post","2023","Asian","Debt","North East (England)","Outside London","25","25","[c]","[c]"
"In post","2023","Asian","Debt","North West (England)","Outside London","45","40","22470","21690"
"In post","2023","Asian","Debt","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Scotland","Outside London","40","40","22500","22520"
"In post","2023","Asian","Debt","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Debt","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Debt","Wales","Outside London","20","15","[c]","[c]"
"In post","2023","Asian","Debt","West Midlands (England)","Outside London","325","295","22860","22520"
"In post","2023","Asian","Debt","Yorkshire and The Humber","Outside London","325","290","23120","22520"
"In post","2023","Asian","Digital, Data & Technology","East Midlands (England)","Outside London","35","35","37110","31660"
"In post","2023","Asian","Digital, Data & Technology","East of England","Outside London","35","35","39750","37810"
"In post","2023","Asian","Digital, Data & Technology","London","London","875","860","47820","43650"
"In post","2023","Asian","Digital, Data & Technology","North East (England)","Outside London","95","95","43910","42140"
"In post","2023","Asian","Digital, Data & Technology","North West (England)","Outside London","230","230","39460","37680"
"In post","2023","Asian","Digital, Data & Technology","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Scotland","Outside London","25","25","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","South East (England)","Outside London","75","70","42080","37710"
"In post","2023","Asian","Digital, Data & Technology","South West (England)","Outside London","95","90","38090","35150"
"In post","2023","Asian","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Digital, Data & Technology","Wales","Outside London","55","55","39620","37880"
"In post","2023","Asian","Digital, Data & Technology","West Midlands (England)","Outside London","260","255","40910","37680"
"In post","2023","Asian","Digital, Data & Technology","Yorkshire and The Humber","Outside London","175","170","41620","38470"
"In post","2023","Asian","Finance","East Midlands (England)","Outside London","40","40","37530","34400"
"In post","2023","Asian","Finance","East of England","Outside London","20","20","[c]","[c]"
"In post","2023","Asian","Finance","London","London","610","595","45780","42970"
"In post","2023","Asian","Finance","North East (England)","Outside London","25","25","[c]","[c]"
"In post","2023","Asian","Finance","North West (England)","Outside London","85","80","37960","34170"
"In post","2023","Asian","Finance","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Scotland","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Finance","South East (England)","Outside London","40","40","35810","29140"
"In post","2023","Asian","Finance","South West (England)","Outside London","50","50","40220","34500"
"In post","2023","Asian","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Finance","Wales","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Finance","West Midlands (England)","Outside London","130","125","37100","34170"
"In post","2023","Asian","Finance","Yorkshire and The Humber","Outside London","160","150","32760","28130"
"In post","2023","Asian","Grants Management","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Grants Management","East of England","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Grants Management","London","London","5","5","[c]","[c]"
"In post","2023","Asian","Grants Management","North East (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Grants Management","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","South East (England)","Outside London","20","20","[c]","[c]"
"In post","2023","Asian","Grants Management","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Grants Management","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Grants Management","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","East Midlands (England)","Outside London","55","50","36460","34780"
"In post","2023","Asian","Human Resources","East of England","Outside London","20","20","[c]","[c]"
"In post","2023","Asian","Human Resources","London","London","410","395","41690","38590"
"In post","2023","Asian","Human Resources","North East (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Human Resources","North West (England)","Outside London","75","75","34980","33130"
"In post","2023","Asian","Human Resources","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Scotland","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Human Resources","South East (England)","Outside London","50","50","33690","34060"
"In post","2023","Asian","Human Resources","South West (England)","Outside London","20","20","[c]","[c]"
"In post","2023","Asian","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Human Resources","Wales","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Human Resources","West Midlands (England)","Outside London","70","65","35290","32600"
"In post","2023","Asian","Human Resources","Yorkshire and The Humber","Outside London","55","50","32080","28960"
"In post","2023","Asian","Internal Audit","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","London","London","60","55","47590","46200"
"In post","2023","Asian","Internal Audit","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","North West (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Internal Audit","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Internal Audit","West Midlands (England)","Outside London","10","5","[c]","[c]"
"In post","2023","Asian","Internal Audit","Yorkshire and The Humber","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Legal","East Midlands (England)","Outside London","85","80","37270","33810"
"In post","2023","Asian","Legal","East of England","Outside London","50","45","44990","40990"
"In post","2023","Asian","Legal","London","London","785","740","47730","52020"
"In post","2023","Asian","Legal","North East (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Legal","North West (England)","Outside London","120","110","41070","38760"
"In post","2023","Asian","Legal","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Scotland","Outside London","30","30","[c]","[c]"
"In post","2023","Asian","Legal","South East (England)","Outside London","45","40","39560","32750"
"In post","2023","Asian","Legal","South West (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Legal","Wales","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Legal","West Midlands (England)","Outside London","165","155","36900","31180"
"In post","2023","Asian","Legal","Yorkshire and The Humber","Outside London","95","90","40920","38760"
"In post","2023","Asian","No function","East Midlands (England)","Outside London","1595","1440","28170","27890"
"In post","2023","Asian","No function","East of England","Outside London","900","810","30420","28120"
"In post","2023","Asian","No function","London","London","9160","8585","37520","32520"
"In post","2023","Asian","No function","North East (England)","Outside London","405","370","27530","25880"
"In post","2023","Asian","No function","North West (England)","Outside London","2505","2300","27990","26840"
"In post","2023","Asian","No function","Northern Ireland","Outside London","15","10","[c]","[c]"
"In post","2023","Asian","No function","Overseas","Overseas","150","150","52010","53970"
"In post","2023","Asian","No function","Scotland","Outside London","355","325","30020","27470"
"In post","2023","Asian","No function","South East (England)","Outside London","1060","965","30770","28480"
"In post","2023","Asian","No function","South West (England)","Outside London","475","445","34330","29870"
"In post","2023","Asian","No function","Unknown","Unknown","50","50","29610","28120"
"In post","2023","Asian","No function","Wales","Outside London","380","360","29640","27890"
"In post","2023","Asian","No function","West Midlands (England)","Outside London","3780","3505","28840","28120"
"In post","2023","Asian","No function","Yorkshire and The Humber","Outside London","2070","1915","29290","28120"
"In post","2023","Asian","Project Delivery","East Midlands (England)","Outside London","45","40","41270","41780"
"In post","2023","Asian","Project Delivery","East of England","Outside London","65","60","45990","41890"
"In post","2023","Asian","Project Delivery","London","London","735","715","47960","43210"
"In post","2023","Asian","Project Delivery","North East (England)","Outside London","25","25","[c]","[c]"
"In post","2023","Asian","Project Delivery","North West (England)","Outside London","105","105","41230","38640"
"In post","2023","Asian","Project Delivery","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Scotland","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Project Delivery","South East (England)","Outside London","45","40","39830","35390"
"In post","2023","Asian","Project Delivery","South West (England)","Outside London","155","155","39190","35200"
"In post","2023","Asian","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Project Delivery","Wales","Outside London","25","20","[c]","[c]"
"In post","2023","Asian","Project Delivery","West Midlands (England)","Outside London","175","170","41310","37590"
"In post","2023","Asian","Project Delivery","Yorkshire and The Humber","Outside London","65","60","38460","35330"
"In post","2023","Asian","Property","East Midlands (England)","Outside London","20","20","[c]","[c]"
"In post","2023","Asian","Property","East of England","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Property","London","London","190","185","39030","35670"
"In post","2023","Asian","Property","North East (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Property","North West (England)","Outside London","35","35","28310","26020"
"In post","2023","Asian","Property","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","South East (England)","Outside London","20","20","[c]","[c]"
"In post","2023","Asian","Property","South West (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Property","West Midlands (England)","Outside London","75","75","35760","32960"
"In post","2023","Asian","Property","Yorkshire and The Humber","Outside London","30","25","[c]","[c]"
"In post","2023","Asian","Security","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Asian","Security","East of England","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Security","London","London","230","225","38080","34860"
"In post","2023","Asian","Security","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","North West (England)","Outside London","10","5","[c]","[c]"
"In post","2023","Asian","Security","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Overseas","Overseas","5","5","[c]","[c]"
"In post","2023","Asian","Security","Scotland","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Security","South East (England)","Outside London","55","55","27120","21380"
"In post","2023","Asian","Security","South West (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Asian","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Security","West Midlands (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Security","Yorkshire and The Humber","Outside London","20","20","[c]","[c]"
"In post","2023","Asian","Unknown","East Midlands (England)","Outside London","10","5","[c]","[c]"
"In post","2023","Asian","Unknown","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","London","London","245","240","38520","32960"
"In post","2023","Asian","Unknown","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","North West (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Unknown","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Scotland","Outside London","255","250","38010","34170"
"In post","2023","Asian","Unknown","South East (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Asian","Unknown","South West (England)","Outside London","40","35","40770","39890"
"In post","2023","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Unknown","Wales","Outside London","75","75","42750","39690"
"In post","2023","Asian","Unknown","West Midlands (England)","Outside London","25","25","[c]","[c]"
"In post","2023","Asian","Unknown","Yorkshire and The Humber","Outside London","35","30","32980","34170"
"In post","2023","Black","Analysis","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","London","London","165","165","41250","39110"
"In post","2023","Black","Analysis","North East (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Black","Analysis","North West (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Black","Analysis","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Scotland","Outside London","5","5","[c]","[c]"
"In post","2023","Black","Analysis","South East (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Black","Analysis","South West (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Black","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Analysis","Wales","Outside London","15","15","[c]","[c]"
"In post","2023","Black","Analysis","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Black","Analysis","Yorkshire and The Humber","Outside London","15","10","[c]","[c]"
"In post","2023","Black","Commercial","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","London","London","120","120","50080","43720"
"In post","2023","Black","Commercial","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","North West (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Black","Commercial","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","South East (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Black","Commercial","South West (England)","Outside London","30","25","[c]","[c]"
"In post","2023","Black","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Commercial","West Midlands (England)","Outside London","20","20","[c]","[c]"
"In post","2023","Black","Commercial","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2023","Black","Communications","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","London","London","90","90","41870","38880"
"In post","2023","Black","Communications","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Communications","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Counter Fraud","East Midlands (England)","Outside London","20","15","[c]","[c]"
"In post","2023","Black","Counter Fraud","East of England","Outside London","20","20","[c]","[c]"
"In post","2023","Black","Counter Fraud","London","London","470","445","33760","32520"
"In post","2023","Black","Counter Fraud","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Counter Fraud","North West (England)","Outside London","35","35","29460","28130"
"In post","2023","Black","Counter Fraud","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Counter Fraud","Scotland","Outside London","15","15","[c]","[c]"
"In post","2023","Black","Counter Fraud","South East (England)","Outside London","30","30","30500","31280"
"In post","2023","Black","Counter Fraud","South West (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Black","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Counter Fraud","Wales","Outside London","5","5","[c]","[c]"
"In post","2023","Black","Counter Fraud","West Midlands (England)","Outside London","60","55","30500","28130"
"In post","2023","Black","Counter Fraud","Yorkshire and The Humber","Outside London","25","20","[c]","[c]"
"In post","2023","Black","Debt","East Midlands (England)","Outside London","35","35","22690","22520"
"In post","2023","Black","Debt","East of England","Outside London","10","10","[c]","[c]"
"In post","2023","Black","Debt","London","London","105","95","30030","26920"
"In post","2023","Black","Debt","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Debt","North West (England)","Outside London","25","25","[c]","[c]"
"In post","2023","Black","Debt","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Debt","Scotland","Outside London","25","20","[c]","[c]"
"In post","2023","Black","Debt","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Debt","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Debt","Wales","Outside London","10","5","[c]","[c]"
"In post","2023","Black","Debt","West Midlands (England)","Outside London","60","55","22980","22520"
"In post","2023","Black","Debt","Yorkshire and The Humber","Outside London","15","15","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","East Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","London","London","465","460","44580","41870"
"In post","2023","Black","Digital, Data & Technology","North East (England)","Outside London","45","45","40410","38470"
"In post","2023","Black","Digital, Data & Technology","North West (England)","Outside London","120","120","38220","34700"
"In post","2023","Black","Digital, Data & Technology","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Scotland","Outside London","30","30","42850","38460"
"In post","2023","Black","Digital, Data & Technology","South East (England)","Outside London","35","35","36980","37300"
"In post","2023","Black","Digital, Data & Technology","South West (England)","Outside London","45","45","37220","37980"
"In post","2023","Black","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","Wales","Outside London","25","25","[c]","[c]"
"In post","2023","Black","Digital, Data & Technology","West Midlands (England)","Outside London","60","60","36420","34850"
"In post","2023","Black","Digital, Data & Technology","Yorkshire and The Humber","Outside London","45","45","39140","37590"
"In post","2023","Black","Finance","East Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Black","Finance","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","London","London","310","305","44000","40380"
"In post","2023","Black","Finance","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","North West (England)","Outside London","30","30","[c]","[c]"
"In post","2023","Black","Finance","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","Scotland","Outside London","10","10","[c]","[c]"
"In post","2023","Black","Finance","South East (England)","Outside London","30","30","[c]","[c]"
"In post","2023","Black","Finance","South West (England)","Outside London","35","35","40660","41640"
"In post","2023","Black","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Finance","West Midlands (England)","Outside London","20","20","[c]","[c]"
"In post","2023","Black","Finance","Yorkshire and The Humber","Outside London","25","25","[c]","[c]"
"In post","2023","Black","Grants Management","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Black","Grants Management","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Black","Grants Management","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Grants Management","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2023","Black","Human Resources","East Midlands (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Black","Human Resources","East of England","Outside London","5","5","[c]","[c]"
"In post","2023","Black","Human Resources","London","London","295","285","40520","36940"
"In post","2023","Black","Human Resources","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Black","Human Resources","North West (England)","Outside London","25","25","[c]","[c]"
"In post","2023","Black","Human Resources","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","South East (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Black","Human Resources","South West (England)","Outside London","20","20","[c]","[c]"
"In post","2023","Black","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Human Resources","Wales","Outside London","10","10","[c]","[c]"
"In post","2023","Black","Human Resources","West Midlands (England)","Outside London","25","25","[c]","[c]"
"In post","2023","Black","Human Resources","Yorkshire and The Humber","Outside London","15","10","[c]","[c]"
