"Status","Year","Profession_of_post","Region_ITL2","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Counter Fraud","Herefordshire, Worcestershire and Warwickshire","Outside London","65","60","29550","28120"
"In post","2023","Counter Fraud","Highlands and Islands","Outside London","10","10","29330","28120"
"In post","2023","Counter Fraud","Inner London - East","London","640","615","38040","36180"
"In post","2023","Counter Fraud","Inner London - West","London","360","350","45600","40000"
"In post","2023","Counter Fraud","Kent","Outside London","375","350","29460","27890"
"In post","2023","Counter Fraud","Lancashire","Outside London","170","160","30160","28120"
"In post","2023","Counter Fraud","Leicestershire, Rutland and Northamptonshire","Outside London","90","80","28760","28120"
"In post","2023","Counter Fraud","Lincolnshire","Outside London","40","35","29090","28120"
"In post","2023","Counter Fraud","Merseyside","Outside London","295","270","30610","28120"
"In post","2023","Counter Fraud","North Eastern Scotland","Outside London","15","15","28920","28120"
"In post","2023","Counter Fraud","North Yorkshire","Outside London","95","90","33140","34170"
"In post","2023","Counter Fraud","Northern Ireland","Outside London","110","110","31680","28130"
"In post","2023","Counter Fraud","Northumberland, and Tyne and Wear","Outside London","560","525","30180","28120"
"In post","2023","Counter Fraud","Outer London - East and North East","London","465","420","30320","32520"
"In post","2023","Counter Fraud","Outer London - South","London","355","335","37430","32540"
"In post","2023","Counter Fraud","Outer London - West and North West","London","155","145","33620","32520"
"In post","2023","Counter Fraud","Shropshire and Staffordshire","Outside London","90","75","28900","28120"
"In post","2023","Counter Fraud","South Yorkshire","Outside London","140","125","29510","28120"
"In post","2023","Counter Fraud","Southern Scotland","Outside London","245","220","24760","21690"
"In post","2023","Counter Fraud","Surrey, East and West Sussex","Outside London","205","190","30910","28200"
"In post","2023","Counter Fraud","Tees Valley and Durham","Outside London","245","215","26690","28120"
"In post","2023","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","West Central Scotland","Outside London","410","380","29010","28120"
"In post","2023","Counter Fraud","West Midlands","Outside London","600","550","31250","28120"
"In post","2023","Counter Fraud","West Wales and The Valleys","Outside London","400","360","28360","28120"
"In post","2023","Counter Fraud","West Yorkshire","Outside London","500","465","33300","28130"
"In post","2023","Digital, Data and Technology","Bedfordshire and Hertfordshire","Outside London","155","155","39330","37300"
"In post","2023","Digital, Data and Technology","Berkshire, Buckinghamshire and Oxfordshire","Outside London","320","310","42850","39440"
"In post","2023","Digital, Data and Technology","Cheshire","Outside London","245","240","42120","40020"
"In post","2023","Digital, Data and Technology","Cornwall and Isles of Scilly","Outside London","25","20","37040","35650"
"In post","2023","Digital, Data and Technology","Cumbria","Outside London","30","30","38200","37180"
"In post","2023","Digital, Data and Technology","Derbyshire and Nottinghamshire","Outside London","280","275","41170","37680"
"In post","2023","Digital, Data and Technology","Devon","Outside London","865","830","39190","39460"
"In post","2023","Digital, Data and Technology","Dorset and Somerset","Outside London","275","270","41860","41570"
"In post","2023","Digital, Data and Technology","East Anglia","Outside London","295","285","37410","34300"
"In post","2023","Digital, Data and Technology","East Wales","Outside London","1390","1355","43550","40500"
"In post","2023","Digital, Data and Technology","East Yorkshire and Northern Lincolnshire","Outside London","25","25","37280","34300"
"In post","2023","Digital, Data and Technology","Eastern Scotland","Outside London","395","390","40910","38470"
"In post","2023","Digital, Data and Technology","Essex","Outside London","85","80","38000","36470"
"In post","2023","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","1665","1620","42370","39820"
"In post","2023","Digital, Data and Technology","Greater Manchester","Outside London","1535","1510","44370","39700"
"In post","2023","Digital, Data and Technology","Hampshire and Isle of Wight","Outside London","610","590","39070","34370"
"In post","2023","Digital, Data and Technology","Herefordshire, Worcestershire and Warwickshire","Outside London","110","110","32290","27840"
"In post","2023","Digital, Data and Technology","Highlands and Islands","Outside London","15","15","33960","30320"
"In post","2023","Digital, Data and Technology","Inner London - East","London","1495","1475","52260","54990"
"In post","2023","Digital, Data and Technology","Inner London - West","London","2500","2460","51620","48500"
"In post","2023","Digital, Data and Technology","Kent","Outside London","40","40","41070","37520"
"In post","2023","Digital, Data and Technology","Lancashire","Outside London","995","955","43400","38470"
"In post","2023","Digital, Data and Technology","Leicestershire, Rutland and Northamptonshire","Outside London","90","85","38350","37060"
"In post","2023","Digital, Data and Technology","Lincolnshire","Outside London","45","45","34190","30320"
"In post","2023","Digital, Data and Technology","Merseyside","Outside London","655","640","39860","35310"
"In post","2023","Digital, Data and Technology","North Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","North Yorkshire","Outside London","215","210","42000","38430"
"In post","2023","Digital, Data and Technology","Northern Ireland","Outside London","75","75","40390","35000"
"In post","2023","Digital, Data and Technology","Northumberland, and Tyne and Wear","Outside London","2230","2150","43890","40200"
"In post","2023","Digital, Data and Technology","Outer London - East and North East","London","35","30","40080","35410"
"In post","2023","Digital, Data and Technology","Outer London - South","London","915","900","53650","48620"
"In post","2023","Digital, Data and Technology","Outer London - West and North West","London","355","345","44410","42740"
"In post","2023","Digital, Data and Technology","Overseas","Overseas","40","40","44290","43300"
"In post","2023","Digital, Data and Technology","Shropshire and Staffordshire","Outside London","615","600","43600","41780"
"In post","2023","Digital, Data and Technology","South Yorkshire","Outside London","695","675","46530","42350"
"In post","2023","Digital, Data and Technology","Southern Scotland","Outside London","245","240","43190","41520"
"In post","2023","Digital, Data and Technology","Surrey, East and West Sussex","Outside London","255","245","44080","42140"
"In post","2023","Digital, Data and Technology","Tees Valley and Durham","Outside London","205","200","38890","37590"
"In post","2023","Digital, Data and Technology","Unknown","Unknown","40","35","49110","47950"
"In post","2023","Digital, Data and Technology","West Central Scotland","Outside London","390","385","40110","36060"
"In post","2023","Digital, Data and Technology","West Midlands","Outside London","795","780","43010","38470"
"In post","2023","Digital, Data and Technology","West Wales and The Valleys","Outside London","1055","1030","41020","39430"
"In post","2023","Digital, Data and Technology","West Yorkshire","Outside London","850","820","44290","41480"
"In post","2023","Economics","Bedfordshire and Hertfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Berkshire, Buckinghamshire and Oxfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Derbyshire and Nottinghamshire","Outside London","5","5","[c]","[c]"
"In post","2023","Economics","Devon","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Economics","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Economics","East Wales","Outside London","155","150","41010","35190"
"In post","2023","Economics","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Eastern Scotland","Outside London","10","10","46300","36190"
"In post","2023","Economics","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","15","15","43340","43250"
"In post","2023","Economics","Greater Manchester","Outside London","100","100","39880","35350"
"In post","2023","Economics","Hampshire and Isle of Wight","Outside London","25","25","36760","31560"
"In post","2023","Economics","Inner London - East","London","260","255","57380","55130"
"In post","2023","Economics","Inner London - West","London","1320","1300","50460","54090"
"In post","2023","Economics","Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Merseyside","Outside London","10","10","37370","30840"
"In post","2023","Economics","North Yorkshire","Outside London","15","15","49890","49400"
"In post","2023","Economics","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Northumberland, and Tyne and Wear","Outside London","5","5","[c]","[c]"
"In post","2023","Economics","Outer London - South","London","25","25","55220","56120"
"In post","2023","Economics","Outer London - West and North West","London","[c]","[c]","[c]","[c]"
"In post","2023","Economics","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Economics","South Yorkshire","Outside London","25","20","49020","51910"
"In post","2023","Economics","Southern Scotland","Outside London","5","5","[c]","[c]"
"In post","2023","Economics","Tees Valley and Durham","Outside London","45","45","35050","30510"
"In post","2023","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Economics","West Central Scotland","Outside London","15","15","52370","53380"
"In post","2023","Economics","West Midlands","Outside London","50","50","48990","39090"
"In post","2023","Economics","West Wales and The Valleys","Outside London","15","15","48980","46520"
"In post","2023","Economics","West Yorkshire","Outside London","30","30","42510","37720"
"In post","2023","Finance","Bedfordshire and Hertfordshire","Outside London","110","105","44000","38690"
"In post","2023","Finance","Berkshire, Buckinghamshire and Oxfordshire","Outside London","455","440","35800","29470"
"In post","2023","Finance","Cheshire","Outside London","45","40","39860","37300"
"In post","2023","Finance","Cornwall and Isles of Scilly","Outside London","5","5","[c]","[c]"
"In post","2023","Finance","Cumbria","Outside London","25","25","42620","43650"
"In post","2023","Finance","Derbyshire and Nottinghamshire","Outside London","160","155","40100","35000"
"In post","2023","Finance","Devon","Outside London","135","125","39070","37300"
"In post","2023","Finance","Dorset and Somerset","Outside London","50","45","35930","30170"
"In post","2023","Finance","East Anglia","Outside London","180","170","37530","33830"
"In post","2023","Finance","East Wales","Outside London","415","395","42390","39690"
"In post","2023","Finance","East Yorkshire and Northern Lincolnshire","Outside London","20","20","38850","34450"
"In post","2023","Finance","Eastern Scotland","Outside London","160","155","39330","37060"
"In post","2023","Finance","Essex","Outside London","25","25","33680","29730"
"In post","2023","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","1195","1145","42260","39820"
"In post","2023","Finance","Greater Manchester","Outside London","440","420","41510","38280"
"In post","2023","Finance","Hampshire and Isle of Wight","Outside London","425","410","39280","34480"
"In post","2023","Finance","Herefordshire, Worcestershire and Warwickshire","Outside London","45","45","36050","30320"
"In post","2023","Finance","Highlands and Islands","Outside London","5","5","[c]","[c]"
"In post","2023","Finance","Inner London - East","London","465","450","49900","43990"
"In post","2023","Finance","Inner London - West","London","1865","1820","51900","48430"
"In post","2023","Finance","Kent","Outside London","25","25","41860","40260"
"In post","2023","Finance","Lancashire","Outside London","325","300","38020","34970"
"In post","2023","Finance","Leicestershire, Rutland and Northamptonshire","Outside London","35","35","36080","34170"
"In post","2023","Finance","Lincolnshire","Outside London","35","35","27880","27060"
"In post","2023","Finance","Merseyside","Outside London","275","255","37040","34170"
"In post","2023","Finance","North Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2023","Finance","North Yorkshire","Outside London","120","120","40200","37710"
"In post","2023","Finance","Northern Ireland","Outside London","45","45","39570","38640"
"In post","2023","Finance","Northumberland, and Tyne and Wear","Outside London","450","430","42880","38470"
"In post","2023","Finance","Outer London - East and North East","London","5","5","[c]","[c]"
"In post","2023","Finance","Outer London - South","London","240","230","49660","45420"
"In post","2023","Finance","Outer London - West and North West","London","55","55","44890","42870"
"In post","2023","Finance","Overseas","Overseas","50","50","50680","48980"
"In post","2023","Finance","Shropshire and Staffordshire","Outside London","160","155","42920","41510"
"In post","2023","Finance","South Yorkshire","Outside London","310","295","41500","38470"
"In post","2023","Finance","Southern Scotland","Outside London","175","160","37290","34950"
"In post","2023","Finance","Surrey, East and West Sussex","Outside London","200","185","38330","35000"
"In post","2023","Finance","Tees Valley and Durham","Outside London","120","115","43460","38770"
"In post","2023","Finance","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Finance","West Central Scotland","Outside London","220","195","31980","27560"
"In post","2023","Finance","West Midlands","Outside London","380","370","40840","37680"
"In post","2023","Finance","West Wales and The Valleys","Outside London","350","335","38210","33850"
"In post","2023","Finance","West Yorkshire","Outside London","415","395","42250","38470"
"In post","2023","Geography","Dorset and Somerset","Outside London","470","445","32960","34370"
"In post","2023","Geography","East Anglia","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Geography","East Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Geography","East Yorkshire and Northern Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Geography","Hampshire and Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Geography","South Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Bedfordshire and Hertfordshire","Outside London","130","120","39180","36150"
"In post","2023","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","Outside London","445","425","37590","34300"
"In post","2023","Human Resources","Cheshire","Outside London","115","110","39510","38640"
"In post","2023","Human Resources","Cornwall and Isles of Scilly","Outside London","55","55","31260","27470"
"In post","2023","Human Resources","Cumbria","Outside London","15","15","39900","37680"
"In post","2023","Human Resources","Derbyshire and Nottinghamshire","Outside London","370","350","41020","37890"
"In post","2023","Human Resources","Devon","Outside London","185","175","36210","33580"
"In post","2023","Human Resources","Dorset and Somerset","Outside London","230","225","35050","33470"
"In post","2023","Human Resources","East Anglia","Outside London","300","290","34180","31470"
"In post","2023","Human Resources","East Wales","Outside London","730","685","36250","31660"
"In post","2023","Human Resources","East Yorkshire and Northern Lincolnshire","Outside London","350","335","28340","27470"
"In post","2023","Human Resources","Eastern Scotland","Outside London","350","335","38910","37060"
"In post","2023","Human Resources","Essex","Outside London","55","55","33420","31070"
"In post","2023","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","1065","1015","38780","34460"
"In post","2023","Human Resources","Greater Manchester","Outside London","505","485","40350","37680"
"In post","2023","Human Resources","Hampshire and Isle of Wight","Outside London","710","685","35950","33830"
"In post","2023","Human Resources","Herefordshire, Worcestershire and Warwickshire","Outside London","130","120","36450","32410"
"In post","2023","Human Resources","Highlands and Islands","Outside London","20","20","30530","27470"
"In post","2023","Human Resources","Inner London - East","London","515","495","49530","43800"
"In post","2023","Human Resources","Inner London - West","London","1945","1890","49130","44450"
"In post","2023","Human Resources","Kent","Outside London","115","110","36900","34380"
"In post","2023","Human Resources","Lancashire","Outside London","225","215","37130","34170"
"In post","2023","Human Resources","Leicestershire, Rutland and Northamptonshire","Outside London","75","75","36100","34170"
"In post","2023","Human Resources","Lincolnshire","Outside London","115","115","28960","27300"
"In post","2023","Human Resources","Merseyside","Outside London","385","365","39350","35780"
"In post","2023","Human Resources","North Eastern Scotland","Outside London","5","5","[c]","[c]"
"In post","2023","Human Resources","North Yorkshire","Outside London","225","220","37170","33990"
"In post","2023","Human Resources","Northern Ireland","Outside London","50","50","31640","28490"
"In post","2023","Human Resources","Northumberland, and Tyne and Wear","Outside London","525","485","33600","33020"
"In post","2023","Human Resources","Outer London - East and North East","London","20","15","40140","38160"
"In post","2023","Human Resources","Outer London - South","London","380","365","47990","43210"
"In post","2023","Human Resources","Outer London - West and North West","London","95","90","38520","33730"
"In post","2023","Human Resources","Overseas","Overseas","240","240","56720","56420"
"In post","2023","Human Resources","Shropshire and Staffordshire","Outside London","445","435","34230","31270"
"In post","2023","Human Resources","South Yorkshire","Outside London","230","215","40520","37680"
"In post","2023","Human Resources","Southern Scotland","Outside London","60","60","39230","34940"
"In post","2023","Human Resources","Surrey, East and West Sussex","Outside London","105","95","37160","33800"
"In post","2023","Human Resources","Tees Valley and Durham","Outside London","120","115","36390","32260"
"In post","2023","Human Resources","Unknown","Unknown","30","30","46060","41510"
"In post","2023","Human Resources","West Central Scotland","Outside London","340","330","33410","29570"
"In post","2023","Human Resources","West Midlands","Outside London","265","255","41100","37680"
"In post","2023","Human Resources","West Wales and The Valleys","Outside London","330","315","34590","31940"
"In post","2023","Human Resources","West Yorkshire","Outside London","400","380","41750","38470"
"In post","2023","Inspector of Education and Training","Bedfordshire and Hertfordshire","Outside London","30","30","68190","77470"
"In post","2023","Inspector of Education and Training","Berkshire, Buckinghamshire and Oxfordshire","Outside London","30","30","69760","77470"
"In post","2023","Inspector of Education and Training","Cheshire","Outside London","15","15","66890","66170"
"In post","2023","Inspector of Education and Training","Cornwall and Isles of Scilly","Outside London","10","10","67980","74970"
"In post","2023","Inspector of Education and Training","Cumbria","Outside London","15","15","66050","77470"
"In post","2023","Inspector of Education and Training","Derbyshire and Nottinghamshire","Outside London","70","65","64470","52750"
"In post","2023","Inspector of Education and Training","Devon","Outside London","25","25","70970","77470"
"In post","2023","Inspector of Education and Training","Dorset and Somerset","Outside London","25","25","68380","74970"
"In post","2023","Inspector of Education and Training","East Anglia","Outside London","45","45","65320","66170"
"In post","2023","Inspector of Education and Training","East Wales","Outside London","50","45","74080","78500"
"In post","2023","Inspector of Education and Training","East Yorkshire and Northern Lincolnshire","Outside London","10","10","62640","52750"
"In post","2023","Inspector of Education and Training","Essex","Outside London","20","20","62900","52750"
"In post","2023","Inspector of Education and Training","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","45","45","71020","77470"
"In post","2023","Inspector of Education and Training","Greater Manchester","Outside London","60","60","60870","52750"
"In post","2023","Inspector of Education and Training","Hampshire and Isle of Wight","Outside London","40","40","66260","66170"
"In post","2023","Inspector of Education and Training","Herefordshire, Worcestershire and Warwickshire","Outside London","35","35","69860","77470"
"In post","2023","Inspector of Education and Training","Inner London - East","London","30","30","67840","72470"
"In post","2023","Inspector of Education and Training","Inner London - West","London","15","15","97450","77470"
"In post","2023","Inspector of Education and Training","Kent","Outside London","25","25","66820","72470"
"In post","2023","Inspector of Education and Training","Lancashire","Outside London","30","30","67400","69320"
"In post","2023","Inspector of Education and Training","Leicestershire, Rutland and Northamptonshire","Outside London","30","30","62570","52750"
"In post","2023","Inspector of Education and Training","Lincolnshire","Outside London","15","15","66730","72470"
"In post","2023","Inspector of Education and Training","Merseyside","Outside London","35","35","67210","66170"
"In post","2023","Inspector of Education and Training","North Yorkshire","Outside London","20","20","71570","77470"
"In post","2023","Inspector of Education and Training","Northumberland, and Tyne and Wear","Outside London","20","20","66210","59460"
"In post","2023","Inspector of Education and Training","Outer London - East and North East","London","20","20","65390","72470"
"In post","2023","Inspector of Education and Training","Outer London - South","London","20","20","65070","66170"
"In post","2023","Inspector of Education and Training","Outer London - West and North West","London","20","20","61580","52750"
"In post","2023","Inspector of Education and Training","Shropshire and Staffordshire","Outside London","35","35","69950","77470"
"In post","2023","Inspector of Education and Training","South Yorkshire","Outside London","20","20","65150","66170"
"In post","2023","Inspector of Education and Training","Southern Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","Surrey, East and West Sussex","Outside London","55","55","66300","69320"
"In post","2023","Inspector of Education and Training","Tees Valley and Durham","Outside London","25","25","66120","66170"
"In post","2023","Inspector of Education and Training","West Central Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Inspector of Education and Training","West Midlands","Outside London","40","40","62750","59460"
"In post","2023","Inspector of Education and Training","West Wales and The Valleys","Outside London","60","60","58090","69580"
"In post","2023","Inspector of Education and Training","West Yorkshire","Outside London","40","40","69370","77470"
"In post","2023","Intelligence Analysis","Bedfordshire and Hertfordshire","Outside London","30","25","34180","28480"
"In post","2023","Intelligence Analysis","Berkshire, Buckinghamshire and Oxfordshire","Outside London","30","30","33360","30960"
"In post","2023","Intelligence Analysis","Cheshire","Outside London","5","5","[c]","[c]"
"In post","2023","Intelligence Analysis","Cumbria","Outside London","5","5","[c]","[c]"
