"Status","Year","Organisation","Parent_department","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Planning Inspectorate","Department for Levelling Up, Housing and Communities","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Scottish Government","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Scottish Government","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Scottish Government","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Scottish Government","AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Scottish Government","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Scottish Government","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Scottish Government","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Scottish Government","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Scottish Government","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Scottish Government","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Scottish Government","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Scottish Government","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Scottish Government","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Scottish Government","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Scottish Government","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Scottish Government","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Scottish Government","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Scottish Government","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Registers of Scotland","Scottish Government","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Revenue Scotland","Scottish Government","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Revenue Scotland","Scottish Government","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Royal Fleet Auxiliary","Ministry of Defence","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Royal Fleet Auxiliary","Ministry of Defence","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Royal Fleet Auxiliary","Ministry of Defence","Unknown","Unknown","200","[c]","36910","34110"
"Leaver CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","AO","Heterosexual / straight","35","[c]","21840","22150"
"Leaver CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","AO","Unknown","85","[c]","21620","21300"
"Leaver CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","EO","Unknown","35","[c]","25330","25920"
"Leaver CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Scottish Government","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Scottish Government","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Scottish Government","AA","Unknown","40","[c]","22080","22080"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Scottish Government","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Scottish Government","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Scottish Government","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Scottish Government","AO","Unknown","45","[c]","24450","25060"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Scottish Government","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Scottish Government","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Scottish Government","EO","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Scottish Government","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Scottish Government","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Scottish Government","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Scottish Government","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Scottish Government","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Scottish Government","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Scottish Government","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Scottish Government","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Scottish Government","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Scottish Government","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Scottish Government","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Scottish Government","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Scottish Government","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Scottish Government","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Courts and Tribunals Service","Scottish Government","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Fiscal Commission","Scottish Government","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Fiscal Commission","Scottish Government","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Fiscal Commission","Scottish Government","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Fiscal Commission","Scottish Government","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Fiscal Commission","Scottish Government","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","Scottish Government","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","Scottish Government","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","Scottish Government","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","Scottish Government","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","Scottish Government","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","Scottish Government","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","Scottish Government","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","Scottish Government","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","Scottish Government","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","Scottish Government","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","Scottish Government","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","Scottish Government","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","Scottish Government","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Forestry","Scottish Government","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","AA","Unknown","40","[c]","23820","23340"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","EO","Heterosexual / straight","40","[c]","31240","31540"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","EO","Unknown","40","[c]","30030","29450"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","G6","Heterosexual / straight","30","[c]","77860","79110"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","G6","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","G7","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","G7","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","HEO","Heterosexual / straight","40","[c]","37370","37940"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","HEO","Unknown","50","[c]","35630","34730"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","SEO","Heterosexual / straight","50","[c]","47670","49860"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","SEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","SEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Government (excl. agencies)","Scottish Government","SEO","Unknown","40","[c]","46810","49860"
"Leaver CS","2023","Scottish Prison Service","Scottish Government","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Scottish Government","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Scottish Government","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Scottish Government","AA","Unknown","30","[c]","22740","22920"
"Leaver CS","2023","Scottish Prison Service","Scottish Government","AO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Scottish Government","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Scottish Government","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Scottish Government","AO","Unknown","105","[c]","26050","24710"
"Leaver CS","2023","Scottish Prison Service","Scottish Government","EO","Heterosexual / straight","50","[c]","36960","37060"
"Leaver CS","2023","Scottish Prison Service","Scottish Government","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Scottish Government","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Scottish Government","EO","Unknown","115","[c]","35900","37060"
"Leaver CS","2023","Scottish Prison Service","Scottish Government","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Scottish Government","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Scottish Government","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Scottish Government","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Scottish Government","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Scottish Government","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Scottish Government","HEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Scottish Government","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Scottish Government","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Scottish Government","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Scottish Government","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Scottish Government","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Prison Service","Scottish Government","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","Scottish Government","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","Scottish Government","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","Scottish Government","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","Scottish Government","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","Scottish Government","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","Scottish Government","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","Scottish Government","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","Scottish Government","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","Scottish Government","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Scottish Public Pensions Agency","Scottish Government","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Attorney General's Departments","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Attorney General's Departments","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Attorney General's Departments","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Attorney General's Departments","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Attorney General's Departments","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Attorney General's Departments","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Attorney General's Departments","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Attorney General's Departments","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Attorney General's Departments","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Attorney General's Departments","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Attorney General's Departments","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Attorney General's Departments","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Attorney General's Departments","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Attorney General's Departments","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Attorney General's Departments","G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Attorney General's Departments","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Attorney General's Departments","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Attorney General's Departments","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Attorney General's Departments","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Attorney General's Departments","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Attorney General's Departments","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Attorney General's Departments","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Attorney General's Departments","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Attorney General's Departments","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Serious Fraud Office","Attorney General's Departments","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","Scottish Government","AA","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","Scottish Government","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","Scottish Government","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","Scottish Government","AA","Unknown","55","[c]","22640","22180"
"Leaver CS","2023","Social Security Scotland","Scottish Government","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","Scottish Government","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","Scottish Government","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","Scottish Government","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","Scottish Government","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","Scottish Government","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","Scottish Government","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","Scottish Government","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","Scottish Government","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","Scottish Government","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","Scottish Government","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","Scottish Government","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","Scottish Government","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","Scottish Government","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","Scottish Government","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","Scottish Government","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","Scottish Government","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","Scottish Government","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","Scottish Government","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Social Security Scotland","Scottish Government","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","Department for Education","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","Department for Education","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","Department for Education","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","Department for Education","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","Department for Education","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","Department for Education","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","Department for Education","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","Department for Education","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","Department for Education","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","Department for Education","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","Department for Education","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","Department for Education","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","Department for Education","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","Department for Education","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Standards and Testing Agency","Department for Education","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","Scottish Government","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","Scottish Government","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","Scottish Government","AA","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","Scottish Government","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","Scottish Government","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","Scottish Government","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","Scottish Government","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","Scottish Government","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","Scottish Government","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","Scottish Government","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","Scottish Government","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Student Awards Agency for Scotland","Scottish Government","SEO","Unknown","[c]","[c]","[c]","[c]"
