"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Black","Property","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Other","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Other","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Other","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Other","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Property","AA","5","5","[c]","[c]"
"In post","2023","Black","Property","Property","AO","15","15","[c]","[c]"
"In post","2023","Black","Property","Property","EO","35","30","30140","30570"
"In post","2023","Black","Property","Property","G6","5","5","[c]","[c]"
"In post","2023","Black","Property","Property","G7","10","10","[c]","[c]"
"In post","2023","Black","Property","Property","HEO","40","40","35690","35790"
"In post","2023","Black","Property","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Property","SEO","40","40","45280","44230"
"In post","2023","Black","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Security","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Security","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Property","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Intelligence Analysis","EO","5","5","[c]","[c]"
"In post","2023","Black","Security","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Legal","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Other","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Other","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Property","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Property","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Security","AA","45","45","23850","24380"
"In post","2023","Black","Security","Security","AO","20","20","[c]","[c]"
"In post","2023","Black","Security","Security","EO","20","20","[c]","[c]"
"In post","2023","Black","Security","Security","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Security","G7","5","5","[c]","[c]"
"In post","2023","Black","Security","Security","HEO","20","20","[c]","[c]"
"In post","2023","Black","Security","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Security","SEO","20","20","[c]","[c]"
"In post","2023","Black","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Unknown","EO","5","5","[c]","[c]"
"In post","2023","Black","Security","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Security","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Communications","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Economics","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Economics","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Economics","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Economics","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Human Resources","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Inspector of Education and Training","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Inspector of Education and Training","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Inspector of Education and Training","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Inspector of Education and Training","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Internal Audit","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Internal Audit","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Legal","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Legal","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Legal","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Legal","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Legal","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Medicine","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Medicine","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Medicine","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Medicine","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Medicine","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Medicine","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Medicine","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Other","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Other","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Other","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Other","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Other","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Planning","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Planning","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Planning","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Planning","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Planning","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Planning Inspectors","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Policy","EO","5","5","[c]","[c]"
"In post","2023","Black","Unknown","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Policy","G7","15","15","[c]","[c]"
"In post","2023","Black","Unknown","Policy","HEO","20","20","[c]","[c]"
"In post","2023","Black","Unknown","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Policy","SEO","15","15","[c]","[c]"
"In post","2023","Black","Unknown","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Property","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Property","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Property","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Property","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Psychology","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Psychology","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Psychology","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Security","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Security","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Security","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Security","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Security","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Social Research","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Social Research","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Social Research","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Social Research","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Social Research","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Statistics","AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Statistics","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Statistics","G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Statistics","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Unknown","AA","10","10","[c]","[c]"
"In post","2023","Black","Unknown","Unknown","AO","10","10","[c]","[c]"
"In post","2023","Black","Unknown","Unknown","EO","35","35","29590","29100"
"In post","2023","Black","Unknown","Unknown","G6","5","5","[c]","[c]"
"In post","2023","Black","Unknown","Unknown","G7","5","5","[c]","[c]"
"In post","2023","Black","Unknown","Unknown","HEO","50","50","33490","32960"
"In post","2023","Black","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Unknown","SEO","25","25","[c]","[c]"
"In post","2023","Black","Unknown","Veterinarian","G6","[c]","[c]","[c]","[c]"
"In post","2023","Black","Unknown","Veterinarian","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Economics","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Economics","G7","20","20","[c]","[c]"
"In post","2023","Mixed","Analysis","Economics","HEO","10","10","[c]","[c]"
"In post","2023","Mixed","Analysis","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Economics","SEO","10","10","[c]","[c]"
"In post","2023","Mixed","Analysis","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","International Trade","G6","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Analysis","International Trade","HEO","[c]","[c]","[c]","[c]"
