"Status","Year","Profession_of_post","Region_london","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Project Delivery","Unknown","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Project Delivery","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","London","AA/AO","Female","35","30","24990","25480"
"In post","2023","Property","London","AA/AO","Male","45","45","25120","26920"
"In post","2023","Property","London","EO","Female","125","115","31670","31540"
"In post","2023","Property","London","EO","Male","110","105","30990","31540"
"In post","2023","Property","London","G6/G7","Female","80","75","62980","65030"
"In post","2023","Property","London","G6/G7","Male","170","165","62940","64140"
"In post","2023","Property","London","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Property","London","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Property","London","SEO/HEO","Female","185","180","40950","39900"
"In post","2023","Property","London","SEO/HEO","Male","295","290","41960","40860"
"In post","2023","Property","London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","London","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Outside London","AA/AO","Female","385","345","21290","22150"
"In post","2023","Property","Outside London","AA/AO","Male","560","550","20690","19770"
"In post","2023","Property","Outside London","EO","Female","550","490","27480","27470"
"In post","2023","Property","Outside London","EO","Male","560","545","27540","27470"
"In post","2023","Property","Outside London","G6/G7","Female","335","320","56440","56040"
"In post","2023","Property","Outside London","G6/G7","Male","600","585","58460","57970"
"In post","2023","Property","Outside London","SCS level","Female","15","15","[c]","[c]"
"In post","2023","Property","Outside London","SCS level","Male","40","40","96340","90920"
"In post","2023","Property","Outside London","SEO/HEO","Female","1130","1065","37380","34970"
"In post","2023","Property","Outside London","SEO/HEO","Male","1560","1510","38400","37300"
"In post","2023","Property","Outside London","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Property","Outside London","Unknown","Male","30","30","[c]","[c]"
"In post","2023","Property","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Overseas","G6/G7","Male","15","15","[c]","[c]"
"In post","2023","Property","Overseas","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Property","Overseas","SEO/HEO","Male","40","40","44910","43750"
"In post","2023","Property","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Property","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Property","Unknown","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2023","Psychology","London","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Psychology","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","London","EO","Female","20","20","[c]","[c]"
"In post","2023","Psychology","London","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","London","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Psychology","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","London","SEO/HEO","Female","40","40","41950","37710"
"In post","2023","Psychology","London","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Psychology","London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","London","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Outside London","AA/AO","Female","60","55","24650","24710"
"In post","2023","Psychology","Outside London","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Psychology","Outside London","EO","Female","370","360","29170","28480"
"In post","2023","Psychology","Outside London","EO","Male","75","75","28710","28480"
"In post","2023","Psychology","Outside London","G6/G7","Female","95","90","66250","67070"
"In post","2023","Psychology","Outside London","G6/G7","Male","25","25","[c]","[c]"
"In post","2023","Psychology","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Outside London","SEO/HEO","Female","770","730","39260","36690"
"In post","2023","Psychology","Outside London","SEO/HEO","Male","90","85","38510","36690"
"In post","2023","Psychology","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Psychology","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","London","AA/AO","Female","20","15","[c]","[c]"
"In post","2023","Science and Engineering","London","AA/AO","Male","20","20","[c]","[c]"
"In post","2023","Science and Engineering","London","EO","Female","45","45","29400","28230"
"In post","2023","Science and Engineering","London","EO","Male","25","25","[c]","[c]"
"In post","2023","Science and Engineering","London","G6/G7","Female","220","210","61160","59530"
"In post","2023","Science and Engineering","London","G6/G7","Male","170","165","61710","60220"
"In post","2023","Science and Engineering","London","SCS level","Female","30","25","87990","81960"
"In post","2023","Science and Engineering","London","SCS level","Male","25","25","[c]","[c]"
"In post","2023","Science and Engineering","London","SEO/HEO","Female","350","340","38420","40880"
"In post","2023","Science and Engineering","London","SEO/HEO","Male","225","220","39240","40880"
"In post","2023","Science and Engineering","London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","London","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Outside London","AA/AO","Female","275","260","23210","23340"
"In post","2023","Science and Engineering","Outside London","AA/AO","Male","765","755","22720","22860"
"In post","2023","Science and Engineering","Outside London","EO","Female","470","450","27110","27320"
"In post","2023","Science and Engineering","Outside London","EO","Male","870","850","27590","27140"
"In post","2023","Science and Engineering","Outside London","G6/G7","Female","805","755","55790","54330"
"In post","2023","Science and Engineering","Outside London","G6/G7","Male","2185","2090","56940","55500"
"In post","2023","Science and Engineering","Outside London","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Science and Engineering","Outside London","SCS level","Male","30","25","[c]","[c]"
"In post","2023","Science and Engineering","Outside London","SEO/HEO","Female","1745","1630","36950","37310"
"In post","2023","Science and Engineering","Outside London","SEO/HEO","Male","4145","4060","38700","39890"
"In post","2023","Science and Engineering","Outside London","Unknown","Female","80","80","43390","42620"
"In post","2023","Science and Engineering","Outside London","Unknown","Male","720","710","44100","42840"
"In post","2023","Science and Engineering","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Overseas","AA/AO","Male","10","10","[c]","[c]"
"In post","2023","Science and Engineering","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Overseas","EO","Male","5","5","[c]","[c]"
"In post","2023","Science and Engineering","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Overseas","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Science and Engineering","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Overseas","SEO/HEO","Male","35","35","59460","59270"
"In post","2023","Science and Engineering","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Overseas","Unknown","Male","10","10","[c]","[c]"
"In post","2023","Science and Engineering","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Science and Engineering","Unknown","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Security","London","AA/AO","Female","70","65","27660","26400"
"In post","2023","Security","London","AA/AO","Male","290","285","29160","25280"
"In post","2023","Security","London","EO","Female","90","85","31930","31100"
"In post","2023","Security","London","EO","Male","130","130","33750","31950"
"In post","2023","Security","London","G6/G7","Female","120","115","62130","60330"
"In post","2023","Security","London","G6/G7","Male","240","235","64180","63040"
"In post","2023","Security","London","SCS level","Female","30","30","91200","79470"
"In post","2023","Security","London","SCS level","Male","40","40","94370","90560"
"In post","2023","Security","London","SEO/HEO","Female","270","265","40920","39870"
"In post","2023","Security","London","SEO/HEO","Male","315","310","41670","41550"
"In post","2023","Security","Outside London","AA/AO","Female","745","720","26470","22220"
"In post","2023","Security","Outside London","AA/AO","Male","4230","4135","29330","26100"
"In post","2023","Security","Outside London","EO","Female","275","260","29550","27610"
"In post","2023","Security","Outside London","EO","Male","690","680","35990","29570"
"In post","2023","Security","Outside London","G6/G7","Female","110","105","56360","55980"
"In post","2023","Security","Outside London","G6/G7","Male","235","235","60220","57970"
"In post","2023","Security","Outside London","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Security","Outside London","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Security","Outside London","SEO/HEO","Female","525","500","37470","35450"
"In post","2023","Security","Outside London","SEO/HEO","Male","880","865","40620","38470"
"In post","2023","Security","Outside London","Unknown","Female","15","15","[c]","[c]"
"In post","2023","Security","Outside London","Unknown","Male","35","35","40930","39500"
"In post","2023","Security","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Overseas","EO","Female","5","5","[c]","[c]"
"In post","2023","Security","Overseas","EO","Male","30","30","31130","28840"
"In post","2023","Security","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Overseas","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Security","Overseas","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2023","Security","Overseas","SEO/HEO","Male","75","75","42930","42730"
"In post","2023","Security","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Security","Unknown","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Social Research","London","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","London","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","London","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","London","G6/G7","Female","170","160","61960","61530"
"In post","2023","Social Research","London","G6/G7","Male","85","85","62540","61530"
"In post","2023","Social Research","London","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Social Research","London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","London","SEO/HEO","Female","265","255","40890","42370"
"In post","2023","Social Research","London","SEO/HEO","Male","65","65","40150","39620"
"In post","2023","Social Research","Outside London","AA/AO","Female","5","5","[c]","[c]"
"In post","2023","Social Research","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Outside London","EO","Female","10","10","[c]","[c]"
"In post","2023","Social Research","Outside London","EO","Male","10","5","[c]","[c]"
"In post","2023","Social Research","Outside London","G6/G7","Female","155","145","55450","52490"
"In post","2023","Social Research","Outside London","G6/G7","Male","75","75","56890","53960"
"In post","2023","Social Research","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Social Research","Outside London","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Social Research","Outside London","SEO/HEO","Female","510","480","37170","39190"
"In post","2023","Social Research","Outside London","SEO/HEO","Male","200","200","36900","37760"
"In post","2023","Social Research","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","London","AA/AO","Female","30","30","[c]","[c]"
"In post","2023","Statistics","London","AA/AO","Male","20","20","[c]","[c]"
"In post","2023","Statistics","London","EO","Female","40","35","30450","30610"
"In post","2023","Statistics","London","EO","Male","55","50","31230","30970"
"In post","2023","Statistics","London","G6/G7","Female","205","190","62220","61480"
"In post","2023","Statistics","London","G6/G7","Male","210","205","62880","61700"
"In post","2023","Statistics","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","London","SCS level","Female","20","20","[c]","[c]"
"In post","2023","Statistics","London","SCS level","Male","20","20","[c]","[c]"
"In post","2023","Statistics","London","SEO/HEO","Female","280","265","39600","39790"
"In post","2023","Statistics","London","SEO/HEO","Male","370","365","40300","40730"
"In post","2023","Statistics","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Outside London","AA/AO","Female","10","5","[c]","[c]"
"In post","2023","Statistics","Outside London","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Statistics","Outside London","EO","Female","60","55","27640","27320"
"In post","2023","Statistics","Outside London","EO","Male","90","85","27570","27470"
"In post","2023","Statistics","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Outside London","G6/G7","Female","235","220","56290","53470"
"In post","2023","Statistics","Outside London","G6/G7","Male","245","235","57670","56450"
"In post","2023","Statistics","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Outside London","SCS level","Female","15","15","[c]","[c]"
"In post","2023","Statistics","Outside London","SCS level","Male","20","20","[c]","[c]"
"In post","2023","Statistics","Outside London","SEO/HEO","Female","475","445","37340","38070"
"In post","2023","Statistics","Outside London","SEO/HEO","Male","545","540","37380","37760"
"In post","2023","Statistics","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Statistics","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Tax","London","AA/AO","Female","35","30","26420","26920"
"In post","2023","Tax","London","AA/AO","Male","20","20","[c]","[c]"
"In post","2023","Tax","London","EO","Female","275","255","33060","32540"
"In post","2023","Tax","London","EO","Male","195","190","32970","32540"
"In post","2023","Tax","London","G6/G7","Female","175","160","68030","65230"
"In post","2023","Tax","London","G6/G7","Male","335","315","68980","65230"
"In post","2023","Tax","London","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Tax","London","SCS level","Male","15","10","[c]","[c]"
"In post","2023","Tax","London","SEO/HEO","Female","590","555","41670","39790"
"In post","2023","Tax","London","SEO/HEO","Male","695","665","42130","39910"
"In post","2023","Tax","Outside London","AA/AO","Female","1085","965","22530","22520"
"In post","2023","Tax","Outside London","AA/AO","Male","910","875","22520","22520"
"In post","2023","Tax","Outside London","EO","Female","1940","1775","28260","28130"
"In post","2023","Tax","Outside London","EO","Male","1985","1930","28200","28130"
"In post","2023","Tax","Outside London","G6/G7","Female","965","905","60450","57970"
"In post","2023","Tax","Outside London","G6/G7","Male","1415","1365","60890","57970"
"In post","2023","Tax","Outside London","SCS level","Female","25","25","[c]","[c]"
"In post","2023","Tax","Outside London","SCS level","Male","25","25","[c]","[c]"
"In post","2023","Tax","Outside London","SEO/HEO","Female","3140","2930","37140","35000"
"In post","2023","Tax","Outside London","SEO/HEO","Male","3560","3460","36980","35000"
"In post","2023","Unknown","London","AA/AO","Female","95","90","26040","25280"
"In post","2023","Unknown","London","AA/AO","Male","115","110","28000","26510"
"In post","2023","Unknown","London","EO","Female","485","470","30160","30150"
"In post","2023","Unknown","London","EO","Male","280","275","30170","30290"
"In post","2023","Unknown","London","G6/G7","Female","1205","1155","61780","59300"
"In post","2023","Unknown","London","G6/G7","Male","955","950","62320","61200"
"In post","2023","Unknown","London","SCS level","Female","225","215","89910","81750"
"In post","2023","Unknown","London","SCS level","Male","220","220","99200","86880"
"In post","2023","Unknown","London","SEO/HEO","Female","1540","1510","37040","35650"
"In post","2023","Unknown","London","SEO/HEO","Male","940","935","38070","39190"
"In post","2023","Unknown","London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","London","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Outside London","AA/AO","Female","2465","2265","24180","23340"
"In post","2023","Unknown","Outside London","AA/AO","Male","2210","2155","25040","24890"
"In post","2023","Unknown","Outside London","EO","Female","2760","2600","29560","29100"
"In post","2023","Unknown","Outside London","EO","Male","2085","2055","30150","29450"
"In post","2023","Unknown","Outside London","G6/G7","Female","2565","2430","64130","65280"
"In post","2023","Unknown","Outside London","G6/G7","Male","2115","2075","65240","65280"
"In post","2023","Unknown","Outside London","SCS level","Female","195","185","91930","85200"
"In post","2023","Unknown","Outside London","SCS level","Male","215","210","93760","85200"
"In post","2023","Unknown","Outside London","SEO/HEO","Female","5140","4895","39720","38330"
"In post","2023","Unknown","Outside London","SEO/HEO","Male","4165","4100","40540","38530"
"In post","2023","Unknown","Outside London","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","Unknown","Overseas","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2023","Unknown","Overseas","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Overseas","Unknown","Female","50","50","[c]","[c]"
"In post","2023","Unknown","Overseas","Unknown","Male","75","75","[c]","[c]"
"In post","2023","Unknown","Unknown","EO","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Unknown","EO","Male","35","35","25270","24610"
"In post","2023","Unknown","Unknown","G6/G7","Female","20","20","[c]","[c]"
"In post","2023","Unknown","Unknown","G6/G7","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Unknown","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2023","Unknown","Unknown","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2023","Veterinarian","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","Outside London","EO","Female","10","10","[c]","[c]"
"In post","2023","Veterinarian","Outside London","EO","Male","15","15","[c]","[c]"
"In post","2023","Veterinarian","Outside London","G6/G7","Female","75","70","54250","53110"
"In post","2023","Veterinarian","Outside London","G6/G7","Male","60","60","56940","55500"
"In post","2023","Veterinarian","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Veterinarian","Outside London","SEO/HEO","Female","135","125","39320","37980"
"In post","2023","Veterinarian","Outside London","SEO/HEO","Male","85","85","40200","38400"
"Leaver CS","2023","Commercial","London","AA/AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","London","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","London","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","London","SEO/HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","London","SEO/HEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Outside London","AA/AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Outside London","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Outside London","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Outside London","EO","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Outside London","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Outside London","G6/G7","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Outside London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Outside London","SEO/HEO","Female","80","[c]","37440","37680"
"Leaver CS","2023","Commercial","Outside London","SEO/HEO","Male","95","[c]","39230","39890"
"Leaver CS","2023","Commercial","Outside London","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Outside London","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","London","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","London","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","London","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Communications","London","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","London","G6/G7","Female","35","[c]","58160","56110"
"Leaver CS","2023","Communications","London","G6/G7","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Communications","London","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","London","SEO/HEO","Female","80","[c]","39540","40050"
"Leaver CS","2023","Communications","London","SEO/HEO","Male","60","[c]","39600","40050"
"Leaver CS","2023","Communications","London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Outside London","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Outside London","AA/AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Outside London","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Outside London","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Outside London","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Outside London","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Outside London","SEO/HEO","Female","50","[c]","37590","36080"
"Leaver CS","2023","Communications","Outside London","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","Outside London","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","Outside London","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","Outside London","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Corporate Finance","Outside London","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","London","AA/AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","London","AA/AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","London","EO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","London","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","London","G6/G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","London","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","London","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Outside London","AA/AO","Female","60","[c]","22160","21690"
"Leaver CS","2023","Counter Fraud","Outside London","AA/AO","Male","40","[c]","22260","21690"
"Leaver CS","2023","Counter Fraud","Outside London","EO","Female","110","[c]","28220","28120"
"Leaver CS","2023","Counter Fraud","Outside London","EO","Male","95","[c]","28170","28120"
"Leaver CS","2023","Counter Fraud","Outside London","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Outside London","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Outside London","SEO/HEO","Female","25","[c]","[c]","[c]"
