"Status","Year","Disability","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Unknown","No function","EO","445","[c]","28270","27680"
"Leaver Dept.","2023","Unknown","No function","G6","85","[c]","66500","66360"
"Leaver Dept.","2023","Unknown","No function","G7","240","[c]","55830","55020"
"Leaver Dept.","2023","Unknown","No function","HEO","470","[c]","34200","34260"
"Leaver Dept.","2023","Unknown","No function","SCS level","45","[c]","88290","75850"
"Leaver Dept.","2023","Unknown","No function","SEO","250","[c]","41350","41440"
"Leaver Dept.","2023","Unknown","No function","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","HEO","95","[c]","32430","32000"
"Leaver Dept.","2023","Unknown","Project Delivery","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","SEO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","EO","90","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","G6","60","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","G7","170","[c]","55720","55150"
"Leaver Dept.","2023","Unknown","Unknown","HEO","445","[c]","32130","32000"
"Leaver Dept.","2023","Unknown","Unknown","SCS level","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","SEO","125","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","HEO","70","[c]","32680","31560"
"New entrant CS","2023","Declared disabled","Analysis","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Commercial","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Commercial","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Commercial","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Commercial","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Commercial","G7","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Commercial","HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Commercial","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Communications","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Communications","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Communications","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Communications","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Communications","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Communications","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Communications","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Counter Fraud","AO","30","[c]","23340","21690"
"New entrant CS","2023","Declared disabled","Counter Fraud","EO","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Counter Fraud","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Debt","AO","120","[c]","22220","21690"
"New entrant CS","2023","Declared disabled","Debt","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Debt","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data & Technology","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data & Technology","EO","65","[c]","27140","27110"
"New entrant CS","2023","Declared disabled","Digital, Data & Technology","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data & Technology","G7","45","[c]","54850","54500"
"New entrant CS","2023","Declared disabled","Digital, Data & Technology","HEO","65","[c]","32870","33000"
"New entrant CS","2023","Declared disabled","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Digital, Data & Technology","SEO","40","[c]","40140","39500"
"New entrant CS","2023","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","AO","55","[c]","22110","22150"
"New entrant CS","2023","Declared disabled","Grants Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Grants Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","AO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","EO","30","[c]","26100","25830"
"New entrant CS","2023","Declared disabled","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","HEO","30","[c]","32970","32820"
"New entrant CS","2023","Declared disabled","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","AO","60","[c]","21820","20980"
"New entrant CS","2023","Declared disabled","Legal","EO","35","[c]","27630","27760"
"New entrant CS","2023","Declared disabled","Legal","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","G7","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Legal","SEO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","AA","165","[c]","22380","23230"
"New entrant CS","2023","Declared disabled","No function","AO","890","[c]","23900","22400"
"New entrant CS","2023","Declared disabled","No function","EO","360","[c]","27450","28120"
"New entrant CS","2023","Declared disabled","No function","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","G7","40","[c]","54130","54330"
"New entrant CS","2023","Declared disabled","No function","HEO","185","[c]","33260","33200"
"New entrant CS","2023","Declared disabled","No function","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","No function","SEO","90","[c]","41710","40800"
"New entrant CS","2023","Declared disabled","No function","Unknown","455","[c]","23130","23640"
"New entrant CS","2023","Declared disabled","Project Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","HEO","55","[c]","31630","30650"
"New entrant CS","2023","Declared disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Project Delivery","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","AA","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","AA","60","[c]","22100","22180"
"New entrant CS","2023","Declared disabled","Unknown","AO","30","[c]","22780","22150"
"New entrant CS","2023","Declared disabled","Unknown","EO","95","[c]","28810","29100"
"New entrant CS","2023","Declared disabled","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","HEO","120","[c]","32200","32460"
"New entrant CS","2023","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","SEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","AO","85","[c]","22760","22320"
"New entrant CS","2023","Declared non-disabled","Analysis","EO","120","[c]","27490","27650"
"New entrant CS","2023","Declared non-disabled","Analysis","G6","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","G7","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","HEO","345","[c]","33730","33880"
"New entrant CS","2023","Declared non-disabled","Analysis","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Analysis","SEO","90","[c]","40560","40000"
"New entrant CS","2023","Declared non-disabled","Commercial","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","AO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","EO","40","[c]","28280","27110"
"New entrant CS","2023","Declared non-disabled","Commercial","G6","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","G7","70","[c]","64610","65500"
"New entrant CS","2023","Declared non-disabled","Commercial","HEO","85","[c]","32610","32470"
"New entrant CS","2023","Declared non-disabled","Commercial","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Commercial","SEO","55","[c]","40280","39860"
"New entrant CS","2023","Declared non-disabled","Commercial","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","EO","40","[c]","26960","27550"
"New entrant CS","2023","Declared non-disabled","Communications","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","G7","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","HEO","100","[c]","33910","33500"
"New entrant CS","2023","Declared non-disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Communications","SEO","65","[c]","42150","42000"
"New entrant CS","2023","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","AO","175","[c]","23410","22520"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","EO","175","[c]","28470","27890"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","G7","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","HEO","65","[c]","34650","34170"
"New entrant CS","2023","Declared non-disabled","Counter Fraud","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Debt","AO","890","[c]","22610","22520"
"New entrant CS","2023","Declared non-disabled","Debt","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Debt","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","AA","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","AO","80","[c]","20870","20660"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","EO","315","[c]","27580","27650"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","G6","70","[c]","70690","69980"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","G7","310","[c]","55260","54970"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","HEO","380","[c]","34320","34400"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","SCS level","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","SEO","405","[c]","41290","41450"
"New entrant CS","2023","Declared non-disabled","Digital, Data & Technology","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","AO","100","[c]","22390","22520"
"New entrant CS","2023","Declared non-disabled","Finance","EO","80","[c]","26930","27000"
"New entrant CS","2023","Declared non-disabled","Finance","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","G7","40","[c]","54700","54210"
"New entrant CS","2023","Declared non-disabled","Finance","HEO","85","[c]","34560","34170"
"New entrant CS","2023","Declared non-disabled","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Finance","SEO","80","[c]","42060","41780"
"New entrant CS","2023","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Grants Management","AO","210","[c]","21990","22150"
"New entrant CS","2023","Declared non-disabled","Grants Management","EO","30","[c]","25000","25920"
"New entrant CS","2023","Declared non-disabled","Grants Management","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Grants Management","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Grants Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","AO","80","[c]","21990","21780"
"New entrant CS","2023","Declared non-disabled","Human Resources","EO","110","[c]","26950","27080"
"New entrant CS","2023","Declared non-disabled","Human Resources","G6","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","G7","55","[c]","53570","54330"
"New entrant CS","2023","Declared non-disabled","Human Resources","HEO","105","[c]","33210","33000"
"New entrant CS","2023","Declared non-disabled","Human Resources","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Human Resources","SEO","70","[c]","40800","40080"
"New entrant CS","2023","Declared non-disabled","Human Resources","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Internal Audit","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","AO","330","[c]","21880","21120"
"New entrant CS","2023","Declared non-disabled","Legal","EO","215","[c]","27790","27760"
"New entrant CS","2023","Declared non-disabled","Legal","G6","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","G7","265","[c]","53380","52360"
"New entrant CS","2023","Declared non-disabled","Legal","HEO","75","[c]","38350","39110"
"New entrant CS","2023","Declared non-disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal","SEO","110","[c]","39430","38760"
"New entrant CS","2023","Declared non-disabled","No function","AA","1300","[c]","22560","23230"
"New entrant CS","2023","Declared non-disabled","No function","AO","6665","[c]","25390","23190"
"New entrant CS","2023","Declared non-disabled","No function","EO","1595","[c]","27650","28120"
"New entrant CS","2023","Declared non-disabled","No function","G6","100","[c]","67970","65790"
"New entrant CS","2023","Declared non-disabled","No function","G7","495","[c]","59220","55190"
"New entrant CS","2023","Declared non-disabled","No function","HEO","1110","[c]","33460","33250"
"New entrant CS","2023","Declared non-disabled","No function","SCS level","30","[c]","97540","88360"
"New entrant CS","2023","Declared non-disabled","No function","SEO","745","[c]","43340","42140"
"New entrant CS","2023","Declared non-disabled","No function","Unknown","2320","[c]","23170","23640"
"New entrant CS","2023","Declared non-disabled","Project Delivery","AA","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","AO","45","[c]","22920","23200"
"New entrant CS","2023","Declared non-disabled","Project Delivery","EO","120","[c]","26930","26750"
"New entrant CS","2023","Declared non-disabled","Project Delivery","G6","35","[c]","71500","70630"
"New entrant CS","2023","Declared non-disabled","Project Delivery","G7","105","[c]","52520","52550"
"New entrant CS","2023","Declared non-disabled","Project Delivery","HEO","170","[c]","34240","34110"
"New entrant CS","2023","Declared non-disabled","Project Delivery","SCS level","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","SEO","105","[c]","40980","41000"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Unknown","75","[c]","36990","33000"
"New entrant CS","2023","Declared non-disabled","Property","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","AO","135","[c]","22590","22520"
"New entrant CS","2023","Declared non-disabled","Property","EO","60","[c]","26910","26020"
"New entrant CS","2023","Declared non-disabled","Property","G6","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","G7","40","[c]","53580","54250"
"New entrant CS","2023","Declared non-disabled","Property","HEO","55","[c]","33600","33990"
"New entrant CS","2023","Declared non-disabled","Property","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","SEO","60","[c]","41530","41000"
"New entrant CS","2023","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","AA","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","AO","65","[c]","23480","21720"
"New entrant CS","2023","Declared non-disabled","Security","EO","45","[c]","25690","24610"
"New entrant CS","2023","Declared non-disabled","Security","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","HEO","45","[c]","33590","32640"
"New entrant CS","2023","Declared non-disabled","Security","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","SEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","AA","125","[c]","22260","22180"
"New entrant CS","2023","Declared non-disabled","Unknown","AO","185","[c]","22790","22150"
"New entrant CS","2023","Declared non-disabled","Unknown","EO","375","[c]","28720","29100"
"New entrant CS","2023","Declared non-disabled","Unknown","G6","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","G7","105","[c]","55740","53440"
"New entrant CS","2023","Declared non-disabled","Unknown","HEO","280","[c]","34470","33520"
"New entrant CS","2023","Declared non-disabled","Unknown","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","SEO","175","[c]","42840","41700"
"New entrant CS","2023","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Debt","AO","35","[c]","22260","22520"
"New entrant CS","2023","Undeclared","Debt","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","G7","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data & Technology","SEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Grants Management","AO","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Grants Management","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","EO","10","[c]","[c]","[c]"
