"Status","Year","Age","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","Yorkshire and The Humber","West Yorkshire","4610","4380","34510","31510"
"In post","2023","40-49","East Midlands (England)","Derbyshire and Nottinghamshire","3340","3125","35690","32920"
"In post","2023","40-49","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","1450","1320","31600","28120"
"In post","2023","40-49","East Midlands (England)","Lincolnshire","610","580","31610","28120"
"In post","2023","40-49","East of England","Bedfordshire and Hertfordshire","1095","1020","37370","32520"
"In post","2023","40-49","East of England","East Anglia","3000","2790","34080","30820"
"In post","2023","40-49","East of England","Essex","1035","955","33610","31280"
"In post","2023","40-49","London","Inner London - East","4275","4065","48540","43210"
"In post","2023","40-49","London","Inner London - West","12340","11785","56550","55850"
"In post","2023","40-49","London","Outer London - East and North East","855","790","33440","32520"
"In post","2023","40-49","London","Outer London - South","2925","2790","43310","39150"
"In post","2023","40-49","London","Outer London - West and North West","2070","1955","37280","32520"
"In post","2023","40-49","North East (England)","Northumberland, and Tyne and Wear","5970","5550","33840","28130"
"In post","2023","40-49","North East (England)","Tees Valley and Durham","2390","2225","32490","28480"
"In post","2023","40-49","North West (England)","Cheshire","1020","975","36280","33910"
"In post","2023","40-49","North West (England)","Cumbria","745","670","30940","26510"
"In post","2023","40-49","North West (England)","Greater Manchester","4960","4725","36480","32650"
"In post","2023","40-49","North West (England)","Lancashire","3575","3310","32020","28120"
"In post","2023","40-49","North West (England)","Merseyside","5275","4935","32860","28120"
"In post","2023","40-49","Northern Ireland","Northern Ireland","1160","1100","32560","28130"
"In post","2023","40-49","Overseas","Overseas","1060","1050","57330","57290"
"In post","2023","40-49","Scotland","Eastern Scotland","5095","4830","42000","37060"
"In post","2023","40-49","Scotland","Highlands and Islands","470","445","33560","31180"
"In post","2023","40-49","Scotland","North Eastern Scotland","445","425","41750","36640"
"In post","2023","40-49","Scotland","Southern Scotland","1340","1240","34160","29100"
"In post","2023","40-49","Scotland","West Central Scotland","4695","4470","36630","32340"
"In post","2023","40-49","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","2055","1955","37600","34300"
"In post","2023","40-49","South East (England)","Hampshire and Isle of Wight","3235","3040","38360","34300"
"In post","2023","40-49","South East (England)","Kent","2015","1910","32390","30880"
"In post","2023","40-49","South East (England)","Surrey, East and West Sussex","1930","1785","36190","31280"
"In post","2023","40-49","South West (England)","Cornwall and Isles of Scilly","355","325","31060","28120"
"In post","2023","40-49","South West (England)","Devon","2340","2165","35850","33430"
"In post","2023","40-49","South West (England)","Dorset and Somerset","1190","1125","34100","30720"
"In post","2023","40-49","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","6870","6525","42140","39890"
"In post","2023","40-49","Unknown","Unknown","550","545","42870","39410"
"In post","2023","40-49","Wales","East Wales","5050","4770","39830","35330"
"In post","2023","40-49","Wales","West Wales and The Valleys","4425","4120","32270","28120"
"In post","2023","40-49","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","940","880","33220","28880"
"In post","2023","40-49","West Midlands (England)","Shropshire and Staffordshire","2100","1995","35800","32920"
"In post","2023","40-49","West Midlands (England)","West Midlands","4855","4520","35630","30740"
"In post","2023","40-49","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","1045","975","31550","28120"
"In post","2023","40-49","Yorkshire and The Humber","North Yorkshire","1085","1035","38240","34320"
"In post","2023","40-49","Yorkshire and The Humber","South Yorkshire","2625","2420","36740","32160"
"In post","2023","40-49","Yorkshire and The Humber","West Yorkshire","4530","4225","37000","33290"
"In post","2023","50-59","East Midlands (England)","Derbyshire and Nottinghamshire","4190","3915","35350","29730"
"In post","2023","50-59","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","1770","1640","30960","28120"
"In post","2023","50-59","East Midlands (England)","Lincolnshire","1085","1030","31740","28120"
"In post","2023","50-59","East of England","Bedfordshire and Hertfordshire","1435","1360","35820","31490"
"In post","2023","50-59","East of England","East Anglia","4145","3920","33470","29050"
"In post","2023","50-59","East of England","Essex","1470","1370","32830","31280"
"In post","2023","50-59","London","Inner London - East","4910","4740","46040","39790"
"In post","2023","50-59","London","Inner London - West","11190","10900","53140","48170"
"In post","2023","50-59","London","Outer London - East and North East","1370","1290","33190","32520"
"In post","2023","50-59","London","Outer London - South","3800","3650","41750","36310"
"In post","2023","50-59","London","Outer London - West and North West","2535","2385","36350","32520"
"In post","2023","50-59","North East (England)","Northumberland, and Tyne and Wear","6385","5780","32930","28120"
"In post","2023","50-59","North East (England)","Tees Valley and Durham","3090","2835","32000","28120"
"In post","2023","50-59","North West (England)","Cheshire","1335","1255","35670","32540"
"In post","2023","50-59","North West (England)","Cumbria","745","700","31880","28120"
"In post","2023","50-59","North West (England)","Greater Manchester","5680","5365","35380","29050"
"In post","2023","50-59","North West (England)","Lancashire","5175","4765","32550","28120"
"In post","2023","50-59","North West (England)","Merseyside","6050","5620","32580","28120"
"In post","2023","50-59","Northern Ireland","Northern Ireland","1255","1200","31760","28010"
"In post","2023","50-59","Overseas","Overseas","890","885","57240","56100"
"In post","2023","50-59","Scotland","Eastern Scotland","5730","5455","40050","34730"
"In post","2023","50-59","Scotland","Highlands and Islands","710","675","31750","28120"
"In post","2023","50-59","Scotland","North Eastern Scotland","580","550","41420","34850"
"In post","2023","50-59","Scotland","Southern Scotland","1840","1680","32560","28120"
"In post","2023","50-59","Scotland","West Central Scotland","6055","5650","35120","29100"
"In post","2023","50-59","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","2705","2590","37590","34300"
"In post","2023","50-59","South East (England)","Hampshire and Isle of Wight","4985","4660","35820","32350"
"In post","2023","50-59","South East (England)","Kent","2765","2610","32530","31280"
"In post","2023","50-59","South East (England)","Surrey, East and West Sussex","2790","2595","34380","29730"
"In post","2023","50-59","South West (England)","Cornwall and Isles of Scilly","670","620","29310","28090"
"In post","2023","50-59","South West (England)","Devon","2985","2780","35210","31780"
"In post","2023","50-59","South West (England)","Dorset and Somerset","1875","1760","33200","28880"
"In post","2023","50-59","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","7830","7525","42600","39890"
"In post","2023","50-59","Unknown","Unknown","735","715","43360","40530"
"In post","2023","50-59","Wales","East Wales","5270","4985","37740","32200"
"In post","2023","50-59","Wales","West Wales and The Valleys","4655","4315","32610","28120"
"In post","2023","50-59","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","1380","1300","31650","28120"
"In post","2023","50-59","West Midlands (England)","Shropshire and Staffordshire","2940","2785","35080","30470"
"In post","2023","50-59","West Midlands (England)","West Midlands","5295","4915","34230","28120"
"In post","2023","50-59","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","1705","1570","30870","28120"
"In post","2023","50-59","Yorkshire and The Humber","North Yorkshire","1580","1510","35400","30840"
"In post","2023","50-59","Yorkshire and The Humber","South Yorkshire","3105","2880","34710","29050"
"In post","2023","50-59","Yorkshire and The Humber","West Yorkshire","4910","4585","36670","32420"
"In post","2023","60-64","East Midlands (England)","Derbyshire and Nottinghamshire","1110","920","31950","28120"
"In post","2023","60-64","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","565","475","28540","27620"
"In post","2023","60-64","East Midlands (England)","Lincolnshire","390","340","29120","26740"
"In post","2023","60-64","East of England","Bedfordshire and Hertfordshire","480","420","34110","30960"
"In post","2023","60-64","East of England","East Anglia","1315","1125","31120","28120"
"In post","2023","60-64","East of England","Essex","440","365","31460","31270"
"In post","2023","60-64","London","Inner London - East","1425","1265","42250","36310"
"In post","2023","60-64","London","Inner London - West","2730","2510","48840","43000"
"In post","2023","60-64","London","Outer London - East and North East","475","400","31760","31450"
"In post","2023","60-64","London","Outer London - South","1170","1030","38070","32520"
"In post","2023","60-64","London","Outer London - West and North West","905","755","34840","31950"
"In post","2023","60-64","North East (England)","Northumberland, and Tyne and Wear","2335","1765","28310","22520"
"In post","2023","60-64","North East (England)","Tees Valley and Durham","950","720","29430","28120"
"In post","2023","60-64","North West (England)","Cheshire","365","300","32580","28120"
"In post","2023","60-64","North West (England)","Cumbria","230","190","29700","25920"
"In post","2023","60-64","North West (England)","Greater Manchester","1555","1260","31250","28120"
"In post","2023","60-64","North West (England)","Lancashire","1415","1100","29970","28120"
"In post","2023","60-64","North West (England)","Merseyside","1950","1565","29180","26540"
"In post","2023","60-64","Northern Ireland","Northern Ireland","295","255","30660","27770"
"In post","2023","60-64","Overseas","Overseas","160","160","60200","54000"
"In post","2023","60-64","Scotland","Eastern Scotland","1620","1330","36180","31940"
"In post","2023","60-64","Scotland","Highlands and Islands","250","210","30550","28120"
"In post","2023","60-64","Scotland","North Eastern Scotland","165","130","38310","30440"
"In post","2023","60-64","Scotland","Southern Scotland","670","525","30270","28120"
"In post","2023","60-64","Scotland","West Central Scotland","1835","1450","31410","28120"
"In post","2023","60-64","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","935","835","34510","30750"
"In post","2023","60-64","South East (England)","Hampshire and Isle of Wight","1830","1545","32310","28120"
"In post","2023","60-64","South East (England)","Kent","790","645","31360","28840"
"In post","2023","60-64","South East (England)","Surrey, East and West Sussex","935","770","32090","28120"
"In post","2023","60-64","South West (England)","Cornwall and Isles of Scilly","235","205","28400","27740"
"In post","2023","60-64","South West (England)","Devon","875","720","31630","28120"
"In post","2023","60-64","South West (England)","Dorset and Somerset","675","575","31700","28120"
"In post","2023","60-64","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","2330","2035","39780","35070"
"In post","2023","60-64","Unknown","Unknown","215","205","43410","40690"
"In post","2023","60-64","Wales","East Wales","1540","1275","33680","28130"
"In post","2023","60-64","Wales","West Wales and The Valleys","1650","1280","29970","27450"
"In post","2023","60-64","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","410","345","29710","27930"
"In post","2023","60-64","West Midlands (England)","Shropshire and Staffordshire","940","800","32310","28120"
"In post","2023","60-64","West Midlands (England)","West Midlands","1675","1375","31430","28120"
"In post","2023","60-64","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","500","395","30050","28120"
"In post","2023","60-64","Yorkshire and The Humber","North Yorkshire","490","435","31710","28120"
"In post","2023","60-64","Yorkshire and The Humber","South Yorkshire","805","625","31020","28120"
"In post","2023","60-64","Yorkshire and The Humber","West Yorkshire","1350","1060","32590","28120"
"In post","2023","65+","East Midlands (England)","Derbyshire and Nottinghamshire","300","220","32150","28120"
"In post","2023","65+","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","150","120","26910","24070"
"In post","2023","65+","East Midlands (England)","Lincolnshire","100","80","29060","27260"
"In post","2023","65+","East of England","Bedfordshire and Hertfordshire","190","150","32460","29310"
"In post","2023","65+","East of England","East Anglia","450","345","30350","27450"
"In post","2023","65+","East of England","Essex","165","120","29660","28680"
"In post","2023","65+","London","Inner London - East","595","490","40030","34370"
"In post","2023","65+","London","Inner London - West","1025","895","44500","37010"
"In post","2023","65+","London","Outer London - East and North East","185","135","30750","30840"
"In post","2023","65+","London","Outer London - South","450","370","33780","30200"
"In post","2023","65+","London","Outer London - West and North West","470","360","33440","30200"
"In post","2023","65+","North East (England)","Northumberland, and Tyne and Wear","595","430","27140","22520"
"In post","2023","65+","North East (England)","Tees Valley and Durham","230","165","27080","25340"
"In post","2023","65+","North West (England)","Cheshire","115","90","30870","27480"
"In post","2023","65+","North West (England)","Cumbria","55","45","28850","26850"
"In post","2023","65+","North West (England)","Greater Manchester","430","315","30770","28120"
"In post","2023","65+","North West (England)","Lancashire","375","270","28830","28080"
"In post","2023","65+","North West (England)","Merseyside","610","450","26890","22520"
"In post","2023","65+","Northern Ireland","Northern Ireland","100","80","28100","22520"
"In post","2023","65+","Overseas","Overseas","35","35","56310","51580"
"In post","2023","65+","Scotland","Eastern Scotland","475","370","34400","28490"
"In post","2023","65+","Scotland","Highlands and Islands","55","45","29720","27600"
"In post","2023","65+","Scotland","North Eastern Scotland","60","45","35870","28120"
"In post","2023","65+","Scotland","Southern Scotland","175","130","28890","27930"
"In post","2023","65+","Scotland","West Central Scotland","470","340","30480","26650"
"In post","2023","65+","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","390","310","34240","29130"
"In post","2023","65+","South East (England)","Hampshire and Isle of Wight","775","595","29890","25100"
"In post","2023","65+","South East (England)","Kent","250","190","30000","27650"
"In post","2023","65+","South East (England)","Surrey, East and West Sussex","400","305","30330","28120"
"In post","2023","65+","South West (England)","Cornwall and Isles of Scilly","70","55","28240","26670"
"In post","2023","65+","South West (England)","Devon","305","230","30090","27500"
"In post","2023","65+","South West (England)","Dorset and Somerset","240","190","29430","28120"
"In post","2023","65+","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","760","615","36890","33130"
"In post","2023","65+","Unknown","Unknown","55","50","42100","37180"
"In post","2023","65+","Wales","East Wales","510","380","34180","28130"
"In post","2023","65+","Wales","West Wales and The Valleys","535","380","29190","25620"
"In post","2023","65+","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","130","100","28200","26850"
"In post","2023","65+","West Midlands (England)","Shropshire and Staffordshire","275","210","31830","28120"
"In post","2023","65+","West Midlands (England)","West Midlands","470","345","30780","28120"
"In post","2023","65+","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","125","90","28450","27810"
"In post","2023","65+","Yorkshire and The Humber","North Yorkshire","145","120","29400","25990"
"In post","2023","65+","Yorkshire and The Humber","South Yorkshire","240","175","28520","26180"
"In post","2023","65+","Yorkshire and The Humber","West Yorkshire","310","220","30770","28120"
"In post","2023","Unknown","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","London","Inner London - West","10","10","57070","41270"
"In post","2023","Unknown","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","East of England","East Anglia","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","East of England","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","London","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","London","Inner London - West","15","[c]","23900","25340"
"Leaver CS","2023","16-19","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","London","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","London","Outer London - West and North West","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","North East (England)","Northumberland, and Tyne and Wear","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","North West (England)","Greater Manchester","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","North West (England)","Merseyside","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Scotland","Eastern Scotland","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","South East (England)","Kent","5","[c]","[c]","[c]"
