"Status","Year","Disability","Parent_department","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","90","90","37300","35620"
"In post","2023","Unknown","Department for Education","AA/AO","AO","30","30","[c]","[c]"
"In post","2023","Unknown","Department for Education","EO","EO","325","320","27050","25900"
"In post","2023","Unknown","Department for Education","G6/G7","G6","120","120","66460","65780"
"In post","2023","Unknown","Department for Education","G6/G7","G7","435","425","53510","51640"
"In post","2023","Unknown","Department for Education","SCS level","SCS level","30","30","[c]","[c]"
"In post","2023","Unknown","Department for Education","SEO/HEO","HEO","525","510","31850","30330"
"In post","2023","Unknown","Department for Education","SEO/HEO","SEO","555","545","39760","37590"
"In post","2023","Unknown","Department for Education","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","AA/AO","AO","460","425","22300","22150"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","EO","EO","280","260","26370","25920"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","G6/G7","G6","95","90","63030","64110"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","G6/G7","G7","260","250","52150","50520"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","SCS level","SCS level","25","25","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","290","275","31710","30820"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","315","305","38650","37710"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","Unknown","Unknown","30","30","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","EO","EO","115","110","28630","29280"
"In post","2023","Unknown","Department for International Trade","G6/G7","G6","130","130","68060","66620"
"In post","2023","Unknown","Department for International Trade","G6/G7","G7","420","415","56160","55370"
"In post","2023","Unknown","Department for International Trade","SCS level","SCS level","75","70","90590","81090"
"In post","2023","Unknown","Department for International Trade","SEO/HEO","HEO","265","265","35030","35010"
"In post","2023","Unknown","Department for International Trade","SEO/HEO","SEO","395","390","41900","41550"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","AA/AO","AO","35","30","22230","21960"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","EO","EO","45","45","27900","28710"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","G6/G7","G6","65","60","66130","64970"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","G6/G7","G7","135","130","53590","54630"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","SCS level","SCS level","20","20","[c]","[c]"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","105","105","33180","33880"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","SEO/HEO","SEO","70","70","40570","40800"
"In post","2023","Unknown","Department for Transport","AA/AO","AA","205","180","19450","19000"
"In post","2023","Unknown","Department for Transport","AA/AO","AO","840","785","24340","22500"
"In post","2023","Unknown","Department for Transport","EO","EO","830","800","28080","27190"
"In post","2023","Unknown","Department for Transport","G6/G7","G6","95","90","69300","67420"
"In post","2023","Unknown","Department for Transport","G6/G7","G7","245","240","57720","55740"
"In post","2023","Unknown","Department for Transport","SCS level","SCS level","40","35","85990","79850"
"In post","2023","Unknown","Department for Transport","SEO/HEO","HEO","335","330","33970","32950"
"In post","2023","Unknown","Department for Transport","SEO/HEO","SEO","245","240","43190","43750"
"In post","2023","Unknown","Department for Work and Pensions","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","AA/AO","AO","785","735","22010","21690"
"In post","2023","Unknown","Department for Work and Pensions","EO","EO","1340","1275","28980","28120"
"In post","2023","Unknown","Department for Work and Pensions","G6/G7","G6","60","60","72910","72550"
"In post","2023","Unknown","Department for Work and Pensions","G6/G7","G7","160","155","56180","55250"
"In post","2023","Unknown","Department for Work and Pensions","SCS level","SCS level","30","30","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","SEO/HEO","HEO","265","260","35160","34170"
"In post","2023","Unknown","Department for Work and Pensions","SEO/HEO","SEO","205","205","42780","41500"
"In post","2023","Unknown","Department of Health and Social Care","AA/AO","AA","30","25","[c]","[c]"
"In post","2023","Unknown","Department of Health and Social Care","AA/AO","AO","160","145","22520","22480"
"In post","2023","Unknown","Department of Health and Social Care","EO","EO","555","545","27520","28200"
"In post","2023","Unknown","Department of Health and Social Care","G6/G7","G6","470","445","69290","67890"
"In post","2023","Unknown","Department of Health and Social Care","G6/G7","G7","1095","1055","54230","54690"
"In post","2023","Unknown","Department of Health and Social Care","SCS level","SCS level","250","230","95670","91240"
"In post","2023","Unknown","Department of Health and Social Care","SEO/HEO","HEO","720","705","33380","34190"
"In post","2023","Unknown","Department of Health and Social Care","SEO/HEO","SEO","895","875","41100","41890"
"In post","2023","Unknown","Estyn","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Estyn","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Food Standards Agency","AA/AO","AO","5","5","[c]","[c]"
"In post","2023","Unknown","Food Standards Agency","EO","EO","40","40","26810","26910"
"In post","2023","Unknown","Food Standards Agency","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Unknown","Food Standards Agency","G6/G7","G7","15","15","[c]","[c]"
"In post","2023","Unknown","Food Standards Agency","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Food Standards Agency","SEO/HEO","HEO","55","55","31950","31260"
"In post","2023","Unknown","Food Standards Agency","SEO/HEO","SEO","55","50","39210","38100"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","AA/AO","AO","190","190","26140","25700"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","EO","EO","285","275","29850","29400"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","G6/G7","G6","535","520","67980","67530"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","G6/G7","G7","1105","1080","55930","55410"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","SCS level","SCS level","180","180","85160","79210"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","SEO/HEO","HEO","720","715","36840","36620"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","SEO/HEO","SEO","415","405","43570","43000"
"In post","2023","Unknown","Foreign, Commonwealth and Development Office","Unknown","Unknown","30","30","[c]","[c]"
"In post","2023","Unknown","HM Land Registry","AA/AO","AA","15","15","[c]","[c]"
"In post","2023","Unknown","HM Land Registry","AA/AO","AO","805","760","23490","23390"
"In post","2023","Unknown","HM Land Registry","EO","EO","620","600","28540","28080"
"In post","2023","Unknown","HM Land Registry","G6/G7","G6","15","15","[c]","[c]"
"In post","2023","Unknown","HM Land Registry","G6/G7","G7","60","60","57780","56810"
"In post","2023","Unknown","HM Land Registry","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","Unknown","HM Land Registry","SEO/HEO","HEO","135","130","37190","34850"
"In post","2023","Unknown","HM Land Registry","SEO/HEO","SEO","105","100","43080","41680"
"In post","2023","Unknown","HM Revenue and Customs","AA/AO","AA","205","150","22610","22520"
"In post","2023","Unknown","HM Revenue and Customs","AA/AO","AO","7145","6390","22720","22520"
"In post","2023","Unknown","HM Revenue and Customs","EO","EO","4620","4375","28710","28130"
"In post","2023","Unknown","HM Revenue and Customs","G6/G7","G6","315","305","73320","71300"
"In post","2023","Unknown","HM Revenue and Customs","G6/G7","G7","1120","1080","59270","57970"
"In post","2023","Unknown","HM Revenue and Customs","SCS level","SCS level","65","65","93160","84160"
"In post","2023","Unknown","HM Revenue and Customs","SEO/HEO","HEO","3960","3825","35760","35000"
"In post","2023","Unknown","HM Revenue and Customs","SEO/HEO","SEO","1675","1625","43420","42510"
"In post","2023","Unknown","HM Treasury","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","HM Treasury","EO","EO","40","40","28370","27820"
"In post","2023","Unknown","HM Treasury","G6/G7","G6","40","40","79110","70020"
"In post","2023","Unknown","HM Treasury","G6/G7","G7","100","95","59370","54700"
"In post","2023","Unknown","HM Treasury","SCS level","SCS level","15","10","[c]","[c]"
"In post","2023","Unknown","HM Treasury","SEO/HEO","HEO","85","80","35340","33630"
"In post","2023","Unknown","HM Treasury","SEO/HEO","SEO","40","40","46210","43620"
"In post","2023","Unknown","Home Office","AA/AO","AA","145","140","21340","19500"
"In post","2023","Unknown","Home Office","AA/AO","AO","4110","3915","23050","22400"
"In post","2023","Unknown","Home Office","EO","EO","6150","5940","27220","25880"
"In post","2023","Unknown","Home Office","G6/G7","G6","200","195","70900","70840"
"In post","2023","Unknown","Home Office","G6/G7","G7","730","725","58690","59290"
"In post","2023","Unknown","Home Office","SCS level","SCS level","60","60","99210","91450"
"In post","2023","Unknown","Home Office","SEO/HEO","HEO","1315","1300","34400","36000"
"In post","2023","Unknown","Home Office","SEO/HEO","SEO","890","880","42110","43000"
"In post","2023","Unknown","Home Office","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Unknown","Ministry of Defence","AA/AO","AA","1355","1305","22060","21380"
"In post","2023","Unknown","Ministry of Defence","AA/AO","AO","2975","2870","26590","22330"
"In post","2023","Unknown","Ministry of Defence","EO","EO","1845","1800","28970","27470"
"In post","2023","Unknown","Ministry of Defence","G6/G7","G6","365","340","74680","70710"
"In post","2023","Unknown","Ministry of Defence","G6/G7","G7","1100","1060","55710","55110"
"In post","2023","Unknown","Ministry of Defence","SCS level","SCS level","105","100","94950","90870"
"In post","2023","Unknown","Ministry of Defence","SEO/HEO","HEO","2475","2415","35670","33990"
"In post","2023","Unknown","Ministry of Defence","SEO/HEO","SEO","1660","1615","43090","41800"
"In post","2023","Unknown","Ministry of Defence","Unknown","Unknown","2050","2040","41620","39560"
"In post","2023","Unknown","Ministry of Justice","AA/AO","AA","1175","1115","23070","23230"
"In post","2023","Unknown","Ministry of Justice","AA/AO","AO","4580","4450","28350","28880"
"In post","2023","Unknown","Ministry of Justice","EO","EO","840","825","30040","29660"
"In post","2023","Unknown","Ministry of Justice","G6/G7","G6","75","70","70220","68470"
"In post","2023","Unknown","Ministry of Justice","G6/G7","G7","330","325","57400","55720"
"In post","2023","Unknown","Ministry of Justice","SCS level","SCS level","30","30","[c]","[c]"
"In post","2023","Unknown","Ministry of Justice","SEO/HEO","HEO","785","750","33940","34530"
"In post","2023","Unknown","Ministry of Justice","SEO/HEO","SEO","585","570","42750","43650"
"In post","2023","Unknown","Ministry of Justice","Unknown","Unknown","3205","2910","27480","26840"
"In post","2023","Unknown","National Crime Agency","AA/AO","AO","155","145","25620","26370"
"In post","2023","Unknown","National Crime Agency","EO","EO","1815","1765","35940","36040"
"In post","2023","Unknown","National Crime Agency","G6/G7","G6","60","60","75040","73770"
"In post","2023","Unknown","National Crime Agency","G6/G7","G7","185","180","63020","62890"
"In post","2023","Unknown","National Crime Agency","SCS level","SCS level","25","25","[c]","[c]"
"In post","2023","Unknown","National Crime Agency","SEO/HEO","HEO","1055","1035","43240","42240"
"In post","2023","Unknown","National Crime Agency","SEO/HEO","SEO","465","455","49580","49180"
"In post","2023","Unknown","Northern Ireland Office","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Northern Ireland Office","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Northern Ireland Office","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Northern Ireland Office","G6/G7","G7","10","10","[c]","[c]"
"In post","2023","Unknown","Northern Ireland Office","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","Unknown","Northern Ireland Office","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Northern Ireland Office","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","AA/AO","AO","25","20","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","EO","EO","25","25","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","G6/G7","G7","25","25","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","SEO/HEO","HEO","30","25","[c]","[c]"
"In post","2023","Unknown","Office for Standards in Education, Children's Services and Skills","SEO/HEO","SEO","55","50","50110","52750"
"In post","2023","Unknown","Office of Gas and Electricity Markets","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","EO","EO","20","20","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","G6/G7","G6","20","20","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","G6/G7","G7","35","35","51520","48530"
"In post","2023","Unknown","Office of Gas and Electricity Markets","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Office of Gas and Electricity Markets","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Unknown","Office of Qualifications and Examinations Regulation","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Qualifications and Examinations Regulation","G6/G7","G7","10","5","[c]","[c]"
"In post","2023","Unknown","Office of Qualifications and Examinations Regulation","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of Qualifications and Examinations Regulation","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Office of Qualifications and Examinations Regulation","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland","EO","EO","5","5","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland","G6/G7","G7","25","25","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Scotland","SEO/HEO","SEO","15","15","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Wales","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Wales","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Wales","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Unknown","Office of the Secretary of State for Wales","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Scottish Government","AA/AO","AA","1670","1530","23130","22180"
"In post","2023","Unknown","Scottish Government","AA/AO","AO","2250","2130","26790","26410"
"In post","2023","Unknown","Scottish Government","EO","EO","3820","3625","33330","31970"
"In post","2023","Unknown","Scottish Government","G6/G7","G6","445","435","77150","79110"
"In post","2023","Unknown","Scottish Government","G6/G7","G7","885","850","59940","58850"
"In post","2023","Unknown","Scottish Government","SCS level","SCS level","85","80","92510","85200"
"In post","2023","Unknown","Scottish Government","SEO/HEO","HEO","1795","1710","37700","38170"
"In post","2023","Unknown","Scottish Government","SEO/HEO","SEO","1395","1320","47150","48410"
"In post","2023","Unknown","The National Archives","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","The National Archives","AA/AO","AO","45","40","23380","23460"
"In post","2023","Unknown","The National Archives","EO","EO","30","30","25980","25210"
"In post","2023","Unknown","The National Archives","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Unknown","The National Archives","G6/G7","G7","25","25","[c]","[c]"
"In post","2023","Unknown","The National Archives","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","The National Archives","SEO/HEO","HEO","50","45","31970","31030"
"In post","2023","Unknown","The National Archives","SEO/HEO","SEO","40","40","42540","41080"
"In post","2023","Unknown","UK Statistics Authority","AA/AO","AA","145","85","21160","20150"
"In post","2023","Unknown","UK Statistics Authority","AA/AO","AO","475","365","21680","21200"
"In post","2023","Unknown","UK Statistics Authority","EO","EO","265","245","25170","24840"
"In post","2023","Unknown","UK Statistics Authority","G6/G7","G6","65","60","63990","63550"
"In post","2023","Unknown","UK Statistics Authority","G6/G7","G7","320","315","53140","51460"
"In post","2023","Unknown","UK Statistics Authority","SCS level","SCS level","20","20","[c]","[c]"
"In post","2023","Unknown","UK Statistics Authority","SEO/HEO","HEO","475","465","31690","31060"
"In post","2023","Unknown","UK Statistics Authority","SEO/HEO","SEO","485","475","38970","38730"
"In post","2023","Unknown","UK Supreme Court","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","UK Supreme Court","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Water Services Regulation Authority","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Water Services Regulation Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Water Services Regulation Authority","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Unknown","Water Services Regulation Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Water Services Regulation Authority","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Unknown","Water Services Regulation Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Welsh Government","AA/AO","AO","105","95","24390","25620"
"In post","2023","Unknown","Welsh Government","EO","EO","75","75","29340","30610"
"In post","2023","Unknown","Welsh Government","G6/G7","G6","15","15","[c]","[c]"
"In post","2023","Unknown","Welsh Government","G6/G7","G7","70","65","61370","63900"
"In post","2023","Unknown","Welsh Government","SCS level","SCS level","15","15","[c]","[c]"
"In post","2023","Unknown","Welsh Government","SEO/HEO","HEO","105","105","36880","36590"
"In post","2023","Unknown","Welsh Government","SEO/HEO","SEO","60","55","46460","47670"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","AA/AO","AO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","G6/G7","G7","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Attorney General's Departments","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","EO","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","G6/G7","G7","35","[c]","55310","56340"
"Leaver CS","2023","Declared disabled","Cabinet Office","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Cabinet Office","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Chancellor's other departments","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Chancellor's other departments","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Chancellor's other departments","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Chancellor's other departments","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Chancellor's other departments","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Chancellor's other departments","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Chancellor's other departments","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Charity Commission","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Charity Commission","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Charity Commission","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Charity Commission","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Charity Commission","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Charity Commission","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Competition and Markets Authority","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Competition and Markets Authority","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Competition and Markets Authority","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Competition and Markets Authority","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Competition and Markets Authority","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Competition and Markets Authority","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Competition and Markets Authority","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","G6/G7","G6","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Digital, Culture, Media and Sport","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Digital, Culture, Media and Sport","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Digital, Culture, Media and Sport","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Digital, Culture, Media and Sport","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Education","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Education","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Education","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Education","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Education","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Education","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Education","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs","AA/AO","AO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs","EO","EO","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for International Trade","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for International Trade","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for International Trade","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for International Trade","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for International Trade","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for International Trade","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities","SEO/HEO","HEO","15","[c]","[c]","[c]"
