"Status","Year","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Inner London - West","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2023","Kent","AA/AO","400","[c]","23770","23700"
"Leaver CS","2023","Kent","EO","260","[c]","28780","29290"
"Leaver CS","2023","Kent","G6/G7","30","[c]","59210","54780"
"Leaver CS","2023","Kent","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Kent","SEO/HEO","80","[c]","36220","34510"
"Leaver CS","2023","Kent","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","Lancashire","AA/AO","580","[c]","21620","21690"
"Leaver CS","2023","Lancashire","EO","215","[c]","27800","28120"
"Leaver CS","2023","Lancashire","G6/G7","55","[c]","62400","60780"
"Leaver CS","2023","Lancashire","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Lancashire","SEO/HEO","145","[c]","37250","34970"
"Leaver CS","2023","Lancashire","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2023","Leicestershire, Rutland and Northamptonshire","AA/AO","415","[c]","21760","21690"
"Leaver CS","2023","Leicestershire, Rutland and Northamptonshire","EO","180","[c]","27480","27570"
"Leaver CS","2023","Leicestershire, Rutland and Northamptonshire","G6/G7","15","[c]","57840","56450"
"Leaver CS","2023","Leicestershire, Rutland and Northamptonshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Leicestershire, Rutland and Northamptonshire","SEO/HEO","65","[c]","39120","37980"
"Leaver CS","2023","Leicestershire, Rutland and Northamptonshire","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2023","Lincolnshire","AA/AO","155","[c]","21910","21590"
"Leaver CS","2023","Lincolnshire","EO","85","[c]","28060","27570"
"Leaver CS","2023","Lincolnshire","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Lincolnshire","SEO/HEO","50","[c]","37090","35230"
"Leaver CS","2023","Lincolnshire","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Merseyside","AA/AO","720","[c]","21840","22220"
"Leaver CS","2023","Merseyside","EO","380","[c]","27190","27570"
"Leaver CS","2023","Merseyside","G6/G7","75","[c]","61330","59590"
"Leaver CS","2023","Merseyside","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Merseyside","SEO/HEO","230","[c]","36820","34850"
"Leaver CS","2023","Merseyside","Unknown","75","[c]","[c]","[c]"
"Leaver CS","2023","North Eastern Scotland","AA/AO","50","[c]","26630","24600"
"Leaver CS","2023","North Eastern Scotland","EO","50","[c]","29930","29100"
"Leaver CS","2023","North Eastern Scotland","G6/G7","10","[c]","64580","65280"
"Leaver CS","2023","North Eastern Scotland","SEO/HEO","45","[c]","44010","38330"
"Leaver CS","2023","North Yorkshire","AA/AO","150","[c]","23100","21690"
"Leaver CS","2023","North Yorkshire","EO","90","[c]","27960","27230"
"Leaver CS","2023","North Yorkshire","G6/G7","45","[c]","66240","67410"
"Leaver CS","2023","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","North Yorkshire","SEO/HEO","100","[c]","37340","36460"
"Leaver CS","2023","North Yorkshire","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland","AA/AO","140","[c]","22950","22400"
"Leaver CS","2023","Northern Ireland","EO","65","[c]","28300","26920"
"Leaver CS","2023","Northern Ireland","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Northern Ireland","SEO/HEO","50","[c]","36530","36230"
"Leaver CS","2023","Northumberland, and Tyne and Wear","AA/AO","805","[c]","21470","21690"
"Leaver CS","2023","Northumberland, and Tyne and Wear","EO","315","[c]","27180","27570"
"Leaver CS","2023","Northumberland, and Tyne and Wear","G6/G7","130","[c]","58430","56580"
"Leaver CS","2023","Northumberland, and Tyne and Wear","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Northumberland, and Tyne and Wear","SEO/HEO","250","[c]","37650","38470"
"Leaver CS","2023","Northumberland, and Tyne and Wear","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - East and North East","AA/AO","205","[c]","25160","25480"
"Leaver CS","2023","Outer London - East and North East","EO","210","[c]","31220","31060"
"Leaver CS","2023","Outer London - East and North East","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - East and North East","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - East and North East","SEO/HEO","30","[c]","39200","39460"
"Leaver CS","2023","Outer London - East and North East","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - South","AA/AO","175","[c]","25020","25600"
"Leaver CS","2023","Outer London - South","EO","255","[c]","30930","30460"
"Leaver CS","2023","Outer London - South","G6/G7","120","[c]","64570","61310"
"Leaver CS","2023","Outer London - South","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - South","SEO/HEO","300","[c]","39810","38410"
"Leaver CS","2023","Outer London - South","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - West and North West","AA/AO","280","[c]","24750","25060"
"Leaver CS","2023","Outer London - West and North West","EO","395","[c]","30330","31060"
"Leaver CS","2023","Outer London - West and North West","G6/G7","50","[c]","59980","58400"
"Leaver CS","2023","Outer London - West and North West","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Outer London - West and North West","SEO/HEO","220","[c]","37360","36310"
"Leaver CS","2023","Outer London - West and North West","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","G6/G7","40","[c]","70790","68920"
"Leaver CS","2023","Overseas","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","Overseas","SEO/HEO","90","[c]","45760","44760"
"Leaver CS","2023","Overseas","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Shropshire and Staffordshire","AA/AO","455","[c]","21750","21690"
"Leaver CS","2023","Shropshire and Staffordshire","EO","285","[c]","28190","27650"
"Leaver CS","2023","Shropshire and Staffordshire","G6/G7","55","[c]","63710","62930"
"Leaver CS","2023","Shropshire and Staffordshire","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Shropshire and Staffordshire","SEO/HEO","115","[c]","38190","36210"
"Leaver CS","2023","Shropshire and Staffordshire","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","South Yorkshire","AA/AO","330","[c]","21820","21690"
"Leaver CS","2023","South Yorkshire","EO","170","[c]","27340","27570"
"Leaver CS","2023","South Yorkshire","G6/G7","75","[c]","58170","55030"
"Leaver CS","2023","South Yorkshire","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","South Yorkshire","SEO/HEO","120","[c]","37170","37590"
"Leaver CS","2023","South Yorkshire","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","Southern Scotland","AA/AO","245","[c]","23830","23340"
"Leaver CS","2023","Southern Scotland","EO","105","[c]","28790","27570"
"Leaver CS","2023","Southern Scotland","G6/G7","35","[c]","68440","71360"
"Leaver CS","2023","Southern Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Southern Scotland","SEO/HEO","75","[c]","37970","37940"
"Leaver CS","2023","Surrey, East and West Sussex","AA/AO","425","[c]","22430","21750"
"Leaver CS","2023","Surrey, East and West Sussex","EO","325","[c]","28140","27570"
"Leaver CS","2023","Surrey, East and West Sussex","G6/G7","50","[c]","59720","59390"
"Leaver CS","2023","Surrey, East and West Sussex","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Surrey, East and West Sussex","SEO/HEO","125","[c]","37720","37520"
"Leaver CS","2023","Surrey, East and West Sussex","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2023","Tees Valley and Durham","AA/AO","530","[c]","22000","21750"
"Leaver CS","2023","Tees Valley and Durham","EO","140","[c]","27360","28080"
"Leaver CS","2023","Tees Valley and Durham","G6/G7","35","[c]","56380","52860"
"Leaver CS","2023","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Tees Valley and Durham","SEO/HEO","120","[c]","35640","34850"
"Leaver CS","2023","Tees Valley and Durham","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","AA/AO","55","[c]","22220","21690"
"Leaver CS","2023","Unknown","EO","70","[c]","29160","28120"
"Leaver CS","2023","Unknown","G6/G7","20","[c]","59310","63180"
"Leaver CS","2023","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","SEO/HEO","60","[c]","34740","33130"
"Leaver CS","2023","Unknown","Unknown","215","[c]","36900","34110"
"Leaver CS","2023","West Central Scotland","AA/AO","685","[c]","23220","21780"
"Leaver CS","2023","West Central Scotland","EO","365","[c]","29640","28120"
"Leaver CS","2023","West Central Scotland","G6/G7","120","[c]","60690","58630"
"Leaver CS","2023","West Central Scotland","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","West Central Scotland","SEO/HEO","290","[c]","39820","38330"
"Leaver CS","2023","West Central Scotland","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","West Midlands","AA/AO","700","[c]","21600","21690"
"Leaver CS","2023","West Midlands","EO","385","[c]","27310","27570"
"Leaver CS","2023","West Midlands","G6/G7","155","[c]","58100","53500"
"Leaver CS","2023","West Midlands","SCS level","20","[c]","111140","116410"
"Leaver CS","2023","West Midlands","SEO/HEO","330","[c]","37780","37060"
"Leaver CS","2023","West Midlands","Unknown","110","[c]","[c]","[c]"
"Leaver CS","2023","West Wales and The Valleys","AA/AO","785","[c]","21460","21690"
"Leaver CS","2023","West Wales and The Valleys","EO","220","[c]","27690","27570"
"Leaver CS","2023","West Wales and The Valleys","G6/G7","50","[c]","64860","61440"
"Leaver CS","2023","West Wales and The Valleys","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","West Wales and The Valleys","SEO/HEO","170","[c]","39080","38470"
"Leaver CS","2023","West Wales and The Valleys","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2023","West Yorkshire","AA/AO","600","[c]","21770","21690"
"Leaver CS","2023","West Yorkshire","EO","420","[c]","27440","27570"
"Leaver CS","2023","West Yorkshire","G6/G7","215","[c]","59520","59640"
"Leaver CS","2023","West Yorkshire","SCS level","20","[c]","94120","91330"
"Leaver CS","2023","West Yorkshire","SEO/HEO","390","[c]","35900","36150"
"Leaver CS","2023","West Yorkshire","Unknown","65","[c]","[c]","[c]"
"Leaver Dept.","2023","Bedfordshire and Hertfordshire","AA/AO","15","[c]","22730","21870"
"Leaver Dept.","2023","Bedfordshire and Hertfordshire","EO","25","[c]","29840","29290"
"Leaver Dept.","2023","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Bedfordshire and Hertfordshire","SEO/HEO","30","[c]","38940","38020"
"Leaver Dept.","2023","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","40","[c]","24580","24220"
"Leaver Dept.","2023","Berkshire, Buckinghamshire and Oxfordshire","EO","45","[c]","28230","28120"
"Leaver Dept.","2023","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","35","[c]","36220","35800"
"Leaver Dept.","2023","Berkshire, Buckinghamshire and Oxfordshire","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Cheshire","AA/AO","35","[c]","21820","22150"
"Leaver Dept.","2023","Cheshire","EO","30","[c]","27330","27570"
"Leaver Dept.","2023","Cheshire","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Cheshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cheshire","SEO/HEO","30","[c]","36300","34300"
"Leaver Dept.","2023","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cornwall and Isles of Scilly","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Cornwall and Isles of Scilly","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Cornwall and Isles of Scilly","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Cumbria","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Cumbria","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cumbria","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Derbyshire and Nottinghamshire","AA/AO","45","[c]","21690","21780"
"Leaver Dept.","2023","Derbyshire and Nottinghamshire","EO","85","[c]","27310","27570"
"Leaver Dept.","2023","Derbyshire and Nottinghamshire","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Derbyshire and Nottinghamshire","SEO/HEO","80","[c]","35900","35250"
"Leaver Dept.","2023","Derbyshire and Nottinghamshire","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Devon","AA/AO","60","[c]","21860","21690"
"Leaver Dept.","2023","Devon","EO","35","[c]","26990","27570"
"Leaver Dept.","2023","Devon","G6/G7","10","[c]","53600","52630"
"Leaver Dept.","2023","Devon","SEO/HEO","35","[c]","36070","34170"
"Leaver Dept.","2023","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Dorset and Somerset","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Dorset and Somerset","EO","15","[c]","28060","28120"
"Leaver Dept.","2023","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Dorset and Somerset","SEO/HEO","20","[c]","37430","37680"
"Leaver Dept.","2023","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Anglia","AA/AO","45","[c]","22170","22170"
"Leaver Dept.","2023","East Anglia","EO","65","[c]","27490","27570"
"Leaver Dept.","2023","East Anglia","G6/G7","15","[c]","57840","56010"
"Leaver Dept.","2023","East Anglia","SEO/HEO","45","[c]","36460","34970"
"Leaver Dept.","2023","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Wales","AA/AO","100","[c]","21720","21690"
"Leaver Dept.","2023","East Wales","EO","125","[c]","26630","26820"
"Leaver Dept.","2023","East Wales","G6/G7","65","[c]","55550","54280"
"Leaver Dept.","2023","East Wales","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","East Wales","SEO/HEO","220","[c]","35900","34170"
"Leaver Dept.","2023","East Wales","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","East Yorkshire and Northern Lincolnshire","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","East Yorkshire and Northern Lincolnshire","EO","15","[c]","27400","27570"
"Leaver Dept.","2023","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Yorkshire and Northern Lincolnshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","East Yorkshire and Northern Lincolnshire","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Eastern Scotland","AA/AO","170","[c]","22050","21690"
"Leaver Dept.","2023","Eastern Scotland","EO","140","[c]","28230","27570"
"Leaver Dept.","2023","Eastern Scotland","G6/G7","45","[c]","62580","58850"
"Leaver Dept.","2023","Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Eastern Scotland","SEO/HEO","85","[c]","38640","38170"
"Leaver Dept.","2023","Essex","AA/AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Essex","EO","25","[c]","28060","27370"
"Leaver Dept.","2023","Essex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Essex","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","65","[c]","22120","21780"
"Leaver Dept.","2023","Gloucestershire, Wiltshire and Bath/Bristol area","EO","80","[c]","27350","27570"
"Leaver Dept.","2023","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","120","[c]","56650","54610"
"Leaver Dept.","2023","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","250","[c]","36990","36990"
"Leaver Dept.","2023","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","20","[c]","40510","38790"
"Leaver Dept.","2023","Greater Manchester","AA/AO","170","[c]","21590","21780"
"Leaver Dept.","2023","Greater Manchester","EO","205","[c]","27190","27570"
"Leaver Dept.","2023","Greater Manchester","G6/G7","90","[c]","56220","54000"
"Leaver Dept.","2023","Greater Manchester","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Greater Manchester","SEO/HEO","265","[c]","35020","34170"
"Leaver Dept.","2023","Greater Manchester","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Hampshire and Isle of Wight","AA/AO","65","[c]","21840","21200"
"Leaver Dept.","2023","Hampshire and Isle of Wight","EO","40","[c]","26650","26670"
"Leaver Dept.","2023","Hampshire and Isle of Wight","G6/G7","30","[c]","52170","49730"
"Leaver Dept.","2023","Hampshire and Isle of Wight","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Hampshire and Isle of Wight","SEO/HEO","100","[c]","35650","35570"
"Leaver Dept.","2023","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Herefordshire, Worcestershire and Warwickshire","AA/AO","25","[c]","21870","21780"
"Leaver Dept.","2023","Herefordshire, Worcestershire and Warwickshire","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Herefordshire, Worcestershire and Warwickshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Highlands and Islands","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Highlands and Islands","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Highlands and Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Inner London - East","AA/AO","65","[c]","24820","25480"
"Leaver Dept.","2023","Inner London - East","EO","190","[c]","30980","31060"
"Leaver Dept.","2023","Inner London - East","G6/G7","120","[c]","60720","58880"
"Leaver Dept.","2023","Inner London - East","SCS level","30","[c]","95500","89400"
"Leaver Dept.","2023","Inner London - East","SEO/HEO","320","[c]","37060","35460"
"Leaver Dept.","2023","Inner London - East","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Inner London - West","AA/AO","135","[c]","24840","25010"
"Leaver Dept.","2023","Inner London - West","EO","580","[c]","28960","28670"
"Leaver Dept.","2023","Inner London - West","G6/G7","1550","[c]","59030","56430"
"Leaver Dept.","2023","Inner London - West","SCS level","270","[c]","88840","79700"
"Leaver Dept.","2023","Inner London - West","SEO/HEO","2670","[c]","37040","35650"
"Leaver Dept.","2023","Inner London - West","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Kent","AA/AO","75","[c]","22520","22120"
"Leaver Dept.","2023","Kent","EO","65","[c]","30110","31280"
"Leaver Dept.","2023","Kent","SEO/HEO","15","[c]","34820","32980"
"Leaver Dept.","2023","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Lancashire","AA/AO","80","[c]","21580","21690"
"Leaver Dept.","2023","Lancashire","EO","55","[c]","27980","28120"
"Leaver Dept.","2023","Lancashire","G6/G7","15","[c]","54480","51030"
"Leaver Dept.","2023","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Lancashire","SEO/HEO","50","[c]","37580","37710"
"Leaver Dept.","2023","Lancashire","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Leicestershire, Rutland and Northamptonshire","AA/AO","50","[c]","21650","21780"
"Leaver Dept.","2023","Leicestershire, Rutland and Northamptonshire","EO","25","[c]","27330","27570"
"Leaver Dept.","2023","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Leicestershire, Rutland and Northamptonshire","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Lincolnshire","AA/AO","15","[c]","21990","21380"
"Leaver Dept.","2023","Lincolnshire","EO","15","[c]","27360","28120"
"Leaver Dept.","2023","Lincolnshire","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Merseyside","AA/AO","205","[c]","21850","21780"
"Leaver Dept.","2023","Merseyside","EO","150","[c]","27210","27570"
"Leaver Dept.","2023","Merseyside","G6/G7","20","[c]","56830","55060"
"Leaver Dept.","2023","Merseyside","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Merseyside","SEO/HEO","125","[c]","34930","33410"
"Leaver Dept.","2023","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North Eastern Scotland","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","North Eastern Scotland","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","North Yorkshire","AA/AO","15","[c]","21860","21830"
"Leaver Dept.","2023","North Yorkshire","EO","25","[c]","25770","25550"
"Leaver Dept.","2023","North Yorkshire","G6/G7","30","[c]","55460","54050"
"Leaver Dept.","2023","North Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","North Yorkshire","SEO/HEO","60","[c]","35460","34170"
"Leaver Dept.","2023","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland","AA/AO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland","EO","30","[c]","27120","26750"
"Leaver Dept.","2023","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northern Ireland","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Northumberland, and Tyne and Wear","AA/AO","235","[c]","21670","21690"
"Leaver Dept.","2023","Northumberland, and Tyne and Wear","EO","170","[c]","27140","27570"
"Leaver Dept.","2023","Northumberland, and Tyne and Wear","G6/G7","50","[c]","54380","51620"
"Leaver Dept.","2023","Northumberland, and Tyne and Wear","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Northumberland, and Tyne and Wear","SEO/HEO","175","[c]","34610","34170"
"Leaver Dept.","2023","Northumberland, and Tyne and Wear","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Outer London - East and North East","AA/AO","20","[c]","25260","25610"
"Leaver Dept.","2023","Outer London - East and North East","EO","60","[c]","31880","32520"
"Leaver Dept.","2023","Outer London - East and North East","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Outer London - East and North East","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Outer London - South","AA/AO","55","[c]","25420","25480"
"Leaver Dept.","2023","Outer London - South","EO","90","[c]","30850","30820"
"Leaver Dept.","2023","Outer London - South","G6/G7","45","[c]","64230","61210"
"Leaver Dept.","2023","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Outer London - South","SEO/HEO","115","[c]","39970","40050"
"Leaver Dept.","2023","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Outer London - West and North West","AA/AO","25","[c]","25590","25730"
"Leaver Dept.","2023","Outer London - West and North West","EO","95","[c]","30720","31060"
"Leaver Dept.","2023","Outer London - West and North West","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Outer London - West and North West","SEO/HEO","50","[c]","38120","36240"
"Leaver Dept.","2023","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Overseas","SEO/HEO","20","[c]","42260","38990"
"Leaver Dept.","2023","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Shropshire and Staffordshire","AA/AO","80","[c]","21780","21690"
"Leaver Dept.","2023","Shropshire and Staffordshire","EO","65","[c]","27500","28120"
"Leaver Dept.","2023","Shropshire and Staffordshire","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Shropshire and Staffordshire","SEO/HEO","45","[c]","37250","37680"
"Leaver Dept.","2023","South Yorkshire","AA/AO","45","[c]","21800","21690"
"Leaver Dept.","2023","South Yorkshire","EO","95","[c]","27180","27570"
"Leaver Dept.","2023","South Yorkshire","G6/G7","35","[c]","55390","53680"
"Leaver Dept.","2023","South Yorkshire","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","South Yorkshire","SEO/HEO","105","[c]","36140","36050"
"Leaver Dept.","2023","South Yorkshire","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Southern Scotland","AA/AO","45","[c]","23270","22270"
"Leaver Dept.","2023","Southern Scotland","EO","45","[c]","27720","27570"
"Leaver Dept.","2023","Southern Scotland","G6/G7","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Southern Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Southern Scotland","SEO/HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Surrey, East and West Sussex","AA/AO","50","[c]","22270","21690"
"Leaver Dept.","2023","Surrey, East and West Sussex","EO","50","[c]","28130","28120"
"Leaver Dept.","2023","Surrey, East and West Sussex","G6/G7","15","[c]","58980","58420"
"Leaver Dept.","2023","Surrey, East and West Sussex","SEO/HEO","25","[c]","36390","34840"
"Leaver Dept.","2023","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Tees Valley and Durham","AA/AO","75","[c]","21970","22400"
"Leaver Dept.","2023","Tees Valley and Durham","EO","45","[c]","27520","28120"
"Leaver Dept.","2023","Tees Valley and Durham","G6/G7","25","[c]","53770","51640"
"Leaver Dept.","2023","Tees Valley and Durham","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Tees Valley and Durham","SEO/HEO","70","[c]","34580","34170"
"Leaver Dept.","2023","Tees Valley and Durham","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA/AO","10","[c]","[c]","[c]"
