"Status","Year","Function_of_post","Region_london","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Property","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","HEO","Male","10","10","[c]","[c]"
"In post","2023","Property","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Property","Unknown","SEO","Male","15","15","[c]","[c]"
"In post","2023","Security","London","AA","Female","15","15","[c]","[c]"
"In post","2023","Security","London","AA","Male","135","130","24250","24380"
"In post","2023","Security","London","AO","Female","55","50","28800","26400"
"In post","2023","Security","London","AO","Male","145","140","34000","29350"
"In post","2023","Security","London","EO","Female","110","105","31750","31200"
"In post","2023","Security","London","EO","Male","145","145","33050","31580"
"In post","2023","Security","London","G6","Female","50","45","69760","68840"
"In post","2023","Security","London","G6","Male","85","85","72120","70500"
"In post","2023","Security","London","G7","Female","115","110","58000","56430"
"In post","2023","Security","London","G7","Male","185","185","59130","58970"
"In post","2023","Security","London","HEO","Female","175","170","37710","37560"
"In post","2023","Security","London","HEO","Male","180","180","38520","37940"
"In post","2023","Security","London","SCS level","Female","20","20","[c]","[c]"
"In post","2023","Security","London","SCS level","Male","40","40","90720","84150"
"In post","2023","Security","London","SEO","Female","120","120","44850","43890"
"In post","2023","Security","London","SEO","Male","160","160","45140","44570"
"In post","2023","Security","Outside London","AA","Female","320","310","22500","21380"
"In post","2023","Security","Outside London","AA","Male","1995","1935","22550","21380"
"In post","2023","Security","Outside London","AO","Female","515","485","28100","22510"
"In post","2023","Security","Outside London","AO","Male","2305","2270","34950","40880"
"In post","2023","Security","Outside London","EO","Female","380","360","28470","27430"
"In post","2023","Security","Outside London","EO","Male","750","740","35060","28940"
"In post","2023","Security","Outside London","G6","Female","20","20","[c]","[c]"
"In post","2023","Security","Outside London","G6","Male","60","60","71120","70290"
"In post","2023","Security","Outside London","G7","Female","100","95","53760","53310"
"In post","2023","Security","Outside London","G7","Male","170","165","56420","55750"
"In post","2023","Security","Outside London","HEO","Female","360","345","35070","34030"
"In post","2023","Security","Outside London","HEO","Male","555","545","38490","34320"
"In post","2023","Security","Outside London","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Security","Outside London","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Security","Outside London","SEO","Female","175","170","41360","41000"
"In post","2023","Security","Outside London","SEO","Male","300","300","44130","41800"
"In post","2023","Security","Outside London","Unknown","Female","15","15","[c]","[c]"
"In post","2023","Security","Outside London","Unknown","Male","35","35","40930","39500"
"In post","2023","Security","Overseas","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Overseas","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Overseas","EO","Female","5","5","[c]","[c]"
"In post","2023","Security","Overseas","EO","Male","30","30","[c]","[c]"
"In post","2023","Security","Overseas","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Overseas","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Overseas","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Overseas","G7","Male","10","10","[c]","[c]"
"In post","2023","Security","Overseas","HEO","Female","5","5","[c]","[c]"
"In post","2023","Security","Overseas","HEO","Male","45","45","38420","37170"
"In post","2023","Security","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Overseas","SEO","Male","35","35","48440","48280"
"In post","2023","Security","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","EO","Female","10","10","[c]","[c]"
"In post","2023","Security","Unknown","EO","Male","35","35","25040","24610"
"In post","2023","Security","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","HEO","Female","10","10","[c]","[c]"
"In post","2023","Security","Unknown","HEO","Male","5","5","[c]","[c]"
"In post","2023","Security","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Security","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","London","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","London","AA","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","London","AO","Female","15","15","[c]","[c]"
"In post","2023","Unknown","London","AO","Male","15","15","[c]","[c]"
"In post","2023","Unknown","London","EO","Female","95","95","31100","32520"
"In post","2023","Unknown","London","EO","Male","45","45","30020","30030"
"In post","2023","Unknown","London","G6","Female","100","95","71170","72550"
"In post","2023","Unknown","London","G6","Male","50","50","71060","72550"
"In post","2023","Unknown","London","G7","Female","185","175","56340","55290"
"In post","2023","Unknown","London","G7","Male","115","110","56420","55150"
"In post","2023","Unknown","London","HEO","Female","630","625","32520","30130"
"In post","2023","Unknown","London","HEO","Male","340","340","32910","32570"
"In post","2023","Unknown","London","SCS level","Female","50","50","85040","79730"
"In post","2023","Unknown","London","SCS level","Male","35","35","90110","85270"
"In post","2023","Unknown","London","SEO","Female","130","125","43840","43760"
"In post","2023","Unknown","London","SEO","Male","100","100","43850","43760"
"In post","2023","Unknown","London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","London","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Outside London","AA","Female","1255","1145","23320","23340"
"In post","2023","Unknown","Outside London","AA","Male","1005","980","23540","23340"
"In post","2023","Unknown","Outside London","AO","Female","1360","1255","25760","25620"
"In post","2023","Unknown","Outside London","AO","Male","1175","1145","27020","26220"
"In post","2023","Unknown","Outside London","EO","Female","2870","2695","29990","29450"
"In post","2023","Unknown","Outside London","EO","Male","2090","2050","30640","30440"
"In post","2023","Unknown","Outside London","G6","Female","865","820","75730","76990"
"In post","2023","Unknown","Outside London","G6","Male","780","755","75530","76990"
"In post","2023","Unknown","Outside London","G7","Female","2135","2010","59300","59870"
"In post","2023","Unknown","Outside London","G7","Male","2085","2030","58360","59730"
"In post","2023","Unknown","Outside London","HEO","Female","3320","3140","36290","36330"
"In post","2023","Unknown","Outside London","HEO","Male","2490","2445","35980","36330"
"In post","2023","Unknown","Outside London","SCS level","Female","220","210","88830","83530"
"In post","2023","Unknown","Outside London","SCS level","Male","275","265","93010","85200"
"In post","2023","Unknown","Outside London","SEO","Female","2810","2650","46040","46640"
"In post","2023","Unknown","Outside London","SEO","Male","2395","2350","46000","46640"
"In post","2023","Unknown","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","G6","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Overseas","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","G7","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Overseas","G7","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Overseas","HEO","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Overseas","HEO","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Overseas","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Overseas","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","HEO","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Unknown","Female","170","170","38020","36860"
"In post","2023","Unknown","Unknown","Unknown","Male","1530","1530","42380","40530"
"Leaver CS","2023","Analysis","London","AA","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","London","AA","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","London","AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","London","AO","Male","40","[c]","23770","23210"
"Leaver CS","2023","Analysis","London","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","London","EO","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","London","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","London","G6","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","London","G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","London","G7","Male","30","[c]","56690","55720"
"Leaver CS","2023","Analysis","London","HEO","Female","40","[c]","33760","35450"
"Leaver CS","2023","Analysis","London","HEO","Male","70","[c]","33600","33570"
"Leaver CS","2023","Analysis","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","London","SEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","London","SEO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Outside London","AA","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Outside London","AA","Male","30","[c]","19670","19280"
"Leaver CS","2023","Analysis","Outside London","AO","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Outside London","AO","Male","45","[c]","20390","19860"
"Leaver CS","2023","Analysis","Outside London","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Outside London","EO","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Outside London","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Outside London","G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Outside London","G7","Male","55","[c]","51200","49260"
"Leaver CS","2023","Analysis","Outside London","HEO","Female","45","[c]","32170","31060"
"Leaver CS","2023","Analysis","Outside London","HEO","Male","75","[c]","31390","30650"
"Leaver CS","2023","Analysis","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Outside London","SEO","Female","35","[c]","40310","39420"
"Leaver CS","2023","Analysis","Outside London","SEO","Male","75","[c]","40170","39890"
"Leaver CS","2023","Analysis","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Analysis","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","London","AO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","London","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","London","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","London","G6","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","London","G6","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","London","G7","Female","45","[c]","61860","62150"
"Leaver CS","2023","Commercial","London","G7","Male","40","[c]","61910","58700"
"Leaver CS","2023","Commercial","London","HEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","London","HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","London","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","London","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","London","SEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","London","SEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Outside London","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Outside London","AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Outside London","AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Outside London","EO","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Outside London","EO","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Outside London","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Outside London","G6","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Outside London","G7","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Outside London","G7","Male","35","[c]","60290","59340"
"Leaver CS","2023","Commercial","Outside London","HEO","Female","35","[c]","33600","33300"
"Leaver CS","2023","Commercial","Outside London","HEO","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Outside London","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Outside London","SEO","Female","50","[c]","40200","39820"
"Leaver CS","2023","Commercial","Outside London","SEO","Male","65","[c]","41630","42080"
"Leaver CS","2023","Commercial","Outside London","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Outside London","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Overseas","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Overseas","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Commercial","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","London","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","London","AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","London","AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","London","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Communications","London","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","London","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","London","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","London","G7","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Communications","London","G7","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Communications","London","HEO","Female","40","[c]","36210","34550"
"Leaver CS","2023","Communications","London","HEO","Male","40","[c]","36720","36590"
"Leaver CS","2023","Communications","London","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","London","SEO","Female","50","[c]","42510","42000"
"Leaver CS","2023","Communications","London","SEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Communications","London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Outside London","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Outside London","AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Outside London","AO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Outside London","EO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Outside London","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Outside London","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Outside London","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Outside London","HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Outside London","HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Outside London","SEO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Outside London","SEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","London","AO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","London","AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","London","EO","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","London","EO","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","London","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","London","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","London","G7","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","London","HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","London","HEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","London","SEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","London","SEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Outside London","AO","Female","90","[c]","22180","21690"
"Leaver CS","2023","Counter Fraud","Outside London","AO","Male","70","[c]","22170","21690"
"Leaver CS","2023","Counter Fraud","Outside London","EO","Female","180","[c]","28210","28120"
"Leaver CS","2023","Counter Fraud","Outside London","EO","Male","150","[c]","28270","28120"
"Leaver CS","2023","Counter Fraud","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Outside London","G6","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Outside London","G7","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Outside London","G7","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Outside London","HEO","Female","55","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Outside London","HEO","Male","65","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Outside London","SEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Outside London","SEO","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","London","AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Debt","London","AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Debt","London","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","London","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","London","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Outside London","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Outside London","AO","Female","420","[c]","21620","21690"
"Leaver CS","2023","Debt","Outside London","AO","Male","280","[c]","21680","21690"
"Leaver CS","2023","Debt","Outside London","EO","Female","40","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Outside London","EO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Outside London","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Outside London","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Outside London","HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Outside London","HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Outside London","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Outside London","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Unknown","AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","London","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","London","AO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","London","AO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","London","EO","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","London","EO","Male","50","[c]","28830","28870"
"Leaver CS","2023","Digital, Data & Technology","London","G6","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","London","G6","Male","35","[c]","73620","72490"
"Leaver CS","2023","Digital, Data & Technology","London","G7","Female","90","[c]","57730","56430"
"Leaver CS","2023","Digital, Data & Technology","London","G7","Male","140","[c]","59220","57300"
"Leaver CS","2023","Digital, Data & Technology","London","HEO","Female","45","[c]","35370","35410"
"Leaver CS","2023","Digital, Data & Technology","London","HEO","Male","65","[c]","35480","35410"
"Leaver CS","2023","Digital, Data & Technology","London","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","London","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","London","SEO","Female","45","[c]","42810","42810"
"Leaver CS","2023","Digital, Data & Technology","London","SEO","Male","75","[c]","44150","43330"
"Leaver CS","2023","Digital, Data & Technology","London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Outside London","AA","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Outside London","AA","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Outside London","AO","Female","35","[c]","21820","21690"
"Leaver CS","2023","Digital, Data & Technology","Outside London","AO","Male","50","[c]","22160","21690"
"Leaver CS","2023","Digital, Data & Technology","Outside London","EO","Female","85","[c]","27310","27470"
"Leaver CS","2023","Digital, Data & Technology","Outside London","EO","Male","175","[c]","28120","27570"
"Leaver CS","2023","Digital, Data & Technology","Outside London","G6","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Outside London","G6","Male","75","[c]","68900","67930"
"Leaver CS","2023","Digital, Data & Technology","Outside London","G7","Female","100","[c]","53590","52640"
"Leaver CS","2023","Digital, Data & Technology","Outside London","G7","Male","210","[c]","55640","55110"
"Leaver CS","2023","Digital, Data & Technology","Outside London","HEO","Female","110","[c]","33600","33300"
"Leaver CS","2023","Digital, Data & Technology","Outside London","HEO","Male","225","[c]","33890","33630"
"Leaver CS","2023","Digital, Data & Technology","Outside London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Outside London","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Outside London","SEO","Female","125","[c]","40620","39600"
"Leaver CS","2023","Digital, Data & Technology","Outside London","SEO","Male","275","[c]","41780","40470"
"Leaver CS","2023","Digital, Data & Technology","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Outside London","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Overseas","EO","Male","[c]","[c]","[c]","[c]"
