"Status","Year","Function_of_post","Organisation","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","No function","HM Prison and Probation Service","Kent","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Lancashire","AA/AO","180","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Lancashire","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Lancashire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Lancashire","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Lancashire","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Leicestershire, Rutland and Northamptonshire","AA/AO","200","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Leicestershire, Rutland and Northamptonshire","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Leicestershire, Rutland and Northamptonshire","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Leicestershire, Rutland and Northamptonshire","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Lincolnshire","AA/AO","75","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Lincolnshire","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Lincolnshire","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Merseyside","AA/AO","35","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Merseyside","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Merseyside","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Merseyside","Unknown","75","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","North Yorkshire","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","North Yorkshire","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Northumberland, and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Northumberland, and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Northumberland, and Tyne and Wear","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Outer London - East and North East","AA/AO","130","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Outer London - East and North East","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Outer London - East and North East","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Outer London - South","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Outer London - South","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Outer London - South","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Outer London - South","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Outer London - West and North West","AA/AO","90","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Outer London - West and North West","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Outer London - West and North West","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Outer London - West and North West","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Shropshire and Staffordshire","AA/AO","195","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Shropshire and Staffordshire","EO","40","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Shropshire and Staffordshire","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Shropshire and Staffordshire","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","South Yorkshire","AA/AO","100","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","South Yorkshire","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","South Yorkshire","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","South Yorkshire","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Surrey, East and West Sussex","AA/AO","235","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Surrey, East and West Sussex","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Surrey, East and West Sussex","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Surrey, East and West Sussex","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Tees Valley and Durham","AA/AO","245","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Tees Valley and Durham","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Tees Valley and Durham","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Tees Valley and Durham","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","West Midlands","AA/AO","95","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","West Midlands","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","West Midlands","Unknown","105","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","West Wales and The Valleys","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","West Wales and The Valleys","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","West Yorkshire","AA/AO","220","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","West Yorkshire","EO","30","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","West Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","West Yorkshire","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Prison and Probation Service","West Yorkshire","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Derbyshire and Nottinghamshire","AA/AO","40","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Derbyshire and Nottinghamshire","EO","50","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Derbyshire and Nottinghamshire","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Derbyshire and Nottinghamshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Derbyshire and Nottinghamshire","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","East Wales","AA/AO","105","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","East Wales","EO","45","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","East Wales","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","East Wales","SEO/HEO","35","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Eastern Scotland","AA/AO","80","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Eastern Scotland","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Eastern Scotland","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Eastern Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Eastern Scotland","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Essex","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Essex","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Essex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Essex","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Greater Manchester","AA/AO","185","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Greater Manchester","EO","60","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Greater Manchester","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Greater Manchester","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Greater Manchester","SEO/HEO","40","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Hampshire and Isle of Wight","AA/AO","75","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Hampshire and Isle of Wight","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Inner London - East","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Inner London - East","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Inner London - East","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Inner London - East","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Inner London - East","SEO/HEO","40","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Inner London - West","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Kent","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Kent","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Lancashire","AA/AO","60","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Lancashire","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Lancashire","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Merseyside","AA/AO","215","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Merseyside","EO","35","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Merseyside","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Merseyside","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Northern Ireland","AA/AO","50","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Northern Ireland","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Northern Ireland","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Northumberland, and Tyne and Wear","AA/AO","350","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Northumberland, and Tyne and Wear","EO","80","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Northumberland, and Tyne and Wear","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Northumberland, and Tyne and Wear","SEO/HEO","45","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Outer London - South","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Outer London - South","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Outer London - South","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Outer London - South","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Outer London - South","SEO/HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Outer London - West and North West","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Outer London - West and North West","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Southern Scotland","AA/AO","85","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Southern Scotland","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Southern Scotland","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Tees Valley and Durham","AA/AO","45","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Tees Valley and Durham","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","Tees Valley and Durham","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","West Central Scotland","AA/AO","30","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","West Central Scotland","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","West Central Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","West Central Scotland","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","West Midlands","AA/AO","35","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","West Midlands","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","West Midlands","G6/G7","20","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","West Midlands","SEO/HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","West Yorkshire","AA/AO","95","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","West Yorkshire","EO","45","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","West Yorkshire","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Revenue and Customs (excl. agencies)","West Yorkshire","SEO/HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Treasury (excl. agencies)","East Anglia","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Treasury (excl. agencies)","Inner London - West","AA/AO","20","[c]","21400","20750"
"Leaver CS","2023","No function","HM Treasury (excl. agencies)","Inner London - West","EO","25","[c]","27220","27820"
"Leaver CS","2023","No function","HM Treasury (excl. agencies)","Inner London - West","G6/G7","80","[c]","56930","54440"
"Leaver CS","2023","No function","HM Treasury (excl. agencies)","Inner London - West","SCS level","15","[c]","102020","88690"
"Leaver CS","2023","No function","HM Treasury (excl. agencies)","Inner London - West","SEO/HEO","60","[c]","35100","33720"
"Leaver CS","2023","No function","HM Treasury (excl. agencies)","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","HM Treasury (excl. agencies)","Tees Valley and Durham","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","Derbyshire and Nottinghamshire","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","Derbyshire and Nottinghamshire","SEO/HEO","15","[c]","38340","35910"
"Leaver CS","2023","No function","Health and Safety Executive","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","East Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","East Wales","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","Essex","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","Inner London - East","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","Inner London - East","SEO/HEO","10","[c]","41470","40790"
"Leaver CS","2023","No function","Health and Safety Executive","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","Merseyside","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","Merseyside","EO","10","[c]","28160","29540"
"Leaver CS","2023","No function","Health and Safety Executive","Merseyside","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","Merseyside","SEO/HEO","15","[c]","45730","44050"
"Leaver CS","2023","No function","Health and Safety Executive","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","North Eastern Scotland","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","North Yorkshire","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","North Yorkshire","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","Northumberland, and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","Northumberland, and Tyne and Wear","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","No function","Health and Safety Executive","West Midlands","SEO/HEO","5","[c]","[c]","[c]"
