"Status","Year","Ethnicity","Function_of_post","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Asian","Commercial","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","East of England","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","London","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","North East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","South East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","South West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","Wales","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","Wales","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","West Midlands (England)","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Commercial","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","East of England","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","London","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","North East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","South East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","South West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","Wales","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","Wales","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Communications","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","East of England","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","North East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","South East (England)","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","South East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","South West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","Wales","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","Wales","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","West Midlands (England)","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","Yorkshire and The Humber","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Counter Fraud","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Debt","East Midlands (England)","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Debt","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Debt","London","AA/AO","60","[c]","26920","26920"
"New entrant CS","2023","Asian","Debt","North East (England)","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Debt","North East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Debt","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Debt","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Debt","Scotland","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Debt","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Debt","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Debt","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Debt","Wales","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Debt","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Debt","West Midlands (England)","AA/AO","105","[c]","21840","21690"
"New entrant CS","2023","Asian","Debt","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Debt","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Debt","Yorkshire and The Humber","AA/AO","115","[c]","22360","22520"
"New entrant CS","2023","Asian","Debt","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Debt","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","East of England","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","East of England","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","London","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","London","G6/G7","40","[c]","61910","59290"
"New entrant CS","2023","Asian","Digital, Data & Technology","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","London","SEO/HEO","60","[c]","39510","39110"
"New entrant CS","2023","Asian","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","North East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","North East (England)","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","North East (England)","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","North West (England)","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","North West (England)","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","North West (England)","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","Scotland","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","South East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","South East (England)","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","South West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","South West (England)","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","Wales","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","Wales","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","Wales","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","Wales","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","Wales","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","West Midlands (England)","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","West Midlands (England)","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","West Midlands (England)","SEO/HEO","35","[c]","38920","37590"
"New entrant CS","2023","Asian","Digital, Data & Technology","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","Yorkshire and The Humber","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","Yorkshire and The Humber","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Digital, Data & Technology","Yorkshire and The Humber","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","East of England","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","East of England","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","East of England","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","London","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","London","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","North East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","North West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","North West (England)","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","Scotland","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","South East (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","South West (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","Wales","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","Wales","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","Wales","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Finance","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
