"Status","Year","Function_of_post","Region_ITL2","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Communications","Merseyside","Wirral","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North Eastern Scotland","Aberdeen City and Aberdeenshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North Eastern Scotland","Aberdeen City and Aberdeenshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North Yorkshire","North Yorkshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North Yorkshire","North Yorkshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","North Yorkshire","York","Female","5","5","[c]","[c]"
"In post","2023","Communications","North Yorkshire","York","Male","10","10","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Antrim and Newtownabbey","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Antrim and Newtownabbey","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Ards and North Down","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Ards and North Down","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Belfast","Female","15","15","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Belfast","Male","5","5","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Fermanagh and Omagh","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Fermanagh and Omagh","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Lisburn and Castlereagh","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland","Lisburn and Castlereagh","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northumberland, and Tyne and Wear","Northumberland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northumberland, and Tyne and Wear","Northumberland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northumberland, and Tyne and Wear","Sunderland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northumberland, and Tyne and Wear","Sunderland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northumberland, and Tyne and Wear","Tyneside","Female","45","45","38920","37300"
"In post","2023","Communications","Northumberland, and Tyne and Wear","Tyneside","Male","35","35","41980","41780"
"In post","2023","Communications","Outer London - East and North East","Barking & Dagenham and Havering","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Outer London - East and North East","Barking & Dagenham and Havering","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Outer London - East and North East","Bexley and Greenwich","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Outer London - East and North East","Bexley and Greenwich","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Outer London - South","Croydon","Female","15","15","[c]","[c]"
"In post","2023","Communications","Outer London - South","Croydon","Male","15","15","[c]","[c]"
"In post","2023","Communications","Outer London - South","Merton, Kingston upon Thames and Sutton","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Outer London - South","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Outer London - West and North West","Barnet","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Outer London - West and North West","Barnet","Male","5","5","[c]","[c]"
"In post","2023","Communications","Outer London - West and North West","Ealing","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Outer London - West and North West","Ealing","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Outer London - West and North West","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Outer London - West and North West","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Outer London - West and North West","Hounslow and Richmond upon Thames","Female","15","10","[c]","[c]"
"In post","2023","Communications","Outer London - West and North West","Hounslow and Richmond upon Thames","Male","5","5","[c]","[c]"
"In post","2023","Communications","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Shropshire and Staffordshire","Shropshire","Female","5","5","[c]","[c]"
"In post","2023","Communications","Shropshire and Staffordshire","Shropshire","Male","5","5","[c]","[c]"
"In post","2023","Communications","Shropshire and Staffordshire","Staffordshire CC","Female","30","30","37380","34140"
"In post","2023","Communications","Shropshire and Staffordshire","Staffordshire CC","Male","10","10","[c]","[c]"
"In post","2023","Communications","Shropshire and Staffordshire","Stoke-on-Trent","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Shropshire and Staffordshire","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Shropshire and Staffordshire","Telford and Wrekin","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Shropshire and Staffordshire","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South Yorkshire","Barnsley, Doncaster and Rotherham","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South Yorkshire","Barnsley, Doncaster and Rotherham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","South Yorkshire","Sheffield","Female","55","45","42020","39730"
"In post","2023","Communications","South Yorkshire","Sheffield","Male","35","35","40040","39100"
"In post","2023","Communications","Southern Scotland","Dumfries and Galloway","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Southern Scotland","Dumfries and Galloway","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Southern Scotland","South Ayrshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Southern Scotland","South Ayrshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Southern Scotland","South Lanarkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Southern Scotland","South Lanarkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Surrey, East and West Sussex","Brighton and Hove","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Surrey, East and West Sussex","Brighton and Hove","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Surrey, East and West Sussex","East Sussex CC","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Surrey, East and West Sussex","East Sussex CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Surrey, East and West Sussex","West Surrey","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Surrey, East and West Sussex","West Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Surrey, East and West Sussex","West Sussex (North East)","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Surrey, East and West Sussex","West Sussex (North East)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Surrey, East and West Sussex","West Sussex (South West)","Female","5","5","[c]","[c]"
"In post","2023","Communications","Surrey, East and West Sussex","West Sussex (South West)","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Tees Valley and Durham","Darlington","Female","25","20","[c]","[c]"
"In post","2023","Communications","Tees Valley and Durham","Darlington","Male","10","10","[c]","[c]"
"In post","2023","Communications","Tees Valley and Durham","Durham","Female","10","10","[c]","[c]"
"In post","2023","Communications","Tees Valley and Durham","Durham","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Tees Valley and Durham","South Teesside","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Tees Valley and Durham","South Teesside","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Central Scotland","Glasgow City","Female","20","20","[c]","[c]"
"In post","2023","Communications","West Central Scotland","Glasgow City","Male","15","15","[c]","[c]"
"In post","2023","Communications","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Midlands","Birmingham","Female","20","20","[c]","[c]"
"In post","2023","Communications","West Midlands","Birmingham","Male","15","15","[c]","[c]"
"In post","2023","Communications","West Midlands","Coventry","Female","25","20","[c]","[c]"
"In post","2023","Communications","West Midlands","Coventry","Male","10","10","[c]","[c]"
"In post","2023","Communications","West Midlands","Wolverhampton","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Midlands","Wolverhampton","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Wales and The Valleys","Bridgend and Neath Port Talbot","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Wales and The Valleys","Bridgend and Neath Port Talbot","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Wales and The Valleys","Central Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Wales and The Valleys","Central Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Wales and The Valleys","Gwent Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Wales and The Valleys","Gwent Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Wales and The Valleys","Isle of Anglesey","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Wales and The Valleys","Isle of Anglesey","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Wales and The Valleys","South West Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Wales and The Valleys","South West Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Wales and The Valleys","Swansea","Female","45","40","30770","27260"
"In post","2023","Communications","West Wales and The Valleys","Swansea","Male","35","30","33590","31350"
"In post","2023","Communications","West Yorkshire","Bradford","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Yorkshire","Bradford","Male","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Yorkshire","Leeds","Female","45","40","44950","43700"
"In post","2023","Communications","West Yorkshire","Leeds","Male","20","20","[c]","[c]"
"In post","2023","Communications","West Yorkshire","Wakefield","Female","[c]","[c]","[c]","[c]"
"In post","2023","Communications","West Yorkshire","Wakefield","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Bedfordshire and Hertfordshire","Bedford","Female","20","15","[c]","[c]"
"In post","2023","Counter Fraud","Bedfordshire and Hertfordshire","Bedford","Male","15","10","[c]","[c]"
"In post","2023","Counter Fraud","Bedfordshire and Hertfordshire","Central Bedfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Bedfordshire and Hertfordshire","Central Bedfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Bedfordshire and Hertfordshire","Hertfordshire CC","Female","45","40","30330","31280"
"In post","2023","Counter Fraud","Bedfordshire and Hertfordshire","Hertfordshire CC","Male","30","25","[c]","[c]"
"In post","2023","Counter Fraud","Bedfordshire and Hertfordshire","Luton","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Bedfordshire and Hertfordshire","Luton","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Female","85","80","32100","31370"
"In post","2023","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Male","50","50","35480","34370"
"In post","2023","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","Female","15","15","[c]","[c]"
"In post","2023","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","Male","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Female","15","15","[c]","[c]"
"In post","2023","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Male","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Cheshire","Cheshire East","Female","10","5","[c]","[c]"
"In post","2023","Counter Fraud","Cheshire","Cheshire East","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Cheshire","Cheshire West and Chester","Female","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Cheshire","Cheshire West and Chester","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Cheshire","Warrington","Female","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Cheshire","Warrington","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Female","40","35","29460","28120"
"In post","2023","Counter Fraud","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Male","20","20","[c]","[c]"
"In post","2023","Counter Fraud","Cumbria","East Cumbria","Female","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Cumbria","East Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Cumbria","West Cumbria","Female","10","5","[c]","[c]"
"In post","2023","Counter Fraud","Cumbria","West Cumbria","Male","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Derbyshire and Nottinghamshire","Derby","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Derbyshire and Nottinghamshire","Derby","Male","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Derbyshire and Nottinghamshire","East Derbyshire","Female","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Derbyshire and Nottinghamshire","East Derbyshire","Male","10","5","[c]","[c]"
"In post","2023","Counter Fraud","Derbyshire and Nottinghamshire","North Nottinghamshire","Female","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Derbyshire and Nottinghamshire","North Nottinghamshire","Male","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Derbyshire and Nottinghamshire","Nottingham","Female","335","305","34780","34700"
"In post","2023","Counter Fraud","Derbyshire and Nottinghamshire","Nottingham","Male","380","370","37130","34700"
"In post","2023","Counter Fraud","Derbyshire and Nottinghamshire","South Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Derbyshire and Nottinghamshire","South Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Derbyshire and Nottinghamshire","South and West Derbyshire","Female","60","55","29890","28120"
"In post","2023","Counter Fraud","Derbyshire and Nottinghamshire","South and West Derbyshire","Male","30","30","30010","28120"
"In post","2023","Counter Fraud","Devon","Devon CC","Female","25","20","[c]","[c]"
"In post","2023","Counter Fraud","Devon","Devon CC","Male","20","15","[c]","[c]"
"In post","2023","Counter Fraud","Devon","Plymouth","Female","35","30","28370","28120"
"In post","2023","Counter Fraud","Devon","Plymouth","Male","20","20","[c]","[c]"
"In post","2023","Counter Fraud","Devon","Torbay","Female","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Devon","Torbay","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Dorset and Somerset","Bournemouth, Christchurch and Poole","Female","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Dorset and Somerset","Bournemouth, Christchurch and Poole","Male","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Dorset and Somerset","Dorset","Female","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Dorset and Somerset","Dorset","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Dorset and Somerset","Somerset CC","Female","85","75","29930","28120"
"In post","2023","Counter Fraud","Dorset and Somerset","Somerset CC","Male","35","35","29840","28120"
"In post","2023","Counter Fraud","East Anglia","Breckland and South Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","East Anglia","Breckland and South Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","East Anglia","Cambridgeshire CC","Female","15","15","[c]","[c]"
"In post","2023","Counter Fraud","East Anglia","Cambridgeshire CC","Male","10","10","[c]","[c]"
"In post","2023","Counter Fraud","East Anglia","North and West Norfolk","Female","5","5","[c]","[c]"
"In post","2023","Counter Fraud","East Anglia","North and West Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","East Anglia","Norwich and East Norfolk","Female","20","20","[c]","[c]"
"In post","2023","Counter Fraud","East Anglia","Norwich and East Norfolk","Male","20","20","[c]","[c]"
"In post","2023","Counter Fraud","East Anglia","Peterborough","Female","5","5","[c]","[c]"
"In post","2023","Counter Fraud","East Anglia","Peterborough","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","East Anglia","Suffolk CC","Female","195","170","29600","28130"
"In post","2023","Counter Fraud","East Anglia","Suffolk CC","Male","195","190","30710","28130"
"In post","2023","Counter Fraud","East Wales","Cardiff and Vale of Glamorgan","Female","335","295","30850","28130"
"In post","2023","Counter Fraud","East Wales","Cardiff and Vale of Glamorgan","Male","310","300","34100","34400"
"In post","2023","Counter Fraud","East Wales","Flintshire and Wrexham","Female","10","10","[c]","[c]"
"In post","2023","Counter Fraud","East Wales","Flintshire and Wrexham","Male","10","10","[c]","[c]"
"In post","2023","Counter Fraud","East Wales","Powys","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","East Wales","Powys","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Female","35","30","28640","28120"
"In post","2023","Counter Fraud","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Male","25","20","[c]","[c]"
"In post","2023","Counter Fraud","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Female","40","35","27250","28120"
"In post","2023","Counter Fraud","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Male","30","30","27720","28120"
"In post","2023","Counter Fraud","Eastern Scotland","Angus and Dundee City","Female","15","15","[c]","[c]"
"In post","2023","Counter Fraud","Eastern Scotland","Angus and Dundee City","Male","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Eastern Scotland","City of Edinburgh","Female","145","130","32630","29730"
"In post","2023","Counter Fraud","Eastern Scotland","City of Edinburgh","Male","160","155","34470","33010"
"In post","2023","Counter Fraud","Eastern Scotland","Clackmannanshire and Fife","Female","15","10","[c]","[c]"
"In post","2023","Counter Fraud","Eastern Scotland","Clackmannanshire and Fife","Male","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Eastern Scotland","East Lothian and Midlothian","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Eastern Scotland","East Lothian and Midlothian","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Eastern Scotland","Falkirk","Female","20","15","[c]","[c]"
"In post","2023","Counter Fraud","Eastern Scotland","Falkirk","Male","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Eastern Scotland","Perth and Kinross, and Stirling","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Eastern Scotland","Perth and Kinross, and Stirling","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Eastern Scotland","West Lothian","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Eastern Scotland","West Lothian","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Essex","Essex Haven Gateway","Female","15","15","[c]","[c]"
"In post","2023","Counter Fraud","Essex","Essex Haven Gateway","Male","15","15","[c]","[c]"
"In post","2023","Counter Fraud","Essex","Essex Thames Gateway","Female","75","70","31630","31280"
"In post","2023","Counter Fraud","Essex","Essex Thames Gateway","Male","30","30","33850","31940"
"In post","2023","Counter Fraud","Essex","Heart of Essex","Female","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Essex","Heart of Essex","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Essex","Southend-on-Sea","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Essex","Southend-on-Sea","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Essex","Thurrock","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Essex","Thurrock","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Essex","West Essex","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Essex","West Essex","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Female","205","185","36340","34700"
"In post","2023","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Male","250","235","38120","35000"
"In post","2023","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Female","30","25","[c]","[c]"
"In post","2023","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Male","15","15","[c]","[c]"
"In post","2023","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Female","15","10","[c]","[c]"
"In post","2023","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Male","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Female","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Greater Manchester","Greater Manchester North East","Female","25","20","[c]","[c]"
"In post","2023","Counter Fraud","Greater Manchester","Greater Manchester North East","Male","20","20","[c]","[c]"
"In post","2023","Counter Fraud","Greater Manchester","Greater Manchester North West","Female","30","25","28490","28120"
"In post","2023","Counter Fraud","Greater Manchester","Greater Manchester North West","Male","15","15","[c]","[c]"
"In post","2023","Counter Fraud","Greater Manchester","Greater Manchester South East","Female","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Greater Manchester","Greater Manchester South East","Male","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Greater Manchester","Greater Manchester South West","Female","535","495","35120","34700"
"In post","2023","Counter Fraud","Greater Manchester","Greater Manchester South West","Male","635","615","36910","34700"
"In post","2023","Counter Fraud","Greater Manchester","Manchester","Female","45","40","34700","34050"
"In post","2023","Counter Fraud","Greater Manchester","Manchester","Male","65","60","36360","34870"
"In post","2023","Counter Fraud","Hampshire and Isle of Wight","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Hampshire and Isle of Wight","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Hampshire and Isle of Wight","Isle of Wight","Female","40","35","27210","28120"
"In post","2023","Counter Fraud","Hampshire and Isle of Wight","Isle of Wight","Male","15","15","[c]","[c]"
"In post","2023","Counter Fraud","Hampshire and Isle of Wight","North Hampshire","Female","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Hampshire and Isle of Wight","North Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Hampshire and Isle of Wight","Portsmouth","Female","65","60","36950","35000"
"In post","2023","Counter Fraud","Hampshire and Isle of Wight","Portsmouth","Male","65","60","40060","35000"
"In post","2023","Counter Fraud","Hampshire and Isle of Wight","South Hampshire","Female","50","35","25920","28120"
"In post","2023","Counter Fraud","Hampshire and Isle of Wight","South Hampshire","Male","15","15","[c]","[c]"
"In post","2023","Counter Fraud","Hampshire and Isle of Wight","Southampton","Female","25","20","[c]","[c]"
"In post","2023","Counter Fraud","Hampshire and Isle of Wight","Southampton","Male","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Female","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","Female","20","20","[c]","[c]"
"In post","2023","Counter Fraud","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","Male","10","10","[c]","[c]"
"In post","2023","Counter Fraud","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","Female","15","10","[c]","[c]"
"In post","2023","Counter Fraud","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","Male","15","10","[c]","[c]"
"In post","2023","Counter Fraud","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","5","5","[c]","[c]"
"In post","2023","Counter Fraud","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Highlands and Islands","Na h-Eileanan Siar","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Highlands and Islands","Na h-Eileanan Siar","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Inner London - East","Hackney and Newham","Female","700","665","38490","39110"
"In post","2023","Counter Fraud","Inner London - East","Hackney and Newham","Male","780","760","41510","39450"
"In post","2023","Counter Fraud","Inner London - East","Haringey and Islington","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Inner London - East","Haringey and Islington","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Inner London - East","Lambeth","Female","40","40","32740","32520"
"In post","2023","Counter Fraud","Inner London - East","Lambeth","Male","25","20","[c]","[c]"
"In post","2023","Counter Fraud","Inner London - East","Lewisham and Southwark","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Inner London - East","Lewisham and Southwark","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Inner London - East","Tower Hamlets","Female","40","35","39920","26990"
"In post","2023","Counter Fraud","Inner London - East","Tower Hamlets","Male","50","50","41370","35240"
"In post","2023","Counter Fraud","Inner London - West","Camden and City of London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Inner London - West","Camden and City of London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Counter Fraud","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Female","[c]","[c]","[c]","[c]"
