"Status","Year","Age","Function_of_post","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","50-59","Counter Fraud","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","East Kent","Female","105","95","30390","29730"
"In post","2023","50-59","Counter Fraud","East Kent","Male","60","55","33650","32520"
"In post","2023","50-59","Counter Fraud","East Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","East Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","East Lothian and Midlothian","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","East Lothian and Midlothian","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","East Merseyside","Female","10","10","[c]","[c]"
"In post","2023","50-59","Counter Fraud","East Merseyside","Male","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","East Riding of Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","East Riding of Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","East Surrey","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","East Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","East Sussex CC","Female","20","20","[c]","[c]"
"In post","2023","50-59","Counter Fraud","East Sussex CC","Male","10","10","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Enfield","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Enfield","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Essex Haven Gateway","Female","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Essex Haven Gateway","Male","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Essex Thames Gateway","Female","30","30","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Essex Thames Gateway","Male","10","10","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Falkirk","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Falkirk","Male","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Flintshire and Wrexham","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Flintshire and Wrexham","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Glasgow City","Female","95","85","33690","29730"
"In post","2023","50-59","Counter Fraud","Glasgow City","Male","65","65","37130","34170"
"In post","2023","50-59","Counter Fraud","Gloucestershire CC","Female","10","10","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Gloucestershire CC","Male","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Greater Manchester North East","Female","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Greater Manchester North East","Male","10","10","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Greater Manchester North West","Female","15","15","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Greater Manchester North West","Male","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Greater Manchester South East","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Greater Manchester South East","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Greater Manchester South West","Female","165","150","37810","35000"
"In post","2023","50-59","Counter Fraud","Greater Manchester South West","Male","155","155","40090","35240"
"In post","2023","50-59","Counter Fraud","Gwent Valleys","Female","10","10","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Gwent Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Gwynedd","Female","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Gwynedd","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Hackney and Newham","Female","240","230","39390","39450"
"In post","2023","50-59","Counter Fraud","Hackney and Newham","Male","230","230","43420","40270"
"In post","2023","50-59","Counter Fraud","Haringey and Islington","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Haringey and Islington","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Harrow and Hillingdon","Female","15","15","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Hartlepool and Stockton-on-Tees","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Hartlepool and Stockton-on-Tees","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Heart of Essex","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Heart of Essex","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Herefordshire, County of","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Herefordshire, County of","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Hertfordshire CC","Female","20","15","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Hertfordshire CC","Male","10","10","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Hounslow and Richmond upon Thames","Female","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Hounslow and Richmond upon Thames","Male","10","10","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Inverclyde, East Renfrewshire, and Renfrewshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Inverclyde, East Renfrewshire, and Renfrewshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Isle of Anglesey","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Isle of Anglesey","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Isle of Wight","Female","15","15","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Isle of Wight","Male","10","10","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Kensington & Chelsea and Hammersmith & Fulham","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Kensington & Chelsea and Hammersmith & Fulham","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Kent Thames Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Kent Thames Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Kingston upon Hull, City of","Female","15","10","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Kingston upon Hull, City of","Male","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Lambeth","Female","15","15","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Lambeth","Male","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Lancaster and Wyre","Female","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Lancaster and Wyre","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Leeds","Female","145","135","33890","29730"
"In post","2023","50-59","Counter Fraud","Leeds","Male","150","145","38550","35000"
"In post","2023","50-59","Counter Fraud","Leicester","Female","15","10","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Leicester","Male","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Leicestershire CC and Rutland","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Leicestershire CC and Rutland","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Lewisham and Southwark","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Lewisham and Southwark","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Lincolnshire CC","Female","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Lincolnshire CC","Male","10","10","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Lisburn and Castlereagh","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Lisburn and Castlereagh","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Liverpool","Female","130","120","34610","31950"
"In post","2023","50-59","Counter Fraud","Liverpool","Male","100","100","37340","34170"
"In post","2023","50-59","Counter Fraud","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Luton","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Luton","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Manchester","Female","15","15","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Manchester","Male","25","25","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Medway","Female","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Medway","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Merton, Kingston upon Thames and Sutton","Female","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Merton, Kingston upon Thames and Sutton","Male","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Mid Kent","Female","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Mid Kent","Male","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Mid Lancashire","Female","25","20","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Mid Lancashire","Male","15","15","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Milton Keynes","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Milton Keynes","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","North Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","North Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","North Lanarkshire","Female","50","45","35500","35000"
"In post","2023","50-59","Counter Fraud","North Lanarkshire","Male","60","60","36990","35000"
"In post","2023","50-59","Counter Fraud","North Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","North Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","North Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","North Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","North Yorkshire CC","Female","15","15","[c]","[c]"
"In post","2023","50-59","Counter Fraud","North Yorkshire CC","Male","10","10","[c]","[c]"
"In post","2023","50-59","Counter Fraud","North and North East Lincolnshire","Female","10","10","[c]","[c]"
"In post","2023","50-59","Counter Fraud","North and North East Lincolnshire","Male","10","10","[c]","[c]"
"In post","2023","50-59","Counter Fraud","North and West Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","North and West Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Norwich and East Norfolk","Female","10","10","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Norwich and East Norfolk","Male","10","10","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Nottingham","Female","110","100","36110","34850"
"In post","2023","50-59","Counter Fraud","Nottingham","Male","105","100","38590","35000"
"In post","2023","50-59","Counter Fraud","Oxfordshire CC","Female","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Oxfordshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Perth and Kinross, and Stirling","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Perth and Kinross, and Stirling","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Peterborough","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Peterborough","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Plymouth","Female","10","10","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Plymouth","Male","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Portsmouth","Female","25","25","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Portsmouth","Male","25","25","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Powys","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Powys","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Redbridge and Waltham Forest","Female","75","65","29980","25610"
"In post","2023","50-59","Counter Fraud","Redbridge and Waltham Forest","Male","45","45","30850","32520"
"In post","2023","50-59","Counter Fraud","Sandwell","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Sandwell","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Scottish Borders","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Scottish Borders","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Sefton","Female","10","10","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Sefton","Male","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Sheffield","Female","10","10","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Sheffield","Male","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Shropshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Shropshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Solihull","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Solihull","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Somerset CC","Female","25","25","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Somerset CC","Male","10","10","[c]","[c]"
"In post","2023","50-59","Counter Fraud","South Ayrshire","Female","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","South Ayrshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","South Hampshire","Female","20","15","[c]","[c]"
"In post","2023","50-59","Counter Fraud","South Hampshire","Male","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","South Lanarkshire","Female","10","10","[c]","[c]"
"In post","2023","50-59","Counter Fraud","South Lanarkshire","Male","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","South Teesside","Female","50","45","25630","21690"
"In post","2023","50-59","Counter Fraud","South Teesside","Male","20","20","[c]","[c]"
"In post","2023","50-59","Counter Fraud","South West Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","South West Wales","Male","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","South and West Derbyshire","Female","20","20","[c]","[c]"
"In post","2023","50-59","Counter Fraud","South and West Derbyshire","Male","15","10","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Southampton","Female","10","10","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Southampton","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Southend-on-Sea","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Southend-on-Sea","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Staffordshire CC","Female","15","10","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Staffordshire CC","Male","10","10","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Stoke-on-Trent","Female","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Suffolk CC","Female","70","60","28860","28130"
"In post","2023","50-59","Counter Fraud","Suffolk CC","Male","70","70","32330","29730"
"In post","2023","50-59","Counter Fraud","Sunderland","Female","30","25","28010","28120"
"In post","2023","50-59","Counter Fraud","Sunderland","Male","20","20","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Swansea","Female","15","15","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Swansea","Male","15","15","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Swindon","Female","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Swindon","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Telford and Wrekin","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Thurrock","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Thurrock","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Torbay","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Torbay","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Tower Hamlets","Female","15","15","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Tower Hamlets","Male","15","15","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Tyneside","Female","110","100","34790","34400"
"In post","2023","50-59","Counter Fraud","Tyneside","Male","85","85","35680","34290"
"In post","2023","50-59","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Wakefield","Female","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Wakefield","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Walsall","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Walsall","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Wandsworth","Female","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Wandsworth","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Warrington","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Warrington","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Warwickshire CC","Female","10","10","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Warwickshire CC","Male","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","West Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","West Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","West Kent","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","West Kent","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","West Lothian","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","West Lothian","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","West Northamptonshire","Female","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","West Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","West Surrey","Female","15","15","[c]","[c]"
"In post","2023","50-59","Counter Fraud","West Surrey","Male","15","15","[c]","[c]"
"In post","2023","50-59","Counter Fraud","West Sussex (North East)","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","West Sussex (North East)","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","West Sussex (South West)","Female","20","15","[c]","[c]"
"In post","2023","50-59","Counter Fraud","West Sussex (South West)","Male","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Westminster","Female","45","40","48420","40000"
"In post","2023","50-59","Counter Fraud","Westminster","Male","60","60","57390","60200"
"In post","2023","50-59","Counter Fraud","Wiltshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Wiltshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Wirral","Female","10","10","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Wirral","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Wolverhampton","Female","10","10","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Wolverhampton","Male","15","15","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Worcestershire CC","Female","5","5","[c]","[c]"
"In post","2023","50-59","Counter Fraud","Worcestershire CC","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","York","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Counter Fraud","York","Male","10","5","[c]","[c]"
"In post","2023","50-59","Debt","Barnsley, Doncaster and Rotherham","Female","60","50","23160","21690"
"In post","2023","50-59","Debt","Barnsley, Doncaster and Rotherham","Male","10","10","[c]","[c]"
"In post","2023","50-59","Debt","Belfast","Female","5","5","[c]","[c]"
"In post","2023","50-59","Debt","Belfast","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","Berkshire","Female","5","5","[c]","[c]"
"In post","2023","50-59","Debt","Berkshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","Birmingham","Female","100","90","24090","22520"
"In post","2023","50-59","Debt","Birmingham","Male","50","45","23670","22520"
"In post","2023","50-59","Debt","Blackpool","Female","10","10","[c]","[c]"
"In post","2023","50-59","Debt","Blackpool","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","Bradford","Female","60","50","26190","22520"
"In post","2023","50-59","Debt","Bradford","Male","35","35","25750","22520"
"In post","2023","50-59","Debt","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","Cardiff and Vale of Glamorgan","Female","45","40","26380","22520"
"In post","2023","50-59","Debt","Cardiff and Vale of Glamorgan","Male","30","30","26560","22520"
"In post","2023","50-59","Debt","Central Valleys","Female","20","15","[c]","[c]"
"In post","2023","50-59","Debt","Central Valleys","Male","10","10","[c]","[c]"
"In post","2023","50-59","Debt","City of Edinburgh","Female","50","50","23620","22520"
"In post","2023","50-59","Debt","City of Edinburgh","Male","65","65","24500","22520"
"In post","2023","50-59","Debt","Coventry","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","Coventry","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","Croydon","Female","45","40","29790","26920"
"In post","2023","50-59","Debt","Croydon","Male","25","25","[c]","[c]"
"In post","2023","50-59","Debt","Dudley","Female","35","30","23250","21690"
"In post","2023","50-59","Debt","Dudley","Male","15","15","[c]","[c]"
"In post","2023","50-59","Debt","Durham","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","Durham","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","East Derbyshire","Female","5","5","[c]","[c]"
"In post","2023","50-59","Debt","East Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","Glasgow City","Female","90","75","25780","22520"
"In post","2023","50-59","Debt","Glasgow City","Male","35","30","24010","22520"
"In post","2023","50-59","Debt","Greater Manchester South East","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","Greater Manchester South East","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","Greater Manchester South West","Female","45","40","24420","21690"
"In post","2023","50-59","Debt","Greater Manchester South West","Male","40","40","24610","21690"
"In post","2023","50-59","Debt","Hackney and Newham","Female","80","75","30770","26920"
"In post","2023","50-59","Debt","Hackney and Newham","Male","60","60","30630","26920"
"In post","2023","50-59","Debt","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","Hertfordshire CC","Female","45","35","25640","25610"
"In post","2023","50-59","Debt","Hertfordshire CC","Male","10","10","[c]","[c]"
"In post","2023","50-59","Debt","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","15","10","[c]","[c]"
"In post","2023","50-59","Debt","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","Leeds","Female","35","35","31370","27890"
"In post","2023","50-59","Debt","Leeds","Male","25","20","[c]","[c]"
"In post","2023","50-59","Debt","Leicestershire CC and Rutland","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","Leicestershire CC and Rutland","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","Liverpool","Female","60","55","27420","22520"
"In post","2023","50-59","Debt","Liverpool","Male","40","40","27670","22520"
"In post","2023","50-59","Debt","Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","Mid Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","Na h-Eileanan Siar","Female","20","20","[c]","[c]"
"In post","2023","50-59","Debt","Na h-Eileanan Siar","Male","10","10","[c]","[c]"
"In post","2023","50-59","Debt","North Northamptonshire","Female","50","40","23200","21690"
"In post","2023","50-59","Debt","North Northamptonshire","Male","5","5","[c]","[c]"
"In post","2023","50-59","Debt","North and North East Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","North and North East Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","Nottingham","Female","50","45","24940","22520"
"In post","2023","50-59","Debt","Nottingham","Male","30","30","25160","22520"
"In post","2023","50-59","Debt","Portsmouth","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","Portsmouth","Male","5","5","[c]","[c]"
"In post","2023","50-59","Debt","Sefton","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","Sefton","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","Sheffield","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","Sheffield","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","Somerset CC","Female","45","35","22580","21690"
"In post","2023","50-59","Debt","Somerset CC","Male","15","10","[c]","[c]"
"In post","2023","50-59","Debt","South Lanarkshire","Female","45","40","25120","22520"
"In post","2023","50-59","Debt","South Lanarkshire","Male","25","25","[c]","[c]"
"In post","2023","50-59","Debt","Suffolk CC","Female","10","10","[c]","[c]"
"In post","2023","50-59","Debt","Suffolk CC","Male","10","10","[c]","[c]"
"In post","2023","50-59","Debt","Sunderland","Female","85","65","22800","21690"
"In post","2023","50-59","Debt","Sunderland","Male","25","25","[c]","[c]"
"In post","2023","50-59","Debt","Telford and Wrekin","Female","5","5","[c]","[c]"
"In post","2023","50-59","Debt","Telford and Wrekin","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","Tyneside","Female","60","50","24130","22520"
"In post","2023","50-59","Debt","Tyneside","Male","40","40","25930","22520"
"In post","2023","50-59","Debt","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","Warwickshire CC","Female","55","45","23070","21690"
"In post","2023","50-59","Debt","Warwickshire CC","Male","15","10","[c]","[c]"
"In post","2023","50-59","Debt","West Sussex (South West)","Female","5","5","[c]","[c]"
"In post","2023","50-59","Debt","West Sussex (South West)","Male","5","5","[c]","[c]"
"In post","2023","50-59","Debt","Westminster","Female","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Debt","Westminster","Male","[c]","[c]","[c]","[c]"
