"Status","Year","Age","Ethnicity","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","16-19","Mixed","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","London","Unknown","45","45","27930","26760"
"In post","2023","16-19","Unknown","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","16-19","Unknown","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Outside London","Unknown","495","475","22720","22400"
"In post","2023","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","Unknown","Unknown","Unknown","35","35","20430","17650"
"In post","2023","16-19","White","London","Heterosexual / straight","35","30","26990","26900"
"In post","2023","16-19","White","London","LGBO","5","5","[c]","[c]"
"In post","2023","16-19","White","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Outside London","Heterosexual / straight","550","540","23220","22520"
"In post","2023","16-19","White","Outside London","LGBO","70","70","23590","22520"
"In post","2023","16-19","White","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2023","16-19","White","Outside London","Unknown","25","20","[c]","[c]"
"In post","2023","16-19","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","16-19","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","London","Heterosexual / straight","2445","2425","35550","33420"
"In post","2023","20-29","Asian","London","LGBO","110","110","39040","37240"
"In post","2023","20-29","Asian","London","Undeclared","100","100","37960","35050"
"In post","2023","20-29","Asian","London","Unknown","200","200","33850","30130"
"In post","2023","20-29","Asian","Outside London","Heterosexual / straight","3780","3675","27530","27140"
"In post","2023","20-29","Asian","Outside London","LGBO","95","95","28410","28000"
"In post","2023","20-29","Asian","Outside London","Undeclared","110","105","26980","24090"
"In post","2023","20-29","Asian","Outside London","Unknown","205","195","28070","27890"
"In post","2023","20-29","Asian","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","20-29","Asian","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","20-29","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","London","Heterosexual / straight","1220","1210","33840","32520"
"In post","2023","20-29","Black","London","LGBO","45","45","37450","34310"
"In post","2023","20-29","Black","London","Undeclared","55","55","35530","34070"
"In post","2023","20-29","Black","London","Unknown","50","50","33020","30130"
"In post","2023","20-29","Black","Outside London","Heterosexual / straight","730","720","28350","28090"
"In post","2023","20-29","Black","Outside London","LGBO","45","45","27920","25980"
"In post","2023","20-29","Black","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2023","20-29","Black","Outside London","Unknown","40","40","30040","28080"
"In post","2023","20-29","Black","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","London","Heterosexual / straight","730","725","37890","35040"
"In post","2023","20-29","Mixed","London","LGBO","120","120","37650","34720"
"In post","2023","20-29","Mixed","London","Undeclared","75","70","38080","35590"
"In post","2023","20-29","Mixed","London","Unknown","95","95","33340","30130"
"In post","2023","20-29","Mixed","Outside London","Heterosexual / straight","1090","1070","28770","28120"
"In post","2023","20-29","Mixed","Outside London","LGBO","190","190","28360","28100"
"In post","2023","20-29","Mixed","Outside London","Undeclared","75","70","27650","26390"
"In post","2023","20-29","Mixed","Outside London","Unknown","60","60","29200","28840"
"In post","2023","20-29","Mixed","Overseas","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","20-29","Mixed","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Overseas","Unknown","5","5","[c]","[c]"
"In post","2023","20-29","Mixed","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","London","Heterosexual / straight","225","225","36480","34210"
"In post","2023","20-29","Other ethnicity","London","LGBO","25","25","[c]","[c]"
"In post","2023","20-29","Other ethnicity","London","Undeclared","60","60","39550","34690"
"In post","2023","20-29","Other ethnicity","London","Unknown","15","15","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Outside London","Heterosexual / straight","170","165","28590","28120"
"In post","2023","20-29","Other ethnicity","Outside London","LGBO","30","30","30960","28880"
"In post","2023","20-29","Other ethnicity","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","London","Heterosexual / straight","90","90","36490","32520"
"In post","2023","20-29","Undeclared","London","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","Undeclared","London","Undeclared","230","230","40720","38610"
"In post","2023","20-29","Undeclared","London","Unknown","55","50","39650","37560"
"In post","2023","20-29","Undeclared","Outside London","Heterosexual / straight","155","150","29250","28120"
"In post","2023","20-29","Undeclared","Outside London","LGBO","25","25","[c]","[c]"
"In post","2023","20-29","Undeclared","Outside London","Undeclared","535","530","30390","29280"
"In post","2023","20-29","Undeclared","Outside London","Unknown","95","95","33820","31550"
"In post","2023","20-29","Undeclared","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","London","Heterosexual / straight","135","135","36680","33990"
"In post","2023","20-29","Unknown","London","LGBO","25","25","[c]","[c]"
"In post","2023","20-29","Unknown","London","Undeclared","295","295","40240","34340"
"In post","2023","20-29","Unknown","London","Unknown","5250","5215","37520","35410"
"In post","2023","20-29","Unknown","Outside London","Heterosexual / straight","375","365","28870","28120"
"In post","2023","20-29","Unknown","Outside London","LGBO","35","30","29530","28480"
"In post","2023","20-29","Unknown","Outside London","Undeclared","165","160","32480","30410"
"In post","2023","20-29","Unknown","Outside London","Unknown","15220","14925","27280","25830"
"In post","2023","20-29","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Overseas","Unknown","60","60","43270","40550"
"In post","2023","20-29","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","20-29","Unknown","Unknown","Unknown","435","430","31780","31710"
"In post","2023","20-29","White","London","Heterosexual / straight","7935","7905","40780","38660"
"In post","2023","20-29","White","London","LGBO","1550","1545","40990","38020"
"In post","2023","20-29","White","London","Undeclared","695","690","39520","36950"
"In post","2023","20-29","White","London","Unknown","840","840","33740","30130"
"In post","2023","20-29","White","Outside London","Heterosexual / straight","30535","30065","29260","28120"
"In post","2023","20-29","White","Outside London","LGBO","4615","4560","28750","28120"
"In post","2023","20-29","White","Outside London","Undeclared","1685","1660","28670","28080"
"In post","2023","20-29","White","Outside London","Unknown","1445","1420","28930","28080"
"In post","2023","20-29","White","Overseas","Heterosexual / straight","160","160","38130","34210"
"In post","2023","20-29","White","Overseas","LGBO","20","20","[c]","[c]"
"In post","2023","20-29","White","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2023","20-29","White","Overseas","Unknown","20","20","[c]","[c]"
"In post","2023","20-29","White","Unknown","Heterosexual / straight","65","65","30510","28120"
"In post","2023","20-29","White","Unknown","LGBO","10","10","[c]","[c]"
"In post","2023","20-29","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","20-29","White","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Asian","London","Heterosexual / straight","3280","3170","42740","39150"
"In post","2023","30-39","Asian","London","LGBO","90","85","46320","43430"
"In post","2023","30-39","Asian","London","Undeclared","145","140","41380","39130"
"In post","2023","30-39","Asian","London","Unknown","200","195","43330","39790"
"In post","2023","30-39","Asian","Outside London","Heterosexual / straight","5180","4875","31530","28120"
"In post","2023","30-39","Asian","Outside London","LGBO","115","110","33960","31010"
"In post","2023","30-39","Asian","Outside London","Undeclared","225","210","30230","27650"
"In post","2023","30-39","Asian","Outside London","Unknown","380","350","30930","28120"
"In post","2023","30-39","Asian","Overseas","Heterosexual / straight","40","40","50910","52400"
"In post","2023","30-39","Asian","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Overseas","Unknown","5","5","[c]","[c]"
"In post","2023","30-39","Asian","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","30-39","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","London","Heterosexual / straight","1665","1620","38340","35410"
"In post","2023","30-39","Black","London","LGBO","55","55","39860","33800"
"In post","2023","30-39","Black","London","Undeclared","60","60","40770","36870"
"In post","2023","30-39","Black","London","Unknown","95","85","39000","32540"
"In post","2023","30-39","Black","Outside London","Heterosexual / straight","1525","1465","31470","28880"
"In post","2023","30-39","Black","Outside London","LGBO","35","35","32120","31640"
"In post","2023","30-39","Black","Outside London","Undeclared","35","30","29250","27060"
"In post","2023","30-39","Black","Outside London","Unknown","80","75","31690","28120"
"In post","2023","30-39","Black","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","30-39","Black","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","30-39","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","London","Heterosexual / straight","845","810","46150","43000"
"In post","2023","30-39","Mixed","London","LGBO","105","100","46670","43350"
"In post","2023","30-39","Mixed","London","Undeclared","70","70","44790","41580"
"In post","2023","30-39","Mixed","London","Unknown","45","45","47830","43650"
"In post","2023","30-39","Mixed","Outside London","Heterosexual / straight","1320","1250","33670","30610"
"In post","2023","30-39","Mixed","Outside London","LGBO","175","170","33960","31060"
"In post","2023","30-39","Mixed","Outside London","Undeclared","100","95","33880","30860"
"In post","2023","30-39","Mixed","Outside London","Unknown","75","70","34190","31270"
"In post","2023","30-39","Mixed","Overseas","Heterosexual / straight","40","40","48760","49960"
"In post","2023","30-39","Mixed","Overseas","LGBO","10","10","[c]","[c]"
"In post","2023","30-39","Mixed","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","London","Heterosexual / straight","275","265","44940","41400"
"In post","2023","30-39","Other ethnicity","London","LGBO","25","25","[c]","[c]"
"In post","2023","30-39","Other ethnicity","London","Undeclared","55","55","52390","54130"
"In post","2023","30-39","Other ethnicity","London","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Outside London","Heterosexual / straight","275","265","33890","31350"
"In post","2023","30-39","Other ethnicity","Outside London","LGBO","30","30","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Outside London","Unknown","15","10","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","London","Heterosexual / straight","180","175","45310","42290"
"In post","2023","30-39","Undeclared","London","LGBO","10","10","[c]","[c]"
"In post","2023","30-39","Undeclared","London","Undeclared","550","540","47880","45540"
"In post","2023","30-39","Undeclared","London","Unknown","105","100","52650","54690"
"In post","2023","30-39","Undeclared","Outside London","Heterosexual / straight","460","435","33000","30340"
"In post","2023","30-39","Undeclared","Outside London","LGBO","75","75","30980","28300"
"In post","2023","30-39","Undeclared","Outside London","Undeclared","1555","1510","35190","32800"
"In post","2023","30-39","Undeclared","Outside London","Unknown","345","325","36690","35000"
"In post","2023","30-39","Undeclared","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Overseas","Undeclared","15","15","[c]","[c]"
"In post","2023","30-39","Undeclared","Overseas","Unknown","25","25","[c]","[c]"
"In post","2023","30-39","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","London","Heterosexual / straight","170","165","46000","42210"
"In post","2023","30-39","Unknown","London","LGBO","20","20","[c]","[c]"
"In post","2023","30-39","Unknown","London","Undeclared","285","275","50780","54660"
"In post","2023","30-39","Unknown","London","Unknown","4075","3995","46240","43050"
"In post","2023","30-39","Unknown","Outside London","Heterosexual / straight","635","600","33060","31060"
"In post","2023","30-39","Unknown","Outside London","LGBO","50","50","33290","32000"
"In post","2023","30-39","Unknown","Outside London","Undeclared","300","285","37130","35470"
"In post","2023","30-39","Unknown","Outside London","Unknown","15150","14410","31450","28130"
"In post","2023","30-39","Unknown","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","30-39","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Overseas","Unknown","225","225","52540","53750"
"In post","2023","30-39","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Unknown","Unknown","Unknown","425","425","41180","40690"
"In post","2023","30-39","White","London","Heterosexual / straight","10235","9945","51850","54330"
"In post","2023","30-39","White","London","LGBO","1380","1365","50350","52660"
"In post","2023","30-39","White","London","Undeclared","745","725","50860","54130"
"In post","2023","30-39","White","London","Unknown","435","420","49640","46710"
"In post","2023","30-39","White","Outside London","Heterosexual / straight","50615","48030","34430","32000"
"In post","2023","30-39","White","Outside London","LGBO","5190","5075","33900","31280"
"In post","2023","30-39","White","Outside London","Undeclared","2795","2655","34070","31970"
"In post","2023","30-39","White","Outside London","Unknown","2775","2560","33310","29560"
"In post","2023","30-39","White","Overseas","Heterosexual / straight","485","485","49640","51500"
"In post","2023","30-39","White","Overseas","LGBO","65","65","48610","52270"
"In post","2023","30-39","White","Overseas","Undeclared","15","15","[c]","[c]"
"In post","2023","30-39","White","Overseas","Unknown","50","50","45520","40890"
"In post","2023","30-39","White","Unknown","Heterosexual / straight","80","80","33400","28120"
"In post","2023","30-39","White","Unknown","LGBO","15","15","[c]","[c]"
"In post","2023","30-39","White","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2023","30-39","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Asian","London","Heterosexual / straight","3345","3160","42970","38090"
"In post","2023","40-49","Asian","London","LGBO","70","70","47010","41740"
"In post","2023","40-49","Asian","London","Undeclared","215","205","41140","36750"
"In post","2023","40-49","Asian","London","Unknown","335","295","41670","35410"
"In post","2023","40-49","Asian","Outside London","Heterosexual / straight","4465","4110","33400","28130"
"In post","2023","40-49","Asian","Outside London","LGBO","85","80","29130","27650"
"In post","2023","40-49","Asian","Outside London","Undeclared","285","255","30990","28120"
"In post","2023","40-49","Asian","Outside London","Unknown","645","555","30850","28120"
"In post","2023","40-49","Asian","Overseas","Heterosexual / straight","60","60","54590","56100"
"In post","2023","40-49","Asian","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Asian","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Asian","Overseas","Unknown","10","10","[c]","[c]"
"In post","2023","40-49","Asian","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","40-49","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Black","London","Heterosexual / straight","1780","1715","39540","35660"
"In post","2023","40-49","Black","London","LGBO","35","35","39100","35500"
"In post","2023","40-49","Black","London","Undeclared","90","80","39170","32970"
"In post","2023","40-49","Black","London","Unknown","155","140","36470","32520"
"In post","2023","40-49","Black","Outside London","Heterosexual / straight","1650","1575","32650","28950"
"In post","2023","40-49","Black","Outside London","LGBO","25","20","[c]","[c]"
"In post","2023","40-49","Black","Outside London","Undeclared","55","55","33060","31270"
"In post","2023","40-49","Black","Outside London","Unknown","95","90","33940","31280"
"In post","2023","40-49","Black","Overseas","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","40-49","Black","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Black","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Black","Overseas","Unknown","5","5","[c]","[c]"
"In post","2023","40-49","Black","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","40-49","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","London","Heterosexual / straight","575","550","49250","44480"
"In post","2023","40-49","Mixed","London","LGBO","60","55","54120","54260"
"In post","2023","40-49","Mixed","London","Undeclared","45","45","46050","42740"
"In post","2023","40-49","Mixed","London","Unknown","40","40","49770","46450"
"In post","2023","40-49","Mixed","Outside London","Heterosexual / straight","1040","975","36340","32030"
"In post","2023","40-49","Mixed","Outside London","LGBO","115","110","36620","31730"
"In post","2023","40-49","Mixed","Outside London","Undeclared","90","85","34690","28130"
"In post","2023","40-49","Mixed","Outside London","Unknown","85","75","35510","29090"
"In post","2023","40-49","Mixed","Overseas","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","40-49","Mixed","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","40-49","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
