"Status","Year","Profession_of_post","Region_ITL2","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","HEO","Female","25","25","[c]","[c]"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","HEO","Male","20","20","[c]","[c]"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SEO","Female","40","40","43380","43200"
"In post","2023","Commercial","Berkshire, Buckinghamshire and Oxfordshire","SEO","Male","30","30","[c]","[c]"
"In post","2023","Commercial","Cheshire","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire","HEO","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Cheshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cheshire","SEO","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Cheshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cornwall and Isles of Scilly","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cumbria","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cumbria","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cumbria","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cumbria","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cumbria","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cumbria","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Cumbria","Unknown","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Cumbria","Unknown","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","EO","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","G6","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","G6","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","G7","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","G7","Male","15","15","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","HEO","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","HEO","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","SEO","Female","20","20","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","SEO","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Derbyshire and Nottinghamshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","G6","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Devon","G7","Female","15","15","[c]","[c]"
"In post","2023","Commercial","Devon","G7","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Devon","HEO","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Devon","HEO","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Devon","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Devon","SEO","Female","15","15","[c]","[c]"
"In post","2023","Commercial","Devon","SEO","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Devon","Unknown","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Devon","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","G7","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","HEO","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","HEO","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","SEO","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Dorset and Somerset","SEO","Male","5","5","[c]","[c]"
"In post","2023","Commercial","East Anglia","AO","Female","5","5","[c]","[c]"
"In post","2023","Commercial","East Anglia","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Anglia","EO","Female","10","10","[c]","[c]"
"In post","2023","Commercial","East Anglia","EO","Male","5","5","[c]","[c]"
"In post","2023","Commercial","East Anglia","G6","Female","10","10","[c]","[c]"
"In post","2023","Commercial","East Anglia","G6","Male","10","10","[c]","[c]"
"In post","2023","Commercial","East Anglia","G7","Female","25","20","[c]","[c]"
"In post","2023","Commercial","East Anglia","G7","Male","20","20","[c]","[c]"
"In post","2023","Commercial","East Anglia","HEO","Female","30","30","33420","33600"
"In post","2023","Commercial","East Anglia","HEO","Male","25","25","[c]","[c]"
"In post","2023","Commercial","East Anglia","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Anglia","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Anglia","SEO","Female","60","55","42210","41200"
"In post","2023","Commercial","East Anglia","SEO","Male","35","35","41540","40620"
"In post","2023","Commercial","East Anglia","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Anglia","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","EO","Female","15","15","[c]","[c]"
"In post","2023","Commercial","East Wales","EO","Male","20","20","[c]","[c]"
"In post","2023","Commercial","East Wales","G6","Female","5","5","[c]","[c]"
"In post","2023","Commercial","East Wales","G6","Male","5","5","[c]","[c]"
"In post","2023","Commercial","East Wales","G7","Female","15","10","[c]","[c]"
"In post","2023","Commercial","East Wales","G7","Male","20","15","[c]","[c]"
"In post","2023","Commercial","East Wales","HEO","Female","35","35","32810","32250"
"In post","2023","Commercial","East Wales","HEO","Male","25","25","[c]","[c]"
"In post","2023","Commercial","East Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","SEO","Female","30","30","[c]","[c]"
"In post","2023","Commercial","East Wales","SEO","Male","30","25","[c]","[c]"
"In post","2023","Commercial","East Wales","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Wales","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","East Yorkshire and Northern Lincolnshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","AA","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","AA","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","AO","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","AO","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","EO","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","EO","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","G7","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","HEO","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","HEO","Male","15","15","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","SEO","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","SEO","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Eastern Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Essex","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","AO","Female","80","75","23420","22220"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","AO","Male","50","50","23560","22220"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Female","75","70","27240","27080"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Male","50","50","26180","27000"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G6","Female","40","40","73010","72000"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G6","Male","70","65","72400","70710"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G7","Female","120","110","54800","55450"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","G7","Male","135","135","55460","55500"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","Female","215","200","33350","33830"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","HEO","Male","155","155","33450","33830"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Female","20","20","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Male","25","25","[c]","[c]"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","Female","240","225","42150","42620"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","SEO","Male","200","195","42070","42620"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Female","55","55","40990","42620"
"In post","2023","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Male","70","70","46340","43360"
"In post","2023","Commercial","Greater Manchester","AO","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","EO","Female","25","20","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","EO","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","G6","Female","25","25","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","G6","Male","25","25","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","G7","Female","45","45","59840","56660"
"In post","2023","Commercial","Greater Manchester","G7","Male","45","45","61610","61480"
"In post","2023","Commercial","Greater Manchester","HEO","Female","30","30","32980","33200"
"In post","2023","Commercial","Greater Manchester","HEO","Male","30","30","32820","34170"
"In post","2023","Commercial","Greater Manchester","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","SEO","Female","65","60","40970","38940"
"In post","2023","Commercial","Greater Manchester","SEO","Male","50","50","42220","40430"
"In post","2023","Commercial","Greater Manchester","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Greater Manchester","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","EO","Female","30","30","27270","27140"
"In post","2023","Commercial","Hampshire and Isle of Wight","EO","Male","25","25","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","G6","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","G6","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","G7","Female","20","20","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","G7","Male","25","25","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","HEO","Female","50","50","33670","34080"
"In post","2023","Commercial","Hampshire and Isle of Wight","HEO","Male","25","25","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Hampshire and Isle of Wight","SEO","Female","55","55","41990","42620"
"In post","2023","Commercial","Hampshire and Isle of Wight","SEO","Male","35","35","42190","42700"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Herefordshire, Worcestershire and Warwickshire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Highlands and Islands","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Highlands and Islands","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Highlands and Islands","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Highlands and Islands","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - East","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - East","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - East","EO","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Inner London - East","EO","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Inner London - East","G6","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Inner London - East","G6","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Inner London - East","G7","Female","25","25","[c]","[c]"
"In post","2023","Commercial","Inner London - East","G7","Male","20","20","[c]","[c]"
"In post","2023","Commercial","Inner London - East","HEO","Female","30","30","34890","35410"
"In post","2023","Commercial","Inner London - East","HEO","Male","25","25","[c]","[c]"
"In post","2023","Commercial","Inner London - East","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - East","SCS level","Male","15","15","[c]","[c]"
"In post","2023","Commercial","Inner London - East","SEO","Female","15","15","[c]","[c]"
"In post","2023","Commercial","Inner London - East","SEO","Male","25","25","[c]","[c]"
"In post","2023","Commercial","Inner London - West","AO","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Inner London - West","AO","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Inner London - West","EO","Female","35","35","31170","31200"
"In post","2023","Commercial","Inner London - West","EO","Male","30","30","30300","30740"
"In post","2023","Commercial","Inner London - West","G6","Female","105","105","75200","72550"
"In post","2023","Commercial","Inner London - West","G6","Male","130","130","76380","72050"
"In post","2023","Commercial","Inner London - West","G7","Female","185","180","60580","56200"
"In post","2023","Commercial","Inner London - West","G7","Male","225","225","61830","58430"
"In post","2023","Commercial","Inner London - West","HEO","Female","115","115","35180","35410"
"In post","2023","Commercial","Inner London - West","HEO","Male","85","80","35520","35560"
"In post","2023","Commercial","Inner London - West","SCS level","Female","50","50","115140","110070"
"In post","2023","Commercial","Inner London - West","SCS level","Male","90","90","126290","123120"
"In post","2023","Commercial","Inner London - West","SEO","Female","125","120","43660","43650"
"In post","2023","Commercial","Inner London - West","SEO","Male","95","95","44840","43760"
"In post","2023","Commercial","Inner London - West","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Inner London - West","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Kent","SEO","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Kent","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lancashire","EO","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Lancashire","EO","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Lancashire","G6","Female","10","10","[c]","[c]"
"In post","2023","Commercial","Lancashire","G6","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Lancashire","G7","Female","25","25","[c]","[c]"
"In post","2023","Commercial","Lancashire","G7","Male","15","15","[c]","[c]"
"In post","2023","Commercial","Lancashire","HEO","Female","35","35","34060","34170"
"In post","2023","Commercial","Lancashire","HEO","Male","15","15","[c]","[c]"
"In post","2023","Commercial","Lancashire","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lancashire","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lancashire","SEO","Female","40","40","39130","38470"
"In post","2023","Commercial","Lancashire","SEO","Male","25","25","[c]","[c]"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","EO","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","G6","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","G6","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Leicestershire, Rutland and Northamptonshire","SEO","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Lincolnshire","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lincolnshire","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lincolnshire","G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lincolnshire","G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lincolnshire","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lincolnshire","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lincolnshire","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Lincolnshire","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","Merseyside","AO","Female","15","10","[c]","[c]"
"In post","2023","Commercial","Merseyside","AO","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Merseyside","EO","Female","25","25","[c]","[c]"
"In post","2023","Commercial","Merseyside","EO","Male","10","10","[c]","[c]"
"In post","2023","Commercial","Merseyside","G6","Female","15","15","[c]","[c]"
"In post","2023","Commercial","Merseyside","G6","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Merseyside","G7","Female","25","25","[c]","[c]"
"In post","2023","Commercial","Merseyside","G7","Male","15","15","[c]","[c]"
"In post","2023","Commercial","Merseyside","HEO","Female","55","55","31870","32110"
"In post","2023","Commercial","Merseyside","HEO","Male","20","20","[c]","[c]"
"In post","2023","Commercial","Merseyside","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Commercial","Merseyside","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Commercial","Merseyside","SEO","Female","60","55","40280","40620"
"In post","2023","Commercial","Merseyside","SEO","Male","60","60","40510","40450"
"In post","2023","Commercial","North Eastern Scotland","AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Eastern Scotland","AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Eastern Scotland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Eastern Scotland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Eastern Scotland","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Eastern Scotland","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Commercial","North Yorkshire","AO","Female","[c]","[c]","[c]","[c]"
