"Status","Year","Organisation","Region_london","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","The National Archives","London","AA/AO","AO","25","[c]","23340","23460"
"Leaver CS","2023","The National Archives","London","EO","EO","10","[c]","25200","24990"
"Leaver CS","2023","The National Archives","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","London","SEO/HEO","HEO","25","[c]","31390","29990"
"Leaver CS","2023","The National Archives","London","SEO/HEO","SEO","20","[c]","41450","42000"
"Leaver CS","2023","Transport Scotland","Outside London","AA/AO","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Outside London","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Outside London","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Outside London","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Outside London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","London","EO","EO","10","[c]","31790","32300"
"Leaver CS","2023","UK Export Finance","London","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","London","G6/G7","G7","15","[c]","57520","57120"
"Leaver CS","2023","UK Export Finance","London","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","London","SEO/HEO","HEO","10","[c]","34360","34000"
"Leaver CS","2023","UK Export Finance","London","SEO/HEO","SEO","25","[c]","43270","42000"
"Leaver CS","2023","UK Export Finance","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","London","AA/AO","AA","15","[c]","23230","23470"
"Leaver CS","2023","UK Health Security Agency","London","AA/AO","AO","30","[c]","24070","24510"
"Leaver CS","2023","UK Health Security Agency","London","EO","EO","135","[c]","27570","27690"
"Leaver CS","2023","UK Health Security Agency","London","G6/G7","G6","70","[c]","65670","66230"
"Leaver CS","2023","UK Health Security Agency","London","G6/G7","G7","125","[c]","53830","53400"
"Leaver CS","2023","UK Health Security Agency","London","SCS level","SCS level","60","[c]","98420","91060"
"Leaver CS","2023","UK Health Security Agency","London","SEO/HEO","HEO","195","[c]","33210","33330"
"Leaver CS","2023","UK Health Security Agency","London","SEO/HEO","SEO","185","[c]","41070","41280"
"Leaver CS","2023","UK Health Security Agency","Outside London","AA/AO","AA","40","[c]","19990","20100"
"Leaver CS","2023","UK Health Security Agency","Outside London","AA/AO","AO","155","[c]","21090","20880"
"Leaver CS","2023","UK Health Security Agency","Outside London","EO","EO","150","[c]","24650","24390"
"Leaver CS","2023","UK Health Security Agency","Outside London","G6/G7","G6","70","[c]","66890","63960"
"Leaver CS","2023","UK Health Security Agency","Outside London","G6/G7","G7","130","[c]","51790","50730"
"Leaver CS","2023","UK Health Security Agency","Outside London","SCS level","SCS level","50","[c]","101790","106000"
"Leaver CS","2023","UK Health Security Agency","Outside London","SEO/HEO","HEO","275","[c]","31400","29970"
"Leaver CS","2023","UK Health Security Agency","Outside London","SEO/HEO","SEO","240","[c]","39310","38200"
"Leaver CS","2023","UK Health Security Agency","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Outside London","AA/AO","AO","25","[c]","21450","21690"
"Leaver CS","2023","UK Hydrographic Office","Outside London","EO","EO","20","[c]","28200","27610"
"Leaver CS","2023","UK Hydrographic Office","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Hydrographic Office","Outside London","SEO/HEO","HEO","20","[c]","34400","34370"
"Leaver CS","2023","UK Hydrographic Office","Outside London","SEO/HEO","SEO","15","[c]","44300","43890"
"Leaver CS","2023","UK Space Agency","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Outside London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Space Agency","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","London","SEO/HEO","HEO","10","[c]","33570","33710"
"Leaver CS","2023","UK Statistics Authority","London","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Outside London","AA/AO","AA","75","[c]","20480","20150"
"Leaver CS","2023","UK Statistics Authority","Outside London","AA/AO","AO","290","[c]","20740","21200"
"Leaver CS","2023","UK Statistics Authority","Outside London","EO","EO","55","[c]","25220","24840"
"Leaver CS","2023","UK Statistics Authority","Outside London","G6/G7","G6","25","[c]","63290","61920"
"Leaver CS","2023","UK Statistics Authority","Outside London","G6/G7","G7","50","[c]","53190","51460"
"Leaver CS","2023","UK Statistics Authority","Outside London","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Statistics Authority","Outside London","SEO/HEO","HEO","90","[c]","31500","31060"
"Leaver CS","2023","UK Statistics Authority","Outside London","SEO/HEO","SEO","70","[c]","38070","37690"
"Leaver CS","2023","UK Supreme Court","London","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Supreme Court","London","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","London","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","London","EO","EO","10","[c]","31260","31070"
"Leaver CS","2023","Valuation Office Agency","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","London","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","London","SEO/HEO","SEO","20","[c]","48890","48180"
"Leaver CS","2023","Valuation Office Agency","Outside London","AA/AO","AO","75","[c]","22320","22520"
"Leaver CS","2023","Valuation Office Agency","Outside London","EO","EO","50","[c]","26860","26890"
"Leaver CS","2023","Valuation Office Agency","Outside London","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Valuation Office Agency","Outside London","G6/G7","G7","10","[c]","57160","57620"
"Leaver CS","2023","Valuation Office Agency","Outside London","SEO/HEO","HEO","25","[c]","33460","33980"
"Leaver CS","2023","Valuation Office Agency","Outside London","SEO/HEO","SEO","45","[c]","45560","46380"
"Leaver CS","2023","Vehicle Certification Agency","Outside London","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","Outside London","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Vehicle Certification Agency","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","Outside London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Veterinary Medicines Directorate","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Outside London","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Water Services Regulation Authority","Outside London","SEO/HEO","HEO","15","[c]","42370","42000"
"Leaver CS","2023","Water Services Regulation Authority","Outside London","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Welsh Government (excl. agencies)","Outside London","AA/AO","AO","45","[c]","23380","24630"
"Leaver CS","2023","Welsh Government (excl. agencies)","Outside London","EO","EO","40","[c]","28240","29430"
"Leaver CS","2023","Welsh Government (excl. agencies)","Outside London","G6/G7","G6","10","[c]","74770","75480"
"Leaver CS","2023","Welsh Government (excl. agencies)","Outside London","G6/G7","G7","25","[c]","60070","61440"
"Leaver CS","2023","Welsh Government (excl. agencies)","Outside London","SCS level","SCS level","10","[c]","99490","92110"
"Leaver CS","2023","Welsh Government (excl. agencies)","Outside London","SEO/HEO","HEO","35","[c]","36250","38160"
"Leaver CS","2023","Welsh Government (excl. agencies)","Outside London","SEO/HEO","SEO","40","[c]","46300","47470"
"Leaver CS","2023","Welsh Revenue Authority","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Wilton Park","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Active Travel England","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","Outside London","EO","EO","15","[c]","24710","24710"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Advisory, Conciliation and Arbitration Service","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","London","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","Outside London","AA/AO","AO","20","[c]","22170","22150"
"Leaver Dept.","2023","Animal and Plant Health Agency","Outside London","EO","EO","15","[c]","26360","25920"
"Leaver Dept.","2023","Animal and Plant Health Agency","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","Outside London","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Animal and Plant Health Agency","Outside London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Attorney General's Office","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Building Digital UK","London","SEO/HEO","HEO","15","[c]","35020","34790"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","London","AA/AO","AO","20","[c]","23530","24490"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","London","EO","EO","115","[c]","27830","28190"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","London","G6/G7","G6","95","[c]","66970","66530"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","London","G6/G7","G7","215","[c]","56050","56430"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","London","SCS level","SCS level","75","[c]","83870","77390"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","London","SEO/HEO","HEO","200","[c]","35290","35650"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","London","SEO/HEO","SEO","125","[c]","41560","41870"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Outside London","AA/AO","AO","30","[c]","21630","21720"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Outside London","EO","EO","50","[c]","25070","24610"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Outside London","G6/G7","G6","15","[c]","63620","62390"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Outside London","G6/G7","G7","40","[c]","51930","51290"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Outside London","SEO/HEO","HEO","60","[c]","33080","33020"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Outside London","SEO/HEO","SEO","30","[c]","38880","38460"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Unknown","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Unknown","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Central Civil Service Fast Stream","London","SEO/HEO","HEO","385","[c]","31850","32000"
"Leaver Dept.","2023","Central Civil Service Fast Stream","Outside London","SEO/HEO","HEO","100","[c]","31830","32000"
"Leaver Dept.","2023","Central Civil Service Fast Stream","Unknown","SEO/HEO","HEO","35","[c]","31080","32000"
"Leaver Dept.","2023","Centre for Environment, Fisheries and Aquaculture Science","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Charity Commission","Outside London","SEO/HEO","HEO","10","[c]","29200","29260"
"Leaver Dept.","2023","Charity Commission","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","Outside London","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","Outside London","EO","EO","10","[c]","26350","25610"
"Leaver Dept.","2023","Companies House","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","Outside London","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Companies House","Outside London","SEO/HEO","SEO","10","[c]","43020","42990"
"Leaver Dept.","2023","Competition and Markets Authority","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","London","SEO/HEO","HEO","10","[c]","35280","34590"
"Leaver Dept.","2023","Competition and Markets Authority","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Competition and Markets Authority","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Criminal Injuries Compensation Authority","Outside London","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Criminal Injuries Compensation Authority","Outside London","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Criminal Injuries Compensation Authority","Outside London","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","Outside London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","Outside London","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Commercial Service","Outside London","SEO/HEO","SEO","10","[c]","39920","39360"
"Leaver Dept.","2023","Crown Office and Procurator Fiscal Service","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Office and Procurator Fiscal Service","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Office and Procurator Fiscal Service","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Office and Procurator Fiscal Service","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Office and Procurator Fiscal Service","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Prosecution Service","London","AA/AO","AO","10","[c]","24890","24480"
"Leaver Dept.","2023","Crown Prosecution Service","London","EO","EO","10","[c]","28300","28200"
"Leaver Dept.","2023","Crown Prosecution Service","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Prosecution Service","London","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Prosecution Service","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Prosecution Service","London","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Prosecution Service","London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Prosecution Service","Outside London","AA/AO","AO","15","[c]","23590","22870"
"Leaver Dept.","2023","Crown Prosecution Service","Outside London","EO","EO","25","[c]","27570","26900"
"Leaver Dept.","2023","Crown Prosecution Service","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Prosecution Service","Outside London","G6/G7","G7","20","[c]","53190","51870"
"Leaver Dept.","2023","Crown Prosecution Service","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Crown Prosecution Service","Outside London","SEO/HEO","HEO","15","[c]","31820","32000"
"Leaver Dept.","2023","Crown Prosecution Service","Outside London","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Electronics and Components Agency","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Equipment and Support","Outside London","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Equipment and Support","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Equipment and Support","Outside London","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Equipment and Support","Outside London","SEO/HEO","HEO","15","[c]","32650","32500"
"Leaver Dept.","2023","Defence Equipment and Support","Outside London","SEO/HEO","SEO","20","[c]","40790","40850"
"Leaver Dept.","2023","Defence Equipment and Support","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Equipment and Support","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","Outside London","G6/G7","G7","25","[c]","50430","49260"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","Outside London","SEO/HEO","HEO","15","[c]","30600","30650"
"Leaver Dept.","2023","Defence Science and Technology Laboratory","Outside London","SEO/HEO","SEO","15","[c]","40010","39890"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","EO","25","[c]","27960","27680"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6/G7","G6","30","[c]","67230","64700"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6/G7","G7","130","[c]","54190","53600"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SCS level","SCS level","15","[c]","86680","75810"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO/HEO","HEO","120","[c]","33420","33570"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO/HEO","SEO","110","[c]","40460","40050"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G6/G7","G7","10","[c]","49440","49090"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SEO/HEO","HEO","25","[c]","30330","30360"
"Leaver Dept.","2023","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","EO","EO","20","[c]","27210","27780"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","G6/G7","G6","20","[c]","63340","61920"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","G6/G7","G7","60","[c]","53940","53030"
"Leaver Dept.","2023","Department for Digital, Culture, Media and Sport (excl. agencies)","London","SCS level","SCS level","10","[c]","87400","76700"
