"Status","Year","Function_of_post","Parent_department","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Communications","UK Supreme Court","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Communications","Water Services Regulation Authority","West Midlands (England)","West Midlands","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Attorney General's Departments","London","Inner London - West","35","[c]","47650","42210"
"Leaver CS","2023","Counter Fraud","Cabinet Office","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Cabinet Office","London","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Cabinet Office","London","Inner London - West","10","[c]","46700","44630"
"Leaver CS","2023","Counter Fraud","Cabinet Office","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Cabinet Office","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Chancellor's other departments","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Business, Energy and Industrial Strategy","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Business, Energy and Industrial Strategy","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Business, Energy and Industrial Strategy","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Business, Energy and Industrial Strategy","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Business, Energy and Industrial Strategy","South West (England)","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Business, Energy and Industrial Strategy","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Business, Energy and Industrial Strategy","Wales","East Wales","10","[c]","24180","23240"
"Leaver CS","2023","Counter Fraud","Department for Digital, Culture, Media and Sport","London","Inner London - West","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Transport","East of England","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Transport","London","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Transport","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Transport","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","East Midlands (England)","Derbyshire and Nottinghamshire","15","[c]","31370","28120"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","East of England","Bedfordshire and Hertfordshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","East of England","East Anglia","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","East of England","Essex","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","London","Inner London - East","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","London","Inner London - West","10","[c]","33720","34260"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","London","Outer London - East and North East","35","[c]","28880","25610"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","London","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","London","Outer London - West and North West","10","[c]","33930","32520"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","North East (England)","Northumberland, and Tyne and Wear","20","[c]","27950","28120"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","North East (England)","Tees Valley and Durham","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","North West (England)","Greater Manchester","15","[c]","26760","23880"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","North West (England)","Lancashire","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","North West (England)","Merseyside","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","Scotland","Eastern Scotland","15","[c]","26860","27570"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","Scotland","Southern Scotland","25","[c]","23040","21690"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","Scotland","West Central Scotland","30","[c]","26170","27570"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","[c]","28090","28120"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","South East (England)","Hampshire and Isle of Wight","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","South East (England)","Kent","20","[c]","26050","25610"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","South East (England)","Surrey, East and West Sussex","15","[c]","30060","29290"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","South West (England)","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","South West (England)","Dorset and Somerset","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","Wales","West Wales and The Valleys","20","[c]","25170","25910"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","West Midlands (England)","Shropshire and Staffordshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","West Midlands (England)","West Midlands","20","[c]","27100","27840"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","Yorkshire and The Humber","South Yorkshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Department for Work and Pensions","Yorkshire and The Humber","West Yorkshire","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Food Standards Agency","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Food Standards Agency","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs","East Midlands (England)","Derbyshire and Nottinghamshire","20","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs","East of England","East Anglia","15","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs","East of England","Essex","5","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs","London","Inner London - East","70","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs","London","Outer London - South","30","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs","North East (England)","Northumberland, and Tyne and Wear","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs","North West (England)","Greater Manchester","60","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs","North West (England)","Merseyside","25","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs","Northern Ireland","Northern Ireland","15","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs","Scotland","Eastern Scotland","15","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs","Scotland","West Central Scotland","25","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs","South East (England)","Kent","10","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","20","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs","Wales","East Wales","15","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs","West Midlands (England)","West Midlands","30","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","HM Revenue and Customs","Yorkshire and The Humber","West Yorkshire","30","[c]","[c]","[c]"
"Leaver CS","2023","Counter Fraud","Ministry of Defence","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Department for Work and Pensions","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Department for Work and Pensions","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","15","[c]","22480","21690"
"Leaver CS","2023","Debt","Department for Work and Pensions","East of England","Bedfordshire and Hertfordshire","10","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Department for Work and Pensions","East of England","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Department for Work and Pensions","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Department for Work and Pensions","North East (England)","Northumberland, and Tyne and Wear","50","[c]","21940","21690"
"Leaver CS","2023","Debt","Department for Work and Pensions","North West (England)","Greater Manchester","20","[c]","23160","21690"
"Leaver CS","2023","Debt","Department for Work and Pensions","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Department for Work and Pensions","Scotland","Highlands and Islands","20","[c]","21970","21690"
"Leaver CS","2023","Debt","Department for Work and Pensions","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","Department for Work and Pensions","South West (England)","Dorset and Somerset","15","[c]","22090","21690"
"Leaver CS","2023","Debt","Department for Work and Pensions","Unknown","Unknown","15","[c]","24310","25110"
"Leaver CS","2023","Debt","Department for Work and Pensions","Wales","West Wales and The Valleys","25","[c]","22800","21690"
"Leaver CS","2023","Debt","Department for Work and Pensions","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","40","[c]","21910","21590"
"Leaver CS","2023","Debt","Department for Work and Pensions","West Midlands (England)","West Midlands","65","[c]","21840","21690"
"Leaver CS","2023","Debt","Department for Work and Pensions","Yorkshire and The Humber","South Yorkshire","35","[c]","22300","21690"
"Leaver CS","2023","Debt","Department for Work and Pensions","Yorkshire and The Humber","West Yorkshire","20","[c]","23800","21690"
"Leaver CS","2023","Debt","HM Revenue and Customs","East Midlands (England)","Derbyshire and Nottinghamshire","40","[c]","[c]","[c]"
"Leaver CS","2023","Debt","HM Revenue and Customs","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","HM Revenue and Customs","East of England","Essex","10","[c]","[c]","[c]"
"Leaver CS","2023","Debt","HM Revenue and Customs","London","Inner London - East","20","[c]","[c]","[c]"
"Leaver CS","2023","Debt","HM Revenue and Customs","London","Outer London - South","25","[c]","[c]","[c]"
"Leaver CS","2023","Debt","HM Revenue and Customs","North East (England)","Northumberland, and Tyne and Wear","60","[c]","[c]","[c]"
"Leaver CS","2023","Debt","HM Revenue and Customs","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","HM Revenue and Customs","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","HM Revenue and Customs","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","HM Revenue and Customs","North West (England)","Merseyside","30","[c]","[c]","[c]"
"Leaver CS","2023","Debt","HM Revenue and Customs","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","HM Revenue and Customs","Scotland","Eastern Scotland","65","[c]","[c]","[c]"
"Leaver CS","2023","Debt","HM Revenue and Customs","Scotland","Southern Scotland","35","[c]","[c]","[c]"
"Leaver CS","2023","Debt","HM Revenue and Customs","Scotland","West Central Scotland","35","[c]","[c]","[c]"
"Leaver CS","2023","Debt","HM Revenue and Customs","South East (England)","Surrey, East and West Sussex","5","[c]","[c]","[c]"
"Leaver CS","2023","Debt","HM Revenue and Customs","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","5","[c]","[c]","[c]"
"Leaver CS","2023","Debt","HM Revenue and Customs","Wales","East Wales","45","[c]","[c]","[c]"
"Leaver CS","2023","Debt","HM Revenue and Customs","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Debt","HM Revenue and Customs","West Midlands (England)","West Midlands","95","[c]","[c]","[c]"
"Leaver CS","2023","Debt","HM Revenue and Customs","Yorkshire and The Humber","West Yorkshire","40","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Attorney General's Departments","London","Inner London - West","15","[c]","39180","33360"
"Leaver CS","2023","Digital, Data & Technology","Attorney General's Departments","London","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Attorney General's Departments","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Attorney General's Departments","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Attorney General's Departments","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Attorney General's Departments","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Attorney General's Departments","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Attorney General's Departments","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Cabinet Office","East of England","East Anglia","10","[c]","41690","38980"
"Leaver CS","2023","Digital, Data & Technology","Cabinet Office","London","Inner London - East","155","[c]","52190","56340"
"Leaver CS","2023","Digital, Data & Technology","Cabinet Office","London","Inner London - West","20","[c]","41400","33310"
"Leaver CS","2023","Digital, Data & Technology","Cabinet Office","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Cabinet Office","North West (England)","Greater Manchester","10","[c]","42050","38460"
"Leaver CS","2023","Digital, Data & Technology","Cabinet Office","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Cabinet Office","Scotland","West Central Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Cabinet Office","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Cabinet Office","Wales","East Wales","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Cabinet Office","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Cabinet Office","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Chancellor's other departments","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Charity Commission","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Charity Commission","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Competition and Markets Authority","London","Inner London - East","15","[c]","58050","53530"
"Leaver CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","London","Inner London - West","15","[c]","40740","40050"
"Leaver CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Overseas","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","South West (England)","Devon","85","[c]","35200","35230"
"Leaver CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Wales","East Wales","45","[c]","40260","37090"
"Leaver CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","London","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Education","East Midlands (England)","Derbyshire and Nottinghamshire","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Education","London","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Education","London","Inner London - West","20","[c]","44660","41720"
"Leaver CS","2023","Digital, Data & Technology","Department for Education","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Education","North East (England)","Tees Valley and Durham","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Education","North West (England)","Greater Manchester","30","[c]","45790","39980"
"Leaver CS","2023","Digital, Data & Technology","Department for Education","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Education","West Midlands (England)","West Midlands","25","[c]","45380","47210"
"Leaver CS","2023","Digital, Data & Technology","Department for Education","Yorkshire and The Humber","South Yorkshire","15","[c]","42420","37590"
"Leaver CS","2023","Digital, Data & Technology","Department for Education","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","East Midlands (England)","Derbyshire and Nottinghamshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","East of England","East Anglia","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","London","Inner London - West","15","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","North East (England)","Northumberland, and Tyne and Wear","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","North West (England)","Cheshire","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","South West (England)","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","20","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","North Yorkshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for International Trade","London","Inner London - West","20","[c]","48570","52940"
"Leaver CS","2023","Digital, Data & Technology","Department for International Trade","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for International Trade","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for International Trade","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for International Trade","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","London","Inner London - West","10","[c]","41980","39600"
"Leaver CS","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Wales","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Transport","East Midlands (England)","Derbyshire and Nottinghamshire","5","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Transport","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Transport","South East (England)","Hampshire and Isle of Wight","15","[c]","38160","31940"
"Leaver CS","2023","Digital, Data & Technology","Department for Transport","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Transport","Wales","West Wales and The Valleys","35","[c]","39740","39040"
"Leaver CS","2023","Digital, Data & Technology","Department for Transport","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Transport","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Work and Pensions","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Work and Pensions","East of England","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Work and Pensions","London","Inner London - West","35","[c]","56610","45920"
"Leaver CS","2023","Digital, Data & Technology","Department for Work and Pensions","North East (England)","Northumberland, and Tyne and Wear","100","[c]","44160","40640"
"Leaver CS","2023","Digital, Data & Technology","Department for Work and Pensions","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Digital, Data & Technology","Department for Work and Pensions","North West (England)","Greater Manchester","65","[c]","47960","40670"
"Leaver CS","2023","Digital, Data & Technology","Department for Work and Pensions","North West (England)","Lancashire","55","[c]","46910","41480"
"Leaver CS","2023","Digital, Data & Technology","Department for Work and Pensions","North West (England)","Merseyside","10","[c]","36660","35380"
