"Status","Year","Age","Ethnicity","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","50-59","Undeclared","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Digital, Data & Technology","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Finance","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","No function","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","No function","Undeclared","35","[c]","34300","27650"
"Leaver Dept.","2023","50-59","Undeclared","No function","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Analysis","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Commercial","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Communications","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Counter Fraud","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Digital, Data & Technology","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Finance","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Legal","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","No function","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","No function","Unknown","145","[c]","41730","34320"
"Leaver Dept.","2023","50-59","Unknown","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Project Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Property","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Unknown","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Analysis","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Commercial","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Counter Fraud","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Counter Fraud","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Debt","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Digital, Data & Technology","Heterosexual / straight","55","[c]","46380","38470"
"Leaver Dept.","2023","50-59","White","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Digital, Data & Technology","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Digital, Data & Technology","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Finance","Heterosexual / straight","40","[c]","56430","49700"
"Leaver Dept.","2023","50-59","White","Finance","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Finance","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Grants Management","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Human Resources","Heterosexual / straight","80","[c]","39920","37680"
"Leaver Dept.","2023","50-59","White","Human Resources","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Human Resources","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Legal","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","No function","Heterosexual / straight","630","[c]","36570","28120"
"Leaver Dept.","2023","50-59","White","No function","LGBO","45","[c]","39580","33340"
"Leaver Dept.","2023","50-59","White","No function","Undeclared","55","[c]","36650","28120"
"Leaver Dept.","2023","50-59","White","No function","Unknown","105","[c]","30410","26750"
"Leaver Dept.","2023","50-59","White","Project Delivery","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Project Delivery","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Project Delivery","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Property","Heterosexual / straight","35","[c]","41130","37680"
"Leaver Dept.","2023","50-59","White","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Security","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Unknown","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","No function","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","60-64","Asian","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
